reference_date,jurisdiction_id,indigenous_status_id,sex_id,legal_status_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_jurisdiction,raw_indigenous_status,raw_sex,raw_legal_status
2021-06-30,SA,INDIGENOUS,FEMALE,SENTENCED,prisoner-count,person,31,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R12C5,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,SA,ABORIGINAL AND TORRES STRAIT ISLANDER,Females,Sentenced
2021-06-30,SA,INDIGENOUS,FEMALE,TOTAL,prisoner-count,person,88,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R14C5,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,SA,ABORIGINAL AND TORRES STRAIT ISLANDER,Females,Total
2021-06-30,SA,INDIGENOUS,FEMALE,UNSENTENCED,prisoner-count,person,63,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R13C5,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,SA,ABORIGINAL AND TORRES STRAIT ISLANDER,Females,Unsentenced
2021-06-30,SA,INDIGENOUS,MALE,SENTENCED,prisoner-count,person,288,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R8C5,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,SA,ABORIGINAL AND TORRES STRAIT ISLANDER,Males,Sentenced
2021-06-30,SA,INDIGENOUS,MALE,TOTAL,prisoner-count,person,650,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R10C5,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,SA,ABORIGINAL AND TORRES STRAIT ISLANDER,Males,Total
2021-06-30,SA,INDIGENOUS,MALE,UNSENTENCED,prisoner-count,person,365,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R9C5,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,SA,ABORIGINAL AND TORRES STRAIT ISLANDER,Males,Unsentenced
2021-06-30,SA,INDIGENOUS,PERSONS,SENTENCED,prisoner-count,person,316,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R16C5,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,SA,ABORIGINAL AND TORRES STRAIT ISLANDER,Persons,Sentenced
2021-06-30,SA,INDIGENOUS,PERSONS,TOTAL,prisoner-count,person,744,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R18C5,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,SA,ABORIGINAL AND TORRES STRAIT ISLANDER,Persons,Total
2021-06-30,SA,INDIGENOUS,PERSONS,UNSENTENCED,prisoner-count,person,420,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R17C5,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,SA,ABORIGINAL AND TORRES STRAIT ISLANDER,Persons,Unsentenced
2021-06-30,SA,NON_INDIGENOUS,FEMALE,SENTENCED,prisoner-count,person,79,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R25C5,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,SA,NON-INDIGENOUS,Females,Sentenced
2021-06-30,SA,NON_INDIGENOUS,FEMALE,TOTAL,prisoner-count,person,153,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R27C5,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,SA,NON-INDIGENOUS,Females,Total
2021-06-30,SA,NON_INDIGENOUS,FEMALE,UNSENTENCED,prisoner-count,person,74,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R26C5,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,SA,NON-INDIGENOUS,Females,Unsentenced
2021-06-30,SA,NON_INDIGENOUS,MALE,SENTENCED,prisoner-count,person,1317,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R21C5,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,SA,NON-INDIGENOUS,Males,Sentenced
2021-06-30,SA,NON_INDIGENOUS,MALE,TOTAL,prisoner-count,person,2217,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R23C5,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,SA,NON-INDIGENOUS,Males,Total
2021-06-30,SA,NON_INDIGENOUS,MALE,UNSENTENCED,prisoner-count,person,883,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R22C5,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,SA,NON-INDIGENOUS,Males,Unsentenced
2021-06-30,SA,NON_INDIGENOUS,PERSONS,SENTENCED,prisoner-count,person,1396,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R29C5,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,SA,NON-INDIGENOUS,Persons,Sentenced
2021-06-30,SA,NON_INDIGENOUS,PERSONS,TOTAL,prisoner-count,person,2364,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R31C5,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,SA,NON-INDIGENOUS,Persons,Total
2021-06-30,SA,NON_INDIGENOUS,PERSONS,UNSENTENCED,prisoner-count,person,960,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R30C5,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,SA,NON-INDIGENOUS,Persons,Unsentenced
2021-06-30,SA,TOTAL,FEMALE,SENTENCED,prisoner-count,person,110,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R38C5,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,SA,TOTAL,Females,Sentenced
2021-06-30,SA,TOTAL,FEMALE,TOTAL,prisoner-count,person,243,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R40C5,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,SA,TOTAL,Females,Total
2021-06-30,SA,TOTAL,FEMALE,UNSENTENCED,prisoner-count,person,135,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R39C5,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,SA,TOTAL,Females,Unsentenced
2021-06-30,SA,TOTAL,MALE,SENTENCED,prisoner-count,person,1601,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R34C5,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,SA,TOTAL,Males,Sentenced
2021-06-30,SA,TOTAL,MALE,TOTAL,prisoner-count,person,2869,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R36C5,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,SA,TOTAL,Males,Total
2021-06-30,SA,TOTAL,MALE,UNSENTENCED,prisoner-count,person,1245,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R35C5,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,SA,TOTAL,Males,Unsentenced
2021-06-30,SA,TOTAL,PERSONS,SENTENCED,prisoner-count,person,1714,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R42C5,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,SA,TOTAL,Persons,Sentenced
2021-06-30,SA,TOTAL,PERSONS,TOTAL,prisoner-count,person,3105,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R44C5,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,SA,TOTAL,Persons,Total
2021-06-30,SA,TOTAL,PERSONS,UNSENTENCED,prisoner-count,person,1384,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R43C5,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,SA,TOTAL,Persons,Unsentenced
2021-06-30,TAS,INDIGENOUS,FEMALE,SENTENCED,prisoner-count,person,10,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R12C7,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,Tas.,ABORIGINAL AND TORRES STRAIT ISLANDER,Females,Sentenced
2021-06-30,TAS,INDIGENOUS,FEMALE,TOTAL,prisoner-count,person,21,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R14C7,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,Tas.,ABORIGINAL AND TORRES STRAIT ISLANDER,Females,Total
