publication_vintage_date,reference_date,principal_offence_id,sentence_statistic_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_sentence_statistic
2024-06-30,2024-06-30,ANZSOC_2011_07_UNLAWFUL_ENTRY_WITH_INTENT,SENTENCE_COMMUNITY_SERVICE_WORK,defendant-count,person,159,observed,159,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 84,R21C5,sha256:149bd2abad147acc7d8950ddf40a30fb76721fb0012522c15134c7ad8e248aec,criminal-courts-australia,sha256:28df738b489b764f363ba78ff132b094fcdcea3eb860d07190ddb46a37edadec,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:ca929ca1a41f4a63d6ae2e7451d16b9292c596705e45c71589c605b5ab657e13,sha256:7106d8485c9a6080072fea89ec85742f190a0ef048bc1c03a7543199abfab513,human-authored/deterministic-map-v1,replay:sha256:be49299ff165ba1adc845ce3f2e9a08c269030a7960286cb84399d0979274d74,07 Unlawful entry with intent,Community service / work
2024-06-30,2024-06-30,ANZSOC_2011_07_UNLAWFUL_ENTRY_WITH_INTENT,SENTENCE_CONFERENCE_OR_DIVERSION_PROGRAM,defendant-count,person,725,observed,725,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 84,R21C9,sha256:149bd2abad147acc7d8950ddf40a30fb76721fb0012522c15134c7ad8e248aec,criminal-courts-australia,sha256:28df738b489b764f363ba78ff132b094fcdcea3eb860d07190ddb46a37edadec,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:ca929ca1a41f4a63d6ae2e7451d16b9292c596705e45c71589c605b5ab657e13,sha256:7106d8485c9a6080072fea89ec85742f190a0ef048bc1c03a7543199abfab513,human-authored/deterministic-map-v1,replay:sha256:be49299ff165ba1adc845ce3f2e9a08c269030a7960286cb84399d0979274d74,07 Unlawful entry with intent,Conference or diversion program
2024-06-30,2024-06-30,ANZSOC_2011_07_UNLAWFUL_ENTRY_WITH_INTENT,SENTENCE_FINES,defendant-count,person,0,observed,0,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 84,R21C7,sha256:149bd2abad147acc7d8950ddf40a30fb76721fb0012522c15134c7ad8e248aec,criminal-courts-australia,sha256:28df738b489b764f363ba78ff132b094fcdcea3eb860d07190ddb46a37edadec,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:ca929ca1a41f4a63d6ae2e7451d16b9292c596705e45c71589c605b5ab657e13,sha256:7106d8485c9a6080072fea89ec85742f190a0ef048bc1c03a7543199abfab513,human-authored/deterministic-map-v1,replay:sha256:be49299ff165ba1adc845ce3f2e9a08c269030a7960286cb84399d0979274d74,07 Unlawful entry with intent,Fines
2024-06-30,2024-06-30,ANZSOC_2011_07_UNLAWFUL_ENTRY_WITH_INTENT,SENTENCE_FULLY_SUSPENDED_JUVENILE_SENTENCE,defendant-count,person,129,observed,129,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 84,R21C4,sha256:149bd2abad147acc7d8950ddf40a30fb76721fb0012522c15134c7ad8e248aec,criminal-courts-australia,sha256:28df738b489b764f363ba78ff132b094fcdcea3eb860d07190ddb46a37edadec,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:ca929ca1a41f4a63d6ae2e7451d16b9292c596705e45c71589c605b5ab657e13,sha256:7106d8485c9a6080072fea89ec85742f190a0ef048bc1c03a7543199abfab513,human-authored/deterministic-map-v1,replay:sha256:be49299ff165ba1adc845ce3f2e9a08c269030a7960286cb84399d0979274d74,07 Unlawful entry with intent,Fully suspended juvenile sentence
2024-06-30,2024-06-30,ANZSOC_2011_07_UNLAWFUL_ENTRY_WITH_INTENT,SENTENCE_GOOD_BEHAVIOUR_INCL_BONDS,defendant-count,person,243,observed,243,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 84,R21C8,sha256:149bd2abad147acc7d8950ddf40a30fb76721fb0012522c15134c7ad8e248aec,criminal-courts-australia,sha256:28df738b489b764f363ba78ff132b094fcdcea3eb860d07190ddb46a37edadec,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:ca929ca1a41f4a63d6ae2e7451d16b9292c596705e45c71589c605b5ab657e13,sha256:7106d8485c9a6080072fea89ec85742f190a0ef048bc1c03a7543199abfab513,human-authored/deterministic-map-v1,replay:sha256:be49299ff165ba1adc845ce3f2e9a08c269030a7960286cb84399d0979274d74,07 Unlawful entry with intent,Good behaviour (incl. bonds)
2024-06-30,2024-06-30,ANZSOC_2011_07_UNLAWFUL_ENTRY_WITH_INTENT,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,defendant-count,person,127,observed,127,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 84,R21C3,sha256:149bd2abad147acc7d8950ddf40a30fb76721fb0012522c15134c7ad8e248aec,criminal-courts-australia,sha256:28df738b489b764f363ba78ff132b094fcdcea3eb860d07190ddb46a37edadec,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:ca929ca1a41f4a63d6ae2e7451d16b9292c596705e45c71589c605b5ab657e13,sha256:7106d8485c9a6080072fea89ec85742f190a0ef048bc1c03a7543199abfab513,human-authored/deterministic-map-v1,replay:sha256:be49299ff165ba1adc845ce3f2e9a08c269030a7960286cb84399d0979274d74,07 Unlawful entry with intent,Intensive penalty in the community
2024-06-30,2024-06-30,ANZSOC_2011_07_UNLAWFUL_ENTRY_WITH_INTENT,SENTENCE_JUVENILE_DETENTION,defendant-count,person,239,observed,239,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 84,R21C2,sha256:149bd2abad147acc7d8950ddf40a30fb76721fb0012522c15134c7ad8e248aec,criminal-courts-australia,sha256:28df738b489b764f363ba78ff132b094fcdcea3eb860d07190ddb46a37edadec,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:ca929ca1a41f4a63d6ae2e7451d16b9292c596705e45c71589c605b5ab657e13,sha256:7106d8485c9a6080072fea89ec85742f190a0ef048bc1c03a7543199abfab513,human-authored/deterministic-map-v1,replay:sha256:be49299ff165ba1adc845ce3f2e9a08c269030a7960286cb84399d0979274d74,07 Unlawful entry with intent,Juvenile detention
2024-06-30,2024-06-30,ANZSOC_2011_07_UNLAWFUL_ENTRY_WITH_INTENT,SENTENCE_MODERATE_PENALTY_IN_THE_COMMUNITY,defendant-count,person,668,observed,668,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 84,R21C6,sha256:149bd2abad147acc7d8950ddf40a30fb76721fb0012522c15134c7ad8e248aec,criminal-courts-australia,sha256:28df738b489b764f363ba78ff132b094fcdcea3eb860d07190ddb46a37edadec,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:ca929ca1a41f4a63d6ae2e7451d16b9292c596705e45c71589c605b5ab657e13,sha256:7106d8485c9a6080072fea89ec85742f190a0ef048bc1c03a7543199abfab513,human-authored/deterministic-map-v1,replay:sha256:be49299ff165ba1adc845ce3f2e9a08c269030a7960286cb84399d0979274d74,07 Unlawful entry with intent, Moderate penalty in the community
2024-06-30,2024-06-30,ANZSOC_2011_07_UNLAWFUL_ENTRY_WITH_INTENT,SENTENCE_NOMINAL_PENALTY,defendant-count,person,362,observed,362,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 84,R21C10,sha256:149bd2abad147acc7d8950ddf40a30fb76721fb0012522c15134c7ad8e248aec,criminal-courts-australia,sha256:28df738b489b764f363ba78ff132b094fcdcea3eb860d07190ddb46a37edadec,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:ca929ca1a41f4a63d6ae2e7451d16b9292c596705e45c71589c605b5ab657e13,sha256:7106d8485c9a6080072fea89ec85742f190a0ef048bc1c03a7543199abfab513,human-authored/deterministic-map-v1,replay:sha256:be49299ff165ba1adc845ce3f2e9a08c269030a7960286cb84399d0979274d74,07 Unlawful entry with intent,Nominal penalty
2024-06-30,2024-06-30,ANZSOC_2011_07_UNLAWFUL_ENTRY_WITH_INTENT,SENTENCE_OTHER,defendant-count,person,15,observed,15,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 84,R21C11,sha256:149bd2abad147acc7d8950ddf40a30fb76721fb0012522c15134c7ad8e248aec,criminal-courts-australia,sha256:28df738b489b764f363ba78ff132b094fcdcea3eb860d07190ddb46a37edadec,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:ca929ca1a41f4a63d6ae2e7451d16b9292c596705e45c71589c605b5ab657e13,sha256:7106d8485c9a6080072fea89ec85742f190a0ef048bc1c03a7543199abfab513,human-authored/deterministic-map-v1,replay:sha256:be49299ff165ba1adc845ce3f2e9a08c269030a7960286cb84399d0979274d74,07 Unlawful entry with intent,Other(a)
2024-06-30,2024-06-30,ANZSOC_2011_07_UNLAWFUL_ENTRY_WITH_INTENT,SENTENCE_TOTAL,defendant-count,person,2676,observed,2676,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 84,R21C12,sha256:149bd2abad147acc7d8950ddf40a30fb76721fb0012522c15134c7ad8e248aec,criminal-courts-australia,sha256:28df738b489b764f363ba78ff132b094fcdcea3eb860d07190ddb46a37edadec,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:ca929ca1a41f4a63d6ae2e7451d16b9292c596705e45c71589c605b5ab657e13,sha256:7106d8485c9a6080072fea89ec85742f190a0ef048bc1c03a7543199abfab513,human-authored/deterministic-map-v1,replay:sha256:be49299ff165ba1adc845ce3f2e9a08c269030a7960286cb84399d0979274d74,07 Unlawful entry with intent,Total(b)
2024-06-30,2024-06-30,ANZSOC_2011_081_MOTOR_VEHICLE_THEFT_AND_RELATED_OFFENCES,SENTENCE_COMMUNITY_SERVICE_WORK,defendant-count,person,100,observed,100,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 84,R23C5,sha256:149bd2abad147acc7d8950ddf40a30fb76721fb0012522c15134c7ad8e248aec,criminal-courts-australia,sha256:28df738b489b764f363ba78ff132b094fcdcea3eb860d07190ddb46a37edadec,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:ca929ca1a41f4a63d6ae2e7451d16b9292c596705e45c71589c605b5ab657e13,sha256:7106d8485c9a6080072fea89ec85742f190a0ef048bc1c03a7543199abfab513,human-authored/deterministic-map-v1,replay:sha256:be49299ff165ba1adc845ce3f2e9a08c269030a7960286cb84399d0979274d74,081 Motor vehicle theft and related offences,Community service / work
2024-06-30,2024-06-30,ANZSOC_2011_081_MOTOR_VEHICLE_THEFT_AND_RELATED_OFFENCES,SENTENCE_CONFERENCE_OR_DIVERSION_PROGRAM,defendant-count,person,524,observed,524,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 84,R23C9,sha256:149bd2abad147acc7d8950ddf40a30fb76721fb0012522c15134c7ad8e248aec,criminal-courts-australia,sha256:28df738b489b764f363ba78ff132b094fcdcea3eb860d07190ddb46a37edadec,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:ca929ca1a41f4a63d6ae2e7451d16b9292c596705e45c71589c605b5ab657e13,sha256:7106d8485c9a6080072fea89ec85742f190a0ef048bc1c03a7543199abfab513,human-authored/deterministic-map-v1,replay:sha256:be49299ff165ba1adc845ce3f2e9a08c269030a7960286cb84399d0979274d74,081 Motor vehicle theft and related offences,Conference or diversion program
2024-06-30,2024-06-30,ANZSOC_2011_081_MOTOR_VEHICLE_THEFT_AND_RELATED_OFFENCES,SENTENCE_FINES,defendant-count,person,3,observed,3,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 84,R23C7,sha256:149bd2abad147acc7d8950ddf40a30fb76721fb0012522c15134c7ad8e248aec,criminal-courts-australia,sha256:28df738b489b764f363ba78ff132b094fcdcea3eb860d07190ddb46a37edadec,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:ca929ca1a41f4a63d6ae2e7451d16b9292c596705e45c71589c605b5ab657e13,sha256:7106d8485c9a6080072fea89ec85742f190a0ef048bc1c03a7543199abfab513,human-authored/deterministic-map-v1,replay:sha256:be49299ff165ba1adc845ce3f2e9a08c269030a7960286cb84399d0979274d74,081 Motor vehicle theft and related offences,Fines
2024-06-30,2024-06-30,ANZSOC_2011_081_MOTOR_VEHICLE_THEFT_AND_RELATED_OFFENCES,SENTENCE_FULLY_SUSPENDED_JUVENILE_SENTENCE,defendant-count,person,36,observed,36,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 84,R23C4,sha256:149bd2abad147acc7d8950ddf40a30fb76721fb0012522c15134c7ad8e248aec,criminal-courts-australia,sha256:28df738b489b764f363ba78ff132b094fcdcea3eb860d07190ddb46a37edadec,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:ca929ca1a41f4a63d6ae2e7451d16b9292c596705e45c71589c605b5ab657e13,sha256:7106d8485c9a6080072fea89ec85742f190a0ef048bc1c03a7543199abfab513,human-authored/deterministic-map-v1,replay:sha256:be49299ff165ba1adc845ce3f2e9a08c269030a7960286cb84399d0979274d74,081 Motor vehicle theft and related offences,Fully suspended juvenile sentence
2024-06-30,2024-06-30,ANZSOC_2011_081_MOTOR_VEHICLE_THEFT_AND_RELATED_OFFENCES,SENTENCE_GOOD_BEHAVIOUR_INCL_BONDS,defendant-count,person,155,observed,155,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 84,R23C8,sha256:149bd2abad147acc7d8950ddf40a30fb76721fb0012522c15134c7ad8e248aec,criminal-courts-australia,sha256:28df738b489b764f363ba78ff132b094fcdcea3eb860d07190ddb46a37edadec,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:ca929ca1a41f4a63d6ae2e7451d16b9292c596705e45c71589c605b5ab657e13,sha256:7106d8485c9a6080072fea89ec85742f190a0ef048bc1c03a7543199abfab513,human-authored/deterministic-map-v1,replay:sha256:be49299ff165ba1adc845ce3f2e9a08c269030a7960286cb84399d0979274d74,081 Motor vehicle theft and related offences,Good behaviour (incl. bonds)
2024-06-30,2024-06-30,ANZSOC_2011_081_MOTOR_VEHICLE_THEFT_AND_RELATED_OFFENCES,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,defendant-count,person,19,observed,19,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 84,R23C3,sha256:149bd2abad147acc7d8950ddf40a30fb76721fb0012522c15134c7ad8e248aec,criminal-courts-australia,sha256:28df738b489b764f363ba78ff132b094fcdcea3eb860d07190ddb46a37edadec,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:ca929ca1a41f4a63d6ae2e7451d16b9292c596705e45c71589c605b5ab657e13,sha256:7106d8485c9a6080072fea89ec85742f190a0ef048bc1c03a7543199abfab513,human-authored/deterministic-map-v1,replay:sha256:be49299ff165ba1adc845ce3f2e9a08c269030a7960286cb84399d0979274d74,081 Motor vehicle theft and related offences,Intensive penalty in the community
2024-06-30,2024-06-30,ANZSOC_2011_081_MOTOR_VEHICLE_THEFT_AND_RELATED_OFFENCES,SENTENCE_JUVENILE_DETENTION,defendant-count,person,94,observed,94,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 84,R23C2,sha256:149bd2abad147acc7d8950ddf40a30fb76721fb0012522c15134c7ad8e248aec,criminal-courts-australia,sha256:28df738b489b764f363ba78ff132b094fcdcea3eb860d07190ddb46a37edadec,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:ca929ca1a41f4a63d6ae2e7451d16b9292c596705e45c71589c605b5ab657e13,sha256:7106d8485c9a6080072fea89ec85742f190a0ef048bc1c03a7543199abfab513,human-authored/deterministic-map-v1,replay:sha256:be49299ff165ba1adc845ce3f2e9a08c269030a7960286cb84399d0979274d74,081 Motor vehicle theft and related offences,Juvenile detention
2024-06-30,2024-06-30,ANZSOC_2011_081_MOTOR_VEHICLE_THEFT_AND_RELATED_OFFENCES,SENTENCE_MODERATE_PENALTY_IN_THE_COMMUNITY,defendant-count,person,302,observed,302,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 84,R23C6,sha256:149bd2abad147acc7d8950ddf40a30fb76721fb0012522c15134c7ad8e248aec,criminal-courts-australia,sha256:28df738b489b764f363ba78ff132b094fcdcea3eb860d07190ddb46a37edadec,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:ca929ca1a41f4a63d6ae2e7451d16b9292c596705e45c71589c605b5ab657e13,sha256:7106d8485c9a6080072fea89ec85742f190a0ef048bc1c03a7543199abfab513,human-authored/deterministic-map-v1,replay:sha256:be49299ff165ba1adc845ce3f2e9a08c269030a7960286cb84399d0979274d74,081 Motor vehicle theft and related offences, Moderate penalty in the community
2024-06-30,2024-06-30,ANZSOC_2011_081_MOTOR_VEHICLE_THEFT_AND_RELATED_OFFENCES,SENTENCE_NOMINAL_PENALTY,defendant-count,person,290,observed,290,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 84,R23C10,sha256:149bd2abad147acc7d8950ddf40a30fb76721fb0012522c15134c7ad8e248aec,criminal-courts-australia,sha256:28df738b489b764f363ba78ff132b094fcdcea3eb860d07190ddb46a37edadec,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:ca929ca1a41f4a63d6ae2e7451d16b9292c596705e45c71589c605b5ab657e13,sha256:7106d8485c9a6080072fea89ec85742f190a0ef048bc1c03a7543199abfab513,human-authored/deterministic-map-v1,replay:sha256:be49299ff165ba1adc845ce3f2e9a08c269030a7960286cb84399d0979274d74,081 Motor vehicle theft and related offences,Nominal penalty
2024-06-30,2024-06-30,ANZSOC_2011_081_MOTOR_VEHICLE_THEFT_AND_RELATED_OFFENCES,SENTENCE_OTHER,defendant-count,person,5,observed,5,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 84,R23C11,sha256:149bd2abad147acc7d8950ddf40a30fb76721fb0012522c15134c7ad8e248aec,criminal-courts-australia,sha256:28df738b489b764f363ba78ff132b094fcdcea3eb860d07190ddb46a37edadec,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:ca929ca1a41f4a63d6ae2e7451d16b9292c596705e45c71589c605b5ab657e13,sha256:7106d8485c9a6080072fea89ec85742f190a0ef048bc1c03a7543199abfab513,human-authored/deterministic-map-v1,replay:sha256:be49299ff165ba1adc845ce3f2e9a08c269030a7960286cb84399d0979274d74,081 Motor vehicle theft and related offences,Other(a)
2024-06-30,2024-06-30,ANZSOC_2011_081_MOTOR_VEHICLE_THEFT_AND_RELATED_OFFENCES,SENTENCE_TOTAL,defendant-count,person,1531,observed,1531,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 84,R23C12,sha256:149bd2abad147acc7d8950ddf40a30fb76721fb0012522c15134c7ad8e248aec,criminal-courts-australia,sha256:28df738b489b764f363ba78ff132b094fcdcea3eb860d07190ddb46a37edadec,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:ca929ca1a41f4a63d6ae2e7451d16b9292c596705e45c71589c605b5ab657e13,sha256:7106d8485c9a6080072fea89ec85742f190a0ef048bc1c03a7543199abfab513,human-authored/deterministic-map-v1,replay:sha256:be49299ff165ba1adc845ce3f2e9a08c269030a7960286cb84399d0979274d74,081 Motor vehicle theft and related offences,Total(b)
2024-06-30,2024-06-30,ANZSOC_2011_0823_THEFT_FROM_RETAIL_PREMISES,SENTENCE_COMMUNITY_SERVICE_WORK,defendant-count,person,8,observed,8,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 84,R25C5,sha256:149bd2abad147acc7d8950ddf40a30fb76721fb0012522c15134c7ad8e248aec,criminal-courts-australia,sha256:28df738b489b764f363ba78ff132b094fcdcea3eb860d07190ddb46a37edadec,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:ca929ca1a41f4a63d6ae2e7451d16b9292c596705e45c71589c605b5ab657e13,sha256:7106d8485c9a6080072fea89ec85742f190a0ef048bc1c03a7543199abfab513,human-authored/deterministic-map-v1,replay:sha256:be49299ff165ba1adc845ce3f2e9a08c269030a7960286cb84399d0979274d74,0823 Theft from retail premises(e),Community service / work
2024-06-30,2024-06-30,ANZSOC_2011_0823_THEFT_FROM_RETAIL_PREMISES,SENTENCE_CONFERENCE_OR_DIVERSION_PROGRAM,defendant-count,person,160,observed,160,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 84,R25C9,sha256:149bd2abad147acc7d8950ddf40a30fb76721fb0012522c15134c7ad8e248aec,criminal-courts-australia,sha256:28df738b489b764f363ba78ff132b094fcdcea3eb860d07190ddb46a37edadec,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:ca929ca1a41f4a63d6ae2e7451d16b9292c596705e45c71589c605b5ab657e13,sha256:7106d8485c9a6080072fea89ec85742f190a0ef048bc1c03a7543199abfab513,human-authored/deterministic-map-v1,replay:sha256:be49299ff165ba1adc845ce3f2e9a08c269030a7960286cb84399d0979274d74,0823 Theft from retail premises(e),Conference or diversion program
2024-06-30,2024-06-30,ANZSOC_2011_0823_THEFT_FROM_RETAIL_PREMISES,SENTENCE_FINES,defendant-count,person,13,observed,13,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 84,R25C7,sha256:149bd2abad147acc7d8950ddf40a30fb76721fb0012522c15134c7ad8e248aec,criminal-courts-australia,sha256:28df738b489b764f363ba78ff132b094fcdcea3eb860d07190ddb46a37edadec,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:ca929ca1a41f4a63d6ae2e7451d16b9292c596705e45c71589c605b5ab657e13,sha256:7106d8485c9a6080072fea89ec85742f190a0ef048bc1c03a7543199abfab513,human-authored/deterministic-map-v1,replay:sha256:be49299ff165ba1adc845ce3f2e9a08c269030a7960286cb84399d0979274d74,0823 Theft from retail premises(e),Fines
2024-06-30,2024-06-30,ANZSOC_2011_0823_THEFT_FROM_RETAIL_PREMISES,SENTENCE_FULLY_SUSPENDED_JUVENILE_SENTENCE,defendant-count,person,0,observed,0,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 84,R25C4,sha256:149bd2abad147acc7d8950ddf40a30fb76721fb0012522c15134c7ad8e248aec,criminal-courts-australia,sha256:28df738b489b764f363ba78ff132b094fcdcea3eb860d07190ddb46a37edadec,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:ca929ca1a41f4a63d6ae2e7451d16b9292c596705e45c71589c605b5ab657e13,sha256:7106d8485c9a6080072fea89ec85742f190a0ef048bc1c03a7543199abfab513,human-authored/deterministic-map-v1,replay:sha256:be49299ff165ba1adc845ce3f2e9a08c269030a7960286cb84399d0979274d74,0823 Theft from retail premises(e),Fully suspended juvenile sentence
2024-06-30,2024-06-30,ANZSOC_2011_0823_THEFT_FROM_RETAIL_PREMISES,SENTENCE_GOOD_BEHAVIOUR_INCL_BONDS,defendant-count,person,38,observed,38,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 84,R25C8,sha256:149bd2abad147acc7d8950ddf40a30fb76721fb0012522c15134c7ad8e248aec,criminal-courts-australia,sha256:28df738b489b764f363ba78ff132b094fcdcea3eb860d07190ddb46a37edadec,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:ca929ca1a41f4a63d6ae2e7451d16b9292c596705e45c71589c605b5ab657e13,sha256:7106d8485c9a6080072fea89ec85742f190a0ef048bc1c03a7543199abfab513,human-authored/deterministic-map-v1,replay:sha256:be49299ff165ba1adc845ce3f2e9a08c269030a7960286cb84399d0979274d74,0823 Theft from retail premises(e),Good behaviour (incl. bonds)
2024-06-30,2024-06-30,ANZSOC_2011_0823_THEFT_FROM_RETAIL_PREMISES,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,defendant-count,person,0,observed,0,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 84,R25C3,sha256:149bd2abad147acc7d8950ddf40a30fb76721fb0012522c15134c7ad8e248aec,criminal-courts-australia,sha256:28df738b489b764f363ba78ff132b094fcdcea3eb860d07190ddb46a37edadec,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:ca929ca1a41f4a63d6ae2e7451d16b9292c596705e45c71589c605b5ab657e13,sha256:7106d8485c9a6080072fea89ec85742f190a0ef048bc1c03a7543199abfab513,human-authored/deterministic-map-v1,replay:sha256:be49299ff165ba1adc845ce3f2e9a08c269030a7960286cb84399d0979274d74,0823 Theft from retail premises(e),Intensive penalty in the community
