publication_vintage_date,reference_date,principal_offence_id,sentence_statistic_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_sentence_statistic
2023-06-30,2023-06-30,ANZSOC_2011_131_DISORDERLY_CONDUCT,SENTENCE_GOOD_BEHAVIOUR_INCL_BONDS,defendant-count,person,92,observed,92,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 76,R35C8,sha256:87cf68631c4d9c451274bb82126030f7d5fa443e853aa431dadef1a654b06924,criminal-courts-australia,sha256:41e1e7da9b6b043c1d5f4a7cdae22d0715c74cbc3e86ed517dcfe1690acbcaea,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:dfef7892e37146fe435b4e26805363f14e5436d57bfb8936d232a29f8c0d6be0,sha256:0a15a6dd5d1dd5e6524740a3cd7048c140cd356d7de2f25427a5e2fc8472a711,human-authored/deterministic-map-v1,replay:sha256:c1da17118486b455473083c4b77a4ae36c3e124d9cb089692c0f9a59055b507f,131 Disorderly conduct,Good behaviour (incl. bonds)
2023-06-30,2023-06-30,ANZSOC_2011_131_DISORDERLY_CONDUCT,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,defendant-count,person,11,observed,11,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 76,R35C3,sha256:87cf68631c4d9c451274bb82126030f7d5fa443e853aa431dadef1a654b06924,criminal-courts-australia,sha256:41e1e7da9b6b043c1d5f4a7cdae22d0715c74cbc3e86ed517dcfe1690acbcaea,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:dfef7892e37146fe435b4e26805363f14e5436d57bfb8936d232a29f8c0d6be0,sha256:0a15a6dd5d1dd5e6524740a3cd7048c140cd356d7de2f25427a5e2fc8472a711,human-authored/deterministic-map-v1,replay:sha256:c1da17118486b455473083c4b77a4ae36c3e124d9cb089692c0f9a59055b507f,131 Disorderly conduct,Intensive penalty in the community
2023-06-30,2023-06-30,ANZSOC_2011_131_DISORDERLY_CONDUCT,SENTENCE_JUVENILE_DETENTION,defendant-count,person,9,observed,9,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 76,R35C2,sha256:87cf68631c4d9c451274bb82126030f7d5fa443e853aa431dadef1a654b06924,criminal-courts-australia,sha256:41e1e7da9b6b043c1d5f4a7cdae22d0715c74cbc3e86ed517dcfe1690acbcaea,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:dfef7892e37146fe435b4e26805363f14e5436d57bfb8936d232a29f8c0d6be0,sha256:0a15a6dd5d1dd5e6524740a3cd7048c140cd356d7de2f25427a5e2fc8472a711,human-authored/deterministic-map-v1,replay:sha256:c1da17118486b455473083c4b77a4ae36c3e124d9cb089692c0f9a59055b507f,131 Disorderly conduct,Juvenile detention
2023-06-30,2023-06-30,ANZSOC_2011_131_DISORDERLY_CONDUCT,SENTENCE_MODERATE_PENALTY_IN_THE_COMMUNITY,defendant-count,person,67,observed,67,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 76,R35C6,sha256:87cf68631c4d9c451274bb82126030f7d5fa443e853aa431dadef1a654b06924,criminal-courts-australia,sha256:41e1e7da9b6b043c1d5f4a7cdae22d0715c74cbc3e86ed517dcfe1690acbcaea,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:dfef7892e37146fe435b4e26805363f14e5436d57bfb8936d232a29f8c0d6be0,sha256:0a15a6dd5d1dd5e6524740a3cd7048c140cd356d7de2f25427a5e2fc8472a711,human-authored/deterministic-map-v1,replay:sha256:c1da17118486b455473083c4b77a4ae36c3e124d9cb089692c0f9a59055b507f,131 Disorderly conduct, Moderate penalty in the community
2023-06-30,2023-06-30,ANZSOC_2011_131_DISORDERLY_CONDUCT,SENTENCE_NOMINAL_AND_OTHER_PENALTIES,defendant-count,person,322,observed,322,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 76,R35C9,sha256:87cf68631c4d9c451274bb82126030f7d5fa443e853aa431dadef1a654b06924,criminal-courts-australia,sha256:41e1e7da9b6b043c1d5f4a7cdae22d0715c74cbc3e86ed517dcfe1690acbcaea,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:dfef7892e37146fe435b4e26805363f14e5436d57bfb8936d232a29f8c0d6be0,sha256:0a15a6dd5d1dd5e6524740a3cd7048c140cd356d7de2f25427a5e2fc8472a711,human-authored/deterministic-map-v1,replay:sha256:c1da17118486b455473083c4b77a4ae36c3e124d9cb089692c0f9a59055b507f,131 Disorderly conduct,Nominal and other penalties
2023-06-30,2023-06-30,ANZSOC_2011_131_DISORDERLY_CONDUCT,SENTENCE_TOTAL,defendant-count,person,540,observed,540,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 76,R35C10,sha256:87cf68631c4d9c451274bb82126030f7d5fa443e853aa431dadef1a654b06924,criminal-courts-australia,sha256:41e1e7da9b6b043c1d5f4a7cdae22d0715c74cbc3e86ed517dcfe1690acbcaea,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:dfef7892e37146fe435b4e26805363f14e5436d57bfb8936d232a29f8c0d6be0,sha256:0a15a6dd5d1dd5e6524740a3cd7048c140cd356d7de2f25427a5e2fc8472a711,human-authored/deterministic-map-v1,replay:sha256:c1da17118486b455473083c4b77a4ae36c3e124d9cb089692c0f9a59055b507f,131 Disorderly conduct,Total
2023-06-30,2023-06-30,ANZSOC_2011_132_REGULATED_PUBLIC_ORDER_OFFENCES,SENTENCE_COMMUNITY_SERVICE_WORK,defendant-count,person,0,observed,0,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 76,R36C5,sha256:87cf68631c4d9c451274bb82126030f7d5fa443e853aa431dadef1a654b06924,criminal-courts-australia,sha256:41e1e7da9b6b043c1d5f4a7cdae22d0715c74cbc3e86ed517dcfe1690acbcaea,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:dfef7892e37146fe435b4e26805363f14e5436d57bfb8936d232a29f8c0d6be0,sha256:0a15a6dd5d1dd5e6524740a3cd7048c140cd356d7de2f25427a5e2fc8472a711,human-authored/deterministic-map-v1,replay:sha256:c1da17118486b455473083c4b77a4ae36c3e124d9cb089692c0f9a59055b507f,132 Regulated public order offences,Community service / work
2023-06-30,2023-06-30,ANZSOC_2011_132_REGULATED_PUBLIC_ORDER_OFFENCES,SENTENCE_FINES,defendant-count,person,0,observed,0,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 76,R36C7,sha256:87cf68631c4d9c451274bb82126030f7d5fa443e853aa431dadef1a654b06924,criminal-courts-australia,sha256:41e1e7da9b6b043c1d5f4a7cdae22d0715c74cbc3e86ed517dcfe1690acbcaea,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:dfef7892e37146fe435b4e26805363f14e5436d57bfb8936d232a29f8c0d6be0,sha256:0a15a6dd5d1dd5e6524740a3cd7048c140cd356d7de2f25427a5e2fc8472a711,human-authored/deterministic-map-v1,replay:sha256:c1da17118486b455473083c4b77a4ae36c3e124d9cb089692c0f9a59055b507f,132 Regulated public order offences,Fines
2023-06-30,2023-06-30,ANZSOC_2011_132_REGULATED_PUBLIC_ORDER_OFFENCES,SENTENCE_FULLY_SUSPENDED_JUVENILE_SENTENCE,defendant-count,person,0,observed,0,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 76,R36C4,sha256:87cf68631c4d9c451274bb82126030f7d5fa443e853aa431dadef1a654b06924,criminal-courts-australia,sha256:41e1e7da9b6b043c1d5f4a7cdae22d0715c74cbc3e86ed517dcfe1690acbcaea,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:dfef7892e37146fe435b4e26805363f14e5436d57bfb8936d232a29f8c0d6be0,sha256:0a15a6dd5d1dd5e6524740a3cd7048c140cd356d7de2f25427a5e2fc8472a711,human-authored/deterministic-map-v1,replay:sha256:c1da17118486b455473083c4b77a4ae36c3e124d9cb089692c0f9a59055b507f,132 Regulated public order offences,Fully suspended juvenile sentence
2023-06-30,2023-06-30,ANZSOC_2011_132_REGULATED_PUBLIC_ORDER_OFFENCES,SENTENCE_GOOD_BEHAVIOUR_INCL_BONDS,defendant-count,person,4,observed,4,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 76,R36C8,sha256:87cf68631c4d9c451274bb82126030f7d5fa443e853aa431dadef1a654b06924,criminal-courts-australia,sha256:41e1e7da9b6b043c1d5f4a7cdae22d0715c74cbc3e86ed517dcfe1690acbcaea,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:dfef7892e37146fe435b4e26805363f14e5436d57bfb8936d232a29f8c0d6be0,sha256:0a15a6dd5d1dd5e6524740a3cd7048c140cd356d7de2f25427a5e2fc8472a711,human-authored/deterministic-map-v1,replay:sha256:c1da17118486b455473083c4b77a4ae36c3e124d9cb089692c0f9a59055b507f,132 Regulated public order offences,Good behaviour (incl. bonds)
2023-06-30,2023-06-30,ANZSOC_2011_132_REGULATED_PUBLIC_ORDER_OFFENCES,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,defendant-count,person,0,observed,0,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 76,R36C3,sha256:87cf68631c4d9c451274bb82126030f7d5fa443e853aa431dadef1a654b06924,criminal-courts-australia,sha256:41e1e7da9b6b043c1d5f4a7cdae22d0715c74cbc3e86ed517dcfe1690acbcaea,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:dfef7892e37146fe435b4e26805363f14e5436d57bfb8936d232a29f8c0d6be0,sha256:0a15a6dd5d1dd5e6524740a3cd7048c140cd356d7de2f25427a5e2fc8472a711,human-authored/deterministic-map-v1,replay:sha256:c1da17118486b455473083c4b77a4ae36c3e124d9cb089692c0f9a59055b507f,132 Regulated public order offences,Intensive penalty in the community
2023-06-30,2023-06-30,ANZSOC_2011_132_REGULATED_PUBLIC_ORDER_OFFENCES,SENTENCE_JUVENILE_DETENTION,defendant-count,person,0,observed,0,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 76,R36C2,sha256:87cf68631c4d9c451274bb82126030f7d5fa443e853aa431dadef1a654b06924,criminal-courts-australia,sha256:41e1e7da9b6b043c1d5f4a7cdae22d0715c74cbc3e86ed517dcfe1690acbcaea,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:dfef7892e37146fe435b4e26805363f14e5436d57bfb8936d232a29f8c0d6be0,sha256:0a15a6dd5d1dd5e6524740a3cd7048c140cd356d7de2f25427a5e2fc8472a711,human-authored/deterministic-map-v1,replay:sha256:c1da17118486b455473083c4b77a4ae36c3e124d9cb089692c0f9a59055b507f,132 Regulated public order offences,Juvenile detention
2023-06-30,2023-06-30,ANZSOC_2011_132_REGULATED_PUBLIC_ORDER_OFFENCES,SENTENCE_MODERATE_PENALTY_IN_THE_COMMUNITY,defendant-count,person,0,observed,0,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 76,R36C6,sha256:87cf68631c4d9c451274bb82126030f7d5fa443e853aa431dadef1a654b06924,criminal-courts-australia,sha256:41e1e7da9b6b043c1d5f4a7cdae22d0715c74cbc3e86ed517dcfe1690acbcaea,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:dfef7892e37146fe435b4e26805363f14e5436d57bfb8936d232a29f8c0d6be0,sha256:0a15a6dd5d1dd5e6524740a3cd7048c140cd356d7de2f25427a5e2fc8472a711,human-authored/deterministic-map-v1,replay:sha256:c1da17118486b455473083c4b77a4ae36c3e124d9cb089692c0f9a59055b507f,132 Regulated public order offences, Moderate penalty in the community
2023-06-30,2023-06-30,ANZSOC_2011_132_REGULATED_PUBLIC_ORDER_OFFENCES,SENTENCE_NOMINAL_AND_OTHER_PENALTIES,defendant-count,person,6,observed,6,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 76,R36C9,sha256:87cf68631c4d9c451274bb82126030f7d5fa443e853aa431dadef1a654b06924,criminal-courts-australia,sha256:41e1e7da9b6b043c1d5f4a7cdae22d0715c74cbc3e86ed517dcfe1690acbcaea,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:dfef7892e37146fe435b4e26805363f14e5436d57bfb8936d232a29f8c0d6be0,sha256:0a15a6dd5d1dd5e6524740a3cd7048c140cd356d7de2f25427a5e2fc8472a711,human-authored/deterministic-map-v1,replay:sha256:c1da17118486b455473083c4b77a4ae36c3e124d9cb089692c0f9a59055b507f,132 Regulated public order offences,Nominal and other penalties
2023-06-30,2023-06-30,ANZSOC_2011_132_REGULATED_PUBLIC_ORDER_OFFENCES,SENTENCE_TOTAL,defendant-count,person,13,observed,13,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 76,R36C10,sha256:87cf68631c4d9c451274bb82126030f7d5fa443e853aa431dadef1a654b06924,criminal-courts-australia,sha256:41e1e7da9b6b043c1d5f4a7cdae22d0715c74cbc3e86ed517dcfe1690acbcaea,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:dfef7892e37146fe435b4e26805363f14e5436d57bfb8936d232a29f8c0d6be0,sha256:0a15a6dd5d1dd5e6524740a3cd7048c140cd356d7de2f25427a5e2fc8472a711,human-authored/deterministic-map-v1,replay:sha256:c1da17118486b455473083c4b77a4ae36c3e124d9cb089692c0f9a59055b507f,132 Regulated public order offences,Total
2023-06-30,2023-06-30,ANZSOC_2011_133_OFFENSIVE_CONDUCT,SENTENCE_COMMUNITY_SERVICE_WORK,defendant-count,person,4,observed,4,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 76,R37C5,sha256:87cf68631c4d9c451274bb82126030f7d5fa443e853aa431dadef1a654b06924,criminal-courts-australia,sha256:41e1e7da9b6b043c1d5f4a7cdae22d0715c74cbc3e86ed517dcfe1690acbcaea,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:dfef7892e37146fe435b4e26805363f14e5436d57bfb8936d232a29f8c0d6be0,sha256:0a15a6dd5d1dd5e6524740a3cd7048c140cd356d7de2f25427a5e2fc8472a711,human-authored/deterministic-map-v1,replay:sha256:c1da17118486b455473083c4b77a4ae36c3e124d9cb089692c0f9a59055b507f,133 Offensive conduct,Community service / work
2023-06-30,2023-06-30,ANZSOC_2011_133_OFFENSIVE_CONDUCT,SENTENCE_FINES,defendant-count,person,3,observed,3,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 76,R37C7,sha256:87cf68631c4d9c451274bb82126030f7d5fa443e853aa431dadef1a654b06924,criminal-courts-australia,sha256:41e1e7da9b6b043c1d5f4a7cdae22d0715c74cbc3e86ed517dcfe1690acbcaea,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:dfef7892e37146fe435b4e26805363f14e5436d57bfb8936d232a29f8c0d6be0,sha256:0a15a6dd5d1dd5e6524740a3cd7048c140cd356d7de2f25427a5e2fc8472a711,human-authored/deterministic-map-v1,replay:sha256:c1da17118486b455473083c4b77a4ae36c3e124d9cb089692c0f9a59055b507f,133 Offensive conduct,Fines
2023-06-30,2023-06-30,ANZSOC_2011_133_OFFENSIVE_CONDUCT,SENTENCE_FULLY_SUSPENDED_JUVENILE_SENTENCE,defendant-count,person,0,observed,0,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 76,R37C4,sha256:87cf68631c4d9c451274bb82126030f7d5fa443e853aa431dadef1a654b06924,criminal-courts-australia,sha256:41e1e7da9b6b043c1d5f4a7cdae22d0715c74cbc3e86ed517dcfe1690acbcaea,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:dfef7892e37146fe435b4e26805363f14e5436d57bfb8936d232a29f8c0d6be0,sha256:0a15a6dd5d1dd5e6524740a3cd7048c140cd356d7de2f25427a5e2fc8472a711,human-authored/deterministic-map-v1,replay:sha256:c1da17118486b455473083c4b77a4ae36c3e124d9cb089692c0f9a59055b507f,133 Offensive conduct,Fully suspended juvenile sentence
2023-06-30,2023-06-30,ANZSOC_2011_133_OFFENSIVE_CONDUCT,SENTENCE_GOOD_BEHAVIOUR_INCL_BONDS,defendant-count,person,22,observed,22,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 76,R37C8,sha256:87cf68631c4d9c451274bb82126030f7d5fa443e853aa431dadef1a654b06924,criminal-courts-australia,sha256:41e1e7da9b6b043c1d5f4a7cdae22d0715c74cbc3e86ed517dcfe1690acbcaea,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:dfef7892e37146fe435b4e26805363f14e5436d57bfb8936d232a29f8c0d6be0,sha256:0a15a6dd5d1dd5e6524740a3cd7048c140cd356d7de2f25427a5e2fc8472a711,human-authored/deterministic-map-v1,replay:sha256:c1da17118486b455473083c4b77a4ae36c3e124d9cb089692c0f9a59055b507f,133 Offensive conduct,Good behaviour (incl. bonds)
2023-06-30,2023-06-30,ANZSOC_2011_133_OFFENSIVE_CONDUCT,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,defendant-count,person,0,observed,0,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 76,R37C3,sha256:87cf68631c4d9c451274bb82126030f7d5fa443e853aa431dadef1a654b06924,criminal-courts-australia,sha256:41e1e7da9b6b043c1d5f4a7cdae22d0715c74cbc3e86ed517dcfe1690acbcaea,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:dfef7892e37146fe435b4e26805363f14e5436d57bfb8936d232a29f8c0d6be0,sha256:0a15a6dd5d1dd5e6524740a3cd7048c140cd356d7de2f25427a5e2fc8472a711,human-authored/deterministic-map-v1,replay:sha256:c1da17118486b455473083c4b77a4ae36c3e124d9cb089692c0f9a59055b507f,133 Offensive conduct,Intensive penalty in the community
2023-06-30,2023-06-30,ANZSOC_2011_133_OFFENSIVE_CONDUCT,SENTENCE_JUVENILE_DETENTION,defendant-count,person,0,observed,0,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 76,R37C2,sha256:87cf68631c4d9c451274bb82126030f7d5fa443e853aa431dadef1a654b06924,criminal-courts-australia,sha256:41e1e7da9b6b043c1d5f4a7cdae22d0715c74cbc3e86ed517dcfe1690acbcaea,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:dfef7892e37146fe435b4e26805363f14e5436d57bfb8936d232a29f8c0d6be0,sha256:0a15a6dd5d1dd5e6524740a3cd7048c140cd356d7de2f25427a5e2fc8472a711,human-authored/deterministic-map-v1,replay:sha256:c1da17118486b455473083c4b77a4ae36c3e124d9cb089692c0f9a59055b507f,133 Offensive conduct,Juvenile detention
2023-06-30,2023-06-30,ANZSOC_2011_133_OFFENSIVE_CONDUCT,SENTENCE_MODERATE_PENALTY_IN_THE_COMMUNITY,defendant-count,person,3,observed,3,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 76,R37C6,sha256:87cf68631c4d9c451274bb82126030f7d5fa443e853aa431dadef1a654b06924,criminal-courts-australia,sha256:41e1e7da9b6b043c1d5f4a7cdae22d0715c74cbc3e86ed517dcfe1690acbcaea,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:dfef7892e37146fe435b4e26805363f14e5436d57bfb8936d232a29f8c0d6be0,sha256:0a15a6dd5d1dd5e6524740a3cd7048c140cd356d7de2f25427a5e2fc8472a711,human-authored/deterministic-map-v1,replay:sha256:c1da17118486b455473083c4b77a4ae36c3e124d9cb089692c0f9a59055b507f,133 Offensive conduct, Moderate penalty in the community
2023-06-30,2023-06-30,ANZSOC_2011_133_OFFENSIVE_CONDUCT,SENTENCE_NOMINAL_AND_OTHER_PENALTIES,defendant-count,person,150,observed,150,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 76,R37C9,sha256:87cf68631c4d9c451274bb82126030f7d5fa443e853aa431dadef1a654b06924,criminal-courts-australia,sha256:41e1e7da9b6b043c1d5f4a7cdae22d0715c74cbc3e86ed517dcfe1690acbcaea,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:dfef7892e37146fe435b4e26805363f14e5436d57bfb8936d232a29f8c0d6be0,sha256:0a15a6dd5d1dd5e6524740a3cd7048c140cd356d7de2f25427a5e2fc8472a711,human-authored/deterministic-map-v1,replay:sha256:c1da17118486b455473083c4b77a4ae36c3e124d9cb089692c0f9a59055b507f,133 Offensive conduct,Nominal and other penalties
2023-06-30,2023-06-30,ANZSOC_2011_133_OFFENSIVE_CONDUCT,SENTENCE_TOTAL,defendant-count,person,191,observed,191,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 76,R37C10,sha256:87cf68631c4d9c451274bb82126030f7d5fa443e853aa431dadef1a654b06924,criminal-courts-australia,sha256:41e1e7da9b6b043c1d5f4a7cdae22d0715c74cbc3e86ed517dcfe1690acbcaea,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:dfef7892e37146fe435b4e26805363f14e5436d57bfb8936d232a29f8c0d6be0,sha256:0a15a6dd5d1dd5e6524740a3cd7048c140cd356d7de2f25427a5e2fc8472a711,human-authored/deterministic-map-v1,replay:sha256:c1da17118486b455473083c4b77a4ae36c3e124d9cb089692c0f9a59055b507f,133 Offensive conduct,Total
2023-06-30,2023-06-30,ANZSOC_2011_13_PUBLIC_ORDER_OFFENCES,SENTENCE_COMMUNITY_SERVICE_WORK,defendant-count,person,26,observed,26,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 76,R34C5,sha256:87cf68631c4d9c451274bb82126030f7d5fa443e853aa431dadef1a654b06924,criminal-courts-australia,sha256:41e1e7da9b6b043c1d5f4a7cdae22d0715c74cbc3e86ed517dcfe1690acbcaea,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:dfef7892e37146fe435b4e26805363f14e5436d57bfb8936d232a29f8c0d6be0,sha256:0a15a6dd5d1dd5e6524740a3cd7048c140cd356d7de2f25427a5e2fc8472a711,human-authored/deterministic-map-v1,replay:sha256:c1da17118486b455473083c4b77a4ae36c3e124d9cb089692c0f9a59055b507f,13 Public order offences,Community service / work
2023-06-30,2023-06-30,ANZSOC_2011_13_PUBLIC_ORDER_OFFENCES,SENTENCE_FINES,defendant-count,person,23,observed,23,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 76,R34C7,sha256:87cf68631c4d9c451274bb82126030f7d5fa443e853aa431dadef1a654b06924,criminal-courts-australia,sha256:41e1e7da9b6b043c1d5f4a7cdae22d0715c74cbc3e86ed517dcfe1690acbcaea,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:dfef7892e37146fe435b4e26805363f14e5436d57bfb8936d232a29f8c0d6be0,sha256:0a15a6dd5d1dd5e6524740a3cd7048c140cd356d7de2f25427a5e2fc8472a711,human-authored/deterministic-map-v1,replay:sha256:c1da17118486b455473083c4b77a4ae36c3e124d9cb089692c0f9a59055b507f,13 Public order offences,Fines
2023-06-30,2023-06-30,ANZSOC_2011_13_PUBLIC_ORDER_OFFENCES,SENTENCE_FULLY_SUSPENDED_JUVENILE_SENTENCE,defendant-count,person,0,observed,0,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 76,R34C4,sha256:87cf68631c4d9c451274bb82126030f7d5fa443e853aa431dadef1a654b06924,criminal-courts-australia,sha256:41e1e7da9b6b043c1d5f4a7cdae22d0715c74cbc3e86ed517dcfe1690acbcaea,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:dfef7892e37146fe435b4e26805363f14e5436d57bfb8936d232a29f8c0d6be0,sha256:0a15a6dd5d1dd5e6524740a3cd7048c140cd356d7de2f25427a5e2fc8472a711,human-authored/deterministic-map-v1,replay:sha256:c1da17118486b455473083c4b77a4ae36c3e124d9cb089692c0f9a59055b507f,13 Public order offences,Fully suspended juvenile sentence
2023-06-30,2023-06-30,ANZSOC_2011_13_PUBLIC_ORDER_OFFENCES,SENTENCE_GOOD_BEHAVIOUR_INCL_BONDS,defendant-count,person,125,observed,125,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 76,R34C8,sha256:87cf68631c4d9c451274bb82126030f7d5fa443e853aa431dadef1a654b06924,criminal-courts-australia,sha256:41e1e7da9b6b043c1d5f4a7cdae22d0715c74cbc3e86ed517dcfe1690acbcaea,tidy.table-family-acceptance/v1,sha256:710211ec74cf5212486e9150d6374298802ad1db3ac21e153d2f22a8196465ca,sha256:dfef7892e37146fe435b4e26805363f14e5436d57bfb8936d232a29f8c0d6be0,sha256:0a15a6dd5d1dd5e6524740a3cd7048c140cd356d7de2f25427a5e2fc8472a711,human-authored/deterministic-map-v1,replay:sha256:c1da17118486b455473083c4b77a4ae36c3e124d9cb089692c0f9a59055b507f,13 Public order offences,Good behaviour (incl. bonds)
