publication_vintage_date,reference_date,jurisdiction_id,observation_period_id,statistic_basis_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_jurisdiction,raw_observation_period,raw_statistic_basis
2024-06-30,2024-06-30,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,2023_24_cb6f8507,NUMBER_a081e07b,published-value,published-unit,195,observed,195,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 46,R14C9,sha256:4ce942ca503cab96a0855b43ea2d0c1cffcbd33d9e47fcf0aef49f61fbda4c8d,RecipeV01,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,sha256:fbdda7098eadeae65ec34dfb567d1a9049cc630864d748b48698c7f76d8f7db0,recorded-crime-offenders,sha256:6cea737b89ccdf86271aebacbfc39b6020f905e287089043708f92450ee2eb5e,tidy.table-family-acceptance/v2,sha256:763c7c56e7892b379c126035cf616a48890dc1b0e813ee008069bd44ea88de6c,sha256:b879d94f4d3e4bb75e6b7f55052002613132a6877cb2deaaf1ea55a1479b61bd,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,Australian Capital Territory(g),2023-24,Number
2024-06-30,2024-06-30,AUSTRALIA_80f94363,2016_17_14c8c17c,NUMBER_a081e07b,published-value,published-unit,,suppressed,np,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 46,R15C2,sha256:4ce942ca503cab96a0855b43ea2d0c1cffcbd33d9e47fcf0aef49f61fbda4c8d,RecipeV01,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,sha256:fbdda7098eadeae65ec34dfb567d1a9049cc630864d748b48698c7f76d8f7db0,recorded-crime-offenders,sha256:6cea737b89ccdf86271aebacbfc39b6020f905e287089043708f92450ee2eb5e,tidy.table-family-acceptance/v2,sha256:763c7c56e7892b379c126035cf616a48890dc1b0e813ee008069bd44ea88de6c,sha256:b879d94f4d3e4bb75e6b7f55052002613132a6877cb2deaaf1ea55a1479b61bd,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,Australia(h),2016–17,Number
2024-06-30,2024-06-30,AUSTRALIA_80f94363,2017_18_e0619229,NUMBER_a081e07b,published-value,published-unit,,suppressed,np,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 46,R15C3,sha256:4ce942ca503cab96a0855b43ea2d0c1cffcbd33d9e47fcf0aef49f61fbda4c8d,RecipeV01,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,sha256:fbdda7098eadeae65ec34dfb567d1a9049cc630864d748b48698c7f76d8f7db0,recorded-crime-offenders,sha256:6cea737b89ccdf86271aebacbfc39b6020f905e287089043708f92450ee2eb5e,tidy.table-family-acceptance/v2,sha256:763c7c56e7892b379c126035cf616a48890dc1b0e813ee008069bd44ea88de6c,sha256:b879d94f4d3e4bb75e6b7f55052002613132a6877cb2deaaf1ea55a1479b61bd,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,Australia(h),2017–18,Number
2024-06-30,2024-06-30,AUSTRALIA_80f94363,2018_19_3fe15a03,NUMBER_a081e07b,published-value,published-unit,,suppressed,np,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 46,R15C4,sha256:4ce942ca503cab96a0855b43ea2d0c1cffcbd33d9e47fcf0aef49f61fbda4c8d,RecipeV01,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,sha256:fbdda7098eadeae65ec34dfb567d1a9049cc630864d748b48698c7f76d8f7db0,recorded-crime-offenders,sha256:6cea737b89ccdf86271aebacbfc39b6020f905e287089043708f92450ee2eb5e,tidy.table-family-acceptance/v2,sha256:763c7c56e7892b379c126035cf616a48890dc1b0e813ee008069bd44ea88de6c,sha256:b879d94f4d3e4bb75e6b7f55052002613132a6877cb2deaaf1ea55a1479b61bd,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,Australia(h),2018–19,Number
2024-06-30,2024-06-30,AUSTRALIA_80f94363,2019_20_6d3dcb6c,NUMBER_a081e07b,published-value,published-unit,37623,observed,37623,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 46,R15C5,sha256:4ce942ca503cab96a0855b43ea2d0c1cffcbd33d9e47fcf0aef49f61fbda4c8d,RecipeV01,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,sha256:fbdda7098eadeae65ec34dfb567d1a9049cc630864d748b48698c7f76d8f7db0,recorded-crime-offenders,sha256:6cea737b89ccdf86271aebacbfc39b6020f905e287089043708f92450ee2eb5e,tidy.table-family-acceptance/v2,sha256:763c7c56e7892b379c126035cf616a48890dc1b0e813ee008069bd44ea88de6c,sha256:b879d94f4d3e4bb75e6b7f55052002613132a6877cb2deaaf1ea55a1479b61bd,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,Australia(h),2019–20,Number
2024-06-30,2024-06-30,AUSTRALIA_80f94363,2020_21_d6db3b1d,NUMBER_a081e07b,published-value,published-unit,41248,observed,41248,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 46,R15C6,sha256:4ce942ca503cab96a0855b43ea2d0c1cffcbd33d9e47fcf0aef49f61fbda4c8d,RecipeV01,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,sha256:fbdda7098eadeae65ec34dfb567d1a9049cc630864d748b48698c7f76d8f7db0,recorded-crime-offenders,sha256:6cea737b89ccdf86271aebacbfc39b6020f905e287089043708f92450ee2eb5e,tidy.table-family-acceptance/v2,sha256:763c7c56e7892b379c126035cf616a48890dc1b0e813ee008069bd44ea88de6c,sha256:b879d94f4d3e4bb75e6b7f55052002613132a6877cb2deaaf1ea55a1479b61bd,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,Australia(h),2020–21,Number
2024-06-30,2024-06-30,AUSTRALIA_80f94363,2021_22_dd8903a1,NUMBER_a081e07b,published-value,published-unit,42456,observed,42456,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 46,R15C7,sha256:4ce942ca503cab96a0855b43ea2d0c1cffcbd33d9e47fcf0aef49f61fbda4c8d,RecipeV01,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,sha256:fbdda7098eadeae65ec34dfb567d1a9049cc630864d748b48698c7f76d8f7db0,recorded-crime-offenders,sha256:6cea737b89ccdf86271aebacbfc39b6020f905e287089043708f92450ee2eb5e,tidy.table-family-acceptance/v2,sha256:763c7c56e7892b379c126035cf616a48890dc1b0e813ee008069bd44ea88de6c,sha256:b879d94f4d3e4bb75e6b7f55052002613132a6877cb2deaaf1ea55a1479b61bd,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,Australia(h),2021–22,Number
2024-06-30,2024-06-30,AUSTRALIA_80f94363,2022_23_819e8237,NUMBER_a081e07b,published-value,published-unit,46125,observed,46125,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 46,R15C8,sha256:4ce942ca503cab96a0855b43ea2d0c1cffcbd33d9e47fcf0aef49f61fbda4c8d,RecipeV01,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,sha256:fbdda7098eadeae65ec34dfb567d1a9049cc630864d748b48698c7f76d8f7db0,recorded-crime-offenders,sha256:6cea737b89ccdf86271aebacbfc39b6020f905e287089043708f92450ee2eb5e,tidy.table-family-acceptance/v2,sha256:763c7c56e7892b379c126035cf616a48890dc1b0e813ee008069bd44ea88de6c,sha256:b879d94f4d3e4bb75e6b7f55052002613132a6877cb2deaaf1ea55a1479b61bd,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,Australia(h),2022-23,Number
2024-06-30,2024-06-30,AUSTRALIA_80f94363,2023_24_cb6f8507,NUMBER_a081e07b,published-value,published-unit,47285,observed,47285,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 46,R15C9,sha256:4ce942ca503cab96a0855b43ea2d0c1cffcbd33d9e47fcf0aef49f61fbda4c8d,RecipeV01,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,sha256:fbdda7098eadeae65ec34dfb567d1a9049cc630864d748b48698c7f76d8f7db0,recorded-crime-offenders,sha256:6cea737b89ccdf86271aebacbfc39b6020f905e287089043708f92450ee2eb5e,tidy.table-family-acceptance/v2,sha256:763c7c56e7892b379c126035cf616a48890dc1b0e813ee008069bd44ea88de6c,sha256:b879d94f4d3e4bb75e6b7f55052002613132a6877cb2deaaf1ea55a1479b61bd,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,Australia(h),2023-24,Number
2024-06-30,2024-06-30,NEW_SOUTH_WALES_92f089b8,2016_17_14c8c17c,NUMBER_a081e07b,published-value,published-unit,7503,observed,7503,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 46,R7C2,sha256:4ce942ca503cab96a0855b43ea2d0c1cffcbd33d9e47fcf0aef49f61fbda4c8d,RecipeV01,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,sha256:fbdda7098eadeae65ec34dfb567d1a9049cc630864d748b48698c7f76d8f7db0,recorded-crime-offenders,sha256:6cea737b89ccdf86271aebacbfc39b6020f905e287089043708f92450ee2eb5e,tidy.table-family-acceptance/v2,sha256:763c7c56e7892b379c126035cf616a48890dc1b0e813ee008069bd44ea88de6c,sha256:b879d94f4d3e4bb75e6b7f55052002613132a6877cb2deaaf1ea55a1479b61bd,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,New South Wales,2016–17,Number
2024-06-30,2024-06-30,NEW_SOUTH_WALES_92f089b8,2017_18_e0619229,NUMBER_a081e07b,published-value,published-unit,7501,observed,7501,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 46,R7C3,sha256:4ce942ca503cab96a0855b43ea2d0c1cffcbd33d9e47fcf0aef49f61fbda4c8d,RecipeV01,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,sha256:fbdda7098eadeae65ec34dfb567d1a9049cc630864d748b48698c7f76d8f7db0,recorded-crime-offenders,sha256:6cea737b89ccdf86271aebacbfc39b6020f905e287089043708f92450ee2eb5e,tidy.table-family-acceptance/v2,sha256:763c7c56e7892b379c126035cf616a48890dc1b0e813ee008069bd44ea88de6c,sha256:b879d94f4d3e4bb75e6b7f55052002613132a6877cb2deaaf1ea55a1479b61bd,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,New South Wales,2017–18,Number
2024-06-30,2024-06-30,NEW_SOUTH_WALES_92f089b8,2018_19_3fe15a03,NUMBER_a081e07b,published-value,published-unit,8328,observed,8328,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 46,R7C4,sha256:4ce942ca503cab96a0855b43ea2d0c1cffcbd33d9e47fcf0aef49f61fbda4c8d,RecipeV01,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,sha256:fbdda7098eadeae65ec34dfb567d1a9049cc630864d748b48698c7f76d8f7db0,recorded-crime-offenders,sha256:6cea737b89ccdf86271aebacbfc39b6020f905e287089043708f92450ee2eb5e,tidy.table-family-acceptance/v2,sha256:763c7c56e7892b379c126035cf616a48890dc1b0e813ee008069bd44ea88de6c,sha256:b879d94f4d3e4bb75e6b7f55052002613132a6877cb2deaaf1ea55a1479b61bd,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,New South Wales,2018–19,Number
2024-06-30,2024-06-30,NEW_SOUTH_WALES_92f089b8,2019_20_6d3dcb6c,NUMBER_a081e07b,published-value,published-unit,9376,observed,9376,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 46,R7C5,sha256:4ce942ca503cab96a0855b43ea2d0c1cffcbd33d9e47fcf0aef49f61fbda4c8d,RecipeV01,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,sha256:fbdda7098eadeae65ec34dfb567d1a9049cc630864d748b48698c7f76d8f7db0,recorded-crime-offenders,sha256:6cea737b89ccdf86271aebacbfc39b6020f905e287089043708f92450ee2eb5e,tidy.table-family-acceptance/v2,sha256:763c7c56e7892b379c126035cf616a48890dc1b0e813ee008069bd44ea88de6c,sha256:b879d94f4d3e4bb75e6b7f55052002613132a6877cb2deaaf1ea55a1479b61bd,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,New South Wales,2019–20,Number
2024-06-30,2024-06-30,NEW_SOUTH_WALES_92f089b8,2020_21_d6db3b1d,NUMBER_a081e07b,published-value,published-unit,10349,observed,10349,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 46,R7C6,sha256:4ce942ca503cab96a0855b43ea2d0c1cffcbd33d9e47fcf0aef49f61fbda4c8d,RecipeV01,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,sha256:fbdda7098eadeae65ec34dfb567d1a9049cc630864d748b48698c7f76d8f7db0,recorded-crime-offenders,sha256:6cea737b89ccdf86271aebacbfc39b6020f905e287089043708f92450ee2eb5e,tidy.table-family-acceptance/v2,sha256:763c7c56e7892b379c126035cf616a48890dc1b0e813ee008069bd44ea88de6c,sha256:b879d94f4d3e4bb75e6b7f55052002613132a6877cb2deaaf1ea55a1479b61bd,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,New South Wales,2020–21,Number
2024-06-30,2024-06-30,NEW_SOUTH_WALES_92f089b8,2021_22_dd8903a1,NUMBER_a081e07b,published-value,published-unit,10918,observed,10918,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 46,R7C7,sha256:4ce942ca503cab96a0855b43ea2d0c1cffcbd33d9e47fcf0aef49f61fbda4c8d,RecipeV01,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,sha256:fbdda7098eadeae65ec34dfb567d1a9049cc630864d748b48698c7f76d8f7db0,recorded-crime-offenders,sha256:6cea737b89ccdf86271aebacbfc39b6020f905e287089043708f92450ee2eb5e,tidy.table-family-acceptance/v2,sha256:763c7c56e7892b379c126035cf616a48890dc1b0e813ee008069bd44ea88de6c,sha256:b879d94f4d3e4bb75e6b7f55052002613132a6877cb2deaaf1ea55a1479b61bd,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,New South Wales,2021–22,Number
2024-06-30,2024-06-30,NEW_SOUTH_WALES_92f089b8,2022_23_819e8237,NUMBER_a081e07b,published-value,published-unit,11456,observed,11456,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 46,R7C8,sha256:4ce942ca503cab96a0855b43ea2d0c1cffcbd33d9e47fcf0aef49f61fbda4c8d,RecipeV01,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,sha256:fbdda7098eadeae65ec34dfb567d1a9049cc630864d748b48698c7f76d8f7db0,recorded-crime-offenders,sha256:6cea737b89ccdf86271aebacbfc39b6020f905e287089043708f92450ee2eb5e,tidy.table-family-acceptance/v2,sha256:763c7c56e7892b379c126035cf616a48890dc1b0e813ee008069bd44ea88de6c,sha256:b879d94f4d3e4bb75e6b7f55052002613132a6877cb2deaaf1ea55a1479b61bd,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,New South Wales,2022-23,Number
2024-06-30,2024-06-30,NEW_SOUTH_WALES_92f089b8,2023_24_cb6f8507,NUMBER_a081e07b,published-value,published-unit,12206,observed,12206,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 46,R7C9,sha256:4ce942ca503cab96a0855b43ea2d0c1cffcbd33d9e47fcf0aef49f61fbda4c8d,RecipeV01,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,sha256:fbdda7098eadeae65ec34dfb567d1a9049cc630864d748b48698c7f76d8f7db0,recorded-crime-offenders,sha256:6cea737b89ccdf86271aebacbfc39b6020f905e287089043708f92450ee2eb5e,tidy.table-family-acceptance/v2,sha256:763c7c56e7892b379c126035cf616a48890dc1b0e813ee008069bd44ea88de6c,sha256:b879d94f4d3e4bb75e6b7f55052002613132a6877cb2deaaf1ea55a1479b61bd,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,New South Wales,2023-24,Number
2024-06-30,2024-06-30,NORTHERN_TERRITORY_a1d418fe,2016_17_14c8c17c,NUMBER_a081e07b,published-value,published-unit,1307,observed,1307,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 46,R13C2,sha256:4ce942ca503cab96a0855b43ea2d0c1cffcbd33d9e47fcf0aef49f61fbda4c8d,RecipeV01,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,sha256:fbdda7098eadeae65ec34dfb567d1a9049cc630864d748b48698c7f76d8f7db0,recorded-crime-offenders,sha256:6cea737b89ccdf86271aebacbfc39b6020f905e287089043708f92450ee2eb5e,tidy.table-family-acceptance/v2,sha256:763c7c56e7892b379c126035cf616a48890dc1b0e813ee008069bd44ea88de6c,sha256:b879d94f4d3e4bb75e6b7f55052002613132a6877cb2deaaf1ea55a1479b61bd,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,Northern Territory(f)(g),2016–17,Number
2024-06-30,2024-06-30,NORTHERN_TERRITORY_a1d418fe,2017_18_e0619229,NUMBER_a081e07b,published-value,published-unit,1530,observed,1530,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 46,R13C3,sha256:4ce942ca503cab96a0855b43ea2d0c1cffcbd33d9e47fcf0aef49f61fbda4c8d,RecipeV01,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,sha256:fbdda7098eadeae65ec34dfb567d1a9049cc630864d748b48698c7f76d8f7db0,recorded-crime-offenders,sha256:6cea737b89ccdf86271aebacbfc39b6020f905e287089043708f92450ee2eb5e,tidy.table-family-acceptance/v2,sha256:763c7c56e7892b379c126035cf616a48890dc1b0e813ee008069bd44ea88de6c,sha256:b879d94f4d3e4bb75e6b7f55052002613132a6877cb2deaaf1ea55a1479b61bd,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,Northern Territory(f)(g),2017–18,Number
2024-06-30,2024-06-30,NORTHERN_TERRITORY_a1d418fe,2018_19_3fe15a03,NUMBER_a081e07b,published-value,published-unit,1388,observed,1388,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 46,R13C4,sha256:4ce942ca503cab96a0855b43ea2d0c1cffcbd33d9e47fcf0aef49f61fbda4c8d,RecipeV01,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,sha256:fbdda7098eadeae65ec34dfb567d1a9049cc630864d748b48698c7f76d8f7db0,recorded-crime-offenders,sha256:6cea737b89ccdf86271aebacbfc39b6020f905e287089043708f92450ee2eb5e,tidy.table-family-acceptance/v2,sha256:763c7c56e7892b379c126035cf616a48890dc1b0e813ee008069bd44ea88de6c,sha256:b879d94f4d3e4bb75e6b7f55052002613132a6877cb2deaaf1ea55a1479b61bd,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,Northern Territory(f)(g),2018–19,Number
2024-06-30,2024-06-30,NORTHERN_TERRITORY_a1d418fe,2019_20_6d3dcb6c,NUMBER_a081e07b,published-value,published-unit,1383,observed,1383,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 46,R13C5,sha256:4ce942ca503cab96a0855b43ea2d0c1cffcbd33d9e47fcf0aef49f61fbda4c8d,RecipeV01,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,sha256:fbdda7098eadeae65ec34dfb567d1a9049cc630864d748b48698c7f76d8f7db0,recorded-crime-offenders,sha256:6cea737b89ccdf86271aebacbfc39b6020f905e287089043708f92450ee2eb5e,tidy.table-family-acceptance/v2,sha256:763c7c56e7892b379c126035cf616a48890dc1b0e813ee008069bd44ea88de6c,sha256:b879d94f4d3e4bb75e6b7f55052002613132a6877cb2deaaf1ea55a1479b61bd,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,Northern Territory(f)(g),2019–20,Number
2024-06-30,2024-06-30,NORTHERN_TERRITORY_a1d418fe,2020_21_d6db3b1d,NUMBER_a081e07b,published-value,published-unit,1602,observed,1602,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 46,R13C6,sha256:4ce942ca503cab96a0855b43ea2d0c1cffcbd33d9e47fcf0aef49f61fbda4c8d,RecipeV01,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,sha256:fbdda7098eadeae65ec34dfb567d1a9049cc630864d748b48698c7f76d8f7db0,recorded-crime-offenders,sha256:6cea737b89ccdf86271aebacbfc39b6020f905e287089043708f92450ee2eb5e,tidy.table-family-acceptance/v2,sha256:763c7c56e7892b379c126035cf616a48890dc1b0e813ee008069bd44ea88de6c,sha256:b879d94f4d3e4bb75e6b7f55052002613132a6877cb2deaaf1ea55a1479b61bd,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,Northern Territory(f)(g),2020–21,Number
2024-06-30,2024-06-30,NORTHERN_TERRITORY_a1d418fe,2021_22_dd8903a1,NUMBER_a081e07b,published-value,published-unit,1513,observed,1513,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 46,R13C7,sha256:4ce942ca503cab96a0855b43ea2d0c1cffcbd33d9e47fcf0aef49f61fbda4c8d,RecipeV01,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,sha256:fbdda7098eadeae65ec34dfb567d1a9049cc630864d748b48698c7f76d8f7db0,recorded-crime-offenders,sha256:6cea737b89ccdf86271aebacbfc39b6020f905e287089043708f92450ee2eb5e,tidy.table-family-acceptance/v2,sha256:763c7c56e7892b379c126035cf616a48890dc1b0e813ee008069bd44ea88de6c,sha256:b879d94f4d3e4bb75e6b7f55052002613132a6877cb2deaaf1ea55a1479b61bd,sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:bfaa38f26edaaba726f161138e1152cb47aa9f998ab719c4bcdaf70fdfb94c07,Northern Territory(f)(g),2021–22,Number
