reference_date,jurisdiction_id,indigenous_status_id,expected_time_to_serve_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_jurisdiction,raw_indigenous_status,raw_expected_time_to_serve
2023-06-30,QLD,INDIGENOUS,MONTHS_6_TO_UNDER_12,prisoner-count,person,528,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_28,R9C4,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:fa8635ccc7dd8867a0ca59806d9a269dc5131169fca72398f2d3aae81859f310,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:60cb0c770c7c5b373de731a5e810850aa524d90f8f8dc954ea6ce6c05ceb29f2,sha256:4114715e1187c793d073bd06dc1d2621e1121158b8d0a64db86cc10bc1b883eb,human-authored-adjacent-year-semantic-map,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Qld,ABORIGINAL AND TORRES STRAIT ISLANDER,6 & under 12 months
2023-06-30,QLD,INDIGENOUS,OTHER,prisoner-count,person,0,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_28,R17C4,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:fa8635ccc7dd8867a0ca59806d9a269dc5131169fca72398f2d3aae81859f310,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:60cb0c770c7c5b373de731a5e810850aa524d90f8f8dc954ea6ce6c05ceb29f2,sha256:4114715e1187c793d073bd06dc1d2621e1121158b8d0a64db86cc10bc1b883eb,human-authored-adjacent-year-semantic-map,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Qld,ABORIGINAL AND TORRES STRAIT ISLANDER,Other
2023-06-30,QLD,INDIGENOUS,TOTAL,prisoner-count,person,2399,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_28,R18C4,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:fa8635ccc7dd8867a0ca59806d9a269dc5131169fca72398f2d3aae81859f310,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:60cb0c770c7c5b373de731a5e810850aa524d90f8f8dc954ea6ce6c05ceb29f2,sha256:4114715e1187c793d073bd06dc1d2621e1121158b8d0a64db86cc10bc1b883eb,human-authored-adjacent-year-semantic-map,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Qld,ABORIGINAL AND TORRES STRAIT ISLANDER,Total
2023-06-30,QLD,INDIGENOUS,UNDER_3_MONTHS,prisoner-count,person,129,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_28,R7C4,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:fa8635ccc7dd8867a0ca59806d9a269dc5131169fca72398f2d3aae81859f310,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:60cb0c770c7c5b373de731a5e810850aa524d90f8f8dc954ea6ce6c05ceb29f2,sha256:4114715e1187c793d073bd06dc1d2621e1121158b8d0a64db86cc10bc1b883eb,human-authored-adjacent-year-semantic-map,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Qld,ABORIGINAL AND TORRES STRAIT ISLANDER,Under 3 months
2023-06-30,QLD,INDIGENOUS,YEARS_10_TO_UNDER_15,prisoner-count,person,34,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_28,R13C4,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:fa8635ccc7dd8867a0ca59806d9a269dc5131169fca72398f2d3aae81859f310,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:60cb0c770c7c5b373de731a5e810850aa524d90f8f8dc954ea6ce6c05ceb29f2,sha256:4114715e1187c793d073bd06dc1d2621e1121158b8d0a64db86cc10bc1b883eb,human-authored-adjacent-year-semantic-map,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Qld,ABORIGINAL AND TORRES STRAIT ISLANDER,10 & under 15 years
2023-06-30,QLD,INDIGENOUS,YEARS_15_TO_UNDER_20,prisoner-count,person,4,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_28,R14C4,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:fa8635ccc7dd8867a0ca59806d9a269dc5131169fca72398f2d3aae81859f310,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:60cb0c770c7c5b373de731a5e810850aa524d90f8f8dc954ea6ce6c05ceb29f2,sha256:4114715e1187c793d073bd06dc1d2621e1121158b8d0a64db86cc10bc1b883eb,human-authored-adjacent-year-semantic-map,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Qld,ABORIGINAL AND TORRES STRAIT ISLANDER,15 & under 20 years
2023-06-30,QLD,INDIGENOUS,YEARS_1_TO_UNDER_2,prisoner-count,person,616,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_28,R10C4,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:fa8635ccc7dd8867a0ca59806d9a269dc5131169fca72398f2d3aae81859f310,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:60cb0c770c7c5b373de731a5e810850aa524d90f8f8dc954ea6ce6c05ceb29f2,sha256:4114715e1187c793d073bd06dc1d2621e1121158b8d0a64db86cc10bc1b883eb,human-authored-adjacent-year-semantic-map,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Qld,ABORIGINAL AND TORRES STRAIT ISLANDER,1 & under 2 years
2023-06-30,QLD,INDIGENOUS,YEARS_20_PLUS,prisoner-count,person,0,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_28,R15C4,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:fa8635ccc7dd8867a0ca59806d9a269dc5131169fca72398f2d3aae81859f310,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:60cb0c770c7c5b373de731a5e810850aa524d90f8f8dc954ea6ce6c05ceb29f2,sha256:4114715e1187c793d073bd06dc1d2621e1121158b8d0a64db86cc10bc1b883eb,human-authored-adjacent-year-semantic-map,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Qld,ABORIGINAL AND TORRES STRAIT ISLANDER,20 years & over
2023-06-30,QLD,INDIGENOUS,YEARS_2_TO_UNDER_5,prisoner-count,person,475,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_28,R11C4,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:fa8635ccc7dd8867a0ca59806d9a269dc5131169fca72398f2d3aae81859f310,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:60cb0c770c7c5b373de731a5e810850aa524d90f8f8dc954ea6ce6c05ceb29f2,sha256:4114715e1187c793d073bd06dc1d2621e1121158b8d0a64db86cc10bc1b883eb,human-authored-adjacent-year-semantic-map,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Qld,ABORIGINAL AND TORRES STRAIT ISLANDER,2 & under 5 years
2023-06-30,QLD,INDIGENOUS,YEARS_5_TO_UNDER_10,prisoner-count,person,176,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_28,R12C4,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:fa8635ccc7dd8867a0ca59806d9a269dc5131169fca72398f2d3aae81859f310,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:60cb0c770c7c5b373de731a5e810850aa524d90f8f8dc954ea6ce6c05ceb29f2,sha256:4114715e1187c793d073bd06dc1d2621e1121158b8d0a64db86cc10bc1b883eb,human-authored-adjacent-year-semantic-map,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Qld,ABORIGINAL AND TORRES STRAIT ISLANDER,5 & under 10 years
2023-06-30,QLD,NON_INDIGENOUS,LIFE,prisoner-count,person,258,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_28,R32C4,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:fa8635ccc7dd8867a0ca59806d9a269dc5131169fca72398f2d3aae81859f310,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:60cb0c770c7c5b373de731a5e810850aa524d90f8f8dc954ea6ce6c05ceb29f2,sha256:4114715e1187c793d073bd06dc1d2621e1121158b8d0a64db86cc10bc1b883eb,human-authored-adjacent-year-semantic-map,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Qld,NON-INDIGENOUS,Life
2023-06-30,QLD,NON_INDIGENOUS,MEAN,mean-years,year,2.8,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_28,R36C4,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:fa8635ccc7dd8867a0ca59806d9a269dc5131169fca72398f2d3aae81859f310,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:60cb0c770c7c5b373de731a5e810850aa524d90f8f8dc954ea6ce6c05ceb29f2,sha256:4114715e1187c793d073bd06dc1d2621e1121158b8d0a64db86cc10bc1b883eb,human-authored-adjacent-year-semantic-map,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Qld,NON-INDIGENOUS,Mean (years)
2023-06-30,QLD,NON_INDIGENOUS,MEDIAN,median-years,year,1.5,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_28,R37C4,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:fa8635ccc7dd8867a0ca59806d9a269dc5131169fca72398f2d3aae81859f310,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:60cb0c770c7c5b373de731a5e810850aa524d90f8f8dc954ea6ce6c05ceb29f2,sha256:4114715e1187c793d073bd06dc1d2621e1121158b8d0a64db86cc10bc1b883eb,human-authored-adjacent-year-semantic-map,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Qld,NON-INDIGENOUS,Median (years)
2023-06-30,QLD,NON_INDIGENOUS,MONTHS_3_TO_UNDER_6,prisoner-count,person,396,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_28,R24C4,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:fa8635ccc7dd8867a0ca59806d9a269dc5131169fca72398f2d3aae81859f310,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:60cb0c770c7c5b373de731a5e810850aa524d90f8f8dc954ea6ce6c05ceb29f2,sha256:4114715e1187c793d073bd06dc1d2621e1121158b8d0a64db86cc10bc1b883eb,human-authored-adjacent-year-semantic-map,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Qld,NON-INDIGENOUS,3 & under 6 months
2023-06-30,QLD,NON_INDIGENOUS,MONTHS_6_TO_UNDER_12,prisoner-count,person,751,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_28,R25C4,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:fa8635ccc7dd8867a0ca59806d9a269dc5131169fca72398f2d3aae81859f310,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:60cb0c770c7c5b373de731a5e810850aa524d90f8f8dc954ea6ce6c05ceb29f2,sha256:4114715e1187c793d073bd06dc1d2621e1121158b8d0a64db86cc10bc1b883eb,human-authored-adjacent-year-semantic-map,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Qld,NON-INDIGENOUS,6 & under 12 months
2023-06-30,QLD,NON_INDIGENOUS,OTHER,prisoner-count,person,3,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_28,R33C4,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:fa8635ccc7dd8867a0ca59806d9a269dc5131169fca72398f2d3aae81859f310,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:60cb0c770c7c5b373de731a5e810850aa524d90f8f8dc954ea6ce6c05ceb29f2,sha256:4114715e1187c793d073bd06dc1d2621e1121158b8d0a64db86cc10bc1b883eb,human-authored-adjacent-year-semantic-map,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Qld,NON-INDIGENOUS,Other
2023-06-30,QLD,NON_INDIGENOUS,TOTAL,prisoner-count,person,4088,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_28,R34C4,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:fa8635ccc7dd8867a0ca59806d9a269dc5131169fca72398f2d3aae81859f310,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:60cb0c770c7c5b373de731a5e810850aa524d90f8f8dc954ea6ce6c05ceb29f2,sha256:4114715e1187c793d073bd06dc1d2621e1121158b8d0a64db86cc10bc1b883eb,human-authored-adjacent-year-semantic-map,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Qld,NON-INDIGENOUS,Total
2023-06-30,QLD,NON_INDIGENOUS,UNDER_3_MONTHS,prisoner-count,person,199,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_28,R23C4,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:fa8635ccc7dd8867a0ca59806d9a269dc5131169fca72398f2d3aae81859f310,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:60cb0c770c7c5b373de731a5e810850aa524d90f8f8dc954ea6ce6c05ceb29f2,sha256:4114715e1187c793d073bd06dc1d2621e1121158b8d0a64db86cc10bc1b883eb,human-authored-adjacent-year-semantic-map,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Qld,NON-INDIGENOUS,Under 3 months
2023-06-30,QLD,NON_INDIGENOUS,YEARS_10_TO_UNDER_15,prisoner-count,person,127,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_28,R29C4,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:fa8635ccc7dd8867a0ca59806d9a269dc5131169fca72398f2d3aae81859f310,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:60cb0c770c7c5b373de731a5e810850aa524d90f8f8dc954ea6ce6c05ceb29f2,sha256:4114715e1187c793d073bd06dc1d2621e1121158b8d0a64db86cc10bc1b883eb,human-authored-adjacent-year-semantic-map,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Qld,NON-INDIGENOUS,10 & under 15 years
2023-06-30,QLD,NON_INDIGENOUS,YEARS_15_TO_UNDER_20,prisoner-count,person,20,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_28,R30C4,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:fa8635ccc7dd8867a0ca59806d9a269dc5131169fca72398f2d3aae81859f310,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:60cb0c770c7c5b373de731a5e810850aa524d90f8f8dc954ea6ce6c05ceb29f2,sha256:4114715e1187c793d073bd06dc1d2621e1121158b8d0a64db86cc10bc1b883eb,human-authored-adjacent-year-semantic-map,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Qld,NON-INDIGENOUS,15 & under 20 years
2023-06-30,QLD,NON_INDIGENOUS,YEARS_1_TO_UNDER_2,prisoner-count,person,973,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_28,R26C4,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:fa8635ccc7dd8867a0ca59806d9a269dc5131169fca72398f2d3aae81859f310,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:60cb0c770c7c5b373de731a5e810850aa524d90f8f8dc954ea6ce6c05ceb29f2,sha256:4114715e1187c793d073bd06dc1d2621e1121158b8d0a64db86cc10bc1b883eb,human-authored-adjacent-year-semantic-map,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Qld,NON-INDIGENOUS,1 & under 2 years
2023-06-30,QLD,NON_INDIGENOUS,YEARS_20_PLUS,prisoner-count,person,3,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_28,R31C4,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:fa8635ccc7dd8867a0ca59806d9a269dc5131169fca72398f2d3aae81859f310,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:60cb0c770c7c5b373de731a5e810850aa524d90f8f8dc954ea6ce6c05ceb29f2,sha256:4114715e1187c793d073bd06dc1d2621e1121158b8d0a64db86cc10bc1b883eb,human-authored-adjacent-year-semantic-map,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Qld,NON-INDIGENOUS,20 years & over
2023-06-30,QLD,NON_INDIGENOUS,YEARS_2_TO_UNDER_5,prisoner-count,person,854,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_28,R27C4,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:fa8635ccc7dd8867a0ca59806d9a269dc5131169fca72398f2d3aae81859f310,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:60cb0c770c7c5b373de731a5e810850aa524d90f8f8dc954ea6ce6c05ceb29f2,sha256:4114715e1187c793d073bd06dc1d2621e1121158b8d0a64db86cc10bc1b883eb,human-authored-adjacent-year-semantic-map,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Qld,NON-INDIGENOUS,2 & under 5 years
2023-06-30,QLD,NON_INDIGENOUS,YEARS_5_TO_UNDER_10,prisoner-count,person,506,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_28,R28C4,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:fa8635ccc7dd8867a0ca59806d9a269dc5131169fca72398f2d3aae81859f310,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:60cb0c770c7c5b373de731a5e810850aa524d90f8f8dc954ea6ce6c05ceb29f2,sha256:4114715e1187c793d073bd06dc1d2621e1121158b8d0a64db86cc10bc1b883eb,human-authored-adjacent-year-semantic-map,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Qld,NON-INDIGENOUS,5 & under 10 years
2023-06-30,QLD,TOTAL,LIFE,prisoner-count,person,336,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_28,R48C4,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:fa8635ccc7dd8867a0ca59806d9a269dc5131169fca72398f2d3aae81859f310,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:60cb0c770c7c5b373de731a5e810850aa524d90f8f8dc954ea6ce6c05ceb29f2,sha256:4114715e1187c793d073bd06dc1d2621e1121158b8d0a64db86cc10bc1b883eb,human-authored-adjacent-year-semantic-map,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Qld,TOTAL,Life
2023-06-30,QLD,TOTAL,MEAN,mean-years,year,2.5,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_28,R52C4,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:fa8635ccc7dd8867a0ca59806d9a269dc5131169fca72398f2d3aae81859f310,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:60cb0c770c7c5b373de731a5e810850aa524d90f8f8dc954ea6ce6c05ceb29f2,sha256:4114715e1187c793d073bd06dc1d2621e1121158b8d0a64db86cc10bc1b883eb,human-authored-adjacent-year-semantic-map,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Qld,TOTAL,Mean (years)
2023-06-30,QLD,TOTAL,MEDIAN,median-years,year,1.4,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_28,R53C4,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:fa8635ccc7dd8867a0ca59806d9a269dc5131169fca72398f2d3aae81859f310,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:60cb0c770c7c5b373de731a5e810850aa524d90f8f8dc954ea6ce6c05ceb29f2,sha256:4114715e1187c793d073bd06dc1d2621e1121158b8d0a64db86cc10bc1b883eb,human-authored-adjacent-year-semantic-map,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Qld,TOTAL,Median (years)
2023-06-30,QLD,TOTAL,MONTHS_3_TO_UNDER_6,prisoner-count,person,744,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_28,R40C4,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:fa8635ccc7dd8867a0ca59806d9a269dc5131169fca72398f2d3aae81859f310,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:60cb0c770c7c5b373de731a5e810850aa524d90f8f8dc954ea6ce6c05ceb29f2,sha256:4114715e1187c793d073bd06dc1d2621e1121158b8d0a64db86cc10bc1b883eb,human-authored-adjacent-year-semantic-map,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Qld,TOTAL,3 & under 6 months
2023-06-30,QLD,TOTAL,MONTHS_6_TO_UNDER_12,prisoner-count,person,1280,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_28,R41C4,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:fa8635ccc7dd8867a0ca59806d9a269dc5131169fca72398f2d3aae81859f310,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:60cb0c770c7c5b373de731a5e810850aa524d90f8f8dc954ea6ce6c05ceb29f2,sha256:4114715e1187c793d073bd06dc1d2621e1121158b8d0a64db86cc10bc1b883eb,human-authored-adjacent-year-semantic-map,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Qld,TOTAL,6 & under 12 months
2023-06-30,QLD,TOTAL,OTHER,prisoner-count,person,3,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_28,R49C4,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:fa8635ccc7dd8867a0ca59806d9a269dc5131169fca72398f2d3aae81859f310,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:60cb0c770c7c5b373de731a5e810850aa524d90f8f8dc954ea6ce6c05ceb29f2,sha256:4114715e1187c793d073bd06dc1d2621e1121158b8d0a64db86cc10bc1b883eb,human-authored-adjacent-year-semantic-map,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Qld,TOTAL,Other
