reference_date,jurisdiction_id,indigenous_status_id,expected_time_to_serve_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_jurisdiction,raw_indigenous_status,raw_expected_time_to_serve
2022-06-30,AUS,TOTAL,UNDER_3_MONTHS,prisoner-count,person,828,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_28,R39C10,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:87d081bcd8e714c9857a75eb3a7c486bfddb2d3535b701abe3e44e33e6f799ad,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:d1a707c4fc64208ff1b59830680c0c92ca9e3fdd345064bb1b6c807d0cd7efdb,sha256:d18376f64b8ff9701844e39f726e0e1aaa8083e8686f4f70a50e695b88eb2e23,openai-codex/gpt-5.6-sol,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Aust.,TOTAL,Under 3 months
2022-06-30,AUS,TOTAL,YEARS_10_TO_UNDER_15,prisoner-count,person,1253,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_28,R45C10,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:87d081bcd8e714c9857a75eb3a7c486bfddb2d3535b701abe3e44e33e6f799ad,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:d1a707c4fc64208ff1b59830680c0c92ca9e3fdd345064bb1b6c807d0cd7efdb,sha256:d18376f64b8ff9701844e39f726e0e1aaa8083e8686f4f70a50e695b88eb2e23,openai-codex/gpt-5.6-sol,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Aust.,TOTAL,10 & under 15 years
2022-06-30,AUS,TOTAL,YEARS_15_TO_UNDER_20,prisoner-count,person,714,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_28,R46C10,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:87d081bcd8e714c9857a75eb3a7c486bfddb2d3535b701abe3e44e33e6f799ad,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:d1a707c4fc64208ff1b59830680c0c92ca9e3fdd345064bb1b6c807d0cd7efdb,sha256:d18376f64b8ff9701844e39f726e0e1aaa8083e8686f4f70a50e695b88eb2e23,openai-codex/gpt-5.6-sol,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Aust.,TOTAL,15 & under 20 years
2022-06-30,AUS,TOTAL,YEARS_1_TO_UNDER_2,prisoner-count,person,4683,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_28,R42C10,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:87d081bcd8e714c9857a75eb3a7c486bfddb2d3535b701abe3e44e33e6f799ad,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:d1a707c4fc64208ff1b59830680c0c92ca9e3fdd345064bb1b6c807d0cd7efdb,sha256:d18376f64b8ff9701844e39f726e0e1aaa8083e8686f4f70a50e695b88eb2e23,openai-codex/gpt-5.6-sol,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Aust.,TOTAL,1 & under 2 years
2022-06-30,AUS,TOTAL,YEARS_20_PLUS,prisoner-count,person,726,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_28,R47C10,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:87d081bcd8e714c9857a75eb3a7c486bfddb2d3535b701abe3e44e33e6f799ad,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:d1a707c4fc64208ff1b59830680c0c92ca9e3fdd345064bb1b6c807d0cd7efdb,sha256:d18376f64b8ff9701844e39f726e0e1aaa8083e8686f4f70a50e695b88eb2e23,openai-codex/gpt-5.6-sol,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Aust.,TOTAL,20 years & over
2022-06-30,AUS,TOTAL,YEARS_2_TO_UNDER_5,prisoner-count,person,6543,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_28,R43C10,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:87d081bcd8e714c9857a75eb3a7c486bfddb2d3535b701abe3e44e33e6f799ad,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:d1a707c4fc64208ff1b59830680c0c92ca9e3fdd345064bb1b6c807d0cd7efdb,sha256:d18376f64b8ff9701844e39f726e0e1aaa8083e8686f4f70a50e695b88eb2e23,openai-codex/gpt-5.6-sol,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Aust.,TOTAL,2 & under 5 years
2022-06-30,AUS,TOTAL,YEARS_5_TO_UNDER_10,prisoner-count,person,4001,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_28,R44C10,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:87d081bcd8e714c9857a75eb3a7c486bfddb2d3535b701abe3e44e33e6f799ad,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:d1a707c4fc64208ff1b59830680c0c92ca9e3fdd345064bb1b6c807d0cd7efdb,sha256:d18376f64b8ff9701844e39f726e0e1aaa8083e8686f4f70a50e695b88eb2e23,openai-codex/gpt-5.6-sol,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,Aust.,TOTAL,5 & under 10 years
2022-06-30,NSW,INDIGENOUS,LIFE,prisoner-count,person,11,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_28,R16C2,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:87d081bcd8e714c9857a75eb3a7c486bfddb2d3535b701abe3e44e33e6f799ad,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:d1a707c4fc64208ff1b59830680c0c92ca9e3fdd345064bb1b6c807d0cd7efdb,sha256:d18376f64b8ff9701844e39f726e0e1aaa8083e8686f4f70a50e695b88eb2e23,openai-codex/gpt-5.6-sol,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,NSW,ABORIGINAL AND TORRES STRAIT ISLANDER,Life
2022-06-30,NSW,INDIGENOUS,MEAN,mean-years,year,3.2,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_28,R20C2,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:87d081bcd8e714c9857a75eb3a7c486bfddb2d3535b701abe3e44e33e6f799ad,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:d1a707c4fc64208ff1b59830680c0c92ca9e3fdd345064bb1b6c807d0cd7efdb,sha256:d18376f64b8ff9701844e39f726e0e1aaa8083e8686f4f70a50e695b88eb2e23,openai-codex/gpt-5.6-sol,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,NSW,ABORIGINAL AND TORRES STRAIT ISLANDER,Mean (years)
2022-06-30,NSW,INDIGENOUS,MEDIAN,median-years,year,1.3,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_28,R21C2,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:87d081bcd8e714c9857a75eb3a7c486bfddb2d3535b701abe3e44e33e6f799ad,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:d1a707c4fc64208ff1b59830680c0c92ca9e3fdd345064bb1b6c807d0cd7efdb,sha256:d18376f64b8ff9701844e39f726e0e1aaa8083e8686f4f70a50e695b88eb2e23,openai-codex/gpt-5.6-sol,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,NSW,ABORIGINAL AND TORRES STRAIT ISLANDER,Median (years)
2022-06-30,NSW,INDIGENOUS,MONTHS_3_TO_UNDER_6,prisoner-count,person,274,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_28,R8C2,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:87d081bcd8e714c9857a75eb3a7c486bfddb2d3535b701abe3e44e33e6f799ad,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:d1a707c4fc64208ff1b59830680c0c92ca9e3fdd345064bb1b6c807d0cd7efdb,sha256:d18376f64b8ff9701844e39f726e0e1aaa8083e8686f4f70a50e695b88eb2e23,openai-codex/gpt-5.6-sol,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,NSW,ABORIGINAL AND TORRES STRAIT ISLANDER,3 & under 6 months
2022-06-30,NSW,INDIGENOUS,MONTHS_6_TO_UNDER_12,prisoner-count,person,504,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_28,R9C2,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:87d081bcd8e714c9857a75eb3a7c486bfddb2d3535b701abe3e44e33e6f799ad,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:d1a707c4fc64208ff1b59830680c0c92ca9e3fdd345064bb1b6c807d0cd7efdb,sha256:d18376f64b8ff9701844e39f726e0e1aaa8083e8686f4f70a50e695b88eb2e23,openai-codex/gpt-5.6-sol,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,NSW,ABORIGINAL AND TORRES STRAIT ISLANDER,6 & under 12 months
2022-06-30,NSW,INDIGENOUS,OTHER,prisoner-count,person,15,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_28,R17C2,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:87d081bcd8e714c9857a75eb3a7c486bfddb2d3535b701abe3e44e33e6f799ad,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:d1a707c4fc64208ff1b59830680c0c92ca9e3fdd345064bb1b6c807d0cd7efdb,sha256:d18376f64b8ff9701844e39f726e0e1aaa8083e8686f4f70a50e695b88eb2e23,openai-codex/gpt-5.6-sol,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,NSW,ABORIGINAL AND TORRES STRAIT ISLANDER,Other
2022-06-30,NSW,INDIGENOUS,TOTAL,prisoner-count,person,2141,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_28,R18C2,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:87d081bcd8e714c9857a75eb3a7c486bfddb2d3535b701abe3e44e33e6f799ad,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:d1a707c4fc64208ff1b59830680c0c92ca9e3fdd345064bb1b6c807d0cd7efdb,sha256:d18376f64b8ff9701844e39f726e0e1aaa8083e8686f4f70a50e695b88eb2e23,openai-codex/gpt-5.6-sol,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,NSW,ABORIGINAL AND TORRES STRAIT ISLANDER,Total
2022-06-30,NSW,INDIGENOUS,UNDER_3_MONTHS,prisoner-count,person,61,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_28,R7C2,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:87d081bcd8e714c9857a75eb3a7c486bfddb2d3535b701abe3e44e33e6f799ad,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:d1a707c4fc64208ff1b59830680c0c92ca9e3fdd345064bb1b6c807d0cd7efdb,sha256:d18376f64b8ff9701844e39f726e0e1aaa8083e8686f4f70a50e695b88eb2e23,openai-codex/gpt-5.6-sol,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,NSW,ABORIGINAL AND TORRES STRAIT ISLANDER,Under 3 months
2022-06-30,NSW,INDIGENOUS,YEARS_10_TO_UNDER_15,prisoner-count,person,79,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_28,R13C2,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:87d081bcd8e714c9857a75eb3a7c486bfddb2d3535b701abe3e44e33e6f799ad,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:d1a707c4fc64208ff1b59830680c0c92ca9e3fdd345064bb1b6c807d0cd7efdb,sha256:d18376f64b8ff9701844e39f726e0e1aaa8083e8686f4f70a50e695b88eb2e23,openai-codex/gpt-5.6-sol,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,NSW,ABORIGINAL AND TORRES STRAIT ISLANDER,10 & under 15 years
2022-06-30,NSW,INDIGENOUS,YEARS_15_TO_UNDER_20,prisoner-count,person,41,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_28,R14C2,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:87d081bcd8e714c9857a75eb3a7c486bfddb2d3535b701abe3e44e33e6f799ad,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:d1a707c4fc64208ff1b59830680c0c92ca9e3fdd345064bb1b6c807d0cd7efdb,sha256:d18376f64b8ff9701844e39f726e0e1aaa8083e8686f4f70a50e695b88eb2e23,openai-codex/gpt-5.6-sol,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,NSW,ABORIGINAL AND TORRES STRAIT ISLANDER,15 & under 20 years
2022-06-30,NSW,INDIGENOUS,YEARS_1_TO_UNDER_2,prisoner-count,person,462,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_28,R10C2,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:87d081bcd8e714c9857a75eb3a7c486bfddb2d3535b701abe3e44e33e6f799ad,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:d1a707c4fc64208ff1b59830680c0c92ca9e3fdd345064bb1b6c807d0cd7efdb,sha256:d18376f64b8ff9701844e39f726e0e1aaa8083e8686f4f70a50e695b88eb2e23,openai-codex/gpt-5.6-sol,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,NSW,ABORIGINAL AND TORRES STRAIT ISLANDER,1 & under 2 years
2022-06-30,NSW,INDIGENOUS,YEARS_20_PLUS,prisoner-count,person,42,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_28,R15C2,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:87d081bcd8e714c9857a75eb3a7c486bfddb2d3535b701abe3e44e33e6f799ad,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:d1a707c4fc64208ff1b59830680c0c92ca9e3fdd345064bb1b6c807d0cd7efdb,sha256:d18376f64b8ff9701844e39f726e0e1aaa8083e8686f4f70a50e695b88eb2e23,openai-codex/gpt-5.6-sol,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,NSW,ABORIGINAL AND TORRES STRAIT ISLANDER,20 years & over
2022-06-30,NSW,INDIGENOUS,YEARS_2_TO_UNDER_5,prisoner-count,person,452,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_28,R11C2,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:87d081bcd8e714c9857a75eb3a7c486bfddb2d3535b701abe3e44e33e6f799ad,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:d1a707c4fc64208ff1b59830680c0c92ca9e3fdd345064bb1b6c807d0cd7efdb,sha256:d18376f64b8ff9701844e39f726e0e1aaa8083e8686f4f70a50e695b88eb2e23,openai-codex/gpt-5.6-sol,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,NSW,ABORIGINAL AND TORRES STRAIT ISLANDER,2 & under 5 years
2022-06-30,NSW,INDIGENOUS,YEARS_5_TO_UNDER_10,prisoner-count,person,201,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_28,R12C2,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:87d081bcd8e714c9857a75eb3a7c486bfddb2d3535b701abe3e44e33e6f799ad,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:d1a707c4fc64208ff1b59830680c0c92ca9e3fdd345064bb1b6c807d0cd7efdb,sha256:d18376f64b8ff9701844e39f726e0e1aaa8083e8686f4f70a50e695b88eb2e23,openai-codex/gpt-5.6-sol,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,NSW,ABORIGINAL AND TORRES STRAIT ISLANDER,5 & under 10 years
2022-06-30,NSW,NON_INDIGENOUS,LIFE,prisoner-count,person,45,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_28,R32C2,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:87d081bcd8e714c9857a75eb3a7c486bfddb2d3535b701abe3e44e33e6f799ad,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:d1a707c4fc64208ff1b59830680c0c92ca9e3fdd345064bb1b6c807d0cd7efdb,sha256:d18376f64b8ff9701844e39f726e0e1aaa8083e8686f4f70a50e695b88eb2e23,openai-codex/gpt-5.6-sol,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,NSW,NON-INDIGENOUS,Life
2022-06-30,NSW,NON_INDIGENOUS,MEAN,mean-years,year,5,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_28,R36C2,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:87d081bcd8e714c9857a75eb3a7c486bfddb2d3535b701abe3e44e33e6f799ad,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:d1a707c4fc64208ff1b59830680c0c92ca9e3fdd345064bb1b6c807d0cd7efdb,sha256:d18376f64b8ff9701844e39f726e0e1aaa8083e8686f4f70a50e695b88eb2e23,openai-codex/gpt-5.6-sol,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,NSW,NON-INDIGENOUS,Mean (years)
2022-06-30,NSW,NON_INDIGENOUS,MEDIAN,median-years,year,2.8,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_28,R37C2,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:87d081bcd8e714c9857a75eb3a7c486bfddb2d3535b701abe3e44e33e6f799ad,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:d1a707c4fc64208ff1b59830680c0c92ca9e3fdd345064bb1b6c807d0cd7efdb,sha256:d18376f64b8ff9701844e39f726e0e1aaa8083e8686f4f70a50e695b88eb2e23,openai-codex/gpt-5.6-sol,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,NSW,NON-INDIGENOUS,Median (years)
2022-06-30,NSW,NON_INDIGENOUS,MONTHS_3_TO_UNDER_6,prisoner-count,person,411,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_28,R24C2,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:87d081bcd8e714c9857a75eb3a7c486bfddb2d3535b701abe3e44e33e6f799ad,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:d1a707c4fc64208ff1b59830680c0c92ca9e3fdd345064bb1b6c807d0cd7efdb,sha256:d18376f64b8ff9701844e39f726e0e1aaa8083e8686f4f70a50e695b88eb2e23,openai-codex/gpt-5.6-sol,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,NSW,NON-INDIGENOUS,3 & under 6 months
2022-06-30,NSW,NON_INDIGENOUS,MONTHS_6_TO_UNDER_12,prisoner-count,person,865,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_28,R25C2,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:87d081bcd8e714c9857a75eb3a7c486bfddb2d3535b701abe3e44e33e6f799ad,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:d1a707c4fc64208ff1b59830680c0c92ca9e3fdd345064bb1b6c807d0cd7efdb,sha256:d18376f64b8ff9701844e39f726e0e1aaa8083e8686f4f70a50e695b88eb2e23,openai-codex/gpt-5.6-sol,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,NSW,NON-INDIGENOUS,6 & under 12 months
2022-06-30,NSW,NON_INDIGENOUS,OTHER,prisoner-count,person,50,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_28,R33C2,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:87d081bcd8e714c9857a75eb3a7c486bfddb2d3535b701abe3e44e33e6f799ad,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:d1a707c4fc64208ff1b59830680c0c92ca9e3fdd345064bb1b6c807d0cd7efdb,sha256:d18376f64b8ff9701844e39f726e0e1aaa8083e8686f4f70a50e695b88eb2e23,openai-codex/gpt-5.6-sol,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,NSW,NON-INDIGENOUS,Other
2022-06-30,NSW,NON_INDIGENOUS,TOTAL,prisoner-count,person,5585,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_28,R34C2,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:87d081bcd8e714c9857a75eb3a7c486bfddb2d3535b701abe3e44e33e6f799ad,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:d1a707c4fc64208ff1b59830680c0c92ca9e3fdd345064bb1b6c807d0cd7efdb,sha256:d18376f64b8ff9701844e39f726e0e1aaa8083e8686f4f70a50e695b88eb2e23,openai-codex/gpt-5.6-sol,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,NSW,NON-INDIGENOUS,Total
2022-06-30,NSW,NON_INDIGENOUS,UNDER_3_MONTHS,prisoner-count,person,111,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_28,R23C2,sha256:c516a85c2607c3231140dc526086cabf1852c99ea53b428734d188a1f4877168,prisoners-in-australia,sha256:87d081bcd8e714c9857a75eb3a7c486bfddb2d3535b701abe3e44e33e6f799ad,tidy.table-family-acceptance/v1,sha256:7e063f9cd4b9d03bb1ca3b6c6ebb6d2817359967fda869da3b6cd8df65ba8bce,sha256:d1a707c4fc64208ff1b59830680c0c92ca9e3fdd345064bb1b6c807d0cd7efdb,sha256:d18376f64b8ff9701844e39f726e0e1aaa8083e8686f4f70a50e695b88eb2e23,openai-codex/gpt-5.6-sol,replay:sha256:8bd7de113fd9cda4e10efad5709c057d46b775aef42675170ca87358b1278677,NSW,NON-INDIGENOUS,Under 3 months
