reference_date,most_serious_offence_id,indigenous_status_id,expected_time_to_serve_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_most_serious_offence,raw_indigenous_status,raw_expected_time_to_serve
2023-06-30,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,NON_INDIGENOUS_2f231fea,2_UNDER_5_YEARS_c6777906,published-value,published-unit,17,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_12,R37C6,sha256:8bd5692a25383dd6d7d99a4dce16eb96ecc6364d246ed206c1d2356d95991493,prisoners-in-australia,sha256:bbf46df4fe4d786dbd0794b939500bff5acb5f17f218fc036c9644726066f1fb,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:410e572c53f41ce0f53d25ebce05e5587e179e24d9e6baf2b5970e417db59389,sha256:166f45647a07586da787e64734bb3cbe8ffa49cb63f922abb12f77ff3f37b423,human-authored/deterministic-geometry-v1,replay:sha256:ae829f698046f81433d30a2906ddb33538fd5471eaebe74265ce0df8704685d0,13 Public order offences,NON-INDIGENOUS,2 & under 5 years
2023-06-30,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,NON_INDIGENOUS_2f231fea,3_UNDER_6_MONTHS_87c804fe,published-value,published-unit,16,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_12,R37C3,sha256:8bd5692a25383dd6d7d99a4dce16eb96ecc6364d246ed206c1d2356d95991493,prisoners-in-australia,sha256:bbf46df4fe4d786dbd0794b939500bff5acb5f17f218fc036c9644726066f1fb,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:410e572c53f41ce0f53d25ebce05e5587e179e24d9e6baf2b5970e417db59389,sha256:166f45647a07586da787e64734bb3cbe8ffa49cb63f922abb12f77ff3f37b423,human-authored/deterministic-geometry-v1,replay:sha256:ae829f698046f81433d30a2906ddb33538fd5471eaebe74265ce0df8704685d0,13 Public order offences,NON-INDIGENOUS,3 & under 6 months
2023-06-30,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,NON_INDIGENOUS_2f231fea,5_UNDER_10_YEARS_febfe63e,published-value,published-unit,7,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_12,R37C7,sha256:8bd5692a25383dd6d7d99a4dce16eb96ecc6364d246ed206c1d2356d95991493,prisoners-in-australia,sha256:bbf46df4fe4d786dbd0794b939500bff5acb5f17f218fc036c9644726066f1fb,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:410e572c53f41ce0f53d25ebce05e5587e179e24d9e6baf2b5970e417db59389,sha256:166f45647a07586da787e64734bb3cbe8ffa49cb63f922abb12f77ff3f37b423,human-authored/deterministic-geometry-v1,replay:sha256:ae829f698046f81433d30a2906ddb33538fd5471eaebe74265ce0df8704685d0,13 Public order offences,NON-INDIGENOUS,5 & under 10 years
2023-06-30,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,NON_INDIGENOUS_2f231fea,6_UNDER_12_MONTHS_3db9707f,published-value,published-unit,13,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_12,R37C4,sha256:8bd5692a25383dd6d7d99a4dce16eb96ecc6364d246ed206c1d2356d95991493,prisoners-in-australia,sha256:bbf46df4fe4d786dbd0794b939500bff5acb5f17f218fc036c9644726066f1fb,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:410e572c53f41ce0f53d25ebce05e5587e179e24d9e6baf2b5970e417db59389,sha256:166f45647a07586da787e64734bb3cbe8ffa49cb63f922abb12f77ff3f37b423,human-authored/deterministic-geometry-v1,replay:sha256:ae829f698046f81433d30a2906ddb33538fd5471eaebe74265ce0df8704685d0,13 Public order offences,NON-INDIGENOUS,6 & under 12 months
2023-06-30,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,NON_INDIGENOUS_2f231fea,LIFE_0c23e313,published-value,published-unit,0,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_12,R37C11,sha256:8bd5692a25383dd6d7d99a4dce16eb96ecc6364d246ed206c1d2356d95991493,prisoners-in-australia,sha256:bbf46df4fe4d786dbd0794b939500bff5acb5f17f218fc036c9644726066f1fb,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:410e572c53f41ce0f53d25ebce05e5587e179e24d9e6baf2b5970e417db59389,sha256:166f45647a07586da787e64734bb3cbe8ffa49cb63f922abb12f77ff3f37b423,human-authored/deterministic-geometry-v1,replay:sha256:ae829f698046f81433d30a2906ddb33538fd5471eaebe74265ce0df8704685d0,13 Public order offences,NON-INDIGENOUS,Life
2023-06-30,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,NON_INDIGENOUS_2f231fea,MEAN_YEARS_6cb1f395,published-value,published-unit,2.1,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_12,R37C15,sha256:8bd5692a25383dd6d7d99a4dce16eb96ecc6364d246ed206c1d2356d95991493,prisoners-in-australia,sha256:bbf46df4fe4d786dbd0794b939500bff5acb5f17f218fc036c9644726066f1fb,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:410e572c53f41ce0f53d25ebce05e5587e179e24d9e6baf2b5970e417db59389,sha256:166f45647a07586da787e64734bb3cbe8ffa49cb63f922abb12f77ff3f37b423,human-authored/deterministic-geometry-v1,replay:sha256:ae829f698046f81433d30a2906ddb33538fd5471eaebe74265ce0df8704685d0,13 Public order offences,NON-INDIGENOUS,Mean (years)
2023-06-30,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,NON_INDIGENOUS_2f231fea,MEDIAN_YEARS_51edc4af,published-value,published-unit,1.2,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_12,R37C16,sha256:8bd5692a25383dd6d7d99a4dce16eb96ecc6364d246ed206c1d2356d95991493,prisoners-in-australia,sha256:bbf46df4fe4d786dbd0794b939500bff5acb5f17f218fc036c9644726066f1fb,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:410e572c53f41ce0f53d25ebce05e5587e179e24d9e6baf2b5970e417db59389,sha256:166f45647a07586da787e64734bb3cbe8ffa49cb63f922abb12f77ff3f37b423,human-authored/deterministic-geometry-v1,replay:sha256:ae829f698046f81433d30a2906ddb33538fd5471eaebe74265ce0df8704685d0,13 Public order offences,NON-INDIGENOUS,Median (years)
2023-06-30,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,NON_INDIGENOUS_2f231fea,OTHER_1c55d9b8,published-value,published-unit,0,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_12,R37C12,sha256:8bd5692a25383dd6d7d99a4dce16eb96ecc6364d246ed206c1d2356d95991493,prisoners-in-australia,sha256:bbf46df4fe4d786dbd0794b939500bff5acb5f17f218fc036c9644726066f1fb,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:410e572c53f41ce0f53d25ebce05e5587e179e24d9e6baf2b5970e417db59389,sha256:166f45647a07586da787e64734bb3cbe8ffa49cb63f922abb12f77ff3f37b423,human-authored/deterministic-geometry-v1,replay:sha256:ae829f698046f81433d30a2906ddb33538fd5471eaebe74265ce0df8704685d0,13 Public order offences,NON-INDIGENOUS,Other
2023-06-30,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,NON_INDIGENOUS_2f231fea,TOTAL_1d7c16e5,published-value,published-unit,0.5,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_12,R37C14,sha256:8bd5692a25383dd6d7d99a4dce16eb96ecc6364d246ed206c1d2356d95991493,prisoners-in-australia,sha256:bbf46df4fe4d786dbd0794b939500bff5acb5f17f218fc036c9644726066f1fb,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:410e572c53f41ce0f53d25ebce05e5587e179e24d9e6baf2b5970e417db59389,sha256:166f45647a07586da787e64734bb3cbe8ffa49cb63f922abb12f77ff3f37b423,human-authored/deterministic-geometry-v1,replay:sha256:ae829f698046f81433d30a2906ddb33538fd5471eaebe74265ce0df8704685d0,13 Public order offences,NON-INDIGENOUS,Total (%)
2023-06-30,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,NON_INDIGENOUS_2f231fea,TOTAL_ab2882c8,published-value,published-unit,84,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_12,R37C13,sha256:8bd5692a25383dd6d7d99a4dce16eb96ecc6364d246ed206c1d2356d95991493,prisoners-in-australia,sha256:bbf46df4fe4d786dbd0794b939500bff5acb5f17f218fc036c9644726066f1fb,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:410e572c53f41ce0f53d25ebce05e5587e179e24d9e6baf2b5970e417db59389,sha256:166f45647a07586da787e64734bb3cbe8ffa49cb63f922abb12f77ff3f37b423,human-authored/deterministic-geometry-v1,replay:sha256:ae829f698046f81433d30a2906ddb33538fd5471eaebe74265ce0df8704685d0,13 Public order offences,NON-INDIGENOUS,Total
2023-06-30,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,NON_INDIGENOUS_2f231fea,UNDER_3_MONTHS_51315264,published-value,published-unit,5,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_12,R37C2,sha256:8bd5692a25383dd6d7d99a4dce16eb96ecc6364d246ed206c1d2356d95991493,prisoners-in-australia,sha256:bbf46df4fe4d786dbd0794b939500bff5acb5f17f218fc036c9644726066f1fb,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:410e572c53f41ce0f53d25ebce05e5587e179e24d9e6baf2b5970e417db59389,sha256:166f45647a07586da787e64734bb3cbe8ffa49cb63f922abb12f77ff3f37b423,human-authored/deterministic-geometry-v1,replay:sha256:ae829f698046f81433d30a2906ddb33538fd5471eaebe74265ce0df8704685d0,13 Public order offences,NON-INDIGENOUS,Under 3 months
2023-06-30,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,TOTAL_ab2882c8,10_UNDER_15_YEARS_c3f4adc6,published-value,published-unit,0,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_12,R55C8,sha256:8bd5692a25383dd6d7d99a4dce16eb96ecc6364d246ed206c1d2356d95991493,prisoners-in-australia,sha256:bbf46df4fe4d786dbd0794b939500bff5acb5f17f218fc036c9644726066f1fb,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:410e572c53f41ce0f53d25ebce05e5587e179e24d9e6baf2b5970e417db59389,sha256:166f45647a07586da787e64734bb3cbe8ffa49cb63f922abb12f77ff3f37b423,human-authored/deterministic-geometry-v1,replay:sha256:ae829f698046f81433d30a2906ddb33538fd5471eaebe74265ce0df8704685d0,13 Public order offences,TOTAL,10 & under 15 years
2023-06-30,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,TOTAL_ab2882c8,15_UNDER_20_YEARS_52a374dc,published-value,published-unit,0,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_12,R55C9,sha256:8bd5692a25383dd6d7d99a4dce16eb96ecc6364d246ed206c1d2356d95991493,prisoners-in-australia,sha256:bbf46df4fe4d786dbd0794b939500bff5acb5f17f218fc036c9644726066f1fb,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:410e572c53f41ce0f53d25ebce05e5587e179e24d9e6baf2b5970e417db59389,sha256:166f45647a07586da787e64734bb3cbe8ffa49cb63f922abb12f77ff3f37b423,human-authored/deterministic-geometry-v1,replay:sha256:ae829f698046f81433d30a2906ddb33538fd5471eaebe74265ce0df8704685d0,13 Public order offences,TOTAL,15 & under 20 years
2023-06-30,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,TOTAL_ab2882c8,1_UNDER_2_YEARS_ada57682,published-value,published-unit,24,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_12,R55C5,sha256:8bd5692a25383dd6d7d99a4dce16eb96ecc6364d246ed206c1d2356d95991493,prisoners-in-australia,sha256:bbf46df4fe4d786dbd0794b939500bff5acb5f17f218fc036c9644726066f1fb,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:410e572c53f41ce0f53d25ebce05e5587e179e24d9e6baf2b5970e417db59389,sha256:166f45647a07586da787e64734bb3cbe8ffa49cb63f922abb12f77ff3f37b423,human-authored/deterministic-geometry-v1,replay:sha256:ae829f698046f81433d30a2906ddb33538fd5471eaebe74265ce0df8704685d0,13 Public order offences,TOTAL,1 & under 2 years
2023-06-30,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,TOTAL_ab2882c8,20_YEARS_OVER_d9ed9a94,published-value,published-unit,0,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_12,R55C10,sha256:8bd5692a25383dd6d7d99a4dce16eb96ecc6364d246ed206c1d2356d95991493,prisoners-in-australia,sha256:bbf46df4fe4d786dbd0794b939500bff5acb5f17f218fc036c9644726066f1fb,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:410e572c53f41ce0f53d25ebce05e5587e179e24d9e6baf2b5970e417db59389,sha256:166f45647a07586da787e64734bb3cbe8ffa49cb63f922abb12f77ff3f37b423,human-authored/deterministic-geometry-v1,replay:sha256:ae829f698046f81433d30a2906ddb33538fd5471eaebe74265ce0df8704685d0,13 Public order offences,TOTAL,20 years & over
2023-06-30,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,TOTAL_ab2882c8,2_UNDER_5_YEARS_c6777906,published-value,published-unit,23,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_12,R55C6,sha256:8bd5692a25383dd6d7d99a4dce16eb96ecc6364d246ed206c1d2356d95991493,prisoners-in-australia,sha256:bbf46df4fe4d786dbd0794b939500bff5acb5f17f218fc036c9644726066f1fb,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:410e572c53f41ce0f53d25ebce05e5587e179e24d9e6baf2b5970e417db59389,sha256:166f45647a07586da787e64734bb3cbe8ffa49cb63f922abb12f77ff3f37b423,human-authored/deterministic-geometry-v1,replay:sha256:ae829f698046f81433d30a2906ddb33538fd5471eaebe74265ce0df8704685d0,13 Public order offences,TOTAL,2 & under 5 years
2023-06-30,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,TOTAL_ab2882c8,3_UNDER_6_MONTHS_87c804fe,published-value,published-unit,27,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_12,R55C3,sha256:8bd5692a25383dd6d7d99a4dce16eb96ecc6364d246ed206c1d2356d95991493,prisoners-in-australia,sha256:bbf46df4fe4d786dbd0794b939500bff5acb5f17f218fc036c9644726066f1fb,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:410e572c53f41ce0f53d25ebce05e5587e179e24d9e6baf2b5970e417db59389,sha256:166f45647a07586da787e64734bb3cbe8ffa49cb63f922abb12f77ff3f37b423,human-authored/deterministic-geometry-v1,replay:sha256:ae829f698046f81433d30a2906ddb33538fd5471eaebe74265ce0df8704685d0,13 Public order offences,TOTAL,3 & under 6 months
2023-06-30,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,TOTAL_ab2882c8,5_UNDER_10_YEARS_febfe63e,published-value,published-unit,11,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_12,R55C7,sha256:8bd5692a25383dd6d7d99a4dce16eb96ecc6364d246ed206c1d2356d95991493,prisoners-in-australia,sha256:bbf46df4fe4d786dbd0794b939500bff5acb5f17f218fc036c9644726066f1fb,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:410e572c53f41ce0f53d25ebce05e5587e179e24d9e6baf2b5970e417db59389,sha256:166f45647a07586da787e64734bb3cbe8ffa49cb63f922abb12f77ff3f37b423,human-authored/deterministic-geometry-v1,replay:sha256:ae829f698046f81433d30a2906ddb33538fd5471eaebe74265ce0df8704685d0,13 Public order offences,TOTAL,5 & under 10 years
2023-06-30,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,TOTAL_ab2882c8,6_UNDER_12_MONTHS_3db9707f,published-value,published-unit,29,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_12,R55C4,sha256:8bd5692a25383dd6d7d99a4dce16eb96ecc6364d246ed206c1d2356d95991493,prisoners-in-australia,sha256:bbf46df4fe4d786dbd0794b939500bff5acb5f17f218fc036c9644726066f1fb,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:410e572c53f41ce0f53d25ebce05e5587e179e24d9e6baf2b5970e417db59389,sha256:166f45647a07586da787e64734bb3cbe8ffa49cb63f922abb12f77ff3f37b423,human-authored/deterministic-geometry-v1,replay:sha256:ae829f698046f81433d30a2906ddb33538fd5471eaebe74265ce0df8704685d0,13 Public order offences,TOTAL,6 & under 12 months
2023-06-30,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,TOTAL_ab2882c8,LIFE_0c23e313,published-value,published-unit,0,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_12,R55C11,sha256:8bd5692a25383dd6d7d99a4dce16eb96ecc6364d246ed206c1d2356d95991493,prisoners-in-australia,sha256:bbf46df4fe4d786dbd0794b939500bff5acb5f17f218fc036c9644726066f1fb,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:410e572c53f41ce0f53d25ebce05e5587e179e24d9e6baf2b5970e417db59389,sha256:166f45647a07586da787e64734bb3cbe8ffa49cb63f922abb12f77ff3f37b423,human-authored/deterministic-geometry-v1,replay:sha256:ae829f698046f81433d30a2906ddb33538fd5471eaebe74265ce0df8704685d0,13 Public order offences,TOTAL,Life
2023-06-30,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,TOTAL_ab2882c8,MEAN_YEARS_6cb1f395,published-value,published-unit,1.7,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_12,R55C15,sha256:8bd5692a25383dd6d7d99a4dce16eb96ecc6364d246ed206c1d2356d95991493,prisoners-in-australia,sha256:bbf46df4fe4d786dbd0794b939500bff5acb5f17f218fc036c9644726066f1fb,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:410e572c53f41ce0f53d25ebce05e5587e179e24d9e6baf2b5970e417db59389,sha256:166f45647a07586da787e64734bb3cbe8ffa49cb63f922abb12f77ff3f37b423,human-authored/deterministic-geometry-v1,replay:sha256:ae829f698046f81433d30a2906ddb33538fd5471eaebe74265ce0df8704685d0,13 Public order offences,TOTAL,Mean (years)
2023-06-30,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,TOTAL_ab2882c8,MEDIAN_YEARS_51edc4af,published-value,published-unit,0.8,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_12,R55C16,sha256:8bd5692a25383dd6d7d99a4dce16eb96ecc6364d246ed206c1d2356d95991493,prisoners-in-australia,sha256:bbf46df4fe4d786dbd0794b939500bff5acb5f17f218fc036c9644726066f1fb,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:410e572c53f41ce0f53d25ebce05e5587e179e24d9e6baf2b5970e417db59389,sha256:166f45647a07586da787e64734bb3cbe8ffa49cb63f922abb12f77ff3f37b423,human-authored/deterministic-geometry-v1,replay:sha256:ae829f698046f81433d30a2906ddb33538fd5471eaebe74265ce0df8704685d0,13 Public order offences,TOTAL,Median (years)
2023-06-30,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,TOTAL_ab2882c8,OTHER_1c55d9b8,published-value,published-unit,0,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_12,R55C12,sha256:8bd5692a25383dd6d7d99a4dce16eb96ecc6364d246ed206c1d2356d95991493,prisoners-in-australia,sha256:bbf46df4fe4d786dbd0794b939500bff5acb5f17f218fc036c9644726066f1fb,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:410e572c53f41ce0f53d25ebce05e5587e179e24d9e6baf2b5970e417db59389,sha256:166f45647a07586da787e64734bb3cbe8ffa49cb63f922abb12f77ff3f37b423,human-authored/deterministic-geometry-v1,replay:sha256:ae829f698046f81433d30a2906ddb33538fd5471eaebe74265ce0df8704685d0,13 Public order offences,TOTAL,Other
2023-06-30,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,TOTAL_ab2882c8,TOTAL_1d7c16e5,published-value,published-unit,0.5,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_12,R55C14,sha256:8bd5692a25383dd6d7d99a4dce16eb96ecc6364d246ed206c1d2356d95991493,prisoners-in-australia,sha256:bbf46df4fe4d786dbd0794b939500bff5acb5f17f218fc036c9644726066f1fb,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:410e572c53f41ce0f53d25ebce05e5587e179e24d9e6baf2b5970e417db59389,sha256:166f45647a07586da787e64734bb3cbe8ffa49cb63f922abb12f77ff3f37b423,human-authored/deterministic-geometry-v1,replay:sha256:ae829f698046f81433d30a2906ddb33538fd5471eaebe74265ce0df8704685d0,13 Public order offences,TOTAL,Total (%)
2023-06-30,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,TOTAL_ab2882c8,TOTAL_ab2882c8,published-value,published-unit,121,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_12,R55C13,sha256:8bd5692a25383dd6d7d99a4dce16eb96ecc6364d246ed206c1d2356d95991493,prisoners-in-australia,sha256:bbf46df4fe4d786dbd0794b939500bff5acb5f17f218fc036c9644726066f1fb,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:410e572c53f41ce0f53d25ebce05e5587e179e24d9e6baf2b5970e417db59389,sha256:166f45647a07586da787e64734bb3cbe8ffa49cb63f922abb12f77ff3f37b423,human-authored/deterministic-geometry-v1,replay:sha256:ae829f698046f81433d30a2906ddb33538fd5471eaebe74265ce0df8704685d0,13 Public order offences,TOTAL,Total
2023-06-30,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,TOTAL_ab2882c8,UNDER_3_MONTHS_51315264,published-value,published-unit,15,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_12,R55C2,sha256:8bd5692a25383dd6d7d99a4dce16eb96ecc6364d246ed206c1d2356d95991493,prisoners-in-australia,sha256:bbf46df4fe4d786dbd0794b939500bff5acb5f17f218fc036c9644726066f1fb,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:410e572c53f41ce0f53d25ebce05e5587e179e24d9e6baf2b5970e417db59389,sha256:166f45647a07586da787e64734bb3cbe8ffa49cb63f922abb12f77ff3f37b423,human-authored/deterministic-geometry-v1,replay:sha256:ae829f698046f81433d30a2906ddb33538fd5471eaebe74265ce0df8704685d0,13 Public order offences,TOTAL,Under 3 months
2023-06-30,14_TRAFFIC_AND_VEHICLE_REGULATORY_OFFENCES_69dc8109,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,10_UNDER_15_YEARS_c3f4adc6,published-value,published-unit,0,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_12,R20C8,sha256:8bd5692a25383dd6d7d99a4dce16eb96ecc6364d246ed206c1d2356d95991493,prisoners-in-australia,sha256:bbf46df4fe4d786dbd0794b939500bff5acb5f17f218fc036c9644726066f1fb,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:410e572c53f41ce0f53d25ebce05e5587e179e24d9e6baf2b5970e417db59389,sha256:166f45647a07586da787e64734bb3cbe8ffa49cb63f922abb12f77ff3f37b423,human-authored/deterministic-geometry-v1,replay:sha256:ae829f698046f81433d30a2906ddb33538fd5471eaebe74265ce0df8704685d0,14 Traffic and vehicle regulatory offences,ABORIGINAL AND TORRES STRAIT ISLANDER,10 & under 15 years
2023-06-30,14_TRAFFIC_AND_VEHICLE_REGULATORY_OFFENCES_69dc8109,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,15_UNDER_20_YEARS_52a374dc,published-value,published-unit,0,observed,sha256:6e640bf65399eaa405e48acda86be9403bc2b8196ff2ccd926906a2e76527e2b,Table_12,R20C9,sha256:8bd5692a25383dd6d7d99a4dce16eb96ecc6364d246ed206c1d2356d95991493,prisoners-in-australia,sha256:bbf46df4fe4d786dbd0794b939500bff5acb5f17f218fc036c9644726066f1fb,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:410e572c53f41ce0f53d25ebce05e5587e179e24d9e6baf2b5970e417db59389,sha256:166f45647a07586da787e64734bb3cbe8ffa49cb63f922abb12f77ff3f37b423,human-authored/deterministic-geometry-v1,replay:sha256:ae829f698046f81433d30a2906ddb33538fd5471eaebe74265ce0df8704685d0,14 Traffic and vehicle regulatory offences,ABORIGINAL AND TORRES STRAIT ISLANDER,15 & under 20 years
