publication_vintage_date,reference_date,sentence_statistic_id,aggregate_sentence_length_id,court_level_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_sentence_statistic,raw_aggregate_sentence_length,raw_court_level
2023-06-30,2023-06-30,SENTENCE_IMPRISONMENT_WITH_PARTIALLY_SUSPENDED_TERM,LENGTH_6_TO_UNDER_12_MONTHS,ALL_COURTS,defendant-count,person,877,observed,877,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R12C4,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Imprisonment with partially suspended term,6 to under 12 months,All Courts
2023-06-30,2023-06-30,SENTENCE_IMPRISONMENT_WITH_PARTIALLY_SUSPENDED_TERM,LENGTH_MEAN,ALL_COURTS,sentence-mean-duration,month,12.3,observed,12.3,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R12C10,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Imprisonment with partially suspended term,Mean,All Courts
2023-06-30,2023-06-30,SENTENCE_IMPRISONMENT_WITH_PARTIALLY_SUSPENDED_TERM,LENGTH_MEAN,HIGHER_COURTS,sentence-mean-duration,month,28.9,observed,28.9,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R12C12,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Imprisonment with partially suspended term,Mean,Higher Courts
2023-06-30,2023-06-30,SENTENCE_IMPRISONMENT_WITH_PARTIALLY_SUSPENDED_TERM,LENGTH_MEAN,MAGISTRATES_COURTS,sentence-mean-duration,month,6,observed,6,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R12C14,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Imprisonment with partially suspended term,Mean,Magistrates' Courts
2023-06-30,2023-06-30,SENTENCE_IMPRISONMENT_WITH_PARTIALLY_SUSPENDED_TERM,LENGTH_MEDIAN,ALL_COURTS,sentence-median-duration,month,7,observed,7,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R12C11,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Imprisonment with partially suspended term,Median,All Courts
2023-06-30,2023-06-30,SENTENCE_IMPRISONMENT_WITH_PARTIALLY_SUSPENDED_TERM,LENGTH_MEDIAN,HIGHER_COURTS,sentence-median-duration,month,24,observed,24,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R12C13,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Imprisonment with partially suspended term,Median,Higher Courts
2023-06-30,2023-06-30,SENTENCE_IMPRISONMENT_WITH_PARTIALLY_SUSPENDED_TERM,LENGTH_MEDIAN,MAGISTRATES_COURTS,sentence-median-duration,month,5,observed,5,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R12C15,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Imprisonment with partially suspended term,Median,Magistrates' Courts
2023-06-30,2023-06-30,SENTENCE_IMPRISONMENT_WITH_PARTIALLY_SUSPENDED_TERM,LENGTH_TOTAL,ALL_COURTS,defendant-count,person,3098,observed,3098,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R12C9,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Imprisonment with partially suspended term,Total,All Courts
2023-06-30,2023-06-30,SENTENCE_IMPRISONMENT_WITH_PARTIALLY_SUSPENDED_TERM,LENGTH_UNDER_3_MONTHS,ALL_COURTS,defendant-count,person,392,observed,392,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R12C2,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Imprisonment with partially suspended term,Under 3 months,All Courts
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_10_YEARS_AND_OVER,ALL_COURTS,defendant-count,person,0,observed,0,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R18C8,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Intensive penalty in the community,10 years & over,All Courts
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_1_TO_UNDER_2_YEARS,ALL_COURTS,defendant-count,person,3228,observed,3228,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R18C5,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Intensive penalty in the community,1 to under 2 years,All Courts
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_2_TO_UNDER_5_YEARS,ALL_COURTS,defendant-count,person,571,observed,571,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R18C6,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Intensive penalty in the community,2 to under 5 years,All Courts
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_3_TO_UNDER_6_MONTHS,ALL_COURTS,defendant-count,person,1028,observed,1028,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R18C3,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Intensive penalty in the community,3 to under 6 months,All Courts
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_5_TO_UNDER_10_YEARS,ALL_COURTS,defendant-count,person,3,observed,3,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R18C7,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Intensive penalty in the community,5 to under 10 years,All Courts
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_6_TO_UNDER_12_MONTHS,ALL_COURTS,defendant-count,person,4144,observed,4144,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R18C4,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Intensive penalty in the community,6 to under 12 months,All Courts
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_MEAN,ALL_COURTS,sentence-mean-duration,month,10.7,observed,10.7,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R18C10,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Intensive penalty in the community,Mean,All Courts
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_MEAN,CHILDRENS_COURTS,sentence-mean-duration,month,6.5,observed,6.5,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R18C16,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Intensive penalty in the community,Mean,Children's Courts
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_MEAN,HIGHER_COURTS,sentence-mean-duration,month,22.6,observed,22.6,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R18C12,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Intensive penalty in the community,Mean,Higher Courts
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_MEAN,MAGISTRATES_COURTS,sentence-mean-duration,month,9.7,observed,9.7,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R18C14,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Intensive penalty in the community,Mean,Magistrates' Courts
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_MEDIAN,ALL_COURTS,sentence-median-duration,month,9,observed,9,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R18C11,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Intensive penalty in the community,Median,All Courts
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_MEDIAN,CHILDRENS_COURTS,sentence-median-duration,month,6,observed,6,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R18C17,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Intensive penalty in the community,Median,Children's Courts
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_MEDIAN,HIGHER_COURTS,sentence-median-duration,month,22,observed,22,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R18C13,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Intensive penalty in the community,Median,Higher Courts
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_MEDIAN,MAGISTRATES_COURTS,sentence-median-duration,month,9,observed,9,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R18C15,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Intensive penalty in the community,Median,Magistrates' Courts
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_TOTAL,ALL_COURTS,defendant-count,person,9352,observed,9352,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R18C9,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Intensive penalty in the community,Total,All Courts
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_UNDER_3_MONTHS,ALL_COURTS,defendant-count,person,358,observed,358,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R18C2,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Intensive penalty in the community,Under 3 months,All Courts
2023-06-30,2023-06-30,SENTENCE_JUVENILE_DETENTION,LENGTH_10_YEARS_AND_OVER,ALL_COURTS,defendant-count,person,3,observed,3,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R14C8,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Juvenile detention,10 years & over,All Courts
2023-06-30,2023-06-30,SENTENCE_JUVENILE_DETENTION,LENGTH_1_TO_UNDER_2_YEARS,ALL_COURTS,defendant-count,person,204,observed,204,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R14C5,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Juvenile detention,1 to under 2 years,All Courts
2023-06-30,2023-06-30,SENTENCE_JUVENILE_DETENTION,LENGTH_2_TO_UNDER_5_YEARS,ALL_COURTS,defendant-count,person,40,observed,40,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R14C6,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Juvenile detention,2 to under 5 years,All Courts
