publication_vintage_date,reference_date,sentence_statistic_id,aggregate_sentence_length_id,court_level_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_sentence_statistic,raw_aggregate_sentence_length,raw_court_level
2022-06-30,2022-06-30,SENTENCE_TOTAL_CUSTODIAL_ORDERS,LENGTH_1_TO_UNDER_2_YEARS,ALL_COURTS,defendant-count,person,12380,observed,12380,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 65,R27C5,sha256:7c248868a87107ae4d4f9b152d2b1d02bc921a91a87a53da6e08fabf899ca776,criminal-courts-australia,sha256:754eb8aff45e54ebb6b1dc3d361b60ccb7a217a77c687e29957ebb9cf523931e,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:731a4174ed3fc05362bed9fd782c42496ab8f36f2bcfde8cf2cabe5944a5028e,sha256:2253bcb3c5e944e899b3c1a99fdcf1ea9b6bc73aa4d90b93f1e009e84e4ca4c4,human-authored/deterministic-map-v1,replay:sha256:91465c3104eb0e8e8c6921e0b69e25e6cab73342b534dcb3233b486c84816f41,Total custodial orders,1 to under 2 years,All Courts
2022-06-30,2022-06-30,SENTENCE_TOTAL_CUSTODIAL_ORDERS,LENGTH_2_TO_UNDER_5_YEARS,ALL_COURTS,defendant-count,person,6930,observed,6930,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 65,R27C6,sha256:7c248868a87107ae4d4f9b152d2b1d02bc921a91a87a53da6e08fabf899ca776,criminal-courts-australia,sha256:754eb8aff45e54ebb6b1dc3d361b60ccb7a217a77c687e29957ebb9cf523931e,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:731a4174ed3fc05362bed9fd782c42496ab8f36f2bcfde8cf2cabe5944a5028e,sha256:2253bcb3c5e944e899b3c1a99fdcf1ea9b6bc73aa4d90b93f1e009e84e4ca4c4,human-authored/deterministic-map-v1,replay:sha256:91465c3104eb0e8e8c6921e0b69e25e6cab73342b534dcb3233b486c84816f41,Total custodial orders,2 to under 5 years,All Courts
2022-06-30,2022-06-30,SENTENCE_TOTAL_CUSTODIAL_ORDERS,LENGTH_3_TO_UNDER_6_MONTHS,ALL_COURTS,defendant-count,person,11111,observed,11111,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 65,R27C3,sha256:7c248868a87107ae4d4f9b152d2b1d02bc921a91a87a53da6e08fabf899ca776,criminal-courts-australia,sha256:754eb8aff45e54ebb6b1dc3d361b60ccb7a217a77c687e29957ebb9cf523931e,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:731a4174ed3fc05362bed9fd782c42496ab8f36f2bcfde8cf2cabe5944a5028e,sha256:2253bcb3c5e944e899b3c1a99fdcf1ea9b6bc73aa4d90b93f1e009e84e4ca4c4,human-authored/deterministic-map-v1,replay:sha256:91465c3104eb0e8e8c6921e0b69e25e6cab73342b534dcb3233b486c84816f41,Total custodial orders,3 to under 6 months,All Courts
2022-06-30,2022-06-30,SENTENCE_TOTAL_CUSTODIAL_ORDERS,LENGTH_5_TO_UNDER_10_YEARS,ALL_COURTS,defendant-count,person,1341,observed,1341,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 65,R27C7,sha256:7c248868a87107ae4d4f9b152d2b1d02bc921a91a87a53da6e08fabf899ca776,criminal-courts-australia,sha256:754eb8aff45e54ebb6b1dc3d361b60ccb7a217a77c687e29957ebb9cf523931e,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:731a4174ed3fc05362bed9fd782c42496ab8f36f2bcfde8cf2cabe5944a5028e,sha256:2253bcb3c5e944e899b3c1a99fdcf1ea9b6bc73aa4d90b93f1e009e84e4ca4c4,human-authored/deterministic-map-v1,replay:sha256:91465c3104eb0e8e8c6921e0b69e25e6cab73342b534dcb3233b486c84816f41,Total custodial orders,5 to under 10 years,All Courts
2022-06-30,2022-06-30,SENTENCE_TOTAL_CUSTODIAL_ORDERS,LENGTH_6_TO_UNDER_12_MONTHS,ALL_COURTS,defendant-count,person,17358,observed,17358,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 65,R27C4,sha256:7c248868a87107ae4d4f9b152d2b1d02bc921a91a87a53da6e08fabf899ca776,criminal-courts-australia,sha256:754eb8aff45e54ebb6b1dc3d361b60ccb7a217a77c687e29957ebb9cf523931e,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:731a4174ed3fc05362bed9fd782c42496ab8f36f2bcfde8cf2cabe5944a5028e,sha256:2253bcb3c5e944e899b3c1a99fdcf1ea9b6bc73aa4d90b93f1e009e84e4ca4c4,human-authored/deterministic-map-v1,replay:sha256:91465c3104eb0e8e8c6921e0b69e25e6cab73342b534dcb3233b486c84816f41,Total custodial orders,6 to under 12 months,All Courts
2022-06-30,2022-06-30,SENTENCE_TOTAL_CUSTODIAL_ORDERS,LENGTH_MEAN,ALL_COURTS,sentence-mean-duration,month,12.5,observed,12.5,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 65,R27C10,sha256:7c248868a87107ae4d4f9b152d2b1d02bc921a91a87a53da6e08fabf899ca776,criminal-courts-australia,sha256:754eb8aff45e54ebb6b1dc3d361b60ccb7a217a77c687e29957ebb9cf523931e,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:731a4174ed3fc05362bed9fd782c42496ab8f36f2bcfde8cf2cabe5944a5028e,sha256:2253bcb3c5e944e899b3c1a99fdcf1ea9b6bc73aa4d90b93f1e009e84e4ca4c4,human-authored/deterministic-map-v1,replay:sha256:91465c3104eb0e8e8c6921e0b69e25e6cab73342b534dcb3233b486c84816f41,Total custodial orders,Mean,All Courts
2022-06-30,2022-06-30,SENTENCE_TOTAL_CUSTODIAL_ORDERS,LENGTH_MEAN,CHILDRENS_COURTS,sentence-mean-duration,month,6.3,observed,6.3,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 65,R27C16,sha256:7c248868a87107ae4d4f9b152d2b1d02bc921a91a87a53da6e08fabf899ca776,criminal-courts-australia,sha256:754eb8aff45e54ebb6b1dc3d361b60ccb7a217a77c687e29957ebb9cf523931e,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:731a4174ed3fc05362bed9fd782c42496ab8f36f2bcfde8cf2cabe5944a5028e,sha256:2253bcb3c5e944e899b3c1a99fdcf1ea9b6bc73aa4d90b93f1e009e84e4ca4c4,human-authored/deterministic-map-v1,replay:sha256:91465c3104eb0e8e8c6921e0b69e25e6cab73342b534dcb3233b486c84816f41,Total custodial orders,Mean,Children's Courts
2022-06-30,2022-06-30,SENTENCE_TOTAL_CUSTODIAL_ORDERS,LENGTH_MEAN,HIGHER_COURTS,sentence-mean-duration,month,34.8,observed,34.8,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 65,R27C12,sha256:7c248868a87107ae4d4f9b152d2b1d02bc921a91a87a53da6e08fabf899ca776,criminal-courts-australia,sha256:754eb8aff45e54ebb6b1dc3d361b60ccb7a217a77c687e29957ebb9cf523931e,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:731a4174ed3fc05362bed9fd782c42496ab8f36f2bcfde8cf2cabe5944a5028e,sha256:2253bcb3c5e944e899b3c1a99fdcf1ea9b6bc73aa4d90b93f1e009e84e4ca4c4,human-authored/deterministic-map-v1,replay:sha256:91465c3104eb0e8e8c6921e0b69e25e6cab73342b534dcb3233b486c84816f41,Total custodial orders,Mean,Higher Courts
2022-06-30,2022-06-30,SENTENCE_TOTAL_CUSTODIAL_ORDERS,LENGTH_MEAN,MAGISTRATES_COURTS,sentence-mean-duration,month,7,observed,7,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 65,R27C14,sha256:7c248868a87107ae4d4f9b152d2b1d02bc921a91a87a53da6e08fabf899ca776,criminal-courts-australia,sha256:754eb8aff45e54ebb6b1dc3d361b60ccb7a217a77c687e29957ebb9cf523931e,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:731a4174ed3fc05362bed9fd782c42496ab8f36f2bcfde8cf2cabe5944a5028e,sha256:2253bcb3c5e944e899b3c1a99fdcf1ea9b6bc73aa4d90b93f1e009e84e4ca4c4,human-authored/deterministic-map-v1,replay:sha256:91465c3104eb0e8e8c6921e0b69e25e6cab73342b534dcb3233b486c84816f41,Total custodial orders,Mean,Magistrates' Courts
2022-06-30,2022-06-30,SENTENCE_TOTAL_CUSTODIAL_ORDERS,LENGTH_MEDIAN,ALL_COURTS,sentence-median-duration,month,7,observed,7,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 65,R27C11,sha256:7c248868a87107ae4d4f9b152d2b1d02bc921a91a87a53da6e08fabf899ca776,criminal-courts-australia,sha256:754eb8aff45e54ebb6b1dc3d361b60ccb7a217a77c687e29957ebb9cf523931e,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:731a4174ed3fc05362bed9fd782c42496ab8f36f2bcfde8cf2cabe5944a5028e,sha256:2253bcb3c5e944e899b3c1a99fdcf1ea9b6bc73aa4d90b93f1e009e84e4ca4c4,human-authored/deterministic-map-v1,replay:sha256:91465c3104eb0e8e8c6921e0b69e25e6cab73342b534dcb3233b486c84816f41,Total custodial orders,Median,All Courts
2022-06-30,2022-06-30,SENTENCE_TOTAL_CUSTODIAL_ORDERS,LENGTH_MEDIAN,CHILDRENS_COURTS,sentence-median-duration,month,4.8,observed,4.8,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 65,R27C17,sha256:7c248868a87107ae4d4f9b152d2b1d02bc921a91a87a53da6e08fabf899ca776,criminal-courts-australia,sha256:754eb8aff45e54ebb6b1dc3d361b60ccb7a217a77c687e29957ebb9cf523931e,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:731a4174ed3fc05362bed9fd782c42496ab8f36f2bcfde8cf2cabe5944a5028e,sha256:2253bcb3c5e944e899b3c1a99fdcf1ea9b6bc73aa4d90b93f1e009e84e4ca4c4,human-authored/deterministic-map-v1,replay:sha256:91465c3104eb0e8e8c6921e0b69e25e6cab73342b534dcb3233b486c84816f41,Total custodial orders,Median,Children's Courts
2022-06-30,2022-06-30,SENTENCE_TOTAL_CUSTODIAL_ORDERS,LENGTH_MEDIAN,HIGHER_COURTS,sentence-median-duration,month,27,observed,27,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 65,R27C13,sha256:7c248868a87107ae4d4f9b152d2b1d02bc921a91a87a53da6e08fabf899ca776,criminal-courts-australia,sha256:754eb8aff45e54ebb6b1dc3d361b60ccb7a217a77c687e29957ebb9cf523931e,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:731a4174ed3fc05362bed9fd782c42496ab8f36f2bcfde8cf2cabe5944a5028e,sha256:2253bcb3c5e944e899b3c1a99fdcf1ea9b6bc73aa4d90b93f1e009e84e4ca4c4,human-authored/deterministic-map-v1,replay:sha256:91465c3104eb0e8e8c6921e0b69e25e6cab73342b534dcb3233b486c84816f41,Total custodial orders,Median,Higher Courts
2022-06-30,2022-06-30,SENTENCE_TOTAL_CUSTODIAL_ORDERS,LENGTH_MEDIAN,MAGISTRATES_COURTS,sentence-median-duration,month,6,observed,6,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 65,R27C15,sha256:7c248868a87107ae4d4f9b152d2b1d02bc921a91a87a53da6e08fabf899ca776,criminal-courts-australia,sha256:754eb8aff45e54ebb6b1dc3d361b60ccb7a217a77c687e29957ebb9cf523931e,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:731a4174ed3fc05362bed9fd782c42496ab8f36f2bcfde8cf2cabe5944a5028e,sha256:2253bcb3c5e944e899b3c1a99fdcf1ea9b6bc73aa4d90b93f1e009e84e4ca4c4,human-authored/deterministic-map-v1,replay:sha256:91465c3104eb0e8e8c6921e0b69e25e6cab73342b534dcb3233b486c84816f41,Total custodial orders,Median,Magistrates' Courts
2022-06-30,2022-06-30,SENTENCE_TOTAL_CUSTODIAL_ORDERS,LENGTH_TOTAL,ALL_COURTS,defendant-count,person,61868,observed,61868,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 65,R27C9,sha256:7c248868a87107ae4d4f9b152d2b1d02bc921a91a87a53da6e08fabf899ca776,criminal-courts-australia,sha256:754eb8aff45e54ebb6b1dc3d361b60ccb7a217a77c687e29957ebb9cf523931e,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:731a4174ed3fc05362bed9fd782c42496ab8f36f2bcfde8cf2cabe5944a5028e,sha256:2253bcb3c5e944e899b3c1a99fdcf1ea9b6bc73aa4d90b93f1e009e84e4ca4c4,human-authored/deterministic-map-v1,replay:sha256:91465c3104eb0e8e8c6921e0b69e25e6cab73342b534dcb3233b486c84816f41,Total custodial orders,Total,All Courts
2022-06-30,2022-06-30,SENTENCE_TOTAL_CUSTODIAL_ORDERS,LENGTH_UNDER_3_MONTHS,ALL_COURTS,defendant-count,person,10851,observed,10851,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 65,R27C2,sha256:7c248868a87107ae4d4f9b152d2b1d02bc921a91a87a53da6e08fabf899ca776,criminal-courts-australia,sha256:754eb8aff45e54ebb6b1dc3d361b60ccb7a217a77c687e29957ebb9cf523931e,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:731a4174ed3fc05362bed9fd782c42496ab8f36f2bcfde8cf2cabe5944a5028e,sha256:2253bcb3c5e944e899b3c1a99fdcf1ea9b6bc73aa4d90b93f1e009e84e4ca4c4,human-authored/deterministic-map-v1,replay:sha256:91465c3104eb0e8e8c6921e0b69e25e6cab73342b534dcb3233b486c84816f41,Total custodial orders,Under 3 months,All Courts
2023-06-30,2023-06-30,SENTENCE_CUSTODY_IN_A_CORRECTIONAL_INSTITUTION,LENGTH_10_YEARS_AND_OVER,ALL_COURTS,defendant-count,person,351,observed,351,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R8C8,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Custody in a correctional institution,10 years & over,All Courts
2023-06-30,2023-06-30,SENTENCE_CUSTODY_IN_A_CORRECTIONAL_INSTITUTION,LENGTH_1_TO_UNDER_2_YEARS,ALL_COURTS,defendant-count,person,8860,observed,8860,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R8C5,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Custody in a correctional institution,1 to under 2 years,All Courts
2023-06-30,2023-06-30,SENTENCE_CUSTODY_IN_A_CORRECTIONAL_INSTITUTION,LENGTH_2_TO_UNDER_5_YEARS,ALL_COURTS,defendant-count,person,5681,observed,5681,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R8C6,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Custody in a correctional institution,2 to under 5 years,All Courts
2023-06-30,2023-06-30,SENTENCE_CUSTODY_IN_A_CORRECTIONAL_INSTITUTION,LENGTH_3_TO_UNDER_6_MONTHS,ALL_COURTS,defendant-count,person,7288,observed,7288,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R8C3,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Custody in a correctional institution,3 to under 6 months,All Courts
2023-06-30,2023-06-30,SENTENCE_CUSTODY_IN_A_CORRECTIONAL_INSTITUTION,LENGTH_5_TO_UNDER_10_YEARS,ALL_COURTS,defendant-count,person,1383,observed,1383,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R8C7,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Custody in a correctional institution,5 to under 10 years,All Courts
2023-06-30,2023-06-30,SENTENCE_CUSTODY_IN_A_CORRECTIONAL_INSTITUTION,LENGTH_6_TO_UNDER_12_MONTHS,ALL_COURTS,defendant-count,person,10757,observed,10757,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R8C4,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Custody in a correctional institution,6 to under 12 months,All Courts
2023-06-30,2023-06-30,SENTENCE_CUSTODY_IN_A_CORRECTIONAL_INSTITUTION,LENGTH_MEAN,ALL_COURTS,sentence-mean-duration,month,14.6,observed,14.6,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R8C10,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Custody in a correctional institution,Mean,All Courts
2023-06-30,2023-06-30,SENTENCE_CUSTODY_IN_A_CORRECTIONAL_INSTITUTION,LENGTH_MEAN,CHILDRENS_COURTS,sentence-mean-duration,month,7.6,observed,7.6,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R8C16,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Custody in a correctional institution,Mean,Children's Courts
2023-06-30,2023-06-30,SENTENCE_CUSTODY_IN_A_CORRECTIONAL_INSTITUTION,LENGTH_MEAN,HIGHER_COURTS,sentence-mean-duration,month,40.1,observed,40.1,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R8C12,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Custody in a correctional institution,Mean,Higher Courts
2023-06-30,2023-06-30,SENTENCE_CUSTODY_IN_A_CORRECTIONAL_INSTITUTION,LENGTH_MEAN,MAGISTRATES_COURTS,sentence-mean-duration,month,7.4,observed,7.4,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R8C14,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Custody in a correctional institution,Mean,Magistrates' Courts
2023-06-30,2023-06-30,SENTENCE_CUSTODY_IN_A_CORRECTIONAL_INSTITUTION,LENGTH_MEDIAN,ALL_COURTS,sentence-median-duration,month,8,observed,8,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R8C11,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Custody in a correctional institution,Median,All Courts
2023-06-30,2023-06-30,SENTENCE_CUSTODY_IN_A_CORRECTIONAL_INSTITUTION,LENGTH_MEDIAN,CHILDRENS_COURTS,sentence-median-duration,month,6,observed,6,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R8C17,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Custody in a correctional institution,Median,Children's Courts
2023-06-30,2023-06-30,SENTENCE_CUSTODY_IN_A_CORRECTIONAL_INSTITUTION,LENGTH_MEDIAN,HIGHER_COURTS,sentence-median-duration,month,32.3,observed,32.3,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 65,R8C13,sha256:a2cfeb7ef4ac669d0374168775ba93b4261fb89343c66671bc999b47971f7406,criminal-courts-australia,sha256:4a0f77748a2c5edd8a0be033878547a6b00aa14faafd737cdf1742a6387b6b49,tidy.table-family-acceptance/v1,sha256:4b98f6e150dcc343a2ccc3791729198037e415caa2a15417c125de992e24d664,sha256:268633a05e4420a0e5fa4135427c42f4e73105942fd8fe0e0b64d616875e43ec,sha256:977b1bb194df97b7e7cddc935a3fea7ab391a5d042589614d47280fa8b7f6a2f,human-authored/deterministic-map-v1,replay:sha256:5e14e0f1b75249984e416607382f479f8b03009e542abb490959d3ba3203ee42,Custody in a correctional institution,Median,Higher Courts
