publication_vintage_date,reference_date,principal_offence_id,method_of_proceeding_id,observation_period_id,statistic_basis_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_method_of_proceeding,raw_observation_period,raw_statistic_basis
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,COURT_ACTION_f2f508e1,2008_09_f695681e,NUMBER_a081e07b,published-value,published-unit,7,observed,7,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 33,R8C2,sha256:649bb1f1de5ce8a6637b8132617e22b9b25dd30cee4c27436ae0cfe9be9a3d0d,RecipeV01,sha256:daa85b31356c6e328c0c4f39f8a0149b6a96493dd86369b3ce24c879b76a1887,sha256:3d7d4db3b6eec8262bad7bc86f2069c35fc5333a61940bf0872576036ea87a19,recorded-crime-offenders,sha256:df20b0942bea806055825cb085551129b576029c32432aca1ff771bb70073c1a,tidy.table-family-acceptance/v2,sha256:87c54b51482a8630c2695f8a858f664eacefecaf765be9c4930539893c9b90a3,sha256:0fbfd9a21abe4b666d282a7aaa8d6346f9bc34617838a47affd6bbba5d0b1768,sha256:daa85b31356c6e328c0c4f39f8a0149b6a96493dd86369b3ce24c879b76a1887,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:daa85b31356c6e328c0c4f39f8a0149b6a96493dd86369b3ce24c879b76a1887,01 Homicide and related offences,Court action,2008–09,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,COURT_ACTION_f2f508e1,2008_09_f695681e,PROPORTION_13745b70,published-value,published-unit,0.2,observed,0.2,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 33,R8C16,sha256:649bb1f1de5ce8a6637b8132617e22b9b25dd30cee4c27436ae0cfe9be9a3d0d,RecipeV01,sha256:daa85b31356c6e328c0c4f39f8a0149b6a96493dd86369b3ce24c879b76a1887,sha256:3d7d4db3b6eec8262bad7bc86f2069c35fc5333a61940bf0872576036ea87a19,recorded-crime-offenders,sha256:df20b0942bea806055825cb085551129b576029c32432aca1ff771bb70073c1a,tidy.table-family-acceptance/v2,sha256:87c54b51482a8630c2695f8a858f664eacefecaf765be9c4930539893c9b90a3,sha256:0fbfd9a21abe4b666d282a7aaa8d6346f9bc34617838a47affd6bbba5d0b1768,sha256:daa85b31356c6e328c0c4f39f8a0149b6a96493dd86369b3ce24c879b76a1887,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:daa85b31356c6e328c0c4f39f8a0149b6a96493dd86369b3ce24c879b76a1887,01 Homicide and related offences,Court action,2008–09,Proportion (%)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,COURT_ACTION_f2f508e1,2009_10_d4eb8e50,NUMBER_a081e07b,published-value,published-unit,12,observed,12,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 33,R8C3,sha256:649bb1f1de5ce8a6637b8132617e22b9b25dd30cee4c27436ae0cfe9be9a3d0d,RecipeV01,sha256:daa85b31356c6e328c0c4f39f8a0149b6a96493dd86369b3ce24c879b76a1887,sha256:3d7d4db3b6eec8262bad7bc86f2069c35fc5333a61940bf0872576036ea87a19,recorded-crime-offenders,sha256:df20b0942bea806055825cb085551129b576029c32432aca1ff771bb70073c1a,tidy.table-family-acceptance/v2,sha256:87c54b51482a8630c2695f8a858f664eacefecaf765be9c4930539893c9b90a3,sha256:0fbfd9a21abe4b666d282a7aaa8d6346f9bc34617838a47affd6bbba5d0b1768,sha256:daa85b31356c6e328c0c4f39f8a0149b6a96493dd86369b3ce24c879b76a1887,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:daa85b31356c6e328c0c4f39f8a0149b6a96493dd86369b3ce24c879b76a1887,01 Homicide and related offences,Court action,2009–10,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,COURT_ACTION_f2f508e1,2009_10_d4eb8e50,PROPORTION_13745b70,published-value,published-unit,0.4,observed,0.4,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 33,R8C17,sha256:649bb1f1de5ce8a6637b8132617e22b9b25dd30cee4c27436ae0cfe9be9a3d0d,RecipeV01,sha256:daa85b31356c6e328c0c4f39f8a0149b6a96493dd86369b3ce24c879b76a1887,sha256:3d7d4db3b6eec8262bad7bc86f2069c35fc5333a61940bf0872576036ea87a19,recorded-crime-offenders,sha256:df20b0942bea806055825cb085551129b576029c32432aca1ff771bb70073c1a,tidy.table-family-acceptance/v2,sha256:87c54b51482a8630c2695f8a858f664eacefecaf765be9c4930539893c9b90a3,sha256:0fbfd9a21abe4b666d282a7aaa8d6346f9bc34617838a47affd6bbba5d0b1768,sha256:daa85b31356c6e328c0c4f39f8a0149b6a96493dd86369b3ce24c879b76a1887,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:daa85b31356c6e328c0c4f39f8a0149b6a96493dd86369b3ce24c879b76a1887,01 Homicide and related offences,Court action,2009–10,Proportion (%)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,COURT_ACTION_f2f508e1,2010_11_bcb455ae,NUMBER_a081e07b,published-value,published-unit,7,observed,7,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 33,R8C4,sha256:649bb1f1de5ce8a6637b8132617e22b9b25dd30cee4c27436ae0cfe9be9a3d0d,RecipeV01,sha256:daa85b31356c6e328c0c4f39f8a0149b6a96493dd86369b3ce24c879b76a1887,sha256:3d7d4db3b6eec8262bad7bc86f2069c35fc5333a61940bf0872576036ea87a19,recorded-crime-offenders,sha256:df20b0942bea806055825cb085551129b576029c32432aca1ff771bb70073c1a,tidy.table-family-acceptance/v2,sha256:87c54b51482a8630c2695f8a858f664eacefecaf765be9c4930539893c9b90a3,sha256:0fbfd9a21abe4b666d282a7aaa8d6346f9bc34617838a47affd6bbba5d0b1768,sha256:daa85b31356c6e328c0c4f39f8a0149b6a96493dd86369b3ce24c879b76a1887,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:daa85b31356c6e328c0c4f39f8a0149b6a96493dd86369b3ce24c879b76a1887,01 Homicide and related offences,Court action,2010–11,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,COURT_ACTION_f2f508e1,2010_11_bcb455ae,PROPORTION_13745b70,published-value,published-unit,0.3,observed,0.3,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 33,R8C18,sha256:649bb1f1de5ce8a6637b8132617e22b9b25dd30cee4c27436ae0cfe9be9a3d0d,RecipeV01,sha256:daa85b31356c6e328c0c4f39f8a0149b6a96493dd86369b3ce24c879b76a1887,sha256:3d7d4db3b6eec8262bad7bc86f2069c35fc5333a61940bf0872576036ea87a19,recorded-crime-offenders,sha256:df20b0942bea806055825cb085551129b576029c32432aca1ff771bb70073c1a,tidy.table-family-acceptance/v2,sha256:87c54b51482a8630c2695f8a858f664eacefecaf765be9c4930539893c9b90a3,sha256:0fbfd9a21abe4b666d282a7aaa8d6346f9bc34617838a47affd6bbba5d0b1768,sha256:daa85b31356c6e328c0c4f39f8a0149b6a96493dd86369b3ce24c879b76a1887,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:daa85b31356c6e328c0c4f39f8a0149b6a96493dd86369b3ce24c879b76a1887,01 Homicide and related offences,Court action,2010–11,Proportion (%)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,COURT_ACTION_f2f508e1,2011_12_dd65d86c,NUMBER_a081e07b,published-value,published-unit,5,observed,5,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 33,R8C5,sha256:649bb1f1de5ce8a6637b8132617e22b9b25dd30cee4c27436ae0cfe9be9a3d0d,RecipeV01,sha256:daa85b31356c6e328c0c4f39f8a0149b6a96493dd86369b3ce24c879b76a1887,sha256:3d7d4db3b6eec8262bad7bc86f2069c35fc5333a61940bf0872576036ea87a19,recorded-crime-offenders,sha256:df20b0942bea806055825cb085551129b576029c32432aca1ff771bb70073c1a,tidy.table-family-acceptance/v2,sha256:87c54b51482a8630c2695f8a858f664eacefecaf765be9c4930539893c9b90a3,sha256:0fbfd9a21abe4b666d282a7aaa8d6346f9bc34617838a47affd6bbba5d0b1768,sha256:daa85b31356c6e328c0c4f39f8a0149b6a96493dd86369b3ce24c879b76a1887,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:daa85b31356c6e328c0c4f39f8a0149b6a96493dd86369b3ce24c879b76a1887,01 Homicide and related offences,Court action,2011–12,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,COURT_ACTION_f2f508e1,2011_12_dd65d86c,PROPORTION_13745b70,published-value,published-unit,0.2,observed,0.2,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 33,R8C19,sha256:649bb1f1de5ce8a6637b8132617e22b9b25dd30cee4c27436ae0cfe9be9a3d0d,RecipeV01,sha256:daa85b31356c6e328c0c4f39f8a0149b6a96493dd86369b3ce24c879b76a1887,sha256:3d7d4db3b6eec8262bad7bc86f2069c35fc5333a61940bf0872576036ea87a19,recorded-crime-offenders,sha256:df20b0942bea806055825cb085551129b576029c32432aca1ff771bb70073c1a,tidy.table-family-acceptance/v2,sha256:87c54b51482a8630c2695f8a858f664eacefecaf765be9c4930539893c9b90a3,sha256:0fbfd9a21abe4b666d282a7aaa8d6346f9bc34617838a47affd6bbba5d0b1768,sha256:daa85b31356c6e328c0c4f39f8a0149b6a96493dd86369b3ce24c879b76a1887,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:daa85b31356c6e328c0c4f39f8a0149b6a96493dd86369b3ce24c879b76a1887,01 Homicide and related offences,Court action,2011–12,Proportion (%)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,COURT_ACTION_f2f508e1,2012_13_94552411,NUMBER_a081e07b,published-value,published-unit,4,observed,4,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 33,R8C6,sha256:649bb1f1de5ce8a6637b8132617e22b9b25dd30cee4c27436ae0cfe9be9a3d0d,RecipeV01,sha256:daa85b31356c6e328c0c4f39f8a0149b6a96493dd86369b3ce24c879b76a1887,sha256:3d7d4db3b6eec8262bad7bc86f2069c35fc5333a61940bf0872576036ea87a19,recorded-crime-offenders,sha256:df20b0942bea806055825cb085551129b576029c32432aca1ff771bb70073c1a,tidy.table-family-acceptance/v2,sha256:87c54b51482a8630c2695f8a858f664eacefecaf765be9c4930539893c9b90a3,sha256:0fbfd9a21abe4b666d282a7aaa8d6346f9bc34617838a47affd6bbba5d0b1768,sha256:daa85b31356c6e328c0c4f39f8a0149b6a96493dd86369b3ce24c879b76a1887,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:daa85b31356c6e328c0c4f39f8a0149b6a96493dd86369b3ce24c879b76a1887,01 Homicide and related offences,Court action,2012–13,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,COURT_ACTION_f2f508e1,2012_13_94552411,PROPORTION_13745b70,published-value,published-unit,0.2,observed,0.2,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 33,R8C20,sha256:649bb1f1de5ce8a6637b8132617e22b9b25dd30cee4c27436ae0cfe9be9a3d0d,RecipeV01,sha256:daa85b31356c6e328c0c4f39f8a0149b6a96493dd86369b3ce24c879b76a1887,sha256:3d7d4db3b6eec8262bad7bc86f2069c35fc5333a61940bf0872576036ea87a19,recorded-crime-offenders,sha256:df20b0942bea806055825cb085551129b576029c32432aca1ff771bb70073c1a,tidy.table-family-acceptance/v2,sha256:87c54b51482a8630c2695f8a858f664eacefecaf765be9c4930539893c9b90a3,sha256:0fbfd9a21abe4b666d282a7aaa8d6346f9bc34617838a47affd6bbba5d0b1768,sha256:daa85b31356c6e328c0c4f39f8a0149b6a96493dd86369b3ce24c879b76a1887,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:daa85b31356c6e328c0c4f39f8a0149b6a96493dd86369b3ce24c879b76a1887,01 Homicide and related offences,Court action,2012–13,Proportion (%)
