publication_vintage_date,reference_date,characteristic_category_id,characteristic_group_id,jurisdiction_id,statistic_basis_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_characteristic_category,raw_characteristic_group,raw_jurisdiction,raw_statistic_basis
2022-06-30,2022-06-30,50_59_YEARS_1dd59963,AGE_ab864bbd,QLD_cfd8a309,PROPORTION_OF_FDV_OFFENDERS_ef48049c,published-value,published-unit,8.3,observed,8.3,sha256:4b804c75ca8d586ea9607a6bfd676b40a1f83d8b557bbee07155faefda958228,Table 1,R24C4,sha256:a12b1219af872b0345c4a417b11dcf8c3395a2ab6a9a399083227563105d2deb,RecipeV01,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,sha256:91964c8585b716aa15edc3eeaba308410eb19e296986dfb0f118d24e8825aae2,recorded-crime-offenders,sha256:3e966dc79c6f8d514d5506fef07eef4bb9c9cd251a7be73832f9d10b53b0241d,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:1da88a32d7d49c50eb09dcc9114cdb1523602f7ae4ec27e5892e3e0c1301daf7,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,50–59 years,Age,Qld,Proportion of FDV offenders (%)(c)
2022-06-30,2022-06-30,50_59_YEARS_1dd59963,AGE_ab864bbd,SA_360bf3a8,OFFENDERS_OF_FDV_AS_A_PROPORTION_OF_ALL_OFFENDERS_b7a54694,published-value,published-unit,16.5,observed,16.5,sha256:4b804c75ca8d586ea9607a6bfd676b40a1f83d8b557bbee07155faefda958228,Table 1,R49C5,sha256:a12b1219af872b0345c4a417b11dcf8c3395a2ab6a9a399083227563105d2deb,RecipeV01,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,sha256:91964c8585b716aa15edc3eeaba308410eb19e296986dfb0f118d24e8825aae2,recorded-crime-offenders,sha256:3e966dc79c6f8d514d5506fef07eef4bb9c9cd251a7be73832f9d10b53b0241d,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:1da88a32d7d49c50eb09dcc9114cdb1523602f7ae4ec27e5892e3e0c1301daf7,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,50–59 years,Age,SA,Offenders of FDV as a proportion of all offenders (%)(h)
2022-06-30,2022-06-30,50_59_YEARS_1dd59963,AGE_ab864bbd,SA_360bf3a8,PROPORTION_OF_FDV_OFFENDERS_ef48049c,published-value,published-unit,9.5,observed,9.5,sha256:4b804c75ca8d586ea9607a6bfd676b40a1f83d8b557bbee07155faefda958228,Table 1,R24C5,sha256:a12b1219af872b0345c4a417b11dcf8c3395a2ab6a9a399083227563105d2deb,RecipeV01,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,sha256:91964c8585b716aa15edc3eeaba308410eb19e296986dfb0f118d24e8825aae2,recorded-crime-offenders,sha256:3e966dc79c6f8d514d5506fef07eef4bb9c9cd251a7be73832f9d10b53b0241d,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:1da88a32d7d49c50eb09dcc9114cdb1523602f7ae4ec27e5892e3e0c1301daf7,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,50–59 years,Age,SA,Proportion of FDV offenders (%)(c)
2022-06-30,2022-06-30,50_59_YEARS_1dd59963,AGE_ab864bbd,TAS_71b7c8af,OFFENDERS_OF_FDV_AS_A_PROPORTION_OF_ALL_OFFENDERS_b7a54694,published-value,published-unit,17.3,observed,17.3,sha256:4b804c75ca8d586ea9607a6bfd676b40a1f83d8b557bbee07155faefda958228,Table 1,R49C7,sha256:a12b1219af872b0345c4a417b11dcf8c3395a2ab6a9a399083227563105d2deb,RecipeV01,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,sha256:91964c8585b716aa15edc3eeaba308410eb19e296986dfb0f118d24e8825aae2,recorded-crime-offenders,sha256:3e966dc79c6f8d514d5506fef07eef4bb9c9cd251a7be73832f9d10b53b0241d,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:1da88a32d7d49c50eb09dcc9114cdb1523602f7ae4ec27e5892e3e0c1301daf7,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,50–59 years,Age,Tas.(b),Offenders of FDV as a proportion of all offenders (%)(h)
2022-06-30,2022-06-30,50_59_YEARS_1dd59963,AGE_ab864bbd,TAS_71b7c8af,PROPORTION_OF_FDV_OFFENDERS_ef48049c,published-value,published-unit,7.6,observed,7.6,sha256:4b804c75ca8d586ea9607a6bfd676b40a1f83d8b557bbee07155faefda958228,Table 1,R24C7,sha256:a12b1219af872b0345c4a417b11dcf8c3395a2ab6a9a399083227563105d2deb,RecipeV01,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,sha256:91964c8585b716aa15edc3eeaba308410eb19e296986dfb0f118d24e8825aae2,recorded-crime-offenders,sha256:3e966dc79c6f8d514d5506fef07eef4bb9c9cd251a7be73832f9d10b53b0241d,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:1da88a32d7d49c50eb09dcc9114cdb1523602f7ae4ec27e5892e3e0c1301daf7,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,50–59 years,Age,Tas.(b),Proportion of FDV offenders (%)(c)
2022-06-30,2022-06-30,50_59_YEARS_1dd59963,AGE_ab864bbd,VIC_c5916b82,OFFENDERS_OF_FDV_AS_A_PROPORTION_OF_ALL_OFFENDERS_b7a54694,published-value,published-unit,26.4,observed,26.4,sha256:4b804c75ca8d586ea9607a6bfd676b40a1f83d8b557bbee07155faefda958228,Table 1,R49C3,sha256:a12b1219af872b0345c4a417b11dcf8c3395a2ab6a9a399083227563105d2deb,RecipeV01,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,sha256:91964c8585b716aa15edc3eeaba308410eb19e296986dfb0f118d24e8825aae2,recorded-crime-offenders,sha256:3e966dc79c6f8d514d5506fef07eef4bb9c9cd251a7be73832f9d10b53b0241d,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:1da88a32d7d49c50eb09dcc9114cdb1523602f7ae4ec27e5892e3e0c1301daf7,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,50–59 years,Age,Vic.,Offenders of FDV as a proportion of all offenders (%)(h)
2022-06-30,2022-06-30,50_59_YEARS_1dd59963,AGE_ab864bbd,VIC_c5916b82,PROPORTION_OF_FDV_OFFENDERS_ef48049c,published-value,published-unit,10.4,observed,10.4,sha256:4b804c75ca8d586ea9607a6bfd676b40a1f83d8b557bbee07155faefda958228,Table 1,R24C3,sha256:a12b1219af872b0345c4a417b11dcf8c3395a2ab6a9a399083227563105d2deb,RecipeV01,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,sha256:91964c8585b716aa15edc3eeaba308410eb19e296986dfb0f118d24e8825aae2,recorded-crime-offenders,sha256:3e966dc79c6f8d514d5506fef07eef4bb9c9cd251a7be73832f9d10b53b0241d,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:1da88a32d7d49c50eb09dcc9114cdb1523602f7ae4ec27e5892e3e0c1301daf7,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,50–59 years,Age,Vic.,Proportion of FDV offenders (%)(c)
2022-06-30,2022-06-30,50_59_YEARS_1dd59963,AGE_ab864bbd,WA_d8689b62,OFFENDERS_OF_FDV_AS_A_PROPORTION_OF_ALL_OFFENDERS_b7a54694,published-value,published-unit,21.5,observed,21.5,sha256:4b804c75ca8d586ea9607a6bfd676b40a1f83d8b557bbee07155faefda958228,Table 1,R49C6,sha256:a12b1219af872b0345c4a417b11dcf8c3395a2ab6a9a399083227563105d2deb,RecipeV01,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,sha256:91964c8585b716aa15edc3eeaba308410eb19e296986dfb0f118d24e8825aae2,recorded-crime-offenders,sha256:3e966dc79c6f8d514d5506fef07eef4bb9c9cd251a7be73832f9d10b53b0241d,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:1da88a32d7d49c50eb09dcc9114cdb1523602f7ae4ec27e5892e3e0c1301daf7,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,50–59 years,Age,WA,Offenders of FDV as a proportion of all offenders (%)(h)
2022-06-30,2022-06-30,50_59_YEARS_1dd59963,AGE_ab864bbd,WA_d8689b62,PROPORTION_OF_FDV_OFFENDERS_ef48049c,published-value,published-unit,8,observed,8,sha256:4b804c75ca8d586ea9607a6bfd676b40a1f83d8b557bbee07155faefda958228,Table 1,R24C6,sha256:a12b1219af872b0345c4a417b11dcf8c3395a2ab6a9a399083227563105d2deb,RecipeV01,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,sha256:91964c8585b716aa15edc3eeaba308410eb19e296986dfb0f118d24e8825aae2,recorded-crime-offenders,sha256:3e966dc79c6f8d514d5506fef07eef4bb9c9cd251a7be73832f9d10b53b0241d,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:1da88a32d7d49c50eb09dcc9114cdb1523602f7ae4ec27e5892e3e0c1301daf7,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,50–59 years,Age,WA,Proportion of FDV offenders (%)(c)
2022-06-30,2022-06-30,5_OR_MORE_1cef4ac9,TIMES_PROCEEDED_AGAINST_96334248,ACT_ee71241e,OFFENDERS_OF_FDV_AS_A_PROPORTION_OF_ALL_OFFENDERS_b7a54694,published-value,published-unit,0,observed,0,sha256:4b804c75ca8d586ea9607a6bfd676b40a1f83d8b557bbee07155faefda958228,Table 1,R57C9,sha256:a12b1219af872b0345c4a417b11dcf8c3395a2ab6a9a399083227563105d2deb,RecipeV01,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,sha256:91964c8585b716aa15edc3eeaba308410eb19e296986dfb0f118d24e8825aae2,recorded-crime-offenders,sha256:3e966dc79c6f8d514d5506fef07eef4bb9c9cd251a7be73832f9d10b53b0241d,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:1da88a32d7d49c50eb09dcc9114cdb1523602f7ae4ec27e5892e3e0c1301daf7,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,5 or more,Times proceeded against,ACT,Offenders of FDV as a proportion of all offenders (%)(h)
2022-06-30,2022-06-30,5_OR_MORE_1cef4ac9,TIMES_PROCEEDED_AGAINST_96334248,ACT_ee71241e,PROPORTION_OF_FDV_OFFENDERS_ef48049c,published-value,published-unit,0,observed,0,sha256:4b804c75ca8d586ea9607a6bfd676b40a1f83d8b557bbee07155faefda958228,Table 1,R32C9,sha256:a12b1219af872b0345c4a417b11dcf8c3395a2ab6a9a399083227563105d2deb,RecipeV01,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,sha256:91964c8585b716aa15edc3eeaba308410eb19e296986dfb0f118d24e8825aae2,recorded-crime-offenders,sha256:3e966dc79c6f8d514d5506fef07eef4bb9c9cd251a7be73832f9d10b53b0241d,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:1da88a32d7d49c50eb09dcc9114cdb1523602f7ae4ec27e5892e3e0c1301daf7,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,5 or more,Times proceeded against,ACT,Proportion of FDV offenders (%)(c)
2022-06-30,2022-06-30,5_OR_MORE_1cef4ac9,TIMES_PROCEEDED_AGAINST_96334248,AUST_895ceebd,OFFENDERS_OF_FDV_AS_A_PROPORTION_OF_ALL_OFFENDERS_b7a54694,published-value,published-unit,,suppressed,np,sha256:4b804c75ca8d586ea9607a6bfd676b40a1f83d8b557bbee07155faefda958228,Table 1,R57C10,sha256:a12b1219af872b0345c4a417b11dcf8c3395a2ab6a9a399083227563105d2deb,RecipeV01,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,sha256:91964c8585b716aa15edc3eeaba308410eb19e296986dfb0f118d24e8825aae2,recorded-crime-offenders,sha256:3e966dc79c6f8d514d5506fef07eef4bb9c9cd251a7be73832f9d10b53b0241d,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:1da88a32d7d49c50eb09dcc9114cdb1523602f7ae4ec27e5892e3e0c1301daf7,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,5 or more,Times proceeded against,Aust.,Offenders of FDV as a proportion of all offenders (%)(h)
2022-06-30,2022-06-30,5_OR_MORE_1cef4ac9,TIMES_PROCEEDED_AGAINST_96334248,AUST_895ceebd,PROPORTION_OF_FDV_OFFENDERS_ef48049c,published-value,published-unit,,suppressed,np,sha256:4b804c75ca8d586ea9607a6bfd676b40a1f83d8b557bbee07155faefda958228,Table 1,R32C10,sha256:a12b1219af872b0345c4a417b11dcf8c3395a2ab6a9a399083227563105d2deb,RecipeV01,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,sha256:91964c8585b716aa15edc3eeaba308410eb19e296986dfb0f118d24e8825aae2,recorded-crime-offenders,sha256:3e966dc79c6f8d514d5506fef07eef4bb9c9cd251a7be73832f9d10b53b0241d,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:1da88a32d7d49c50eb09dcc9114cdb1523602f7ae4ec27e5892e3e0c1301daf7,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,5 or more,Times proceeded against,Aust.,Proportion of FDV offenders (%)(c)
2022-06-30,2022-06-30,5_OR_MORE_1cef4ac9,TIMES_PROCEEDED_AGAINST_96334248,NSW_647faf01,OFFENDERS_OF_FDV_AS_A_PROPORTION_OF_ALL_OFFENDERS_b7a54694,published-value,published-unit,2.9,observed,2.9,sha256:4b804c75ca8d586ea9607a6bfd676b40a1f83d8b557bbee07155faefda958228,Table 1,R57C2,sha256:a12b1219af872b0345c4a417b11dcf8c3395a2ab6a9a399083227563105d2deb,RecipeV01,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,sha256:91964c8585b716aa15edc3eeaba308410eb19e296986dfb0f118d24e8825aae2,recorded-crime-offenders,sha256:3e966dc79c6f8d514d5506fef07eef4bb9c9cd251a7be73832f9d10b53b0241d,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:1da88a32d7d49c50eb09dcc9114cdb1523602f7ae4ec27e5892e3e0c1301daf7,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,5 or more,Times proceeded against,NSW,Offenders of FDV as a proportion of all offenders (%)(h)
2022-06-30,2022-06-30,5_OR_MORE_1cef4ac9,TIMES_PROCEEDED_AGAINST_96334248,NSW_647faf01,PROPORTION_OF_FDV_OFFENDERS_ef48049c,published-value,published-unit,0.7,observed,0.7,sha256:4b804c75ca8d586ea9607a6bfd676b40a1f83d8b557bbee07155faefda958228,Table 1,R32C2,sha256:a12b1219af872b0345c4a417b11dcf8c3395a2ab6a9a399083227563105d2deb,RecipeV01,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,sha256:91964c8585b716aa15edc3eeaba308410eb19e296986dfb0f118d24e8825aae2,recorded-crime-offenders,sha256:3e966dc79c6f8d514d5506fef07eef4bb9c9cd251a7be73832f9d10b53b0241d,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:1da88a32d7d49c50eb09dcc9114cdb1523602f7ae4ec27e5892e3e0c1301daf7,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,5 or more,Times proceeded against,NSW,Proportion of FDV offenders (%)(c)
2022-06-30,2022-06-30,5_OR_MORE_1cef4ac9,TIMES_PROCEEDED_AGAINST_96334248,NT_ff9ec9f7,OFFENDERS_OF_FDV_AS_A_PROPORTION_OF_ALL_OFFENDERS_b7a54694,published-value,published-unit,5.9,observed,5.9,sha256:4b804c75ca8d586ea9607a6bfd676b40a1f83d8b557bbee07155faefda958228,Table 1,R57C8,sha256:a12b1219af872b0345c4a417b11dcf8c3395a2ab6a9a399083227563105d2deb,RecipeV01,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,sha256:91964c8585b716aa15edc3eeaba308410eb19e296986dfb0f118d24e8825aae2,recorded-crime-offenders,sha256:3e966dc79c6f8d514d5506fef07eef4bb9c9cd251a7be73832f9d10b53b0241d,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:1da88a32d7d49c50eb09dcc9114cdb1523602f7ae4ec27e5892e3e0c1301daf7,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,5 or more,Times proceeded against,NT,Offenders of FDV as a proportion of all offenders (%)(h)
2022-06-30,2022-06-30,5_OR_MORE_1cef4ac9,TIMES_PROCEEDED_AGAINST_96334248,NT_ff9ec9f7,PROPORTION_OF_FDV_OFFENDERS_ef48049c,published-value,published-unit,0.4,observed,0.4,sha256:4b804c75ca8d586ea9607a6bfd676b40a1f83d8b557bbee07155faefda958228,Table 1,R32C8,sha256:a12b1219af872b0345c4a417b11dcf8c3395a2ab6a9a399083227563105d2deb,RecipeV01,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,sha256:91964c8585b716aa15edc3eeaba308410eb19e296986dfb0f118d24e8825aae2,recorded-crime-offenders,sha256:3e966dc79c6f8d514d5506fef07eef4bb9c9cd251a7be73832f9d10b53b0241d,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:1da88a32d7d49c50eb09dcc9114cdb1523602f7ae4ec27e5892e3e0c1301daf7,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,5 or more,Times proceeded against,NT,Proportion of FDV offenders (%)(c)
2022-06-30,2022-06-30,5_OR_MORE_1cef4ac9,TIMES_PROCEEDED_AGAINST_96334248,QLD_cfd8a309,OFFENDERS_OF_FDV_AS_A_PROPORTION_OF_ALL_OFFENDERS_b7a54694,published-value,published-unit,4.6,observed,4.6,sha256:4b804c75ca8d586ea9607a6bfd676b40a1f83d8b557bbee07155faefda958228,Table 1,R57C4,sha256:a12b1219af872b0345c4a417b11dcf8c3395a2ab6a9a399083227563105d2deb,RecipeV01,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,sha256:91964c8585b716aa15edc3eeaba308410eb19e296986dfb0f118d24e8825aae2,recorded-crime-offenders,sha256:3e966dc79c6f8d514d5506fef07eef4bb9c9cd251a7be73832f9d10b53b0241d,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:1da88a32d7d49c50eb09dcc9114cdb1523602f7ae4ec27e5892e3e0c1301daf7,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,5 or more,Times proceeded against,Qld,Offenders of FDV as a proportion of all offenders (%)(h)
2022-06-30,2022-06-30,5_OR_MORE_1cef4ac9,TIMES_PROCEEDED_AGAINST_96334248,QLD_cfd8a309,PROPORTION_OF_FDV_OFFENDERS_ef48049c,published-value,published-unit,1.2,observed,1.2,sha256:4b804c75ca8d586ea9607a6bfd676b40a1f83d8b557bbee07155faefda958228,Table 1,R32C4,sha256:a12b1219af872b0345c4a417b11dcf8c3395a2ab6a9a399083227563105d2deb,RecipeV01,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,sha256:91964c8585b716aa15edc3eeaba308410eb19e296986dfb0f118d24e8825aae2,recorded-crime-offenders,sha256:3e966dc79c6f8d514d5506fef07eef4bb9c9cd251a7be73832f9d10b53b0241d,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:1da88a32d7d49c50eb09dcc9114cdb1523602f7ae4ec27e5892e3e0c1301daf7,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,5 or more,Times proceeded against,Qld,Proportion of FDV offenders (%)(c)
2022-06-30,2022-06-30,5_OR_MORE_1cef4ac9,TIMES_PROCEEDED_AGAINST_96334248,SA_360bf3a8,OFFENDERS_OF_FDV_AS_A_PROPORTION_OF_ALL_OFFENDERS_b7a54694,published-value,published-unit,5.5,observed,5.5,sha256:4b804c75ca8d586ea9607a6bfd676b40a1f83d8b557bbee07155faefda958228,Table 1,R57C5,sha256:a12b1219af872b0345c4a417b11dcf8c3395a2ab6a9a399083227563105d2deb,RecipeV01,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,sha256:91964c8585b716aa15edc3eeaba308410eb19e296986dfb0f118d24e8825aae2,recorded-crime-offenders,sha256:3e966dc79c6f8d514d5506fef07eef4bb9c9cd251a7be73832f9d10b53b0241d,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:1da88a32d7d49c50eb09dcc9114cdb1523602f7ae4ec27e5892e3e0c1301daf7,sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:4eec83fb55c4cb57dfd4f2669395ccbf5dfd7515193212205e31f1da17f9d84e,5 or more,Times proceeded against,SA,Offenders of FDV as a proportion of all offenders (%)(h)
