publication_vintage_date,reference_date,characteristic_category_id,characteristic_group_id,jurisdiction_id,statistic_basis_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_characteristic_category,raw_characteristic_group,raw_jurisdiction,raw_statistic_basis
2024-06-30,2024-06-30,3_4e074085,TIMES_PROCEEDED_AGAINST_96334248,SA_360bf3a8,OFFENDERS_OF_FDV_AS_A_PROPORTION_OF_ALL_OFFENDERS_b7a54694,published-value,published-unit,23.9,observed,23.9,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 37,R57C5,sha256:69b63442e6ac7f193070994ef65f30bdd00405cb68dc36a959ccc568917a7d9d,RecipeV01,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,sha256:528e0043b3d7cad73065a35fadc5347efee14e95cfd276e8433a466b2c013b18,recorded-crime-offenders,sha256:1fed43286b1a2063b59f02fc9a59b0f0a3d1fea83bbcc893b5b418bac8bb0112,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:9fec85aafb3bf34b5fd8c474b5ea26ae06b13095347038f9523186cac6627cb3,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,3,Times proceeded against,SA,Offenders of FDV as a proportion of all offenders (%)(g)
2024-06-30,2024-06-30,3_4e074085,TIMES_PROCEEDED_AGAINST_96334248,SA_360bf3a8,PROPORTION_OF_FDV_OFFENDERS_ef48049c,published-value,published-unit,5.4,observed,5.4,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 37,R31C5,sha256:69b63442e6ac7f193070994ef65f30bdd00405cb68dc36a959ccc568917a7d9d,RecipeV01,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,sha256:528e0043b3d7cad73065a35fadc5347efee14e95cfd276e8433a466b2c013b18,recorded-crime-offenders,sha256:1fed43286b1a2063b59f02fc9a59b0f0a3d1fea83bbcc893b5b418bac8bb0112,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:9fec85aafb3bf34b5fd8c474b5ea26ae06b13095347038f9523186cac6627cb3,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,3,Times proceeded against,SA,Proportion of FDV offenders (%)(c)
2024-06-30,2024-06-30,3_4e074085,TIMES_PROCEEDED_AGAINST_96334248,TAS_71b7c8af,OFFENDERS_OF_FDV_AS_A_PROPORTION_OF_ALL_OFFENDERS_b7a54694,published-value,published-unit,21.4,observed,21.4,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 37,R57C7,sha256:69b63442e6ac7f193070994ef65f30bdd00405cb68dc36a959ccc568917a7d9d,RecipeV01,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,sha256:528e0043b3d7cad73065a35fadc5347efee14e95cfd276e8433a466b2c013b18,recorded-crime-offenders,sha256:1fed43286b1a2063b59f02fc9a59b0f0a3d1fea83bbcc893b5b418bac8bb0112,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:9fec85aafb3bf34b5fd8c474b5ea26ae06b13095347038f9523186cac6627cb3,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,3,Times proceeded against,Tas.(b),Offenders of FDV as a proportion of all offenders (%)(g)
2024-06-30,2024-06-30,3_4e074085,TIMES_PROCEEDED_AGAINST_96334248,TAS_71b7c8af,PROPORTION_OF_FDV_OFFENDERS_ef48049c,published-value,published-unit,6.8,observed,6.8,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 37,R31C7,sha256:69b63442e6ac7f193070994ef65f30bdd00405cb68dc36a959ccc568917a7d9d,RecipeV01,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,sha256:528e0043b3d7cad73065a35fadc5347efee14e95cfd276e8433a466b2c013b18,recorded-crime-offenders,sha256:1fed43286b1a2063b59f02fc9a59b0f0a3d1fea83bbcc893b5b418bac8bb0112,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:9fec85aafb3bf34b5fd8c474b5ea26ae06b13095347038f9523186cac6627cb3,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,3,Times proceeded against,Tas.(b),Proportion of FDV offenders (%)(c)
2024-06-30,2024-06-30,3_4e074085,TIMES_PROCEEDED_AGAINST_96334248,VIC_c5916b82,OFFENDERS_OF_FDV_AS_A_PROPORTION_OF_ALL_OFFENDERS_b7a54694,published-value,published-unit,28.4,observed,28.4,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 37,R57C3,sha256:69b63442e6ac7f193070994ef65f30bdd00405cb68dc36a959ccc568917a7d9d,RecipeV01,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,sha256:528e0043b3d7cad73065a35fadc5347efee14e95cfd276e8433a466b2c013b18,recorded-crime-offenders,sha256:1fed43286b1a2063b59f02fc9a59b0f0a3d1fea83bbcc893b5b418bac8bb0112,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:9fec85aafb3bf34b5fd8c474b5ea26ae06b13095347038f9523186cac6627cb3,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,3,Times proceeded against,Vic.,Offenders of FDV as a proportion of all offenders (%)(g)
2024-06-30,2024-06-30,3_4e074085,TIMES_PROCEEDED_AGAINST_96334248,VIC_c5916b82,PROPORTION_OF_FDV_OFFENDERS_ef48049c,published-value,published-unit,5.7,observed,5.7,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 37,R31C3,sha256:69b63442e6ac7f193070994ef65f30bdd00405cb68dc36a959ccc568917a7d9d,RecipeV01,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,sha256:528e0043b3d7cad73065a35fadc5347efee14e95cfd276e8433a466b2c013b18,recorded-crime-offenders,sha256:1fed43286b1a2063b59f02fc9a59b0f0a3d1fea83bbcc893b5b418bac8bb0112,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:9fec85aafb3bf34b5fd8c474b5ea26ae06b13095347038f9523186cac6627cb3,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,3,Times proceeded against,Vic.,Proportion of FDV offenders (%)(c)
2024-06-30,2024-06-30,3_4e074085,TIMES_PROCEEDED_AGAINST_96334248,WA_d8689b62,OFFENDERS_OF_FDV_AS_A_PROPORTION_OF_ALL_OFFENDERS_b7a54694,published-value,published-unit,,suppressed,np,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 37,R57C6,sha256:69b63442e6ac7f193070994ef65f30bdd00405cb68dc36a959ccc568917a7d9d,RecipeV01,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,sha256:528e0043b3d7cad73065a35fadc5347efee14e95cfd276e8433a466b2c013b18,recorded-crime-offenders,sha256:1fed43286b1a2063b59f02fc9a59b0f0a3d1fea83bbcc893b5b418bac8bb0112,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:9fec85aafb3bf34b5fd8c474b5ea26ae06b13095347038f9523186cac6627cb3,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,3,Times proceeded against,WA,Offenders of FDV as a proportion of all offenders (%)(g)
2024-06-30,2024-06-30,3_4e074085,TIMES_PROCEEDED_AGAINST_96334248,WA_d8689b62,PROPORTION_OF_FDV_OFFENDERS_ef48049c,published-value,published-unit,,suppressed,np,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 37,R31C6,sha256:69b63442e6ac7f193070994ef65f30bdd00405cb68dc36a959ccc568917a7d9d,RecipeV01,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,sha256:528e0043b3d7cad73065a35fadc5347efee14e95cfd276e8433a466b2c013b18,recorded-crime-offenders,sha256:1fed43286b1a2063b59f02fc9a59b0f0a3d1fea83bbcc893b5b418bac8bb0112,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:9fec85aafb3bf34b5fd8c474b5ea26ae06b13095347038f9523186cac6627cb3,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,3,Times proceeded against,WA,Proportion of FDV offenders (%)(c)
2024-06-30,2024-06-30,40_49_YEARS_aca42295,AGE_ab864bbd,ACT_ee71241e,OFFENDERS_OF_FDV_AS_A_PROPORTION_OF_ALL_OFFENDERS_b7a54694,published-value,published-unit,38.4,observed,38.4,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 37,R50C9,sha256:69b63442e6ac7f193070994ef65f30bdd00405cb68dc36a959ccc568917a7d9d,RecipeV01,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,sha256:528e0043b3d7cad73065a35fadc5347efee14e95cfd276e8433a466b2c013b18,recorded-crime-offenders,sha256:1fed43286b1a2063b59f02fc9a59b0f0a3d1fea83bbcc893b5b418bac8bb0112,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:9fec85aafb3bf34b5fd8c474b5ea26ae06b13095347038f9523186cac6627cb3,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,    40–49 years,Age,ACT,Offenders of FDV as a proportion of all offenders (%)(g)
2024-06-30,2024-06-30,40_49_YEARS_aca42295,AGE_ab864bbd,ACT_ee71241e,PROPORTION_OF_FDV_OFFENDERS_ef48049c,published-value,published-unit,21.4,observed,21.4,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 37,R24C9,sha256:69b63442e6ac7f193070994ef65f30bdd00405cb68dc36a959ccc568917a7d9d,RecipeV01,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,sha256:528e0043b3d7cad73065a35fadc5347efee14e95cfd276e8433a466b2c013b18,recorded-crime-offenders,sha256:1fed43286b1a2063b59f02fc9a59b0f0a3d1fea83bbcc893b5b418bac8bb0112,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:9fec85aafb3bf34b5fd8c474b5ea26ae06b13095347038f9523186cac6627cb3,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,    40–49 years,Age,ACT,Proportion of FDV offenders (%)(c)
2024-06-30,2024-06-30,40_49_YEARS_aca42295,AGE_ab864bbd,AUST_895ceebd,OFFENDERS_OF_FDV_AS_A_PROPORTION_OF_ALL_OFFENDERS_b7a54694,published-value,published-unit,32.6,observed,32.6,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 37,R50C10,sha256:69b63442e6ac7f193070994ef65f30bdd00405cb68dc36a959ccc568917a7d9d,RecipeV01,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,sha256:528e0043b3d7cad73065a35fadc5347efee14e95cfd276e8433a466b2c013b18,recorded-crime-offenders,sha256:1fed43286b1a2063b59f02fc9a59b0f0a3d1fea83bbcc893b5b418bac8bb0112,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:9fec85aafb3bf34b5fd8c474b5ea26ae06b13095347038f9523186cac6627cb3,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,    40–49 years,Age,Aust.,Offenders of FDV as a proportion of all offenders (%)(g)
2024-06-30,2024-06-30,40_49_YEARS_aca42295,AGE_ab864bbd,AUST_895ceebd,PROPORTION_OF_FDV_OFFENDERS_ef48049c,published-value,published-unit,22.4,observed,22.4,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 37,R24C10,sha256:69b63442e6ac7f193070994ef65f30bdd00405cb68dc36a959ccc568917a7d9d,RecipeV01,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,sha256:528e0043b3d7cad73065a35fadc5347efee14e95cfd276e8433a466b2c013b18,recorded-crime-offenders,sha256:1fed43286b1a2063b59f02fc9a59b0f0a3d1fea83bbcc893b5b418bac8bb0112,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:9fec85aafb3bf34b5fd8c474b5ea26ae06b13095347038f9523186cac6627cb3,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,    40–49 years,Age,Aust.,Proportion of FDV offenders (%)(c)
2024-06-30,2024-06-30,40_49_YEARS_aca42295,AGE_ab864bbd,NSW_647faf01,OFFENDERS_OF_FDV_AS_A_PROPORTION_OF_ALL_OFFENDERS_b7a54694,published-value,published-unit,37.3,observed,37.3,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 37,R50C2,sha256:69b63442e6ac7f193070994ef65f30bdd00405cb68dc36a959ccc568917a7d9d,RecipeV01,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,sha256:528e0043b3d7cad73065a35fadc5347efee14e95cfd276e8433a466b2c013b18,recorded-crime-offenders,sha256:1fed43286b1a2063b59f02fc9a59b0f0a3d1fea83bbcc893b5b418bac8bb0112,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:9fec85aafb3bf34b5fd8c474b5ea26ae06b13095347038f9523186cac6627cb3,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,    40–49 years,Age,NSW,Offenders of FDV as a proportion of all offenders (%)(g)
2024-06-30,2024-06-30,40_49_YEARS_aca42295,AGE_ab864bbd,NSW_647faf01,PROPORTION_OF_FDV_OFFENDERS_ef48049c,published-value,published-unit,22.1,observed,22.1,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 37,R24C2,sha256:69b63442e6ac7f193070994ef65f30bdd00405cb68dc36a959ccc568917a7d9d,RecipeV01,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,sha256:528e0043b3d7cad73065a35fadc5347efee14e95cfd276e8433a466b2c013b18,recorded-crime-offenders,sha256:1fed43286b1a2063b59f02fc9a59b0f0a3d1fea83bbcc893b5b418bac8bb0112,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:9fec85aafb3bf34b5fd8c474b5ea26ae06b13095347038f9523186cac6627cb3,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,    40–49 years,Age,NSW,Proportion of FDV offenders (%)(c)
2024-06-30,2024-06-30,40_49_YEARS_aca42295,AGE_ab864bbd,NT_ff9ec9f7,OFFENDERS_OF_FDV_AS_A_PROPORTION_OF_ALL_OFFENDERS_b7a54694,published-value,published-unit,39.1,observed,39.1,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 37,R50C8,sha256:69b63442e6ac7f193070994ef65f30bdd00405cb68dc36a959ccc568917a7d9d,RecipeV01,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,sha256:528e0043b3d7cad73065a35fadc5347efee14e95cfd276e8433a466b2c013b18,recorded-crime-offenders,sha256:1fed43286b1a2063b59f02fc9a59b0f0a3d1fea83bbcc893b5b418bac8bb0112,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:9fec85aafb3bf34b5fd8c474b5ea26ae06b13095347038f9523186cac6627cb3,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,    40–49 years,Age,NT,Offenders of FDV as a proportion of all offenders (%)(g)
2024-06-30,2024-06-30,40_49_YEARS_aca42295,AGE_ab864bbd,NT_ff9ec9f7,PROPORTION_OF_FDV_OFFENDERS_ef48049c,published-value,published-unit,19.8,observed,19.8,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 37,R24C8,sha256:69b63442e6ac7f193070994ef65f30bdd00405cb68dc36a959ccc568917a7d9d,RecipeV01,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,sha256:528e0043b3d7cad73065a35fadc5347efee14e95cfd276e8433a466b2c013b18,recorded-crime-offenders,sha256:1fed43286b1a2063b59f02fc9a59b0f0a3d1fea83bbcc893b5b418bac8bb0112,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:9fec85aafb3bf34b5fd8c474b5ea26ae06b13095347038f9523186cac6627cb3,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,    40–49 years,Age,NT,Proportion of FDV offenders (%)(c)
2024-06-30,2024-06-30,40_49_YEARS_aca42295,AGE_ab864bbd,QLD_cfd8a309,OFFENDERS_OF_FDV_AS_A_PROPORTION_OF_ALL_OFFENDERS_b7a54694,published-value,published-unit,30.7,observed,30.7,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 37,R50C4,sha256:69b63442e6ac7f193070994ef65f30bdd00405cb68dc36a959ccc568917a7d9d,RecipeV01,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,sha256:528e0043b3d7cad73065a35fadc5347efee14e95cfd276e8433a466b2c013b18,recorded-crime-offenders,sha256:1fed43286b1a2063b59f02fc9a59b0f0a3d1fea83bbcc893b5b418bac8bb0112,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:9fec85aafb3bf34b5fd8c474b5ea26ae06b13095347038f9523186cac6627cb3,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,    40–49 years,Age,Qld,Offenders of FDV as a proportion of all offenders (%)(g)
2024-06-30,2024-06-30,40_49_YEARS_aca42295,AGE_ab864bbd,QLD_cfd8a309,PROPORTION_OF_FDV_OFFENDERS_ef48049c,published-value,published-unit,22.5,observed,22.5,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 37,R24C4,sha256:69b63442e6ac7f193070994ef65f30bdd00405cb68dc36a959ccc568917a7d9d,RecipeV01,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,sha256:528e0043b3d7cad73065a35fadc5347efee14e95cfd276e8433a466b2c013b18,recorded-crime-offenders,sha256:1fed43286b1a2063b59f02fc9a59b0f0a3d1fea83bbcc893b5b418bac8bb0112,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:9fec85aafb3bf34b5fd8c474b5ea26ae06b13095347038f9523186cac6627cb3,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,    40–49 years,Age,Qld,Proportion of FDV offenders (%)(c)
2024-06-30,2024-06-30,40_49_YEARS_aca42295,AGE_ab864bbd,SA_360bf3a8,OFFENDERS_OF_FDV_AS_A_PROPORTION_OF_ALL_OFFENDERS_b7a54694,published-value,published-unit,19.7,observed,19.7,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 37,R50C5,sha256:69b63442e6ac7f193070994ef65f30bdd00405cb68dc36a959ccc568917a7d9d,RecipeV01,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,sha256:528e0043b3d7cad73065a35fadc5347efee14e95cfd276e8433a466b2c013b18,recorded-crime-offenders,sha256:1fed43286b1a2063b59f02fc9a59b0f0a3d1fea83bbcc893b5b418bac8bb0112,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:9fec85aafb3bf34b5fd8c474b5ea26ae06b13095347038f9523186cac6627cb3,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,    40–49 years,Age,SA,Offenders of FDV as a proportion of all offenders (%)(g)
2024-06-30,2024-06-30,40_49_YEARS_aca42295,AGE_ab864bbd,SA_360bf3a8,PROPORTION_OF_FDV_OFFENDERS_ef48049c,published-value,published-unit,22.6,observed,22.6,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 37,R24C5,sha256:69b63442e6ac7f193070994ef65f30bdd00405cb68dc36a959ccc568917a7d9d,RecipeV01,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,sha256:528e0043b3d7cad73065a35fadc5347efee14e95cfd276e8433a466b2c013b18,recorded-crime-offenders,sha256:1fed43286b1a2063b59f02fc9a59b0f0a3d1fea83bbcc893b5b418bac8bb0112,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:9fec85aafb3bf34b5fd8c474b5ea26ae06b13095347038f9523186cac6627cb3,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,    40–49 years,Age,SA,Proportion of FDV offenders (%)(c)
2024-06-30,2024-06-30,40_49_YEARS_aca42295,AGE_ab864bbd,TAS_71b7c8af,OFFENDERS_OF_FDV_AS_A_PROPORTION_OF_ALL_OFFENDERS_b7a54694,published-value,published-unit,26.6,observed,26.6,sha256:91db681481764fc676f68e4bff041e97f144b087f3b9657085d1189a3502de5f,Table 37,R50C7,sha256:69b63442e6ac7f193070994ef65f30bdd00405cb68dc36a959ccc568917a7d9d,RecipeV01,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,sha256:528e0043b3d7cad73065a35fadc5347efee14e95cfd276e8433a466b2c013b18,recorded-crime-offenders,sha256:1fed43286b1a2063b59f02fc9a59b0f0a3d1fea83bbcc893b5b418bac8bb0112,tidy.table-family-acceptance/v2,sha256:b5895dc135667607752e9ccc8c2ba47e805e6b68b1c9b15a6b8eea62a93975fc,sha256:9fec85aafb3bf34b5fd8c474b5ea26ae06b13095347038f9523186cac6627cb3,sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:efe76289327681464f62e57be39bbf1dcc2c0faee1a2f53d6e2c8dd7c5033020,    40–49 years,Age,Tas.(b),Offenders of FDV as a proportion of all offenders (%)(g)
