publication_vintage_date,reference_date,characteristic_category_id,statistic_basis_id,method_of_finalisation_id,observation_period_id,sex_id,jurisdiction_id,classification_context_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_characteristic_category,raw_statistic_basis,raw_method_of_finalisation,raw_observation_period,raw_sex,raw_jurisdiction,raw_classification_context
2025-06-30,2024-06-30,CHAR_10_19_YEARS,COUNT,METHOD_ACQUITTED,2024-06-30,SEX_FEMALES,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,173,observed,173,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R64C2,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,10–19 years,10–19 years,Acquitted,2023–24,Females,"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_10_19_YEARS,COUNT,METHOD_ACQUITTED,2024-06-30,SEX_MALES,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,397,observed,397,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R50C2,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,10–19 years,10–19 years,Acquitted,2023–24,Males,"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_10_19_YEARS,COUNT,METHOD_ACQUITTED,2024-06-30,SEX_PERSONS,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,578,observed,578,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R78C2,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,10–19 years,10–19 years,Acquitted,2023–24,Persons(g),"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_10_19_YEARS,COUNT,METHOD_AGREEMENT_OF_WRONGDOING,2024-06-30,SEX_FEMALES,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,70,observed,70,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R64C6,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,10–19 years,10–19 years,   Agreement of wrongdoing(a),2023–24,Females,"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_10_19_YEARS,COUNT,METHOD_AGREEMENT_OF_WRONGDOING,2024-06-30,SEX_MALES,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,177,observed,177,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R50C6,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,10–19 years,10–19 years,   Agreement of wrongdoing(a),2023–24,Males,"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_10_19_YEARS,COUNT,METHOD_AGREEMENT_OF_WRONGDOING,2024-06-30,SEX_PERSONS,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,247,observed,247,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R78C6,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,10–19 years,10–19 years,   Agreement of wrongdoing(a),2023–24,Persons(g),"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_10_19_YEARS,COUNT,METHOD_ALL_GUILTY_OUTCOME,2024-06-30,SEX_FEMALES,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,1132,observed,1132,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R64C7,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,10–19 years,10–19 years,All guilty outcome(b),2023–24,Females,"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_10_19_YEARS,COUNT,METHOD_ALL_GUILTY_OUTCOME,2024-06-30,SEX_MALES,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,3007,observed,3007,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R50C7,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,10–19 years,10–19 years,All guilty outcome(b),2023–24,Males,"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_10_19_YEARS,COUNT,METHOD_ALL_GUILTY_OUTCOME,2024-06-30,SEX_PERSONS,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,4151,observed,4151,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R78C7,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,10–19 years,10–19 years,All guilty outcome(b),2023–24,Persons(g),"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_10_19_YEARS,COUNT,METHOD_GUILTY_EX_PARTE,2024-06-30,SEX_FEMALES,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,71,observed,71,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R64C5,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,10–19 years,10–19 years,Guilty ex-parte,2023–24,Females,"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_10_19_YEARS,COUNT,METHOD_GUILTY_EX_PARTE,2024-06-30,SEX_MALES,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,78,observed,78,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R50C5,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,10–19 years,10–19 years,Guilty ex-parte,2023–24,Males,"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_10_19_YEARS,COUNT,METHOD_GUILTY_EX_PARTE,2024-06-30,SEX_PERSONS,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,141,observed,141,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R78C5,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,10–19 years,10–19 years,Guilty ex-parte,2023–24,Persons(g),"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_10_19_YEARS,COUNT,METHOD_GUILTY_FINDING_BY_COURT,2024-06-30,SEX_FEMALES,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,50,observed,50,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R64C4,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,10–19 years,10–19 years,"Guilty finding
by court",2023–24,Females,"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_10_19_YEARS,COUNT,METHOD_GUILTY_FINDING_BY_COURT,2024-06-30,SEX_MALES,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,100,observed,100,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R50C4,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,10–19 years,10–19 years,"Guilty finding
by court",2023–24,Males,"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_10_19_YEARS,COUNT,METHOD_GUILTY_FINDING_BY_COURT,2024-06-30,SEX_PERSONS,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,155,observed,155,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R78C4,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,10–19 years,10–19 years,"Guilty finding
by court",2023–24,Persons(g),"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_10_19_YEARS,COUNT,METHOD_GUILTY_PLEA_BY_DEFENDANT,2024-06-30,SEX_FEMALES,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,943,observed,943,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R64C3,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,10–19 years,10–19 years,"Guilty plea
by defendant",2023–24,Females,"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_10_19_YEARS,COUNT,METHOD_GUILTY_PLEA_BY_DEFENDANT,2024-06-30,SEX_MALES,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,2626,observed,2626,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R50C3,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,10–19 years,10–19 years,"Guilty plea
by defendant",2023–24,Males,"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_10_19_YEARS,COUNT,METHOD_GUILTY_PLEA_BY_DEFENDANT,2024-06-30,SEX_PERSONS,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,3576,observed,3576,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R78C3,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,10–19 years,10–19 years,"Guilty plea
by defendant",2023–24,Persons(g),"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_10_19_YEARS,COUNT,METHOD_TOTAL_ADJUDICATED,2024-06-30,SEX_FEMALES,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,1309,observed,1309,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R64C8,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,10–19 years,10–19 years,Total adjudicated(c),2023–24,Females,"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_10_19_YEARS,COUNT,METHOD_TOTAL_ADJUDICATED,2024-06-30,SEX_MALES,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,3411,observed,3411,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R50C8,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,10–19 years,10–19 years,Total adjudicated(c),2023–24,Males,"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_10_19_YEARS,COUNT,METHOD_TOTAL_ADJUDICATED,2024-06-30,SEX_PERSONS,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,4730,observed,4730,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R78C8,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,10–19 years,10–19 years,Total adjudicated(c),2023–24,Persons(g),"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
