publication_vintage_date,reference_date,characteristic_category_id,statistic_basis_id,method_of_finalisation_id,observation_period_id,sex_id,jurisdiction_id,classification_context_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_characteristic_category,raw_statistic_basis,raw_method_of_finalisation,raw_observation_period,raw_sex,raw_jurisdiction,raw_classification_context
2025-06-30,2024-06-30,CHAR_35_39_YEARS,COUNT,METHOD_GUILTY_EX_PARTE,2024-06-30,SEX_FEMALES,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,104,observed,104,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R68C5,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,35–39 years,35–39 years,Guilty ex-parte,2023–24,Females,"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_35_39_YEARS,COUNT,METHOD_GUILTY_EX_PARTE,2024-06-30,SEX_MALES,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,152,observed,152,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R54C5,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,35–39 years,35–39 years,Guilty ex-parte,2023–24,Males,"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_35_39_YEARS,COUNT,METHOD_GUILTY_EX_PARTE,2024-06-30,SEX_PERSONS,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,254,observed,254,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R82C5,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,35–39 years,35–39 years,Guilty ex-parte,2023–24,Persons(g),"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_35_39_YEARS,COUNT,METHOD_GUILTY_FINDING_BY_COURT,2024-06-30,SEX_FEMALES,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,91,observed,91,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R68C4,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,35–39 years,35–39 years,"Guilty finding
by court",2023–24,Females,"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_35_39_YEARS,COUNT,METHOD_GUILTY_FINDING_BY_COURT,2024-06-30,SEX_MALES,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,514,observed,514,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R54C4,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,35–39 years,35–39 years,"Guilty finding
by court",2023–24,Males,"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_35_39_YEARS,COUNT,METHOD_GUILTY_FINDING_BY_COURT,2024-06-30,SEX_PERSONS,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,604,observed,604,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R82C4,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,35–39 years,35–39 years,"Guilty finding
by court",2023–24,Persons(g),"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_35_39_YEARS,COUNT,METHOD_GUILTY_PLEA_BY_DEFENDANT,2024-06-30,SEX_FEMALES,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,1987,observed,1987,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R68C3,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,35–39 years,35–39 years,"Guilty plea
by defendant",2023–24,Females,"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_35_39_YEARS,COUNT,METHOD_GUILTY_PLEA_BY_DEFENDANT,2024-06-30,SEX_MALES,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,8942,observed,8942,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R54C3,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,35–39 years,35–39 years,"Guilty plea
by defendant",2023–24,Males,"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_35_39_YEARS,COUNT,METHOD_GUILTY_PLEA_BY_DEFENDANT,2024-06-30,SEX_PERSONS,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,10938,observed,10938,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R82C3,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,35–39 years,35–39 years,"Guilty plea
by defendant",2023–24,Persons(g),"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_35_39_YEARS,COUNT,METHOD_TOTAL_ADJUDICATED,2024-06-30,SEX_FEMALES,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,2377,observed,2377,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R68C8,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,35–39 years,35–39 years,Total adjudicated(c),2023–24,Females,"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_35_39_YEARS,COUNT,METHOD_TOTAL_ADJUDICATED,2024-06-30,SEX_MALES,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,10239,observed,10239,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R54C8,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,35–39 years,35–39 years,Total adjudicated(c),2023–24,Males,"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_35_39_YEARS,COUNT,METHOD_TOTAL_ADJUDICATED,2024-06-30,SEX_PERSONS,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,12623,observed,12623,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R82C8,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,35–39 years,35–39 years,Total adjudicated(c),2023–24,Persons(g),"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_35_39_YEARS,COUNT,METHOD_TOTAL_DEFENDANTS_FINALISED,2024-06-30,SEX_FEMALES,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,2923,observed,2923,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R68C12,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,35–39 years,35–39 years,Total defendants finalised(e),2023–24,Females,"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_35_39_YEARS,COUNT,METHOD_TOTAL_DEFENDANTS_FINALISED,2024-06-30,SEX_MALES,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,12862,observed,12862,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R54C12,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,35–39 years,35–39 years,Total defendants finalised(e),2023–24,Males,"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_35_39_YEARS,COUNT,METHOD_TOTAL_DEFENDANTS_FINALISED,2024-06-30,SEX_PERSONS,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,15800,observed,15800,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R82C12,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,35–39 years,35–39 years,Total defendants finalised(e),2023–24,Persons(g),"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_35_39_YEARS,COUNT,METHOD_TOTAL_NON_ADJUDICATED,2024-06-30,SEX_FEMALES,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,502,observed,502,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R68C11,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,35–39 years,35–39 years,Total non-adjudicated(d),2023–24,Females,"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_35_39_YEARS,COUNT,METHOD_TOTAL_NON_ADJUDICATED,2024-06-30,SEX_MALES,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,2217,observed,2217,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R54C11,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,35–39 years,35–39 years,Total non-adjudicated(d),2023–24,Males,"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_35_39_YEARS,COUNT,METHOD_TOTAL_NON_ADJUDICATED,2024-06-30,SEX_PERSONS,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,2718,observed,2718,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R82C11,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,35–39 years,35–39 years,Total non-adjudicated(d),2023–24,Persons(g),"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_35_39_YEARS,COUNT,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,2024-06-30,SEX_FEMALES,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,47,observed,47,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R68C9,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,35–39 years,35–39 years,Transfer to other court levels,2023–24,Females,"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_35_39_YEARS,COUNT,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,2024-06-30,SEX_MALES,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,409,observed,409,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R54C9,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,35–39 years,35–39 years,Transfer to other court levels,2023–24,Males,"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
2025-06-30,2024-06-30,CHAR_35_39_YEARS,COUNT,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,2024-06-30,SEX_PERSONS,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2024_25,defendant-count,person,453,observed,453,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 3,R82C9,sha256:7b131f29155c1724fb130200104052a153357e41b036b20e33fea1f1962df3a1,criminal-courts-australia,sha256:e68ea78ac71d9cc197db615c4df27d98ea948e3d880ceebd553efdb828bba499,tidy.table-family-acceptance/v2,sha256:c607dae0e590a1e023079ae3db33ad1b2955733cf183d81ea028fd2ab2e5f35d,sha256:df0711ce4d3db1131a5d69ec0b1a76c2646b62e5f62d55ef4425469377ee029e,sha256:28bf5201417655f2245f29b52890d76491b50488b369bfe16ca5db4d45c501cb,human-authored/deterministic-map-v1,replay:sha256:92cae33dc3933ec2ade586ff5fd656a64a0b2071405eec8fbe26c3498b9f62dd,35–39 years,35–39 years,Transfer to other court levels,2023–24,Persons(g),"FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25","FDV Table 3 Experimental data – Family and domestic violence defendants finalised, Sex and age by method of finalisation, Australia, 2023–24 to 2024–25"
