publication_vintage_date,reference_date,age_group_id,times_proceeded_id,jurisdiction_id,statistic_basis_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_age_group,raw_times_proceeded,raw_jurisdiction,raw_statistic_basis
2022-06-30,2022-06-30,10_14_YEARS_05581698,1_6b86b273,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,NUMBER_a081e07b,published-value,published-unit,52,observed,52,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R92C2,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,10–14 years,1,Australian Capital Territory,Number
2022-06-30,2022-06-30,10_14_YEARS_05581698,1_6b86b273,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,PROPORTION_13745b70,published-value,published-unit,69.3,observed,69.3,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R92C9,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,10–14 years,1,Australian Capital Territory,Proportion (%)
2022-06-30,2022-06-30,10_14_YEARS_05581698,1_6b86b273,NEW_SOUTH_WALES_92f089b8,NUMBER_a081e07b,published-value,published-unit,3640,observed,3640,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R8C2,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,10–14 years,1,New South Wales,Number
2022-06-30,2022-06-30,10_14_YEARS_05581698,1_6b86b273,NEW_SOUTH_WALES_92f089b8,PROPORTION_13745b70,published-value,published-unit,65.6,observed,65.6,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R8C9,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,10–14 years,1,New South Wales,Proportion (%)
2022-06-30,2022-06-30,10_14_YEARS_05581698,1_6b86b273,NORTHERN_TERRITORY_a1d418fe,NUMBER_a081e07b,published-value,published-unit,115,observed,115,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R78C2,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,10–14 years,1,Northern Territory,Number
2022-06-30,2022-06-30,10_14_YEARS_05581698,1_6b86b273,NORTHERN_TERRITORY_a1d418fe,PROPORTION_13745b70,published-value,published-unit,36.9,observed,36.9,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R78C9,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,10–14 years,1,Northern Territory,Proportion (%)
2022-06-30,2022-06-30,10_14_YEARS_05581698,1_6b86b273,QUEENSLAND_8f0791ed,NUMBER_a081e07b,published-value,published-unit,2405,observed,2405,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R36C2,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,10–14 years,1,Queensland,Number
2022-06-30,2022-06-30,10_14_YEARS_05581698,1_6b86b273,QUEENSLAND_8f0791ed,PROPORTION_13745b70,published-value,published-unit,60.8,observed,60.8,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R36C9,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,10–14 years,1,Queensland,Proportion (%)
2022-06-30,2022-06-30,10_14_YEARS_05581698,1_6b86b273,SOUTH_AUSTRALIA_0abd141a,NUMBER_a081e07b,published-value,published-unit,432,observed,432,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R50C2,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,10–14 years,1,South Australia,Number
2022-06-30,2022-06-30,10_14_YEARS_05581698,1_6b86b273,SOUTH_AUSTRALIA_0abd141a,PROPORTION_13745b70,published-value,published-unit,64.1,observed,64.1,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R50C9,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,10–14 years,1,South Australia,Proportion (%)
2022-06-30,2022-06-30,10_14_YEARS_05581698,1_6b86b273,TASMANIA_412e51e6,NUMBER_a081e07b,published-value,published-unit,209,observed,209,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R64C2,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,10–14 years,1,Tasmania,Number
2022-06-30,2022-06-30,10_14_YEARS_05581698,1_6b86b273,TASMANIA_412e51e6,PROPORTION_13745b70,published-value,published-unit,63.3,observed,63.3,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R64C9,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,10–14 years,1,Tasmania,Proportion (%)
2022-06-30,2022-06-30,10_14_YEARS_05581698,1_6b86b273,VICTORIA_8abba993,NUMBER_a081e07b,published-value,published-unit,1583,observed,1583,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R22C2,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,10–14 years,1,Victoria,Number
2022-06-30,2022-06-30,10_14_YEARS_05581698,1_6b86b273,VICTORIA_8abba993,PROPORTION_13745b70,published-value,published-unit,74.1,observed,74.1,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R22C9,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,10–14 years,1,Victoria,Proportion (%)
2022-06-30,2022-06-30,10_14_YEARS_05581698,2_d4735e3a,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,NUMBER_a081e07b,published-value,published-unit,11,observed,11,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R92C3,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,10–14 years,2,Australian Capital Territory,Number
2022-06-30,2022-06-30,10_14_YEARS_05581698,2_d4735e3a,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,PROPORTION_13745b70,published-value,published-unit,14.7,observed,14.7,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R92C10,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,10–14 years,2,Australian Capital Territory,Proportion (%)
2022-06-30,2022-06-30,10_14_YEARS_05581698,2_d4735e3a,NEW_SOUTH_WALES_92f089b8,NUMBER_a081e07b,published-value,published-unit,799,observed,799,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R8C3,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,10–14 years,2,New South Wales,Number
2022-06-30,2022-06-30,10_14_YEARS_05581698,2_d4735e3a,NEW_SOUTH_WALES_92f089b8,PROPORTION_13745b70,published-value,published-unit,14.4,observed,14.4,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R8C10,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,10–14 years,2,New South Wales,Proportion (%)
2022-06-30,2022-06-30,10_14_YEARS_05581698,2_d4735e3a,NORTHERN_TERRITORY_a1d418fe,NUMBER_a081e07b,published-value,published-unit,64,observed,64,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R78C3,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,10–14 years,2,Northern Territory,Number
2022-06-30,2022-06-30,10_14_YEARS_05581698,2_d4735e3a,NORTHERN_TERRITORY_a1d418fe,PROPORTION_13745b70,published-value,published-unit,20.5,observed,20.5,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R78C10,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,10–14 years,2,Northern Territory,Proportion (%)
2022-06-30,2022-06-30,10_14_YEARS_05581698,2_d4735e3a,QUEENSLAND_8f0791ed,NUMBER_a081e07b,published-value,published-unit,556,observed,556,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R36C3,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,10–14 years,2,Queensland,Number
2022-06-30,2022-06-30,10_14_YEARS_05581698,2_d4735e3a,QUEENSLAND_8f0791ed,PROPORTION_13745b70,published-value,published-unit,14.1,observed,14.1,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R36C10,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,10–14 years,2,Queensland,Proportion (%)
