publication_vintage_date,reference_date,age_group_id,times_proceeded_id,jurisdiction_id,statistic_basis_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_age_group,raw_times_proceeded,raw_jurisdiction,raw_statistic_basis
2022-06-30,2022-06-30,30_34_YEARS_0a93b800,1_6b86b273,NEW_SOUTH_WALES_92f089b8,NUMBER_a081e07b,published-value,published-unit,11103,observed,11103,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R12C2,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,30–34 years,1,New South Wales,Number
2022-06-30,2022-06-30,30_34_YEARS_0a93b800,1_6b86b273,NEW_SOUTH_WALES_92f089b8,PROPORTION_13745b70,published-value,published-unit,70.4,observed,70.4,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R12C9,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,30–34 years,1,New South Wales,Proportion (%)
2022-06-30,2022-06-30,30_34_YEARS_0a93b800,1_6b86b273,NORTHERN_TERRITORY_a1d418fe,NUMBER_a081e07b,published-value,published-unit,948,observed,948,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R82C2,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,30–34 years,1,Northern Territory,Number
2022-06-30,2022-06-30,30_34_YEARS_0a93b800,1_6b86b273,NORTHERN_TERRITORY_a1d418fe,PROPORTION_13745b70,published-value,published-unit,73.1,observed,73.1,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R82C9,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,30–34 years,1,Northern Territory,Proportion (%)
2022-06-30,2022-06-30,30_34_YEARS_0a93b800,1_6b86b273,QUEENSLAND_8f0791ed,NUMBER_a081e07b,published-value,published-unit,6718,observed,6718,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R40C2,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,30–34 years,1,Queensland,Number
2022-06-30,2022-06-30,30_34_YEARS_0a93b800,1_6b86b273,QUEENSLAND_8f0791ed,PROPORTION_13745b70,published-value,published-unit,64.7,observed,64.7,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R40C9,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,30–34 years,1,Queensland,Proportion (%)
2022-06-30,2022-06-30,30_34_YEARS_0a93b800,1_6b86b273,SOUTH_AUSTRALIA_0abd141a,NUMBER_a081e07b,published-value,published-unit,2652,observed,2652,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R54C2,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,30–34 years,1,South Australia,Number
2022-06-30,2022-06-30,30_34_YEARS_0a93b800,1_6b86b273,SOUTH_AUSTRALIA_0abd141a,PROPORTION_13745b70,published-value,published-unit,76.4,observed,76.4,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R54C9,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,30–34 years,1,South Australia,Proportion (%)
2022-06-30,2022-06-30,30_34_YEARS_0a93b800,1_6b86b273,TASMANIA_412e51e6,NUMBER_a081e07b,published-value,published-unit,668,observed,668,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R68C2,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,30–34 years,1,Tasmania,Number
2022-06-30,2022-06-30,30_34_YEARS_0a93b800,1_6b86b273,TASMANIA_412e51e6,PROPORTION_13745b70,published-value,published-unit,70.2,observed,70.2,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R68C9,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,30–34 years,1,Tasmania,Proportion (%)
2022-06-30,2022-06-30,30_34_YEARS_0a93b800,1_6b86b273,VICTORIA_8abba993,NUMBER_a081e07b,published-value,published-unit,7215,observed,7215,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R26C2,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,30–34 years,1,Victoria,Number
2022-06-30,2022-06-30,30_34_YEARS_0a93b800,1_6b86b273,VICTORIA_8abba993,PROPORTION_13745b70,published-value,published-unit,72.9,observed,72.9,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R26C9,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,30–34 years,1,Victoria,Proportion (%)
2022-06-30,2022-06-30,30_34_YEARS_0a93b800,2_d4735e3a,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,NUMBER_a081e07b,published-value,published-unit,43,observed,43,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R96C3,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,30–34 years,2,Australian Capital Territory,Number
2022-06-30,2022-06-30,30_34_YEARS_0a93b800,2_d4735e3a,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,PROPORTION_13745b70,published-value,published-unit,12.2,observed,12.2,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R96C10,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,30–34 years,2,Australian Capital Territory,Proportion (%)
2022-06-30,2022-06-30,30_34_YEARS_0a93b800,2_d4735e3a,NEW_SOUTH_WALES_92f089b8,NUMBER_a081e07b,published-value,published-unit,2269,observed,2269,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R12C3,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,30–34 years,2,New South Wales,Number
2022-06-30,2022-06-30,30_34_YEARS_0a93b800,2_d4735e3a,NEW_SOUTH_WALES_92f089b8,PROPORTION_13745b70,published-value,published-unit,14.4,observed,14.4,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R12C10,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,30–34 years,2,New South Wales,Proportion (%)
2022-06-30,2022-06-30,30_34_YEARS_0a93b800,2_d4735e3a,NORTHERN_TERRITORY_a1d418fe,NUMBER_a081e07b,published-value,published-unit,246,observed,246,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R82C3,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,30–34 years,2,Northern Territory,Number
2022-06-30,2022-06-30,30_34_YEARS_0a93b800,2_d4735e3a,NORTHERN_TERRITORY_a1d418fe,PROPORTION_13745b70,published-value,published-unit,19,observed,19,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R82C10,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,30–34 years,2,Northern Territory,Proportion (%)
2022-06-30,2022-06-30,30_34_YEARS_0a93b800,2_d4735e3a,QUEENSLAND_8f0791ed,NUMBER_a081e07b,published-value,published-unit,1888,observed,1888,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R40C3,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,30–34 years,2,Queensland,Number
2022-06-30,2022-06-30,30_34_YEARS_0a93b800,2_d4735e3a,QUEENSLAND_8f0791ed,PROPORTION_13745b70,published-value,published-unit,18.2,observed,18.2,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R40C10,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,30–34 years,2,Queensland,Proportion (%)
2022-06-30,2022-06-30,30_34_YEARS_0a93b800,2_d4735e3a,SOUTH_AUSTRALIA_0abd141a,NUMBER_a081e07b,published-value,published-unit,462,observed,462,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R54C3,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,30–34 years,2,South Australia,Number
2022-06-30,2022-06-30,30_34_YEARS_0a93b800,2_d4735e3a,SOUTH_AUSTRALIA_0abd141a,PROPORTION_13745b70,published-value,published-unit,13.3,observed,13.3,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 17,R54C10,sha256:7fa4e9daf4b6703772868864d1f7275bbc598cf7adedd3388f00ecfaafc8d7d3,RecipeV01,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,sha256:28b27c673a02b24964e728e410b8af05715fabcff8e06cd3cd1ae89686e42a1f,recorded-crime-offenders,sha256:12f27e5635a9ec26f3d7b8c0e457c9dd8c5388cbe58f9ee071fae66ce413cd77,tidy.table-family-acceptance/v2,sha256:a55c8a5a5900a17a83042d3f2297db25f623fddf27d0fe6f2cda6500abd53084,sha256:489fa392013cc9c09ff047e11b9acb8975fd80b7cdc24d76fe1346579b91c285,sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:06e4feab7b6d61fba8691609cf1764cd8c03ec419ce79f19adeed472f851ba13,30–34 years,2,South Australia,Proportion (%)
