publication_vintage_date,reference_date,characteristic_category_id,characteristic_group_id,court_level_id,jurisdiction_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_characteristic_category,raw_characteristic_group,raw_court_level,raw_jurisdiction
2024-06-30,2024-06-30,CHAR_20_24_YEARS,GROUP_AGE,ALL_COURTS,AUS,defendant-count,person,57805,observed,57805,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 8,R13C10,sha256:9eb00fa0493ce044e1477662bb506f84970c34194daa68b2aea18e6560c59d31,criminal-courts-australia,sha256:9bfcce69ce5bc6cda5570dd9219c9a619e18886300569ed9f47b11bcea54249b,tidy.table-family-acceptance/v1,sha256:711b1732d4d4ffa3379d15c6ef293a9453062a69682815782db430a0c09f789e,sha256:bcab7363eb085050525649db8720518b840b0db6a8771aca9942382f34f4b2dd,sha256:b63884ac292f036d44ba3663c16098fe44e6d827248814d4f8096445a5fb1455,human-authored/deterministic-map-v1,replay:sha256:dfb015f2b04e5a00f106e0a2483d8c4ab3a1a6a1d76b1a2e10824699d5389ae6,20–24 years,Age,All Courts,Aust.
2024-06-30,2024-06-30,CHAR_20_24_YEARS,GROUP_AGE,ALL_COURTS,NSW,defendant-count,person,17562,observed,17562,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 8,R13C2,sha256:9eb00fa0493ce044e1477662bb506f84970c34194daa68b2aea18e6560c59d31,criminal-courts-australia,sha256:9bfcce69ce5bc6cda5570dd9219c9a619e18886300569ed9f47b11bcea54249b,tidy.table-family-acceptance/v1,sha256:711b1732d4d4ffa3379d15c6ef293a9453062a69682815782db430a0c09f789e,sha256:bcab7363eb085050525649db8720518b840b0db6a8771aca9942382f34f4b2dd,sha256:b63884ac292f036d44ba3663c16098fe44e6d827248814d4f8096445a5fb1455,human-authored/deterministic-map-v1,replay:sha256:dfb015f2b04e5a00f106e0a2483d8c4ab3a1a6a1d76b1a2e10824699d5389ae6,20–24 years,Age,All Courts,NSW
2024-06-30,2024-06-30,CHAR_20_24_YEARS,GROUP_AGE,ALL_COURTS,NT,defendant-count,person,1253,observed,1253,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 8,R13C8,sha256:9eb00fa0493ce044e1477662bb506f84970c34194daa68b2aea18e6560c59d31,criminal-courts-australia,sha256:9bfcce69ce5bc6cda5570dd9219c9a619e18886300569ed9f47b11bcea54249b,tidy.table-family-acceptance/v1,sha256:711b1732d4d4ffa3379d15c6ef293a9453062a69682815782db430a0c09f789e,sha256:bcab7363eb085050525649db8720518b840b0db6a8771aca9942382f34f4b2dd,sha256:b63884ac292f036d44ba3663c16098fe44e6d827248814d4f8096445a5fb1455,human-authored/deterministic-map-v1,replay:sha256:dfb015f2b04e5a00f106e0a2483d8c4ab3a1a6a1d76b1a2e10824699d5389ae6,20–24 years,Age,All Courts,NT
2024-06-30,2024-06-30,CHAR_20_24_YEARS,GROUP_AGE,ALL_COURTS,QLD,defendant-count,person,15547,observed,15547,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 8,R13C4,sha256:9eb00fa0493ce044e1477662bb506f84970c34194daa68b2aea18e6560c59d31,criminal-courts-australia,sha256:9bfcce69ce5bc6cda5570dd9219c9a619e18886300569ed9f47b11bcea54249b,tidy.table-family-acceptance/v1,sha256:711b1732d4d4ffa3379d15c6ef293a9453062a69682815782db430a0c09f789e,sha256:bcab7363eb085050525649db8720518b840b0db6a8771aca9942382f34f4b2dd,sha256:b63884ac292f036d44ba3663c16098fe44e6d827248814d4f8096445a5fb1455,human-authored/deterministic-map-v1,replay:sha256:dfb015f2b04e5a00f106e0a2483d8c4ab3a1a6a1d76b1a2e10824699d5389ae6,20–24 years,Age,All Courts,Qld
2024-06-30,2024-06-30,CHAR_20_24_YEARS,GROUP_AGE,ALL_COURTS,SA,defendant-count,person,1985,observed,1985,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 8,R13C5,sha256:9eb00fa0493ce044e1477662bb506f84970c34194daa68b2aea18e6560c59d31,criminal-courts-australia,sha256:9bfcce69ce5bc6cda5570dd9219c9a619e18886300569ed9f47b11bcea54249b,tidy.table-family-acceptance/v1,sha256:711b1732d4d4ffa3379d15c6ef293a9453062a69682815782db430a0c09f789e,sha256:bcab7363eb085050525649db8720518b840b0db6a8771aca9942382f34f4b2dd,sha256:b63884ac292f036d44ba3663c16098fe44e6d827248814d4f8096445a5fb1455,human-authored/deterministic-map-v1,replay:sha256:dfb015f2b04e5a00f106e0a2483d8c4ab3a1a6a1d76b1a2e10824699d5389ae6,20–24 years,Age,All Courts,SA
2024-06-30,2024-06-30,CHAR_20_24_YEARS,GROUP_AGE,ALL_COURTS,TAS,defendant-count,person,1156,observed,1156,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 8,R13C7,sha256:9eb00fa0493ce044e1477662bb506f84970c34194daa68b2aea18e6560c59d31,criminal-courts-australia,sha256:9bfcce69ce5bc6cda5570dd9219c9a619e18886300569ed9f47b11bcea54249b,tidy.table-family-acceptance/v1,sha256:711b1732d4d4ffa3379d15c6ef293a9453062a69682815782db430a0c09f789e,sha256:bcab7363eb085050525649db8720518b840b0db6a8771aca9942382f34f4b2dd,sha256:b63884ac292f036d44ba3663c16098fe44e6d827248814d4f8096445a5fb1455,human-authored/deterministic-map-v1,replay:sha256:dfb015f2b04e5a00f106e0a2483d8c4ab3a1a6a1d76b1a2e10824699d5389ae6,20–24 years,Age,All Courts,Tas.
2024-06-30,2024-06-30,CHAR_20_24_YEARS,GROUP_AGE,ALL_COURTS,VIC,defendant-count,person,11254,observed,11254,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 8,R13C3,sha256:9eb00fa0493ce044e1477662bb506f84970c34194daa68b2aea18e6560c59d31,criminal-courts-australia,sha256:9bfcce69ce5bc6cda5570dd9219c9a619e18886300569ed9f47b11bcea54249b,tidy.table-family-acceptance/v1,sha256:711b1732d4d4ffa3379d15c6ef293a9453062a69682815782db430a0c09f789e,sha256:bcab7363eb085050525649db8720518b840b0db6a8771aca9942382f34f4b2dd,sha256:b63884ac292f036d44ba3663c16098fe44e6d827248814d4f8096445a5fb1455,human-authored/deterministic-map-v1,replay:sha256:dfb015f2b04e5a00f106e0a2483d8c4ab3a1a6a1d76b1a2e10824699d5389ae6,20–24 years,Age,All Courts,Vic.
2024-06-30,2024-06-30,CHAR_20_24_YEARS,GROUP_AGE,ALL_COURTS,WA,defendant-count,person,8676,observed,8676,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 8,R13C6,sha256:9eb00fa0493ce044e1477662bb506f84970c34194daa68b2aea18e6560c59d31,criminal-courts-australia,sha256:9bfcce69ce5bc6cda5570dd9219c9a619e18886300569ed9f47b11bcea54249b,tidy.table-family-acceptance/v1,sha256:711b1732d4d4ffa3379d15c6ef293a9453062a69682815782db430a0c09f789e,sha256:bcab7363eb085050525649db8720518b840b0db6a8771aca9942382f34f4b2dd,sha256:b63884ac292f036d44ba3663c16098fe44e6d827248814d4f8096445a5fb1455,human-authored/deterministic-map-v1,replay:sha256:dfb015f2b04e5a00f106e0a2483d8c4ab3a1a6a1d76b1a2e10824699d5389ae6,20–24 years,Age,All Courts,WA
2024-06-30,2024-06-30,CHAR_20_24_YEARS,GROUP_AGE,CHILDRENS_COURTS,ACT,defendant-count,person,0,observed,0,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 8,R180C9,sha256:9eb00fa0493ce044e1477662bb506f84970c34194daa68b2aea18e6560c59d31,criminal-courts-australia,sha256:9bfcce69ce5bc6cda5570dd9219c9a619e18886300569ed9f47b11bcea54249b,tidy.table-family-acceptance/v1,sha256:711b1732d4d4ffa3379d15c6ef293a9453062a69682815782db430a0c09f789e,sha256:bcab7363eb085050525649db8720518b840b0db6a8771aca9942382f34f4b2dd,sha256:b63884ac292f036d44ba3663c16098fe44e6d827248814d4f8096445a5fb1455,human-authored/deterministic-map-v1,replay:sha256:dfb015f2b04e5a00f106e0a2483d8c4ab3a1a6a1d76b1a2e10824699d5389ae6,20–24 years,Age,Children's Courts,ACT
2024-06-30,2024-06-30,CHAR_20_24_YEARS,GROUP_AGE,CHILDRENS_COURTS,AUS,defendant-count,person,134,observed,134,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 8,R180C10,sha256:9eb00fa0493ce044e1477662bb506f84970c34194daa68b2aea18e6560c59d31,criminal-courts-australia,sha256:9bfcce69ce5bc6cda5570dd9219c9a619e18886300569ed9f47b11bcea54249b,tidy.table-family-acceptance/v1,sha256:711b1732d4d4ffa3379d15c6ef293a9453062a69682815782db430a0c09f789e,sha256:bcab7363eb085050525649db8720518b840b0db6a8771aca9942382f34f4b2dd,sha256:b63884ac292f036d44ba3663c16098fe44e6d827248814d4f8096445a5fb1455,human-authored/deterministic-map-v1,replay:sha256:dfb015f2b04e5a00f106e0a2483d8c4ab3a1a6a1d76b1a2e10824699d5389ae6,20–24 years,Age,Children's Courts,Aust.
2024-06-30,2024-06-30,CHAR_20_24_YEARS,GROUP_AGE,CHILDRENS_COURTS,NSW,defendant-count,person,19,observed,19,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 8,R180C2,sha256:9eb00fa0493ce044e1477662bb506f84970c34194daa68b2aea18e6560c59d31,criminal-courts-australia,sha256:9bfcce69ce5bc6cda5570dd9219c9a619e18886300569ed9f47b11bcea54249b,tidy.table-family-acceptance/v1,sha256:711b1732d4d4ffa3379d15c6ef293a9453062a69682815782db430a0c09f789e,sha256:bcab7363eb085050525649db8720518b840b0db6a8771aca9942382f34f4b2dd,sha256:b63884ac292f036d44ba3663c16098fe44e6d827248814d4f8096445a5fb1455,human-authored/deterministic-map-v1,replay:sha256:dfb015f2b04e5a00f106e0a2483d8c4ab3a1a6a1d76b1a2e10824699d5389ae6,20–24 years,Age,Children's Courts,NSW
2024-06-30,2024-06-30,CHAR_20_24_YEARS,GROUP_AGE,CHILDRENS_COURTS,NT,defendant-count,person,10,observed,10,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 8,R180C8,sha256:9eb00fa0493ce044e1477662bb506f84970c34194daa68b2aea18e6560c59d31,criminal-courts-australia,sha256:9bfcce69ce5bc6cda5570dd9219c9a619e18886300569ed9f47b11bcea54249b,tidy.table-family-acceptance/v1,sha256:711b1732d4d4ffa3379d15c6ef293a9453062a69682815782db430a0c09f789e,sha256:bcab7363eb085050525649db8720518b840b0db6a8771aca9942382f34f4b2dd,sha256:b63884ac292f036d44ba3663c16098fe44e6d827248814d4f8096445a5fb1455,human-authored/deterministic-map-v1,replay:sha256:dfb015f2b04e5a00f106e0a2483d8c4ab3a1a6a1d76b1a2e10824699d5389ae6,20–24 years,Age,Children's Courts,NT
2024-06-30,2024-06-30,CHAR_20_24_YEARS,GROUP_AGE,CHILDRENS_COURTS,QLD,defendant-count,person,8,observed,8,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 8,R180C4,sha256:9eb00fa0493ce044e1477662bb506f84970c34194daa68b2aea18e6560c59d31,criminal-courts-australia,sha256:9bfcce69ce5bc6cda5570dd9219c9a619e18886300569ed9f47b11bcea54249b,tidy.table-family-acceptance/v1,sha256:711b1732d4d4ffa3379d15c6ef293a9453062a69682815782db430a0c09f789e,sha256:bcab7363eb085050525649db8720518b840b0db6a8771aca9942382f34f4b2dd,sha256:b63884ac292f036d44ba3663c16098fe44e6d827248814d4f8096445a5fb1455,human-authored/deterministic-map-v1,replay:sha256:dfb015f2b04e5a00f106e0a2483d8c4ab3a1a6a1d76b1a2e10824699d5389ae6,20–24 years,Age,Children's Courts,Qld
2024-06-30,2024-06-30,CHAR_20_24_YEARS,GROUP_AGE,CHILDRENS_COURTS,SA,defendant-count,person,21,observed,21,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 8,R180C5,sha256:9eb00fa0493ce044e1477662bb506f84970c34194daa68b2aea18e6560c59d31,criminal-courts-australia,sha256:9bfcce69ce5bc6cda5570dd9219c9a619e18886300569ed9f47b11bcea54249b,tidy.table-family-acceptance/v1,sha256:711b1732d4d4ffa3379d15c6ef293a9453062a69682815782db430a0c09f789e,sha256:bcab7363eb085050525649db8720518b840b0db6a8771aca9942382f34f4b2dd,sha256:b63884ac292f036d44ba3663c16098fe44e6d827248814d4f8096445a5fb1455,human-authored/deterministic-map-v1,replay:sha256:dfb015f2b04e5a00f106e0a2483d8c4ab3a1a6a1d76b1a2e10824699d5389ae6,20–24 years,Age,Children's Courts,SA
2024-06-30,2024-06-30,CHAR_20_24_YEARS,GROUP_AGE,CHILDRENS_COURTS,TAS,defendant-count,person,4,observed,4,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 8,R180C7,sha256:9eb00fa0493ce044e1477662bb506f84970c34194daa68b2aea18e6560c59d31,criminal-courts-australia,sha256:9bfcce69ce5bc6cda5570dd9219c9a619e18886300569ed9f47b11bcea54249b,tidy.table-family-acceptance/v1,sha256:711b1732d4d4ffa3379d15c6ef293a9453062a69682815782db430a0c09f789e,sha256:bcab7363eb085050525649db8720518b840b0db6a8771aca9942382f34f4b2dd,sha256:b63884ac292f036d44ba3663c16098fe44e6d827248814d4f8096445a5fb1455,human-authored/deterministic-map-v1,replay:sha256:dfb015f2b04e5a00f106e0a2483d8c4ab3a1a6a1d76b1a2e10824699d5389ae6,20–24 years,Age,Children's Courts,Tas.
2024-06-30,2024-06-30,CHAR_20_24_YEARS,GROUP_AGE,CHILDRENS_COURTS,VIC,defendant-count,person,39,observed,39,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 8,R180C3,sha256:9eb00fa0493ce044e1477662bb506f84970c34194daa68b2aea18e6560c59d31,criminal-courts-australia,sha256:9bfcce69ce5bc6cda5570dd9219c9a619e18886300569ed9f47b11bcea54249b,tidy.table-family-acceptance/v1,sha256:711b1732d4d4ffa3379d15c6ef293a9453062a69682815782db430a0c09f789e,sha256:bcab7363eb085050525649db8720518b840b0db6a8771aca9942382f34f4b2dd,sha256:b63884ac292f036d44ba3663c16098fe44e6d827248814d4f8096445a5fb1455,human-authored/deterministic-map-v1,replay:sha256:dfb015f2b04e5a00f106e0a2483d8c4ab3a1a6a1d76b1a2e10824699d5389ae6,20–24 years,Age,Children's Courts,Vic.
2024-06-30,2024-06-30,CHAR_20_24_YEARS,GROUP_AGE,CHILDRENS_COURTS,WA,defendant-count,person,20,observed,20,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 8,R180C6,sha256:9eb00fa0493ce044e1477662bb506f84970c34194daa68b2aea18e6560c59d31,criminal-courts-australia,sha256:9bfcce69ce5bc6cda5570dd9219c9a619e18886300569ed9f47b11bcea54249b,tidy.table-family-acceptance/v1,sha256:711b1732d4d4ffa3379d15c6ef293a9453062a69682815782db430a0c09f789e,sha256:bcab7363eb085050525649db8720518b840b0db6a8771aca9942382f34f4b2dd,sha256:b63884ac292f036d44ba3663c16098fe44e6d827248814d4f8096445a5fb1455,human-authored/deterministic-map-v1,replay:sha256:dfb015f2b04e5a00f106e0a2483d8c4ab3a1a6a1d76b1a2e10824699d5389ae6,20–24 years,Age,Children's Courts,WA
2024-06-30,2024-06-30,CHAR_20_24_YEARS,GROUP_AGE,HIGHER_COURTS,ACT,defendant-count,person,22,observed,22,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 8,R66C9,sha256:9eb00fa0493ce044e1477662bb506f84970c34194daa68b2aea18e6560c59d31,criminal-courts-australia,sha256:9bfcce69ce5bc6cda5570dd9219c9a619e18886300569ed9f47b11bcea54249b,tidy.table-family-acceptance/v1,sha256:711b1732d4d4ffa3379d15c6ef293a9453062a69682815782db430a0c09f789e,sha256:bcab7363eb085050525649db8720518b840b0db6a8771aca9942382f34f4b2dd,sha256:b63884ac292f036d44ba3663c16098fe44e6d827248814d4f8096445a5fb1455,human-authored/deterministic-map-v1,replay:sha256:dfb015f2b04e5a00f106e0a2483d8c4ab3a1a6a1d76b1a2e10824699d5389ae6,20–24 years,Age,Higher Courts,ACT
2024-06-30,2024-06-30,CHAR_20_24_YEARS,GROUP_AGE,HIGHER_COURTS,AUS,defendant-count,person,1848,observed,1848,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 8,R66C10,sha256:9eb00fa0493ce044e1477662bb506f84970c34194daa68b2aea18e6560c59d31,criminal-courts-australia,sha256:9bfcce69ce5bc6cda5570dd9219c9a619e18886300569ed9f47b11bcea54249b,tidy.table-family-acceptance/v1,sha256:711b1732d4d4ffa3379d15c6ef293a9453062a69682815782db430a0c09f789e,sha256:bcab7363eb085050525649db8720518b840b0db6a8771aca9942382f34f4b2dd,sha256:b63884ac292f036d44ba3663c16098fe44e6d827248814d4f8096445a5fb1455,human-authored/deterministic-map-v1,replay:sha256:dfb015f2b04e5a00f106e0a2483d8c4ab3a1a6a1d76b1a2e10824699d5389ae6,20–24 years,Age,Higher Courts,Aust.
2024-06-30,2024-06-30,CHAR_20_24_YEARS,GROUP_AGE,HIGHER_COURTS,NSW,defendant-count,person,374,observed,374,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 8,R66C2,sha256:9eb00fa0493ce044e1477662bb506f84970c34194daa68b2aea18e6560c59d31,criminal-courts-australia,sha256:9bfcce69ce5bc6cda5570dd9219c9a619e18886300569ed9f47b11bcea54249b,tidy.table-family-acceptance/v1,sha256:711b1732d4d4ffa3379d15c6ef293a9453062a69682815782db430a0c09f789e,sha256:bcab7363eb085050525649db8720518b840b0db6a8771aca9942382f34f4b2dd,sha256:b63884ac292f036d44ba3663c16098fe44e6d827248814d4f8096445a5fb1455,human-authored/deterministic-map-v1,replay:sha256:dfb015f2b04e5a00f106e0a2483d8c4ab3a1a6a1d76b1a2e10824699d5389ae6,20–24 years,Age,Higher Courts,NSW
2024-06-30,2024-06-30,CHAR_20_24_YEARS,GROUP_AGE,HIGHER_COURTS,NT,defendant-count,person,79,observed,79,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 8,R66C8,sha256:9eb00fa0493ce044e1477662bb506f84970c34194daa68b2aea18e6560c59d31,criminal-courts-australia,sha256:9bfcce69ce5bc6cda5570dd9219c9a619e18886300569ed9f47b11bcea54249b,tidy.table-family-acceptance/v1,sha256:711b1732d4d4ffa3379d15c6ef293a9453062a69682815782db430a0c09f789e,sha256:bcab7363eb085050525649db8720518b840b0db6a8771aca9942382f34f4b2dd,sha256:b63884ac292f036d44ba3663c16098fe44e6d827248814d4f8096445a5fb1455,human-authored/deterministic-map-v1,replay:sha256:dfb015f2b04e5a00f106e0a2483d8c4ab3a1a6a1d76b1a2e10824699d5389ae6,20–24 years,Age,Higher Courts,NT
2024-06-30,2024-06-30,CHAR_20_24_YEARS,GROUP_AGE,HIGHER_COURTS,QLD,defendant-count,person,707,observed,707,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 8,R66C4,sha256:9eb00fa0493ce044e1477662bb506f84970c34194daa68b2aea18e6560c59d31,criminal-courts-australia,sha256:9bfcce69ce5bc6cda5570dd9219c9a619e18886300569ed9f47b11bcea54249b,tidy.table-family-acceptance/v1,sha256:711b1732d4d4ffa3379d15c6ef293a9453062a69682815782db430a0c09f789e,sha256:bcab7363eb085050525649db8720518b840b0db6a8771aca9942382f34f4b2dd,sha256:b63884ac292f036d44ba3663c16098fe44e6d827248814d4f8096445a5fb1455,human-authored/deterministic-map-v1,replay:sha256:dfb015f2b04e5a00f106e0a2483d8c4ab3a1a6a1d76b1a2e10824699d5389ae6,20–24 years,Age,Higher Courts,Qld
2024-06-30,2024-06-30,CHAR_20_24_YEARS,GROUP_AGE,HIGHER_COURTS,SA,defendant-count,person,104,observed,104,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 8,R66C5,sha256:9eb00fa0493ce044e1477662bb506f84970c34194daa68b2aea18e6560c59d31,criminal-courts-australia,sha256:9bfcce69ce5bc6cda5570dd9219c9a619e18886300569ed9f47b11bcea54249b,tidy.table-family-acceptance/v1,sha256:711b1732d4d4ffa3379d15c6ef293a9453062a69682815782db430a0c09f789e,sha256:bcab7363eb085050525649db8720518b840b0db6a8771aca9942382f34f4b2dd,sha256:b63884ac292f036d44ba3663c16098fe44e6d827248814d4f8096445a5fb1455,human-authored/deterministic-map-v1,replay:sha256:dfb015f2b04e5a00f106e0a2483d8c4ab3a1a6a1d76b1a2e10824699d5389ae6,20–24 years,Age,Higher Courts,SA
2024-06-30,2024-06-30,CHAR_20_24_YEARS,GROUP_AGE,HIGHER_COURTS,TAS,defendant-count,person,65,observed,65,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 8,R66C7,sha256:9eb00fa0493ce044e1477662bb506f84970c34194daa68b2aea18e6560c59d31,criminal-courts-australia,sha256:9bfcce69ce5bc6cda5570dd9219c9a619e18886300569ed9f47b11bcea54249b,tidy.table-family-acceptance/v1,sha256:711b1732d4d4ffa3379d15c6ef293a9453062a69682815782db430a0c09f789e,sha256:bcab7363eb085050525649db8720518b840b0db6a8771aca9942382f34f4b2dd,sha256:b63884ac292f036d44ba3663c16098fe44e6d827248814d4f8096445a5fb1455,human-authored/deterministic-map-v1,replay:sha256:dfb015f2b04e5a00f106e0a2483d8c4ab3a1a6a1d76b1a2e10824699d5389ae6,20–24 years,Age,Higher Courts,Tas.
2024-06-30,2024-06-30,CHAR_20_24_YEARS,GROUP_AGE,HIGHER_COURTS,VIC,defendant-count,person,236,observed,236,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 8,R66C3,sha256:9eb00fa0493ce044e1477662bb506f84970c34194daa68b2aea18e6560c59d31,criminal-courts-australia,sha256:9bfcce69ce5bc6cda5570dd9219c9a619e18886300569ed9f47b11bcea54249b,tidy.table-family-acceptance/v1,sha256:711b1732d4d4ffa3379d15c6ef293a9453062a69682815782db430a0c09f789e,sha256:bcab7363eb085050525649db8720518b840b0db6a8771aca9942382f34f4b2dd,sha256:b63884ac292f036d44ba3663c16098fe44e6d827248814d4f8096445a5fb1455,human-authored/deterministic-map-v1,replay:sha256:dfb015f2b04e5a00f106e0a2483d8c4ab3a1a6a1d76b1a2e10824699d5389ae6,20–24 years,Age,Higher Courts,Vic.
2024-06-30,2024-06-30,CHAR_20_24_YEARS,GROUP_AGE,HIGHER_COURTS,WA,defendant-count,person,250,observed,250,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 8,R66C6,sha256:9eb00fa0493ce044e1477662bb506f84970c34194daa68b2aea18e6560c59d31,criminal-courts-australia,sha256:9bfcce69ce5bc6cda5570dd9219c9a619e18886300569ed9f47b11bcea54249b,tidy.table-family-acceptance/v1,sha256:711b1732d4d4ffa3379d15c6ef293a9453062a69682815782db430a0c09f789e,sha256:bcab7363eb085050525649db8720518b840b0db6a8771aca9942382f34f4b2dd,sha256:b63884ac292f036d44ba3663c16098fe44e6d827248814d4f8096445a5fb1455,human-authored/deterministic-map-v1,replay:sha256:dfb015f2b04e5a00f106e0a2483d8c4ab3a1a6a1d76b1a2e10824699d5389ae6,20–24 years,Age,Higher Courts,WA
2024-06-30,2024-06-30,CHAR_20_24_YEARS,GROUP_AGE,MAGISTRATES_COURTS,ACT,defendant-count,person,339,observed,339,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 8,R119C9,sha256:9eb00fa0493ce044e1477662bb506f84970c34194daa68b2aea18e6560c59d31,criminal-courts-australia,sha256:9bfcce69ce5bc6cda5570dd9219c9a619e18886300569ed9f47b11bcea54249b,tidy.table-family-acceptance/v1,sha256:711b1732d4d4ffa3379d15c6ef293a9453062a69682815782db430a0c09f789e,sha256:bcab7363eb085050525649db8720518b840b0db6a8771aca9942382f34f4b2dd,sha256:b63884ac292f036d44ba3663c16098fe44e6d827248814d4f8096445a5fb1455,human-authored/deterministic-map-v1,replay:sha256:dfb015f2b04e5a00f106e0a2483d8c4ab3a1a6a1d76b1a2e10824699d5389ae6,20–24 years,Age,Magistrates' Courts,ACT
2024-06-30,2024-06-30,CHAR_20_24_YEARS,GROUP_AGE,MAGISTRATES_COURTS,AUS,defendant-count,person,55820,observed,55820,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 8,R119C10,sha256:9eb00fa0493ce044e1477662bb506f84970c34194daa68b2aea18e6560c59d31,criminal-courts-australia,sha256:9bfcce69ce5bc6cda5570dd9219c9a619e18886300569ed9f47b11bcea54249b,tidy.table-family-acceptance/v1,sha256:711b1732d4d4ffa3379d15c6ef293a9453062a69682815782db430a0c09f789e,sha256:bcab7363eb085050525649db8720518b840b0db6a8771aca9942382f34f4b2dd,sha256:b63884ac292f036d44ba3663c16098fe44e6d827248814d4f8096445a5fb1455,human-authored/deterministic-map-v1,replay:sha256:dfb015f2b04e5a00f106e0a2483d8c4ab3a1a6a1d76b1a2e10824699d5389ae6,20–24 years,Age,Magistrates' Courts,Aust.
2024-06-30,2024-06-30,CHAR_20_24_YEARS,GROUP_AGE,MAGISTRATES_COURTS,NSW,defendant-count,person,17166,observed,17166,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 8,R119C2,sha256:9eb00fa0493ce044e1477662bb506f84970c34194daa68b2aea18e6560c59d31,criminal-courts-australia,sha256:9bfcce69ce5bc6cda5570dd9219c9a619e18886300569ed9f47b11bcea54249b,tidy.table-family-acceptance/v1,sha256:711b1732d4d4ffa3379d15c6ef293a9453062a69682815782db430a0c09f789e,sha256:bcab7363eb085050525649db8720518b840b0db6a8771aca9942382f34f4b2dd,sha256:b63884ac292f036d44ba3663c16098fe44e6d827248814d4f8096445a5fb1455,human-authored/deterministic-map-v1,replay:sha256:dfb015f2b04e5a00f106e0a2483d8c4ab3a1a6a1d76b1a2e10824699d5389ae6,20–24 years,Age,Magistrates' Courts,NSW
