publication_vintage_date,reference_date,principal_offence_id,aggregate_sentence_length_id,indigenous_status_id,jurisdiction_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_aggregate_sentence_length,raw_indigenous_status,raw_jurisdiction
2023-06-30,2023-06-30,ANZSOC_2011_03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES,LENGTH_TOTAL,NON_INDIGENOUS,TAS,defendant-count,person,44,observed,44,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R65C13,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,03 Sexual assault and related offences,Total,Non-Indigenous,Tasmania
2023-06-30,2023-06-30,ANZSOC_2011_03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES,LENGTH_TOTAL,TOTAL,ACT,defendant-count,person,13,observed,13,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R101C20,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,03 Sexual assault and related offences,Total,Total,Australian Capital Territory
2023-06-30,2023-06-30,ANZSOC_2011_03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES,LENGTH_TOTAL,TOTAL,NSW,defendant-count,person,798,observed,798,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R11C20,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,03 Sexual assault and related offences,Total,Total,New South Wales
2023-06-30,2023-06-30,ANZSOC_2011_03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES,LENGTH_TOTAL,TOTAL,NT,defendant-count,person,78,observed,78,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R83C20,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,03 Sexual assault and related offences,Total,Total,Northern Territory
2023-06-30,2023-06-30,ANZSOC_2011_03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES,LENGTH_TOTAL,TOTAL,QLD,defendant-count,person,527,observed,527,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R29C20,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,03 Sexual assault and related offences,Total,Total,Queensland
2023-06-30,2023-06-30,ANZSOC_2011_03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES,LENGTH_TOTAL,TOTAL,SA,defendant-count,person,179,observed,179,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R47C20,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,03 Sexual assault and related offences,Total,Total,South Australia
2023-06-30,2023-06-30,ANZSOC_2011_03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES,LENGTH_TOTAL,TOTAL,TAS,defendant-count,person,55,observed,55,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R65C20,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,03 Sexual assault and related offences,Total,Total,Tasmania
2023-06-30,2023-06-30,ANZSOC_2011_03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES,LENGTH_UNDER_6_MONTHS,INDIGENOUS,ACT,defendant-count,person,0,observed,0,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R101C2,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,03 Sexual assault and related offences,Under 6 months,Aboriginal & Torres Strait Islander,Australian Capital Territory
2023-06-30,2023-06-30,ANZSOC_2011_03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES,LENGTH_UNDER_6_MONTHS,INDIGENOUS,NSW,defendant-count,person,7,observed,7,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R11C2,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,03 Sexual assault and related offences,Under 6 months,Aboriginal & Torres Strait Islander,New South Wales
2023-06-30,2023-06-30,ANZSOC_2011_03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES,LENGTH_UNDER_6_MONTHS,INDIGENOUS,NT,defendant-count,person,3,observed,3,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R83C2,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,03 Sexual assault and related offences,Under 6 months,Aboriginal & Torres Strait Islander,Northern Territory
2023-06-30,2023-06-30,ANZSOC_2011_03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES,LENGTH_UNDER_6_MONTHS,INDIGENOUS,QLD,defendant-count,person,11,observed,11,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R29C2,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,03 Sexual assault and related offences,Under 6 months,Aboriginal & Torres Strait Islander,Queensland
2023-06-30,2023-06-30,ANZSOC_2011_03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES,LENGTH_UNDER_6_MONTHS,INDIGENOUS,SA,defendant-count,person,0,observed,0,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R47C2,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,03 Sexual assault and related offences,Under 6 months,Aboriginal & Torres Strait Islander,South Australia
2023-06-30,2023-06-30,ANZSOC_2011_03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES,LENGTH_UNDER_6_MONTHS,INDIGENOUS,TAS,defendant-count,person,0,observed,0,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R65C2,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,03 Sexual assault and related offences,Under 6 months,Aboriginal & Torres Strait Islander,Tasmania
2023-06-30,2023-06-30,ANZSOC_2011_03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES,LENGTH_UNDER_6_MONTHS,NON_INDIGENOUS,NSW,defendant-count,person,16,observed,16,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R11C9,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,03 Sexual assault and related offences,Under 6 months,Non-Indigenous,New South Wales
2023-06-30,2023-06-30,ANZSOC_2011_03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES,LENGTH_UNDER_6_MONTHS,NON_INDIGENOUS,NT,defendant-count,person,0,observed,0,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R83C9,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,03 Sexual assault and related offences,Under 6 months,Non-Indigenous,Northern Territory
2023-06-30,2023-06-30,ANZSOC_2011_03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES,LENGTH_UNDER_6_MONTHS,NON_INDIGENOUS,QLD,defendant-count,person,21,observed,21,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R29C9,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,03 Sexual assault and related offences,Under 6 months,Non-Indigenous,Queensland
2023-06-30,2023-06-30,ANZSOC_2011_03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES,LENGTH_UNDER_6_MONTHS,NON_INDIGENOUS,SA,defendant-count,person,9,observed,9,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R47C9,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,03 Sexual assault and related offences,Under 6 months,Non-Indigenous,South Australia
2023-06-30,2023-06-30,ANZSOC_2011_03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES,LENGTH_UNDER_6_MONTHS,NON_INDIGENOUS,TAS,defendant-count,person,0,observed,0,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R65C9,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,03 Sexual assault and related offences,Under 6 months,Non-Indigenous,Tasmania
2023-06-30,2023-06-30,ANZSOC_2011_03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES,LENGTH_UNDER_6_MONTHS,TOTAL,ACT,defendant-count,person,0,observed,0,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R101C16,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,03 Sexual assault and related offences,Under 6 months,Total,Australian Capital Territory
2023-06-30,2023-06-30,ANZSOC_2011_03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES,LENGTH_UNDER_6_MONTHS,TOTAL,NSW,defendant-count,person,24,observed,24,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R11C16,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,03 Sexual assault and related offences,Under 6 months,Total,New South Wales
2023-06-30,2023-06-30,ANZSOC_2011_03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES,LENGTH_UNDER_6_MONTHS,TOTAL,NT,defendant-count,person,6,observed,6,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R83C16,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,03 Sexual assault and related offences,Under 6 months,Total,Northern Territory
2023-06-30,2023-06-30,ANZSOC_2011_03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES,LENGTH_UNDER_6_MONTHS,TOTAL,QLD,defendant-count,person,28,observed,28,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R29C16,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,03 Sexual assault and related offences,Under 6 months,Total,Queensland
2023-06-30,2023-06-30,ANZSOC_2011_03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES,LENGTH_UNDER_6_MONTHS,TOTAL,SA,defendant-count,person,11,observed,11,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R47C16,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,03 Sexual assault and related offences,Under 6 months,Total,South Australia
2023-06-30,2023-06-30,ANZSOC_2011_03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES,LENGTH_UNDER_6_MONTHS,TOTAL,TAS,defendant-count,person,0,observed,0,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R65C16,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,03 Sexual assault and related offences,Under 6 months,Total,Tasmania
2023-06-30,2023-06-30,ANZSOC_2011_04_DANGEROUS_NEGLIGENT_ACTS,LENGTH_1_TO_UNDER_5_YEARS,INDIGENOUS,ACT,defendant-count,person,0,observed,0,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R102C4,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,04 Dangerous/negligent acts,1 to under 5 years,Aboriginal & Torres Strait Islander,Australian Capital Territory
2023-06-30,2023-06-30,ANZSOC_2011_04_DANGEROUS_NEGLIGENT_ACTS,LENGTH_1_TO_UNDER_5_YEARS,INDIGENOUS,NSW,defendant-count,person,0,observed,0,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R12C4,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,04 Dangerous/negligent acts,1 to under 5 years,Aboriginal & Torres Strait Islander,New South Wales
