publication_vintage_date,reference_date,jurisdiction_id,observation_period_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_jurisdiction,raw_observation_period
2021-06-30,2018-06-30,QLD,2018-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,227.3,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R13C4,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,Qld,2018
2021-06-30,2018-06-30,SA,2018-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,218.8,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R13C5,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,SA,2018
2021-06-30,2018-06-30,TAS,2018-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,148.1,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R13C7,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,Tas.,2018
2021-06-30,2018-06-30,VIC,2018-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,152.3,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R13C3,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,Vic.,2018
2021-06-30,2018-06-30,WA,2018-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,344.5,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R13C6,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,WA,2018
2021-06-30,2019-06-30,ACT,2019-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,143.2,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R14C9,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,ACT,2019
2021-06-30,2019-06-30,AUS,2019-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,218.6,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R14C10,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,Aust.,2019
2021-06-30,2019-06-30,NSW,2019-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,213.6,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R14C2,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,NSW,2019
2021-06-30,2019-06-30,NT,2019-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,942.9,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R14C8,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,NT,2019
2021-06-30,2019-06-30,QLD,2019-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,224.8,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R14C4,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,Qld,2019
2021-06-30,2019-06-30,SA,2019-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,207.3,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R14C5,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,SA,2019
2021-06-30,2019-06-30,TAS,2019-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,164.7,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R14C7,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,Tas.,2019
2021-06-30,2019-06-30,VIC,2019-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,157.1,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R14C3,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,Vic.,2019
2021-06-30,2019-06-30,WA,2019-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,344.7,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R14C6,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,WA,2019
2021-06-30,2020-06-30,ACT,2020-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,134.5,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R15C9,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,ACT,2020
2021-06-30,2020-06-30,AUS,2020-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,205.2,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R15C10,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,Aust.,2020
2021-06-30,2020-06-30,NSW,2020-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,199.5,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R15C2,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,NSW,2020
2021-06-30,2020-06-30,NT,2020-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,886.7,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R15C8,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,NT,2020
2021-06-30,2020-06-30,QLD,2020-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,217.8,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R15C4,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,Qld,2020
2021-06-30,2020-06-30,SA,2020-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,213.5,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R15C5,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,SA,2020
2021-06-30,2020-06-30,TAS,2020-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,156.3,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R15C7,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,Tas.,2020
2021-06-30,2020-06-30,VIC,2020-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,136,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R15C3,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,Vic.,2020
2021-06-30,2020-06-30,WA,2020-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,330.1,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R15C6,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,WA,2020
2021-06-30,2021-06-30,ACT,2021-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,113.2,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R16C9,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,ACT,2021
2021-06-30,2021-06-30,AUS,2021-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,214.4,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R16C10,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,Aust.,2021
2021-06-30,2021-06-30,NSW,2021-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,205.5,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R16C2,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,NSW,2021
2021-06-30,2021-06-30,NT,2021-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,970.6,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R16C8,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,NT,2021
2021-06-30,2021-06-30,QLD,2021-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,248,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R16C4,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,Qld,2021
2021-06-30,2021-06-30,SA,2021-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,221.4,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R16C5,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,SA,2021
2021-06-30,2021-06-30,TAS,2021-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,149.4,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R16C7,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,Tas.,2021
