publication_vintage_date,reference_date,jurisdiction_id,observation_period_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_jurisdiction,raw_observation_period
2021-06-30,2012-06-30,AUS,2012-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,167.4,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R7C10,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,Aust.,2012
2021-06-30,2012-06-30,NSW,2012-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,171.1,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R7C2,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,NSW,2012
2021-06-30,2012-06-30,NT,2012-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,825,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R7C8,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,NT,2012
2021-06-30,2012-06-30,QLD,2012-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,158.9,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R7C4,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,Qld,2012
2021-06-30,2012-06-30,SA,2012-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,160.1,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R7C5,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,SA,2012
2021-06-30,2012-06-30,TAS,2012-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,124.7,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R7C7,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,Tas.,2012
2021-06-30,2012-06-30,VIC,2012-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,111.6,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R7C3,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,Vic.,2012
2021-06-30,2012-06-30,WA,2012-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,267.1,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R7C6,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,WA,2012
2021-06-30,2013-06-30,ACT,2013-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,118.3,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R8C9,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,ACT,2013
2021-06-30,2013-06-30,AUS,2013-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,172.2,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R8C10,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,Aust.,2013
2021-06-30,2013-06-30,NSW,2013-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,173.2,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R8C2,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,NSW,2013
2021-06-30,2013-06-30,NT,2013-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,821.3,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R8C8,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,NT,2013
2021-06-30,2013-06-30,QLD,2013-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,169,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R8C4,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,Qld,2013
2021-06-30,2013-06-30,SA,2013-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,172.8,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R8C5,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,SA,2013
2021-06-30,2013-06-30,TAS,2013-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,121.5,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R8C7,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,Tas.,2013
2021-06-30,2013-06-30,VIC,2013-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,119.8,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R8C3,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,Vic.,2013
2021-06-30,2013-06-30,WA,2013-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,255.8,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R8C6,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,WA,2013
2021-06-30,2014-06-30,ACT,2014-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,130.4,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R9C9,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,ACT,2014
2021-06-30,2014-06-30,AUS,2014-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,185.6,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R9C10,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,Aust.,2014
2021-06-30,2014-06-30,NSW,2014-06-30,crude-imprisonment-rate,persons-per-100000-adult-population,181.7,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_19,R9C2,sha256:6b531bff5a0e466edeaefb18cc453b5ec34f26de0458b133a3a675411f3586b2,prisoners-in-australia,sha256:292327f30e699c0b21a96ed7b83d9d059732796a50c24db88b62f0de08a3810e,tidy.table-family-acceptance/v1,sha256:ad7bea3f8d6fef135f3c4a13d486743d9004dc4fab31ec8246e8a3d0d98b7dfa,sha256:cc77729869cf42fb6c8a5f16442b8175dc94b98f54b8daaa5d0dc3531c6617b3,sha256:d48bfa660b23b657fd3938d0678bb1aabcac235e4cf0972e87401e5fa01603dd,human-authored/deterministic-geometry-v1,replay:sha256:7f8b3e69846ab878d4446b58aeba9f91a7f7624698f8b944f4f8ea52530e6448,NSW,2014
