reference_date,sex_id,most_serious_offence_or_charge_id,indigenous_status_id,statistic_basis_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_sex,raw_most_serious_offence_or_charge,raw_indigenous_status,raw_statistic_basis
2021-06-30,FEMALE,ANZSOC_01,INDIGENOUS,NUMBER,prisoner-count,person,68,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_5,R26C2,sha256:469b597d3b6a578954d11a8285f27777ca799dd7f360690dcd4d666647e6622b,prisoners-in-australia,sha256:8b8cd7549db3f785211f47ef1845513825ef5af177cb43070b5e1ea0150d8c9e,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:3f0be4b70de2f06ee51333e9ae56ce544db0028b64855aaf05a13c1df3bff74e,sha256:a242e5b7f58c36ee6e5fe1dbf980910f9254dfdfab40933ec0176112f36dfacc,human-authored/deterministic-geometry-v1,replay:sha256:45db7fc7c0bf5335c2d88abd865fc8c86c48dd260ef3d7d339e69f8197e4fa10,FEMALES,01 Homicide and related offences,Aboriginal & Torres Strait Islander,no.
2021-06-30,FEMALE,ANZSOC_01,INDIGENOUS,PROPORTION,prisoner-proportion,percent,5.4,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_5,R26C3,sha256:469b597d3b6a578954d11a8285f27777ca799dd7f360690dcd4d666647e6622b,prisoners-in-australia,sha256:8b8cd7549db3f785211f47ef1845513825ef5af177cb43070b5e1ea0150d8c9e,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:3f0be4b70de2f06ee51333e9ae56ce544db0028b64855aaf05a13c1df3bff74e,sha256:a242e5b7f58c36ee6e5fe1dbf980910f9254dfdfab40933ec0176112f36dfacc,human-authored/deterministic-geometry-v1,replay:sha256:45db7fc7c0bf5335c2d88abd865fc8c86c48dd260ef3d7d339e69f8197e4fa10,FEMALES,01 Homicide and related offences,Aboriginal & Torres Strait Islander,%
2021-06-30,FEMALE,ANZSOC_01,NON_INDIGENOUS,NUMBER,prisoner-count,person,222,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_5,R26C4,sha256:469b597d3b6a578954d11a8285f27777ca799dd7f360690dcd4d666647e6622b,prisoners-in-australia,sha256:8b8cd7549db3f785211f47ef1845513825ef5af177cb43070b5e1ea0150d8c9e,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:3f0be4b70de2f06ee51333e9ae56ce544db0028b64855aaf05a13c1df3bff74e,sha256:a242e5b7f58c36ee6e5fe1dbf980910f9254dfdfab40933ec0176112f36dfacc,human-authored/deterministic-geometry-v1,replay:sha256:45db7fc7c0bf5335c2d88abd865fc8c86c48dd260ef3d7d339e69f8197e4fa10,FEMALES,01 Homicide and related offences,Non-Indigenous,no.
2021-06-30,FEMALE,ANZSOC_01,NON_INDIGENOUS,PROPORTION,prisoner-proportion,percent,11.1,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_5,R26C5,sha256:469b597d3b6a578954d11a8285f27777ca799dd7f360690dcd4d666647e6622b,prisoners-in-australia,sha256:8b8cd7549db3f785211f47ef1845513825ef5af177cb43070b5e1ea0150d8c9e,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:3f0be4b70de2f06ee51333e9ae56ce544db0028b64855aaf05a13c1df3bff74e,sha256:a242e5b7f58c36ee6e5fe1dbf980910f9254dfdfab40933ec0176112f36dfacc,human-authored/deterministic-geometry-v1,replay:sha256:45db7fc7c0bf5335c2d88abd865fc8c86c48dd260ef3d7d339e69f8197e4fa10,FEMALES,01 Homicide and related offences,Non-Indigenous,%
2021-06-30,FEMALE,ANZSOC_01,TOTAL,NUMBER,prisoner-count,person,288,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_5,R26C6,sha256:469b597d3b6a578954d11a8285f27777ca799dd7f360690dcd4d666647e6622b,prisoners-in-australia,sha256:8b8cd7549db3f785211f47ef1845513825ef5af177cb43070b5e1ea0150d8c9e,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:3f0be4b70de2f06ee51333e9ae56ce544db0028b64855aaf05a13c1df3bff74e,sha256:a242e5b7f58c36ee6e5fe1dbf980910f9254dfdfab40933ec0176112f36dfacc,human-authored/deterministic-geometry-v1,replay:sha256:45db7fc7c0bf5335c2d88abd865fc8c86c48dd260ef3d7d339e69f8197e4fa10,FEMALES,01 Homicide and related offences,Total,no.
2021-06-30,FEMALE,ANZSOC_01,TOTAL,PROPORTION,prisoner-proportion,percent,8.7,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_5,R26C7,sha256:469b597d3b6a578954d11a8285f27777ca799dd7f360690dcd4d666647e6622b,prisoners-in-australia,sha256:8b8cd7549db3f785211f47ef1845513825ef5af177cb43070b5e1ea0150d8c9e,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:3f0be4b70de2f06ee51333e9ae56ce544db0028b64855aaf05a13c1df3bff74e,sha256:a242e5b7f58c36ee6e5fe1dbf980910f9254dfdfab40933ec0176112f36dfacc,human-authored/deterministic-geometry-v1,replay:sha256:45db7fc7c0bf5335c2d88abd865fc8c86c48dd260ef3d7d339e69f8197e4fa10,FEMALES,01 Homicide and related offences,Total,%
2021-06-30,FEMALE,ANZSOC_02,INDIGENOUS,NUMBER,prisoner-count,person,424,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_5,R27C2,sha256:469b597d3b6a578954d11a8285f27777ca799dd7f360690dcd4d666647e6622b,prisoners-in-australia,sha256:8b8cd7549db3f785211f47ef1845513825ef5af177cb43070b5e1ea0150d8c9e,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:3f0be4b70de2f06ee51333e9ae56ce544db0028b64855aaf05a13c1df3bff74e,sha256:a242e5b7f58c36ee6e5fe1dbf980910f9254dfdfab40933ec0176112f36dfacc,human-authored/deterministic-geometry-v1,replay:sha256:45db7fc7c0bf5335c2d88abd865fc8c86c48dd260ef3d7d339e69f8197e4fa10,FEMALES,02 Acts intended to cause injury,Aboriginal & Torres Strait Islander,no.
2021-06-30,FEMALE,ANZSOC_02,INDIGENOUS,PROPORTION,prisoner-proportion,percent,33.7,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_5,R27C3,sha256:469b597d3b6a578954d11a8285f27777ca799dd7f360690dcd4d666647e6622b,prisoners-in-australia,sha256:8b8cd7549db3f785211f47ef1845513825ef5af177cb43070b5e1ea0150d8c9e,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:3f0be4b70de2f06ee51333e9ae56ce544db0028b64855aaf05a13c1df3bff74e,sha256:a242e5b7f58c36ee6e5fe1dbf980910f9254dfdfab40933ec0176112f36dfacc,human-authored/deterministic-geometry-v1,replay:sha256:45db7fc7c0bf5335c2d88abd865fc8c86c48dd260ef3d7d339e69f8197e4fa10,FEMALES,02 Acts intended to cause injury,Aboriginal & Torres Strait Islander,%
2021-06-30,FEMALE,ANZSOC_02,NON_INDIGENOUS,NUMBER,prisoner-count,person,297,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_5,R27C4,sha256:469b597d3b6a578954d11a8285f27777ca799dd7f360690dcd4d666647e6622b,prisoners-in-australia,sha256:8b8cd7549db3f785211f47ef1845513825ef5af177cb43070b5e1ea0150d8c9e,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:3f0be4b70de2f06ee51333e9ae56ce544db0028b64855aaf05a13c1df3bff74e,sha256:a242e5b7f58c36ee6e5fe1dbf980910f9254dfdfab40933ec0176112f36dfacc,human-authored/deterministic-geometry-v1,replay:sha256:45db7fc7c0bf5335c2d88abd865fc8c86c48dd260ef3d7d339e69f8197e4fa10,FEMALES,02 Acts intended to cause injury,Non-Indigenous,no.
2021-06-30,FEMALE,ANZSOC_02,NON_INDIGENOUS,PROPORTION,prisoner-proportion,percent,14.9,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_5,R27C5,sha256:469b597d3b6a578954d11a8285f27777ca799dd7f360690dcd4d666647e6622b,prisoners-in-australia,sha256:8b8cd7549db3f785211f47ef1845513825ef5af177cb43070b5e1ea0150d8c9e,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:3f0be4b70de2f06ee51333e9ae56ce544db0028b64855aaf05a13c1df3bff74e,sha256:a242e5b7f58c36ee6e5fe1dbf980910f9254dfdfab40933ec0176112f36dfacc,human-authored/deterministic-geometry-v1,replay:sha256:45db7fc7c0bf5335c2d88abd865fc8c86c48dd260ef3d7d339e69f8197e4fa10,FEMALES,02 Acts intended to cause injury,Non-Indigenous,%
2021-06-30,FEMALE,ANZSOC_02,TOTAL,NUMBER,prisoner-count,person,721,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_5,R27C6,sha256:469b597d3b6a578954d11a8285f27777ca799dd7f360690dcd4d666647e6622b,prisoners-in-australia,sha256:8b8cd7549db3f785211f47ef1845513825ef5af177cb43070b5e1ea0150d8c9e,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:3f0be4b70de2f06ee51333e9ae56ce544db0028b64855aaf05a13c1df3bff74e,sha256:a242e5b7f58c36ee6e5fe1dbf980910f9254dfdfab40933ec0176112f36dfacc,human-authored/deterministic-geometry-v1,replay:sha256:45db7fc7c0bf5335c2d88abd865fc8c86c48dd260ef3d7d339e69f8197e4fa10,FEMALES,02 Acts intended to cause injury,Total,no.
2021-06-30,FEMALE,ANZSOC_02,TOTAL,PROPORTION,prisoner-proportion,percent,21.9,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_5,R27C7,sha256:469b597d3b6a578954d11a8285f27777ca799dd7f360690dcd4d666647e6622b,prisoners-in-australia,sha256:8b8cd7549db3f785211f47ef1845513825ef5af177cb43070b5e1ea0150d8c9e,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:3f0be4b70de2f06ee51333e9ae56ce544db0028b64855aaf05a13c1df3bff74e,sha256:a242e5b7f58c36ee6e5fe1dbf980910f9254dfdfab40933ec0176112f36dfacc,human-authored/deterministic-geometry-v1,replay:sha256:45db7fc7c0bf5335c2d88abd865fc8c86c48dd260ef3d7d339e69f8197e4fa10,FEMALES,02 Acts intended to cause injury,Total,%
2021-06-30,FEMALE,ANZSOC_03,INDIGENOUS,NUMBER,prisoner-count,person,16,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_5,R28C2,sha256:469b597d3b6a578954d11a8285f27777ca799dd7f360690dcd4d666647e6622b,prisoners-in-australia,sha256:8b8cd7549db3f785211f47ef1845513825ef5af177cb43070b5e1ea0150d8c9e,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:3f0be4b70de2f06ee51333e9ae56ce544db0028b64855aaf05a13c1df3bff74e,sha256:a242e5b7f58c36ee6e5fe1dbf980910f9254dfdfab40933ec0176112f36dfacc,human-authored/deterministic-geometry-v1,replay:sha256:45db7fc7c0bf5335c2d88abd865fc8c86c48dd260ef3d7d339e69f8197e4fa10,FEMALES,03 Sexual assault and related offences,Aboriginal & Torres Strait Islander,no.
2021-06-30,FEMALE,ANZSOC_03,INDIGENOUS,PROPORTION,prisoner-proportion,percent,1.3,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_5,R28C3,sha256:469b597d3b6a578954d11a8285f27777ca799dd7f360690dcd4d666647e6622b,prisoners-in-australia,sha256:8b8cd7549db3f785211f47ef1845513825ef5af177cb43070b5e1ea0150d8c9e,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:3f0be4b70de2f06ee51333e9ae56ce544db0028b64855aaf05a13c1df3bff74e,sha256:a242e5b7f58c36ee6e5fe1dbf980910f9254dfdfab40933ec0176112f36dfacc,human-authored/deterministic-geometry-v1,replay:sha256:45db7fc7c0bf5335c2d88abd865fc8c86c48dd260ef3d7d339e69f8197e4fa10,FEMALES,03 Sexual assault and related offences,Aboriginal & Torres Strait Islander,%
2021-06-30,FEMALE,ANZSOC_03,NON_INDIGENOUS,NUMBER,prisoner-count,person,73,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_5,R28C4,sha256:469b597d3b6a578954d11a8285f27777ca799dd7f360690dcd4d666647e6622b,prisoners-in-australia,sha256:8b8cd7549db3f785211f47ef1845513825ef5af177cb43070b5e1ea0150d8c9e,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:3f0be4b70de2f06ee51333e9ae56ce544db0028b64855aaf05a13c1df3bff74e,sha256:a242e5b7f58c36ee6e5fe1dbf980910f9254dfdfab40933ec0176112f36dfacc,human-authored/deterministic-geometry-v1,replay:sha256:45db7fc7c0bf5335c2d88abd865fc8c86c48dd260ef3d7d339e69f8197e4fa10,FEMALES,03 Sexual assault and related offences,Non-Indigenous,no.
2021-06-30,FEMALE,ANZSOC_03,NON_INDIGENOUS,PROPORTION,prisoner-proportion,percent,3.7,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_5,R28C5,sha256:469b597d3b6a578954d11a8285f27777ca799dd7f360690dcd4d666647e6622b,prisoners-in-australia,sha256:8b8cd7549db3f785211f47ef1845513825ef5af177cb43070b5e1ea0150d8c9e,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:3f0be4b70de2f06ee51333e9ae56ce544db0028b64855aaf05a13c1df3bff74e,sha256:a242e5b7f58c36ee6e5fe1dbf980910f9254dfdfab40933ec0176112f36dfacc,human-authored/deterministic-geometry-v1,replay:sha256:45db7fc7c0bf5335c2d88abd865fc8c86c48dd260ef3d7d339e69f8197e4fa10,FEMALES,03 Sexual assault and related offences,Non-Indigenous,%
2021-06-30,FEMALE,ANZSOC_03,TOTAL,NUMBER,prisoner-count,person,98,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_5,R28C6,sha256:469b597d3b6a578954d11a8285f27777ca799dd7f360690dcd4d666647e6622b,prisoners-in-australia,sha256:8b8cd7549db3f785211f47ef1845513825ef5af177cb43070b5e1ea0150d8c9e,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:3f0be4b70de2f06ee51333e9ae56ce544db0028b64855aaf05a13c1df3bff74e,sha256:a242e5b7f58c36ee6e5fe1dbf980910f9254dfdfab40933ec0176112f36dfacc,human-authored/deterministic-geometry-v1,replay:sha256:45db7fc7c0bf5335c2d88abd865fc8c86c48dd260ef3d7d339e69f8197e4fa10,FEMALES,03 Sexual assault and related offences,Total,no.
2021-06-30,FEMALE,ANZSOC_03,TOTAL,PROPORTION,prisoner-proportion,percent,3,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_5,R28C7,sha256:469b597d3b6a578954d11a8285f27777ca799dd7f360690dcd4d666647e6622b,prisoners-in-australia,sha256:8b8cd7549db3f785211f47ef1845513825ef5af177cb43070b5e1ea0150d8c9e,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:3f0be4b70de2f06ee51333e9ae56ce544db0028b64855aaf05a13c1df3bff74e,sha256:a242e5b7f58c36ee6e5fe1dbf980910f9254dfdfab40933ec0176112f36dfacc,human-authored/deterministic-geometry-v1,replay:sha256:45db7fc7c0bf5335c2d88abd865fc8c86c48dd260ef3d7d339e69f8197e4fa10,FEMALES,03 Sexual assault and related offences,Total,%
2021-06-30,FEMALE,ANZSOC_04,INDIGENOUS,NUMBER,prisoner-count,person,64,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_5,R29C2,sha256:469b597d3b6a578954d11a8285f27777ca799dd7f360690dcd4d666647e6622b,prisoners-in-australia,sha256:8b8cd7549db3f785211f47ef1845513825ef5af177cb43070b5e1ea0150d8c9e,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:3f0be4b70de2f06ee51333e9ae56ce544db0028b64855aaf05a13c1df3bff74e,sha256:a242e5b7f58c36ee6e5fe1dbf980910f9254dfdfab40933ec0176112f36dfacc,human-authored/deterministic-geometry-v1,replay:sha256:45db7fc7c0bf5335c2d88abd865fc8c86c48dd260ef3d7d339e69f8197e4fa10,FEMALES,04 Dangerous/negligent acts,Aboriginal & Torres Strait Islander,no.
2021-06-30,FEMALE,ANZSOC_04,INDIGENOUS,PROPORTION,prisoner-proportion,percent,5.1,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_5,R29C3,sha256:469b597d3b6a578954d11a8285f27777ca799dd7f360690dcd4d666647e6622b,prisoners-in-australia,sha256:8b8cd7549db3f785211f47ef1845513825ef5af177cb43070b5e1ea0150d8c9e,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:3f0be4b70de2f06ee51333e9ae56ce544db0028b64855aaf05a13c1df3bff74e,sha256:a242e5b7f58c36ee6e5fe1dbf980910f9254dfdfab40933ec0176112f36dfacc,human-authored/deterministic-geometry-v1,replay:sha256:45db7fc7c0bf5335c2d88abd865fc8c86c48dd260ef3d7d339e69f8197e4fa10,FEMALES,04 Dangerous/negligent acts,Aboriginal & Torres Strait Islander,%
2021-06-30,FEMALE,ANZSOC_04,NON_INDIGENOUS,NUMBER,prisoner-count,person,80,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_5,R29C4,sha256:469b597d3b6a578954d11a8285f27777ca799dd7f360690dcd4d666647e6622b,prisoners-in-australia,sha256:8b8cd7549db3f785211f47ef1845513825ef5af177cb43070b5e1ea0150d8c9e,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:3f0be4b70de2f06ee51333e9ae56ce544db0028b64855aaf05a13c1df3bff74e,sha256:a242e5b7f58c36ee6e5fe1dbf980910f9254dfdfab40933ec0176112f36dfacc,human-authored/deterministic-geometry-v1,replay:sha256:45db7fc7c0bf5335c2d88abd865fc8c86c48dd260ef3d7d339e69f8197e4fa10,FEMALES,04 Dangerous/negligent acts,Non-Indigenous,no.
2021-06-30,FEMALE,ANZSOC_04,NON_INDIGENOUS,PROPORTION,prisoner-proportion,percent,4,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_5,R29C5,sha256:469b597d3b6a578954d11a8285f27777ca799dd7f360690dcd4d666647e6622b,prisoners-in-australia,sha256:8b8cd7549db3f785211f47ef1845513825ef5af177cb43070b5e1ea0150d8c9e,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:3f0be4b70de2f06ee51333e9ae56ce544db0028b64855aaf05a13c1df3bff74e,sha256:a242e5b7f58c36ee6e5fe1dbf980910f9254dfdfab40933ec0176112f36dfacc,human-authored/deterministic-geometry-v1,replay:sha256:45db7fc7c0bf5335c2d88abd865fc8c86c48dd260ef3d7d339e69f8197e4fa10,FEMALES,04 Dangerous/negligent acts,Non-Indigenous,%
2021-06-30,FEMALE,ANZSOC_04,TOTAL,NUMBER,prisoner-count,person,147,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_5,R29C6,sha256:469b597d3b6a578954d11a8285f27777ca799dd7f360690dcd4d666647e6622b,prisoners-in-australia,sha256:8b8cd7549db3f785211f47ef1845513825ef5af177cb43070b5e1ea0150d8c9e,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:3f0be4b70de2f06ee51333e9ae56ce544db0028b64855aaf05a13c1df3bff74e,sha256:a242e5b7f58c36ee6e5fe1dbf980910f9254dfdfab40933ec0176112f36dfacc,human-authored/deterministic-geometry-v1,replay:sha256:45db7fc7c0bf5335c2d88abd865fc8c86c48dd260ef3d7d339e69f8197e4fa10,FEMALES,04 Dangerous/negligent acts,Total,no.
2021-06-30,FEMALE,ANZSOC_04,TOTAL,PROPORTION,prisoner-proportion,percent,4.5,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_5,R29C7,sha256:469b597d3b6a578954d11a8285f27777ca799dd7f360690dcd4d666647e6622b,prisoners-in-australia,sha256:8b8cd7549db3f785211f47ef1845513825ef5af177cb43070b5e1ea0150d8c9e,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:3f0be4b70de2f06ee51333e9ae56ce544db0028b64855aaf05a13c1df3bff74e,sha256:a242e5b7f58c36ee6e5fe1dbf980910f9254dfdfab40933ec0176112f36dfacc,human-authored/deterministic-geometry-v1,replay:sha256:45db7fc7c0bf5335c2d88abd865fc8c86c48dd260ef3d7d339e69f8197e4fa10,FEMALES,04 Dangerous/negligent acts,Total,%
2021-06-30,FEMALE,ANZSOC_05,INDIGENOUS,NUMBER,prisoner-count,person,14,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_5,R30C2,sha256:469b597d3b6a578954d11a8285f27777ca799dd7f360690dcd4d666647e6622b,prisoners-in-australia,sha256:8b8cd7549db3f785211f47ef1845513825ef5af177cb43070b5e1ea0150d8c9e,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:3f0be4b70de2f06ee51333e9ae56ce544db0028b64855aaf05a13c1df3bff74e,sha256:a242e5b7f58c36ee6e5fe1dbf980910f9254dfdfab40933ec0176112f36dfacc,human-authored/deterministic-geometry-v1,replay:sha256:45db7fc7c0bf5335c2d88abd865fc8c86c48dd260ef3d7d339e69f8197e4fa10,FEMALES,05 Abduction/harassment,Aboriginal & Torres Strait Islander,no.
2021-06-30,FEMALE,ANZSOC_05,INDIGENOUS,PROPORTION,prisoner-proportion,percent,1.1,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_5,R30C3,sha256:469b597d3b6a578954d11a8285f27777ca799dd7f360690dcd4d666647e6622b,prisoners-in-australia,sha256:8b8cd7549db3f785211f47ef1845513825ef5af177cb43070b5e1ea0150d8c9e,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:3f0be4b70de2f06ee51333e9ae56ce544db0028b64855aaf05a13c1df3bff74e,sha256:a242e5b7f58c36ee6e5fe1dbf980910f9254dfdfab40933ec0176112f36dfacc,human-authored/deterministic-geometry-v1,replay:sha256:45db7fc7c0bf5335c2d88abd865fc8c86c48dd260ef3d7d339e69f8197e4fa10,FEMALES,05 Abduction/harassment,Aboriginal & Torres Strait Islander,%
2021-06-30,FEMALE,ANZSOC_05,NON_INDIGENOUS,NUMBER,prisoner-count,person,33,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_5,R30C4,sha256:469b597d3b6a578954d11a8285f27777ca799dd7f360690dcd4d666647e6622b,prisoners-in-australia,sha256:8b8cd7549db3f785211f47ef1845513825ef5af177cb43070b5e1ea0150d8c9e,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:3f0be4b70de2f06ee51333e9ae56ce544db0028b64855aaf05a13c1df3bff74e,sha256:a242e5b7f58c36ee6e5fe1dbf980910f9254dfdfab40933ec0176112f36dfacc,human-authored/deterministic-geometry-v1,replay:sha256:45db7fc7c0bf5335c2d88abd865fc8c86c48dd260ef3d7d339e69f8197e4fa10,FEMALES,05 Abduction/harassment,Non-Indigenous,no.
2021-06-30,FEMALE,ANZSOC_05,NON_INDIGENOUS,PROPORTION,prisoner-proportion,percent,1.7,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_5,R30C5,sha256:469b597d3b6a578954d11a8285f27777ca799dd7f360690dcd4d666647e6622b,prisoners-in-australia,sha256:8b8cd7549db3f785211f47ef1845513825ef5af177cb43070b5e1ea0150d8c9e,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:3f0be4b70de2f06ee51333e9ae56ce544db0028b64855aaf05a13c1df3bff74e,sha256:a242e5b7f58c36ee6e5fe1dbf980910f9254dfdfab40933ec0176112f36dfacc,human-authored/deterministic-geometry-v1,replay:sha256:45db7fc7c0bf5335c2d88abd865fc8c86c48dd260ef3d7d339e69f8197e4fa10,FEMALES,05 Abduction/harassment,Non-Indigenous,%
2021-06-30,FEMALE,ANZSOC_05,TOTAL,NUMBER,prisoner-count,person,46,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_5,R30C6,sha256:469b597d3b6a578954d11a8285f27777ca799dd7f360690dcd4d666647e6622b,prisoners-in-australia,sha256:8b8cd7549db3f785211f47ef1845513825ef5af177cb43070b5e1ea0150d8c9e,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:3f0be4b70de2f06ee51333e9ae56ce544db0028b64855aaf05a13c1df3bff74e,sha256:a242e5b7f58c36ee6e5fe1dbf980910f9254dfdfab40933ec0176112f36dfacc,human-authored/deterministic-geometry-v1,replay:sha256:45db7fc7c0bf5335c2d88abd865fc8c86c48dd260ef3d7d339e69f8197e4fa10,FEMALES,05 Abduction/harassment,Total,no.
