reference_date,sex_id,most_serious_offence_or_charge_id,indigenous_status_id,statistic_basis_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_sex,raw_most_serious_offence_or_charge,raw_indigenous_status,raw_statistic_basis
2022-06-30,FEMALE,ANZSOC_03,NON_INDIGENOUS,NUMBER,prisoner-count,person,75,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_5,R28C4,sha256:4ba93355c4f1c422923f139a77c4f0caa762506e694f0857e9cd66eb6ff7857e,prisoners-in-australia,sha256:4cb04365371c62f4373ecbf369e8e64ef89ca843b5f0cb5db0c018a2d49b94c3,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:0e798126f1b72632fc5fb49bc4f5549a1ba63160e8df9d7d2318365ef9f0f72e,sha256:89a70cdde681575389fc1e75427364f0d361ff201d93c7f7dc6733179a0c3060,human-authored/deterministic-geometry-v1,replay:sha256:e5fb7cb051a1b19606b3a24195274b422dc42b534ea0c7d5b0828d7c1a76c8d9,FEMALES,03 Sexual assault and related offences,Non-Indigenous,no.
2022-06-30,FEMALE,ANZSOC_03,NON_INDIGENOUS,PROPORTION,prisoner-proportion,percent,4.1,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_5,R28C5,sha256:4ba93355c4f1c422923f139a77c4f0caa762506e694f0857e9cd66eb6ff7857e,prisoners-in-australia,sha256:4cb04365371c62f4373ecbf369e8e64ef89ca843b5f0cb5db0c018a2d49b94c3,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:0e798126f1b72632fc5fb49bc4f5549a1ba63160e8df9d7d2318365ef9f0f72e,sha256:89a70cdde681575389fc1e75427364f0d361ff201d93c7f7dc6733179a0c3060,human-authored/deterministic-geometry-v1,replay:sha256:e5fb7cb051a1b19606b3a24195274b422dc42b534ea0c7d5b0828d7c1a76c8d9,FEMALES,03 Sexual assault and related offences,Non-Indigenous,%
2022-06-30,FEMALE,ANZSOC_03,TOTAL,NUMBER,prisoner-count,person,97,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_5,R28C6,sha256:4ba93355c4f1c422923f139a77c4f0caa762506e694f0857e9cd66eb6ff7857e,prisoners-in-australia,sha256:4cb04365371c62f4373ecbf369e8e64ef89ca843b5f0cb5db0c018a2d49b94c3,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:0e798126f1b72632fc5fb49bc4f5549a1ba63160e8df9d7d2318365ef9f0f72e,sha256:89a70cdde681575389fc1e75427364f0d361ff201d93c7f7dc6733179a0c3060,human-authored/deterministic-geometry-v1,replay:sha256:e5fb7cb051a1b19606b3a24195274b422dc42b534ea0c7d5b0828d7c1a76c8d9,FEMALES,03 Sexual assault and related offences,Total,no.
2022-06-30,FEMALE,ANZSOC_03,TOTAL,PROPORTION,prisoner-proportion,percent,3.3,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_5,R28C7,sha256:4ba93355c4f1c422923f139a77c4f0caa762506e694f0857e9cd66eb6ff7857e,prisoners-in-australia,sha256:4cb04365371c62f4373ecbf369e8e64ef89ca843b5f0cb5db0c018a2d49b94c3,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:0e798126f1b72632fc5fb49bc4f5549a1ba63160e8df9d7d2318365ef9f0f72e,sha256:89a70cdde681575389fc1e75427364f0d361ff201d93c7f7dc6733179a0c3060,human-authored/deterministic-geometry-v1,replay:sha256:e5fb7cb051a1b19606b3a24195274b422dc42b534ea0c7d5b0828d7c1a76c8d9,FEMALES,03 Sexual assault and related offences,Total,%
2022-06-30,FEMALE,ANZSOC_04,INDIGENOUS,NUMBER,prisoner-count,person,48,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_5,R29C2,sha256:4ba93355c4f1c422923f139a77c4f0caa762506e694f0857e9cd66eb6ff7857e,prisoners-in-australia,sha256:4cb04365371c62f4373ecbf369e8e64ef89ca843b5f0cb5db0c018a2d49b94c3,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:0e798126f1b72632fc5fb49bc4f5549a1ba63160e8df9d7d2318365ef9f0f72e,sha256:89a70cdde681575389fc1e75427364f0d361ff201d93c7f7dc6733179a0c3060,human-authored/deterministic-geometry-v1,replay:sha256:e5fb7cb051a1b19606b3a24195274b422dc42b534ea0c7d5b0828d7c1a76c8d9,FEMALES,04 Dangerous/negligent acts,Aboriginal & Torres Strait Islander,no.
2022-06-30,FEMALE,ANZSOC_04,INDIGENOUS,PROPORTION,prisoner-proportion,percent,4.2,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_5,R29C3,sha256:4ba93355c4f1c422923f139a77c4f0caa762506e694f0857e9cd66eb6ff7857e,prisoners-in-australia,sha256:4cb04365371c62f4373ecbf369e8e64ef89ca843b5f0cb5db0c018a2d49b94c3,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:0e798126f1b72632fc5fb49bc4f5549a1ba63160e8df9d7d2318365ef9f0f72e,sha256:89a70cdde681575389fc1e75427364f0d361ff201d93c7f7dc6733179a0c3060,human-authored/deterministic-geometry-v1,replay:sha256:e5fb7cb051a1b19606b3a24195274b422dc42b534ea0c7d5b0828d7c1a76c8d9,FEMALES,04 Dangerous/negligent acts,Aboriginal & Torres Strait Islander,%
2022-06-30,FEMALE,ANZSOC_04,NON_INDIGENOUS,NUMBER,prisoner-count,person,74,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_5,R29C4,sha256:4ba93355c4f1c422923f139a77c4f0caa762506e694f0857e9cd66eb6ff7857e,prisoners-in-australia,sha256:4cb04365371c62f4373ecbf369e8e64ef89ca843b5f0cb5db0c018a2d49b94c3,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:0e798126f1b72632fc5fb49bc4f5549a1ba63160e8df9d7d2318365ef9f0f72e,sha256:89a70cdde681575389fc1e75427364f0d361ff201d93c7f7dc6733179a0c3060,human-authored/deterministic-geometry-v1,replay:sha256:e5fb7cb051a1b19606b3a24195274b422dc42b534ea0c7d5b0828d7c1a76c8d9,FEMALES,04 Dangerous/negligent acts,Non-Indigenous,no.
2022-06-30,FEMALE,ANZSOC_04,NON_INDIGENOUS,PROPORTION,prisoner-proportion,percent,4.1,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_5,R29C5,sha256:4ba93355c4f1c422923f139a77c4f0caa762506e694f0857e9cd66eb6ff7857e,prisoners-in-australia,sha256:4cb04365371c62f4373ecbf369e8e64ef89ca843b5f0cb5db0c018a2d49b94c3,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:0e798126f1b72632fc5fb49bc4f5549a1ba63160e8df9d7d2318365ef9f0f72e,sha256:89a70cdde681575389fc1e75427364f0d361ff201d93c7f7dc6733179a0c3060,human-authored/deterministic-geometry-v1,replay:sha256:e5fb7cb051a1b19606b3a24195274b422dc42b534ea0c7d5b0828d7c1a76c8d9,FEMALES,04 Dangerous/negligent acts,Non-Indigenous,%
2022-06-30,FEMALE,ANZSOC_04,TOTAL,NUMBER,prisoner-count,person,118,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_5,R29C6,sha256:4ba93355c4f1c422923f139a77c4f0caa762506e694f0857e9cd66eb6ff7857e,prisoners-in-australia,sha256:4cb04365371c62f4373ecbf369e8e64ef89ca843b5f0cb5db0c018a2d49b94c3,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:0e798126f1b72632fc5fb49bc4f5549a1ba63160e8df9d7d2318365ef9f0f72e,sha256:89a70cdde681575389fc1e75427364f0d361ff201d93c7f7dc6733179a0c3060,human-authored/deterministic-geometry-v1,replay:sha256:e5fb7cb051a1b19606b3a24195274b422dc42b534ea0c7d5b0828d7c1a76c8d9,FEMALES,04 Dangerous/negligent acts,Total,no.
2022-06-30,FEMALE,ANZSOC_04,TOTAL,PROPORTION,prisoner-proportion,percent,4,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_5,R29C7,sha256:4ba93355c4f1c422923f139a77c4f0caa762506e694f0857e9cd66eb6ff7857e,prisoners-in-australia,sha256:4cb04365371c62f4373ecbf369e8e64ef89ca843b5f0cb5db0c018a2d49b94c3,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:0e798126f1b72632fc5fb49bc4f5549a1ba63160e8df9d7d2318365ef9f0f72e,sha256:89a70cdde681575389fc1e75427364f0d361ff201d93c7f7dc6733179a0c3060,human-authored/deterministic-geometry-v1,replay:sha256:e5fb7cb051a1b19606b3a24195274b422dc42b534ea0c7d5b0828d7c1a76c8d9,FEMALES,04 Dangerous/negligent acts,Total,%
2022-06-30,FEMALE,ANZSOC_05,INDIGENOUS,NUMBER,prisoner-count,person,13,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_5,R30C2,sha256:4ba93355c4f1c422923f139a77c4f0caa762506e694f0857e9cd66eb6ff7857e,prisoners-in-australia,sha256:4cb04365371c62f4373ecbf369e8e64ef89ca843b5f0cb5db0c018a2d49b94c3,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:0e798126f1b72632fc5fb49bc4f5549a1ba63160e8df9d7d2318365ef9f0f72e,sha256:89a70cdde681575389fc1e75427364f0d361ff201d93c7f7dc6733179a0c3060,human-authored/deterministic-geometry-v1,replay:sha256:e5fb7cb051a1b19606b3a24195274b422dc42b534ea0c7d5b0828d7c1a76c8d9,FEMALES,05 Abduction/harassment,Aboriginal & Torres Strait Islander,no.
2022-06-30,FEMALE,ANZSOC_05,INDIGENOUS,PROPORTION,prisoner-proportion,percent,1.1,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_5,R30C3,sha256:4ba93355c4f1c422923f139a77c4f0caa762506e694f0857e9cd66eb6ff7857e,prisoners-in-australia,sha256:4cb04365371c62f4373ecbf369e8e64ef89ca843b5f0cb5db0c018a2d49b94c3,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:0e798126f1b72632fc5fb49bc4f5549a1ba63160e8df9d7d2318365ef9f0f72e,sha256:89a70cdde681575389fc1e75427364f0d361ff201d93c7f7dc6733179a0c3060,human-authored/deterministic-geometry-v1,replay:sha256:e5fb7cb051a1b19606b3a24195274b422dc42b534ea0c7d5b0828d7c1a76c8d9,FEMALES,05 Abduction/harassment,Aboriginal & Torres Strait Islander,%
2022-06-30,FEMALE,ANZSOC_05,NON_INDIGENOUS,NUMBER,prisoner-count,person,24,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_5,R30C4,sha256:4ba93355c4f1c422923f139a77c4f0caa762506e694f0857e9cd66eb6ff7857e,prisoners-in-australia,sha256:4cb04365371c62f4373ecbf369e8e64ef89ca843b5f0cb5db0c018a2d49b94c3,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:0e798126f1b72632fc5fb49bc4f5549a1ba63160e8df9d7d2318365ef9f0f72e,sha256:89a70cdde681575389fc1e75427364f0d361ff201d93c7f7dc6733179a0c3060,human-authored/deterministic-geometry-v1,replay:sha256:e5fb7cb051a1b19606b3a24195274b422dc42b534ea0c7d5b0828d7c1a76c8d9,FEMALES,05 Abduction/harassment,Non-Indigenous,no.
2022-06-30,FEMALE,ANZSOC_05,NON_INDIGENOUS,PROPORTION,prisoner-proportion,percent,1.3,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_5,R30C5,sha256:4ba93355c4f1c422923f139a77c4f0caa762506e694f0857e9cd66eb6ff7857e,prisoners-in-australia,sha256:4cb04365371c62f4373ecbf369e8e64ef89ca843b5f0cb5db0c018a2d49b94c3,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:0e798126f1b72632fc5fb49bc4f5549a1ba63160e8df9d7d2318365ef9f0f72e,sha256:89a70cdde681575389fc1e75427364f0d361ff201d93c7f7dc6733179a0c3060,human-authored/deterministic-geometry-v1,replay:sha256:e5fb7cb051a1b19606b3a24195274b422dc42b534ea0c7d5b0828d7c1a76c8d9,FEMALES,05 Abduction/harassment,Non-Indigenous,%
2022-06-30,FEMALE,ANZSOC_05,TOTAL,NUMBER,prisoner-count,person,37,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_5,R30C6,sha256:4ba93355c4f1c422923f139a77c4f0caa762506e694f0857e9cd66eb6ff7857e,prisoners-in-australia,sha256:4cb04365371c62f4373ecbf369e8e64ef89ca843b5f0cb5db0c018a2d49b94c3,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:0e798126f1b72632fc5fb49bc4f5549a1ba63160e8df9d7d2318365ef9f0f72e,sha256:89a70cdde681575389fc1e75427364f0d361ff201d93c7f7dc6733179a0c3060,human-authored/deterministic-geometry-v1,replay:sha256:e5fb7cb051a1b19606b3a24195274b422dc42b534ea0c7d5b0828d7c1a76c8d9,FEMALES,05 Abduction/harassment,Total,no.
2022-06-30,FEMALE,ANZSOC_05,TOTAL,PROPORTION,prisoner-proportion,percent,1.2,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_5,R30C7,sha256:4ba93355c4f1c422923f139a77c4f0caa762506e694f0857e9cd66eb6ff7857e,prisoners-in-australia,sha256:4cb04365371c62f4373ecbf369e8e64ef89ca843b5f0cb5db0c018a2d49b94c3,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:0e798126f1b72632fc5fb49bc4f5549a1ba63160e8df9d7d2318365ef9f0f72e,sha256:89a70cdde681575389fc1e75427364f0d361ff201d93c7f7dc6733179a0c3060,human-authored/deterministic-geometry-v1,replay:sha256:e5fb7cb051a1b19606b3a24195274b422dc42b534ea0c7d5b0828d7c1a76c8d9,FEMALES,05 Abduction/harassment,Total,%
2022-06-30,FEMALE,ANZSOC_06,INDIGENOUS,NUMBER,prisoner-count,person,109,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_5,R31C2,sha256:4ba93355c4f1c422923f139a77c4f0caa762506e694f0857e9cd66eb6ff7857e,prisoners-in-australia,sha256:4cb04365371c62f4373ecbf369e8e64ef89ca843b5f0cb5db0c018a2d49b94c3,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:0e798126f1b72632fc5fb49bc4f5549a1ba63160e8df9d7d2318365ef9f0f72e,sha256:89a70cdde681575389fc1e75427364f0d361ff201d93c7f7dc6733179a0c3060,human-authored/deterministic-geometry-v1,replay:sha256:e5fb7cb051a1b19606b3a24195274b422dc42b534ea0c7d5b0828d7c1a76c8d9,FEMALES,06 Robbery/extortion,Aboriginal & Torres Strait Islander,no.
2022-06-30,FEMALE,ANZSOC_06,INDIGENOUS,PROPORTION,prisoner-proportion,percent,9.4,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_5,R31C3,sha256:4ba93355c4f1c422923f139a77c4f0caa762506e694f0857e9cd66eb6ff7857e,prisoners-in-australia,sha256:4cb04365371c62f4373ecbf369e8e64ef89ca843b5f0cb5db0c018a2d49b94c3,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:0e798126f1b72632fc5fb49bc4f5549a1ba63160e8df9d7d2318365ef9f0f72e,sha256:89a70cdde681575389fc1e75427364f0d361ff201d93c7f7dc6733179a0c3060,human-authored/deterministic-geometry-v1,replay:sha256:e5fb7cb051a1b19606b3a24195274b422dc42b534ea0c7d5b0828d7c1a76c8d9,FEMALES,06 Robbery/extortion,Aboriginal & Torres Strait Islander,%
2022-06-30,FEMALE,ANZSOC_06,NON_INDIGENOUS,NUMBER,prisoner-count,person,64,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_5,R31C4,sha256:4ba93355c4f1c422923f139a77c4f0caa762506e694f0857e9cd66eb6ff7857e,prisoners-in-australia,sha256:4cb04365371c62f4373ecbf369e8e64ef89ca843b5f0cb5db0c018a2d49b94c3,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:0e798126f1b72632fc5fb49bc4f5549a1ba63160e8df9d7d2318365ef9f0f72e,sha256:89a70cdde681575389fc1e75427364f0d361ff201d93c7f7dc6733179a0c3060,human-authored/deterministic-geometry-v1,replay:sha256:e5fb7cb051a1b19606b3a24195274b422dc42b534ea0c7d5b0828d7c1a76c8d9,FEMALES,06 Robbery/extortion,Non-Indigenous,no.
2022-06-30,FEMALE,ANZSOC_06,NON_INDIGENOUS,PROPORTION,prisoner-proportion,percent,3.5,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_5,R31C5,sha256:4ba93355c4f1c422923f139a77c4f0caa762506e694f0857e9cd66eb6ff7857e,prisoners-in-australia,sha256:4cb04365371c62f4373ecbf369e8e64ef89ca843b5f0cb5db0c018a2d49b94c3,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:0e798126f1b72632fc5fb49bc4f5549a1ba63160e8df9d7d2318365ef9f0f72e,sha256:89a70cdde681575389fc1e75427364f0d361ff201d93c7f7dc6733179a0c3060,human-authored/deterministic-geometry-v1,replay:sha256:e5fb7cb051a1b19606b3a24195274b422dc42b534ea0c7d5b0828d7c1a76c8d9,FEMALES,06 Robbery/extortion,Non-Indigenous,%
2022-06-30,FEMALE,ANZSOC_06,TOTAL,NUMBER,prisoner-count,person,176,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_5,R31C6,sha256:4ba93355c4f1c422923f139a77c4f0caa762506e694f0857e9cd66eb6ff7857e,prisoners-in-australia,sha256:4cb04365371c62f4373ecbf369e8e64ef89ca843b5f0cb5db0c018a2d49b94c3,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:0e798126f1b72632fc5fb49bc4f5549a1ba63160e8df9d7d2318365ef9f0f72e,sha256:89a70cdde681575389fc1e75427364f0d361ff201d93c7f7dc6733179a0c3060,human-authored/deterministic-geometry-v1,replay:sha256:e5fb7cb051a1b19606b3a24195274b422dc42b534ea0c7d5b0828d7c1a76c8d9,FEMALES,06 Robbery/extortion,Total,no.
2022-06-30,FEMALE,ANZSOC_06,TOTAL,PROPORTION,prisoner-proportion,percent,5.9,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_5,R31C7,sha256:4ba93355c4f1c422923f139a77c4f0caa762506e694f0857e9cd66eb6ff7857e,prisoners-in-australia,sha256:4cb04365371c62f4373ecbf369e8e64ef89ca843b5f0cb5db0c018a2d49b94c3,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:0e798126f1b72632fc5fb49bc4f5549a1ba63160e8df9d7d2318365ef9f0f72e,sha256:89a70cdde681575389fc1e75427364f0d361ff201d93c7f7dc6733179a0c3060,human-authored/deterministic-geometry-v1,replay:sha256:e5fb7cb051a1b19606b3a24195274b422dc42b534ea0c7d5b0828d7c1a76c8d9,FEMALES,06 Robbery/extortion,Total,%
2022-06-30,FEMALE,ANZSOC_07,INDIGENOUS,NUMBER,prisoner-count,person,140,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_5,R32C2,sha256:4ba93355c4f1c422923f139a77c4f0caa762506e694f0857e9cd66eb6ff7857e,prisoners-in-australia,sha256:4cb04365371c62f4373ecbf369e8e64ef89ca843b5f0cb5db0c018a2d49b94c3,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:0e798126f1b72632fc5fb49bc4f5549a1ba63160e8df9d7d2318365ef9f0f72e,sha256:89a70cdde681575389fc1e75427364f0d361ff201d93c7f7dc6733179a0c3060,human-authored/deterministic-geometry-v1,replay:sha256:e5fb7cb051a1b19606b3a24195274b422dc42b534ea0c7d5b0828d7c1a76c8d9,FEMALES,07 Unlawful entry with intent,Aboriginal & Torres Strait Islander,no.
2022-06-30,FEMALE,ANZSOC_07,INDIGENOUS,PROPORTION,prisoner-proportion,percent,12.1,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_5,R32C3,sha256:4ba93355c4f1c422923f139a77c4f0caa762506e694f0857e9cd66eb6ff7857e,prisoners-in-australia,sha256:4cb04365371c62f4373ecbf369e8e64ef89ca843b5f0cb5db0c018a2d49b94c3,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:0e798126f1b72632fc5fb49bc4f5549a1ba63160e8df9d7d2318365ef9f0f72e,sha256:89a70cdde681575389fc1e75427364f0d361ff201d93c7f7dc6733179a0c3060,human-authored/deterministic-geometry-v1,replay:sha256:e5fb7cb051a1b19606b3a24195274b422dc42b534ea0c7d5b0828d7c1a76c8d9,FEMALES,07 Unlawful entry with intent,Aboriginal & Torres Strait Islander,%
2022-06-30,FEMALE,ANZSOC_07,NON_INDIGENOUS,NUMBER,prisoner-count,person,113,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_5,R32C4,sha256:4ba93355c4f1c422923f139a77c4f0caa762506e694f0857e9cd66eb6ff7857e,prisoners-in-australia,sha256:4cb04365371c62f4373ecbf369e8e64ef89ca843b5f0cb5db0c018a2d49b94c3,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:0e798126f1b72632fc5fb49bc4f5549a1ba63160e8df9d7d2318365ef9f0f72e,sha256:89a70cdde681575389fc1e75427364f0d361ff201d93c7f7dc6733179a0c3060,human-authored/deterministic-geometry-v1,replay:sha256:e5fb7cb051a1b19606b3a24195274b422dc42b534ea0c7d5b0828d7c1a76c8d9,FEMALES,07 Unlawful entry with intent,Non-Indigenous,no.
2022-06-30,FEMALE,ANZSOC_07,NON_INDIGENOUS,PROPORTION,prisoner-proportion,percent,6.2,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_5,R32C5,sha256:4ba93355c4f1c422923f139a77c4f0caa762506e694f0857e9cd66eb6ff7857e,prisoners-in-australia,sha256:4cb04365371c62f4373ecbf369e8e64ef89ca843b5f0cb5db0c018a2d49b94c3,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:0e798126f1b72632fc5fb49bc4f5549a1ba63160e8df9d7d2318365ef9f0f72e,sha256:89a70cdde681575389fc1e75427364f0d361ff201d93c7f7dc6733179a0c3060,human-authored/deterministic-geometry-v1,replay:sha256:e5fb7cb051a1b19606b3a24195274b422dc42b534ea0c7d5b0828d7c1a76c8d9,FEMALES,07 Unlawful entry with intent,Non-Indigenous,%
2022-06-30,FEMALE,ANZSOC_07,TOTAL,NUMBER,prisoner-count,person,256,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_5,R32C6,sha256:4ba93355c4f1c422923f139a77c4f0caa762506e694f0857e9cd66eb6ff7857e,prisoners-in-australia,sha256:4cb04365371c62f4373ecbf369e8e64ef89ca843b5f0cb5db0c018a2d49b94c3,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:0e798126f1b72632fc5fb49bc4f5549a1ba63160e8df9d7d2318365ef9f0f72e,sha256:89a70cdde681575389fc1e75427364f0d361ff201d93c7f7dc6733179a0c3060,human-authored/deterministic-geometry-v1,replay:sha256:e5fb7cb051a1b19606b3a24195274b422dc42b534ea0c7d5b0828d7c1a76c8d9,FEMALES,07 Unlawful entry with intent,Total,no.
2022-06-30,FEMALE,ANZSOC_07,TOTAL,PROPORTION,prisoner-proportion,percent,8.6,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_5,R32C7,sha256:4ba93355c4f1c422923f139a77c4f0caa762506e694f0857e9cd66eb6ff7857e,prisoners-in-australia,sha256:4cb04365371c62f4373ecbf369e8e64ef89ca843b5f0cb5db0c018a2d49b94c3,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:0e798126f1b72632fc5fb49bc4f5549a1ba63160e8df9d7d2318365ef9f0f72e,sha256:89a70cdde681575389fc1e75427364f0d361ff201d93c7f7dc6733179a0c3060,human-authored/deterministic-geometry-v1,replay:sha256:e5fb7cb051a1b19606b3a24195274b422dc42b534ea0c7d5b0828d7c1a76c8d9,FEMALES,07 Unlawful entry with intent,Total,%
2022-06-30,FEMALE,ANZSOC_08,INDIGENOUS,NUMBER,prisoner-count,person,62,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_5,R33C2,sha256:4ba93355c4f1c422923f139a77c4f0caa762506e694f0857e9cd66eb6ff7857e,prisoners-in-australia,sha256:4cb04365371c62f4373ecbf369e8e64ef89ca843b5f0cb5db0c018a2d49b94c3,tidy.table-family-acceptance/v1,sha256:02a36e4092ee9b2d845cbdb805a20a8567122fae9518e758a9e2ba7386341fb7,sha256:0e798126f1b72632fc5fb49bc4f5549a1ba63160e8df9d7d2318365ef9f0f72e,sha256:89a70cdde681575389fc1e75427364f0d361ff201d93c7f7dc6733179a0c3060,human-authored/deterministic-geometry-v1,replay:sha256:e5fb7cb051a1b19606b3a24195274b422dc42b534ea0c7d5b0828d7c1a76c8d9,FEMALES,08 Theft,Aboriginal & Torres Strait Islander,no.
