publication_vintage_date,reference_date,characteristic_category_id,statistic_basis_id,observation_period_id,principal_offence_id,characteristic_group_id,jurisdiction_id,classification_context_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_characteristic_category,raw_statistic_basis,raw_observation_period,raw_principal_offence,raw_characteristic_group,raw_jurisdiction,raw_classification_context
2024-06-30,2020-06-30,CHAR_10_19_YEARS,COUNT,2020-06-30,OFFENCE_01_HOMICIDE_AND_RELATED_OFFENCES,GROUP_AGE,ACT,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,0,observed,0,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 13,R203C2,sha256:ac88974c3fcb7b8a592dde0980fd70541ab28cb187c0383fecfe52fb6d1bbdb2,criminal-courts-australia,sha256:fb73b8b239034d87a2438bd91eb47b9d749125068eb2ccece4e884a735a5ae8d,tidy.table-family-acceptance/v2,sha256:7836ef44496ba7e50be85b61a742c917c72ef2a3e1c39548b2ac675f1cb49512,sha256:0bc30c801b35ca7f9dd77f7a1eb48823c6e611060fcac8567b00a79552f2fe0d,sha256:0358b3b73cba770f757214b918aa6e809ce8396fe7d2169c3b53f2535327c327,human-authored/deterministic-map-v1,replay:sha256:0c91fa6faee78c67429e72760cddd337f37e8c288381707825d5e43784a8de82,10–19 years,10–19 years,2019–20,01 Homicide and related offences,Age,"FDV Table 13 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by principal FDV offence, Australian Capital Territory, 2019–20 to 2023–24","FDV Table 13 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by principal FDV offence, Australian Capital Territory, 2019–20 to 2023–24"
2024-06-30,2020-06-30,CHAR_10_19_YEARS,COUNT,2020-06-30,OFFENCE_021_ASSAULT,GROUP_AGE,ACT,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,25,observed,25,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 13,R203C4,sha256:ac88974c3fcb7b8a592dde0980fd70541ab28cb187c0383fecfe52fb6d1bbdb2,criminal-courts-australia,sha256:fb73b8b239034d87a2438bd91eb47b9d749125068eb2ccece4e884a735a5ae8d,tidy.table-family-acceptance/v2,sha256:7836ef44496ba7e50be85b61a742c917c72ef2a3e1c39548b2ac675f1cb49512,sha256:0bc30c801b35ca7f9dd77f7a1eb48823c6e611060fcac8567b00a79552f2fe0d,sha256:0358b3b73cba770f757214b918aa6e809ce8396fe7d2169c3b53f2535327c327,human-authored/deterministic-map-v1,replay:sha256:0c91fa6faee78c67429e72760cddd337f37e8c288381707825d5e43784a8de82,10–19 years,10–19 years,2019–20,021 Assault,Age,"FDV Table 13 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by principal FDV offence, Australian Capital Territory, 2019–20 to 2023–24","FDV Table 13 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by principal FDV offence, Australian Capital Territory, 2019–20 to 2023–24"
2024-06-30,2020-06-30,CHAR_10_19_YEARS,COUNT,2020-06-30,OFFENCE_0291_STALKING_AND_053_HARASSMENT_AND_THREATENING_BEHAVIOUR,GROUP_AGE,ACT,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,0,observed,0,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 13,R203C8,sha256:ac88974c3fcb7b8a592dde0980fd70541ab28cb187c0383fecfe52fb6d1bbdb2,criminal-courts-australia,sha256:fb73b8b239034d87a2438bd91eb47b9d749125068eb2ccece4e884a735a5ae8d,tidy.table-family-acceptance/v2,sha256:7836ef44496ba7e50be85b61a742c917c72ef2a3e1c39548b2ac675f1cb49512,sha256:0bc30c801b35ca7f9dd77f7a1eb48823c6e611060fcac8567b00a79552f2fe0d,sha256:0358b3b73cba770f757214b918aa6e809ce8396fe7d2169c3b53f2535327c327,human-authored/deterministic-map-v1,replay:sha256:0c91fa6faee78c67429e72760cddd337f37e8c288381707825d5e43784a8de82,10–19 years,10–19 years,2019–20, 0291 Stalking & 053 Harassment and threatening behaviour,Age,"FDV Table 13 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by principal FDV offence, Australian Capital Territory, 2019–20 to 2023–24","FDV Table 13 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by principal FDV offence, Australian Capital Territory, 2019–20 to 2023–24"
2024-06-30,2020-06-30,CHAR_10_19_YEARS,COUNT,2020-06-30,OFFENCE_02_ACTS_INTENDED_TO_CAUSE_INJURY,GROUP_AGE,ACT,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,24,observed,24,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 13,R203C3,sha256:ac88974c3fcb7b8a592dde0980fd70541ab28cb187c0383fecfe52fb6d1bbdb2,criminal-courts-australia,sha256:fb73b8b239034d87a2438bd91eb47b9d749125068eb2ccece4e884a735a5ae8d,tidy.table-family-acceptance/v2,sha256:7836ef44496ba7e50be85b61a742c917c72ef2a3e1c39548b2ac675f1cb49512,sha256:0bc30c801b35ca7f9dd77f7a1eb48823c6e611060fcac8567b00a79552f2fe0d,sha256:0358b3b73cba770f757214b918aa6e809ce8396fe7d2169c3b53f2535327c327,human-authored/deterministic-map-v1,replay:sha256:0c91fa6faee78c67429e72760cddd337f37e8c288381707825d5e43784a8de82,10–19 years,10–19 years,2019–20,02 Acts intended to cause injury,Age,"FDV Table 13 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by principal FDV offence, Australian Capital Territory, 2019–20 to 2023–24","FDV Table 13 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by principal FDV offence, Australian Capital Territory, 2019–20 to 2023–24"
2024-06-30,2020-06-30,CHAR_10_19_YEARS,COUNT,2020-06-30,OFFENCE_03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES,GROUP_AGE,ACT,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,0,observed,0,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 13,R203C5,sha256:ac88974c3fcb7b8a592dde0980fd70541ab28cb187c0383fecfe52fb6d1bbdb2,criminal-courts-australia,sha256:fb73b8b239034d87a2438bd91eb47b9d749125068eb2ccece4e884a735a5ae8d,tidy.table-family-acceptance/v2,sha256:7836ef44496ba7e50be85b61a742c917c72ef2a3e1c39548b2ac675f1cb49512,sha256:0bc30c801b35ca7f9dd77f7a1eb48823c6e611060fcac8567b00a79552f2fe0d,sha256:0358b3b73cba770f757214b918aa6e809ce8396fe7d2169c3b53f2535327c327,human-authored/deterministic-map-v1,replay:sha256:0c91fa6faee78c67429e72760cddd337f37e8c288381707825d5e43784a8de82,10–19 years,10–19 years,2019–20,03 Sexual assault and related offences,Age,"FDV Table 13 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by principal FDV offence, Australian Capital Territory, 2019–20 to 2023–24","FDV Table 13 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by principal FDV offence, Australian Capital Territory, 2019–20 to 2023–24"
2024-06-30,2020-06-30,CHAR_10_19_YEARS,COUNT,2020-06-30,OFFENCE_049_OTHER_DANGEROUS_OR_NEGLIGENT_ACTS,GROUP_AGE,ACT,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,0,observed,0,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 13,R203C6,sha256:ac88974c3fcb7b8a592dde0980fd70541ab28cb187c0383fecfe52fb6d1bbdb2,criminal-courts-australia,sha256:fb73b8b239034d87a2438bd91eb47b9d749125068eb2ccece4e884a735a5ae8d,tidy.table-family-acceptance/v2,sha256:7836ef44496ba7e50be85b61a742c917c72ef2a3e1c39548b2ac675f1cb49512,sha256:0bc30c801b35ca7f9dd77f7a1eb48823c6e611060fcac8567b00a79552f2fe0d,sha256:0358b3b73cba770f757214b918aa6e809ce8396fe7d2169c3b53f2535327c327,human-authored/deterministic-map-v1,replay:sha256:0c91fa6faee78c67429e72760cddd337f37e8c288381707825d5e43784a8de82,10–19 years,10–19 years,2019–20,049 Other dangerous or negligent acts,Age,"FDV Table 13 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by principal FDV offence, Australian Capital Territory, 2019–20 to 2023–24","FDV Table 13 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by principal FDV offence, Australian Capital Territory, 2019–20 to 2023–24"
2024-06-30,2020-06-30,CHAR_10_19_YEARS,COUNT,2020-06-30,OFFENCE_05_ABDUCTION_HARASSMENT,GROUP_AGE,ACT,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,0,observed,0,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 13,R203C7,sha256:ac88974c3fcb7b8a592dde0980fd70541ab28cb187c0383fecfe52fb6d1bbdb2,criminal-courts-australia,sha256:fb73b8b239034d87a2438bd91eb47b9d749125068eb2ccece4e884a735a5ae8d,tidy.table-family-acceptance/v2,sha256:7836ef44496ba7e50be85b61a742c917c72ef2a3e1c39548b2ac675f1cb49512,sha256:0bc30c801b35ca7f9dd77f7a1eb48823c6e611060fcac8567b00a79552f2fe0d,sha256:0358b3b73cba770f757214b918aa6e809ce8396fe7d2169c3b53f2535327c327,human-authored/deterministic-map-v1,replay:sha256:0c91fa6faee78c67429e72760cddd337f37e8c288381707825d5e43784a8de82,10–19 years,10–19 years,2019–20,05 Abduction/ harassment,Age,"FDV Table 13 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by principal FDV offence, Australian Capital Territory, 2019–20 to 2023–24","FDV Table 13 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by principal FDV offence, Australian Capital Territory, 2019–20 to 2023–24"
2024-06-30,2020-06-30,CHAR_10_19_YEARS,COUNT,2020-06-30,OFFENCE_121_PROPERTY_DAMAGE,GROUP_AGE,ACT,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,11,observed,11,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 13,R203C9,sha256:ac88974c3fcb7b8a592dde0980fd70541ab28cb187c0383fecfe52fb6d1bbdb2,criminal-courts-australia,sha256:fb73b8b239034d87a2438bd91eb47b9d749125068eb2ccece4e884a735a5ae8d,tidy.table-family-acceptance/v2,sha256:7836ef44496ba7e50be85b61a742c917c72ef2a3e1c39548b2ac675f1cb49512,sha256:0bc30c801b35ca7f9dd77f7a1eb48823c6e611060fcac8567b00a79552f2fe0d,sha256:0358b3b73cba770f757214b918aa6e809ce8396fe7d2169c3b53f2535327c327,human-authored/deterministic-map-v1,replay:sha256:0c91fa6faee78c67429e72760cddd337f37e8c288381707825d5e43784a8de82,10–19 years,10–19 years,2019–20,121 Property damage,Age,"FDV Table 13 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by principal FDV offence, Australian Capital Territory, 2019–20 to 2023–24","FDV Table 13 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by principal FDV offence, Australian Capital Territory, 2019–20 to 2023–24"
2024-06-30,2020-06-30,CHAR_10_19_YEARS,COUNT,2020-06-30,OFFENCE_1531_BREACH_OF_VIOLENCE_ORDER,GROUP_AGE,ACT,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,4,observed,4,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 13,R203C10,sha256:ac88974c3fcb7b8a592dde0980fd70541ab28cb187c0383fecfe52fb6d1bbdb2,criminal-courts-australia,sha256:fb73b8b239034d87a2438bd91eb47b9d749125068eb2ccece4e884a735a5ae8d,tidy.table-family-acceptance/v2,sha256:7836ef44496ba7e50be85b61a742c917c72ef2a3e1c39548b2ac675f1cb49512,sha256:0bc30c801b35ca7f9dd77f7a1eb48823c6e611060fcac8567b00a79552f2fe0d,sha256:0358b3b73cba770f757214b918aa6e809ce8396fe7d2169c3b53f2535327c327,human-authored/deterministic-map-v1,replay:sha256:0c91fa6faee78c67429e72760cddd337f37e8c288381707825d5e43784a8de82,10–19 years,10–19 years,2019–20,1531 Breach of violence order,Age,"FDV Table 13 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by principal FDV offence, Australian Capital Territory, 2019–20 to 2023–24","FDV Table 13 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by principal FDV offence, Australian Capital Territory, 2019–20 to 2023–24"
2024-06-30,2020-06-30,CHAR_10_19_YEARS,COUNT,2020-06-30,OFFENCE_TOTAL,GROUP_AGE,ACT,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,36,observed,36,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 13,R203C11,sha256:ac88974c3fcb7b8a592dde0980fd70541ab28cb187c0383fecfe52fb6d1bbdb2,criminal-courts-australia,sha256:fb73b8b239034d87a2438bd91eb47b9d749125068eb2ccece4e884a735a5ae8d,tidy.table-family-acceptance/v2,sha256:7836ef44496ba7e50be85b61a742c917c72ef2a3e1c39548b2ac675f1cb49512,sha256:0bc30c801b35ca7f9dd77f7a1eb48823c6e611060fcac8567b00a79552f2fe0d,sha256:0358b3b73cba770f757214b918aa6e809ce8396fe7d2169c3b53f2535327c327,human-authored/deterministic-map-v1,replay:sha256:0c91fa6faee78c67429e72760cddd337f37e8c288381707825d5e43784a8de82,10–19 years,10–19 years,2019–20,Total,Age,"FDV Table 13 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by principal FDV offence, Australian Capital Territory, 2019–20 to 2023–24","FDV Table 13 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by principal FDV offence, Australian Capital Territory, 2019–20 to 2023–24"
