reference_date,jurisdiction_id,sex_id,indigenous_status_id,statistic_basis_id,rate_basis_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_jurisdiction,raw_sex,raw_indigenous_status,raw_statistic_basis,raw_rate_basis
2022-06-30,ACT,MALE,TOTAL,CRUDE,NOT_APPLICABLE,crude-imprisonment-rate,persons-per-100000-adult-population,206.4,observed,206.4,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_17,R10C9,sha256:94b87cd9c338605695c36be791dce5813139f18747d0b02410a8e345b9fd1497,prisoners-in-australia,sha256:6f07ce1d0b7e8072323c3106545d5d72a55f5aa984ede822ea78695c30d6caa6,tidy.table-family-acceptance/v1,sha256:6d10429a7e89dca1a68cc04aecfa3bb270e0bc1c7449909b96a73253a22be3b9,sha256:0c2e66429949bde6ba40000ff283d7bba6442015d0c888ff8c34ce58a5cf3ee5,sha256:8b4ac46162381c8abb1e76322dfe112d808ed3c870710648a8b43d883fff9e2e,human-authored/deterministic-geometry-v1,replay:sha256:6c6eec53a7d5f6251e2c8b2b9aaf5689f59019fb2c2f48170ed0b33b15eca518,ACT,Males,Total,CRUDE RATE,Total
2022-06-30,ACT,MALE,TOTAL,RATE_RATIO,AGE_STANDARDISED,indigenous-to-non-indigenous-rate-ratio,ratio,19.5,observed,19.5,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_17,R36C9,sha256:94b87cd9c338605695c36be791dce5813139f18747d0b02410a8e345b9fd1497,prisoners-in-australia,sha256:6f07ce1d0b7e8072323c3106545d5d72a55f5aa984ede822ea78695c30d6caa6,tidy.table-family-acceptance/v1,sha256:6d10429a7e89dca1a68cc04aecfa3bb270e0bc1c7449909b96a73253a22be3b9,sha256:0c2e66429949bde6ba40000ff283d7bba6442015d0c888ff8c34ce58a5cf3ee5,sha256:8b4ac46162381c8abb1e76322dfe112d808ed3c870710648a8b43d883fff9e2e,human-authored/deterministic-geometry-v1,replay:sha256:6c6eec53a7d5f6251e2c8b2b9aaf5689f59019fb2c2f48170ed0b33b15eca518,ACT,Males,Age-standardised,RATIO OF ABORIGINAL AND TORRES STRAIT ISLANDER RATES TO NON-INDIGENOUS RATES,Age-standardised
2022-06-30,ACT,MALE,TOTAL,RATE_RATIO,CRUDE,indigenous-to-non-indigenous-rate-ratio,ratio,19.8,observed,19.8,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_17,R35C9,sha256:94b87cd9c338605695c36be791dce5813139f18747d0b02410a8e345b9fd1497,prisoners-in-australia,sha256:6f07ce1d0b7e8072323c3106545d5d72a55f5aa984ede822ea78695c30d6caa6,tidy.table-family-acceptance/v1,sha256:6d10429a7e89dca1a68cc04aecfa3bb270e0bc1c7449909b96a73253a22be3b9,sha256:0c2e66429949bde6ba40000ff283d7bba6442015d0c888ff8c34ce58a5cf3ee5,sha256:8b4ac46162381c8abb1e76322dfe112d808ed3c870710648a8b43d883fff9e2e,human-authored/deterministic-geometry-v1,replay:sha256:6c6eec53a7d5f6251e2c8b2b9aaf5689f59019fb2c2f48170ed0b33b15eca518,ACT,Males,Crude,RATIO OF ABORIGINAL AND TORRES STRAIT ISLANDER RATES TO NON-INDIGENOUS RATES,Crude
2022-06-30,ACT,PERSONS,INDIGENOUS,AGE_STANDARDISED,NOT_APPLICABLE,age-standardised-imprisonment-rate,persons-per-100000-adult-population,1543.8,observed,1543.8,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_17,R31C9,sha256:94b87cd9c338605695c36be791dce5813139f18747d0b02410a8e345b9fd1497,prisoners-in-australia,sha256:6f07ce1d0b7e8072323c3106545d5d72a55f5aa984ede822ea78695c30d6caa6,tidy.table-family-acceptance/v1,sha256:6d10429a7e89dca1a68cc04aecfa3bb270e0bc1c7449909b96a73253a22be3b9,sha256:0c2e66429949bde6ba40000ff283d7bba6442015d0c888ff8c34ce58a5cf3ee5,sha256:8b4ac46162381c8abb1e76322dfe112d808ed3c870710648a8b43d883fff9e2e,human-authored/deterministic-geometry-v1,replay:sha256:6c6eec53a7d5f6251e2c8b2b9aaf5689f59019fb2c2f48170ed0b33b15eca518,ACT,Persons,Aboriginal and Torres Strait Islander,AGE STANDARDISED RATE,Aboriginal and Torres Strait Islander
2022-06-30,ACT,PERSONS,INDIGENOUS,CRUDE,NOT_APPLICABLE,crude-imprisonment-rate,persons-per-100000-adult-population,1650.3,observed,1650.3,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_17,R18C9,sha256:94b87cd9c338605695c36be791dce5813139f18747d0b02410a8e345b9fd1497,prisoners-in-australia,sha256:6f07ce1d0b7e8072323c3106545d5d72a55f5aa984ede822ea78695c30d6caa6,tidy.table-family-acceptance/v1,sha256:6d10429a7e89dca1a68cc04aecfa3bb270e0bc1c7449909b96a73253a22be3b9,sha256:0c2e66429949bde6ba40000ff283d7bba6442015d0c888ff8c34ce58a5cf3ee5,sha256:8b4ac46162381c8abb1e76322dfe112d808ed3c870710648a8b43d883fff9e2e,human-authored/deterministic-geometry-v1,replay:sha256:6c6eec53a7d5f6251e2c8b2b9aaf5689f59019fb2c2f48170ed0b33b15eca518,ACT,Persons,Aboriginal and Torres Strait Islander,CRUDE RATE,Aboriginal and Torres Strait Islander
2022-06-30,ACT,PERSONS,NON_INDIGENOUS,AGE_STANDARDISED,NOT_APPLICABLE,age-standardised-imprisonment-rate,persons-per-100000-adult-population,78.8,observed,78.8,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_17,R32C9,sha256:94b87cd9c338605695c36be791dce5813139f18747d0b02410a8e345b9fd1497,prisoners-in-australia,sha256:6f07ce1d0b7e8072323c3106545d5d72a55f5aa984ede822ea78695c30d6caa6,tidy.table-family-acceptance/v1,sha256:6d10429a7e89dca1a68cc04aecfa3bb270e0bc1c7449909b96a73253a22be3b9,sha256:0c2e66429949bde6ba40000ff283d7bba6442015d0c888ff8c34ce58a5cf3ee5,sha256:8b4ac46162381c8abb1e76322dfe112d808ed3c870710648a8b43d883fff9e2e,human-authored/deterministic-geometry-v1,replay:sha256:6c6eec53a7d5f6251e2c8b2b9aaf5689f59019fb2c2f48170ed0b33b15eca518,ACT,Persons,Non-Indigenous,AGE STANDARDISED RATE,Non-Indigenous
2022-06-30,ACT,PERSONS,NON_INDIGENOUS,CRUDE,NOT_APPLICABLE,crude-imprisonment-rate,persons-per-100000-adult-population,79.6,observed,79.6,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_17,R19C9,sha256:94b87cd9c338605695c36be791dce5813139f18747d0b02410a8e345b9fd1497,prisoners-in-australia,sha256:6f07ce1d0b7e8072323c3106545d5d72a55f5aa984ede822ea78695c30d6caa6,tidy.table-family-acceptance/v1,sha256:6d10429a7e89dca1a68cc04aecfa3bb270e0bc1c7449909b96a73253a22be3b9,sha256:0c2e66429949bde6ba40000ff283d7bba6442015d0c888ff8c34ce58a5cf3ee5,sha256:8b4ac46162381c8abb1e76322dfe112d808ed3c870710648a8b43d883fff9e2e,human-authored/deterministic-geometry-v1,replay:sha256:6c6eec53a7d5f6251e2c8b2b9aaf5689f59019fb2c2f48170ed0b33b15eca518,ACT,Persons,Non-Indigenous,CRUDE RATE,Non-Indigenous
2022-06-30,ACT,PERSONS,TOTAL,CRUDE,NOT_APPLICABLE,crude-imprisonment-rate,persons-per-100000-adult-population,106.5,observed,106.5,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_17,R20C9,sha256:94b87cd9c338605695c36be791dce5813139f18747d0b02410a8e345b9fd1497,prisoners-in-australia,sha256:6f07ce1d0b7e8072323c3106545d5d72a55f5aa984ede822ea78695c30d6caa6,tidy.table-family-acceptance/v1,sha256:6d10429a7e89dca1a68cc04aecfa3bb270e0bc1c7449909b96a73253a22be3b9,sha256:0c2e66429949bde6ba40000ff283d7bba6442015d0c888ff8c34ce58a5cf3ee5,sha256:8b4ac46162381c8abb1e76322dfe112d808ed3c870710648a8b43d883fff9e2e,human-authored/deterministic-geometry-v1,replay:sha256:6c6eec53a7d5f6251e2c8b2b9aaf5689f59019fb2c2f48170ed0b33b15eca518,ACT,Persons,Total,CRUDE RATE,Total
2022-06-30,ACT,PERSONS,TOTAL,RATE_RATIO,AGE_STANDARDISED,indigenous-to-non-indigenous-rate-ratio,ratio,19.6,observed,19.6,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_17,R44C9,sha256:94b87cd9c338605695c36be791dce5813139f18747d0b02410a8e345b9fd1497,prisoners-in-australia,sha256:6f07ce1d0b7e8072323c3106545d5d72a55f5aa984ede822ea78695c30d6caa6,tidy.table-family-acceptance/v1,sha256:6d10429a7e89dca1a68cc04aecfa3bb270e0bc1c7449909b96a73253a22be3b9,sha256:0c2e66429949bde6ba40000ff283d7bba6442015d0c888ff8c34ce58a5cf3ee5,sha256:8b4ac46162381c8abb1e76322dfe112d808ed3c870710648a8b43d883fff9e2e,human-authored/deterministic-geometry-v1,replay:sha256:6c6eec53a7d5f6251e2c8b2b9aaf5689f59019fb2c2f48170ed0b33b15eca518,ACT,Persons,Age-standardised,RATIO OF ABORIGINAL AND TORRES STRAIT ISLANDER RATES TO NON-INDIGENOUS RATES,Age-standardised
2022-06-30,ACT,PERSONS,TOTAL,RATE_RATIO,CRUDE,indigenous-to-non-indigenous-rate-ratio,ratio,20.7,observed,20.7,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_17,R43C9,sha256:94b87cd9c338605695c36be791dce5813139f18747d0b02410a8e345b9fd1497,prisoners-in-australia,sha256:6f07ce1d0b7e8072323c3106545d5d72a55f5aa984ede822ea78695c30d6caa6,tidy.table-family-acceptance/v1,sha256:6d10429a7e89dca1a68cc04aecfa3bb270e0bc1c7449909b96a73253a22be3b9,sha256:0c2e66429949bde6ba40000ff283d7bba6442015d0c888ff8c34ce58a5cf3ee5,sha256:8b4ac46162381c8abb1e76322dfe112d808ed3c870710648a8b43d883fff9e2e,human-authored/deterministic-geometry-v1,replay:sha256:6c6eec53a7d5f6251e2c8b2b9aaf5689f59019fb2c2f48170ed0b33b15eca518,ACT,Persons,Crude,RATIO OF ABORIGINAL AND TORRES STRAIT ISLANDER RATES TO NON-INDIGENOUS RATES,Crude
2022-06-30,AUS,FEMALE,INDIGENOUS,AGE_STANDARDISED,NOT_APPLICABLE,age-standardised-imprisonment-rate,persons-per-100000-adult-population,386.1,observed,386.1,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_17,R27C10,sha256:94b87cd9c338605695c36be791dce5813139f18747d0b02410a8e345b9fd1497,prisoners-in-australia,sha256:6f07ce1d0b7e8072323c3106545d5d72a55f5aa984ede822ea78695c30d6caa6,tidy.table-family-acceptance/v1,sha256:6d10429a7e89dca1a68cc04aecfa3bb270e0bc1c7449909b96a73253a22be3b9,sha256:0c2e66429949bde6ba40000ff283d7bba6442015d0c888ff8c34ce58a5cf3ee5,sha256:8b4ac46162381c8abb1e76322dfe112d808ed3c870710648a8b43d883fff9e2e,human-authored/deterministic-geometry-v1,replay:sha256:6c6eec53a7d5f6251e2c8b2b9aaf5689f59019fb2c2f48170ed0b33b15eca518,Aust.,Females,Aboriginal and Torres Strait Islander,AGE STANDARDISED RATE,Aboriginal and Torres Strait Islander
2022-06-30,AUS,FEMALE,INDIGENOUS,CRUDE,NOT_APPLICABLE,crude-imprisonment-rate,persons-per-100000-adult-population,411.6,observed,411.6,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_17,R13C10,sha256:94b87cd9c338605695c36be791dce5813139f18747d0b02410a8e345b9fd1497,prisoners-in-australia,sha256:6f07ce1d0b7e8072323c3106545d5d72a55f5aa984ede822ea78695c30d6caa6,tidy.table-family-acceptance/v1,sha256:6d10429a7e89dca1a68cc04aecfa3bb270e0bc1c7449909b96a73253a22be3b9,sha256:0c2e66429949bde6ba40000ff283d7bba6442015d0c888ff8c34ce58a5cf3ee5,sha256:8b4ac46162381c8abb1e76322dfe112d808ed3c870710648a8b43d883fff9e2e,human-authored/deterministic-geometry-v1,replay:sha256:6c6eec53a7d5f6251e2c8b2b9aaf5689f59019fb2c2f48170ed0b33b15eca518,Aust.,Females,Aboriginal and Torres Strait Islander,CRUDE RATE,Aboriginal and Torres Strait Islander
2022-06-30,AUS,FEMALE,NON_INDIGENOUS,AGE_STANDARDISED,NOT_APPLICABLE,age-standardised-imprisonment-rate,persons-per-100000-adult-population,20,observed,20,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_17,R28C10,sha256:94b87cd9c338605695c36be791dce5813139f18747d0b02410a8e345b9fd1497,prisoners-in-australia,sha256:6f07ce1d0b7e8072323c3106545d5d72a55f5aa984ede822ea78695c30d6caa6,tidy.table-family-acceptance/v1,sha256:6d10429a7e89dca1a68cc04aecfa3bb270e0bc1c7449909b96a73253a22be3b9,sha256:0c2e66429949bde6ba40000ff283d7bba6442015d0c888ff8c34ce58a5cf3ee5,sha256:8b4ac46162381c8abb1e76322dfe112d808ed3c870710648a8b43d883fff9e2e,human-authored/deterministic-geometry-v1,replay:sha256:6c6eec53a7d5f6251e2c8b2b9aaf5689f59019fb2c2f48170ed0b33b15eca518,Aust.,Females,Non-Indigenous,AGE STANDARDISED RATE,Non-Indigenous
2022-06-30,AUS,FEMALE,NON_INDIGENOUS,CRUDE,NOT_APPLICABLE,crude-imprisonment-rate,persons-per-100000-adult-population,18.1,observed,18.1,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_17,R14C10,sha256:94b87cd9c338605695c36be791dce5813139f18747d0b02410a8e345b9fd1497,prisoners-in-australia,sha256:6f07ce1d0b7e8072323c3106545d5d72a55f5aa984ede822ea78695c30d6caa6,tidy.table-family-acceptance/v1,sha256:6d10429a7e89dca1a68cc04aecfa3bb270e0bc1c7449909b96a73253a22be3b9,sha256:0c2e66429949bde6ba40000ff283d7bba6442015d0c888ff8c34ce58a5cf3ee5,sha256:8b4ac46162381c8abb1e76322dfe112d808ed3c870710648a8b43d883fff9e2e,human-authored/deterministic-geometry-v1,replay:sha256:6c6eec53a7d5f6251e2c8b2b9aaf5689f59019fb2c2f48170ed0b33b15eca518,Aust.,Females,Non-Indigenous,CRUDE RATE,Non-Indigenous
2022-06-30,AUS,FEMALE,TOTAL,CRUDE,NOT_APPLICABLE,crude-imprisonment-rate,persons-per-100000-adult-population,29,observed,29,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_17,R15C10,sha256:94b87cd9c338605695c36be791dce5813139f18747d0b02410a8e345b9fd1497,prisoners-in-australia,sha256:6f07ce1d0b7e8072323c3106545d5d72a55f5aa984ede822ea78695c30d6caa6,tidy.table-family-acceptance/v1,sha256:6d10429a7e89dca1a68cc04aecfa3bb270e0bc1c7449909b96a73253a22be3b9,sha256:0c2e66429949bde6ba40000ff283d7bba6442015d0c888ff8c34ce58a5cf3ee5,sha256:8b4ac46162381c8abb1e76322dfe112d808ed3c870710648a8b43d883fff9e2e,human-authored/deterministic-geometry-v1,replay:sha256:6c6eec53a7d5f6251e2c8b2b9aaf5689f59019fb2c2f48170ed0b33b15eca518,Aust.,Females,Total,CRUDE RATE,Total
2022-06-30,AUS,FEMALE,TOTAL,RATE_RATIO,AGE_STANDARDISED,indigenous-to-non-indigenous-rate-ratio,ratio,19.3,observed,19.3,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_17,R40C10,sha256:94b87cd9c338605695c36be791dce5813139f18747d0b02410a8e345b9fd1497,prisoners-in-australia,sha256:6f07ce1d0b7e8072323c3106545d5d72a55f5aa984ede822ea78695c30d6caa6,tidy.table-family-acceptance/v1,sha256:6d10429a7e89dca1a68cc04aecfa3bb270e0bc1c7449909b96a73253a22be3b9,sha256:0c2e66429949bde6ba40000ff283d7bba6442015d0c888ff8c34ce58a5cf3ee5,sha256:8b4ac46162381c8abb1e76322dfe112d808ed3c870710648a8b43d883fff9e2e,human-authored/deterministic-geometry-v1,replay:sha256:6c6eec53a7d5f6251e2c8b2b9aaf5689f59019fb2c2f48170ed0b33b15eca518,Aust.,Females,Age-standardised,RATIO OF ABORIGINAL AND TORRES STRAIT ISLANDER RATES TO NON-INDIGENOUS RATES,Age-standardised
2022-06-30,AUS,FEMALE,TOTAL,RATE_RATIO,CRUDE,indigenous-to-non-indigenous-rate-ratio,ratio,22.7,observed,22.7,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_17,R39C10,sha256:94b87cd9c338605695c36be791dce5813139f18747d0b02410a8e345b9fd1497,prisoners-in-australia,sha256:6f07ce1d0b7e8072323c3106545d5d72a55f5aa984ede822ea78695c30d6caa6,tidy.table-family-acceptance/v1,sha256:6d10429a7e89dca1a68cc04aecfa3bb270e0bc1c7449909b96a73253a22be3b9,sha256:0c2e66429949bde6ba40000ff283d7bba6442015d0c888ff8c34ce58a5cf3ee5,sha256:8b4ac46162381c8abb1e76322dfe112d808ed3c870710648a8b43d883fff9e2e,human-authored/deterministic-geometry-v1,replay:sha256:6c6eec53a7d5f6251e2c8b2b9aaf5689f59019fb2c2f48170ed0b33b15eca518,Aust.,Females,Crude,RATIO OF ABORIGINAL AND TORRES STRAIT ISLANDER RATES TO NON-INDIGENOUS RATES,Crude
2022-06-30,AUS,MALE,INDIGENOUS,AGE_STANDARDISED,NOT_APPLICABLE,age-standardised-imprisonment-rate,persons-per-100000-adult-population,3942.6,observed,3942.6,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_17,R23C10,sha256:94b87cd9c338605695c36be791dce5813139f18747d0b02410a8e345b9fd1497,prisoners-in-australia,sha256:6f07ce1d0b7e8072323c3106545d5d72a55f5aa984ede822ea78695c30d6caa6,tidy.table-family-acceptance/v1,sha256:6d10429a7e89dca1a68cc04aecfa3bb270e0bc1c7449909b96a73253a22be3b9,sha256:0c2e66429949bde6ba40000ff283d7bba6442015d0c888ff8c34ce58a5cf3ee5,sha256:8b4ac46162381c8abb1e76322dfe112d808ed3c870710648a8b43d883fff9e2e,human-authored/deterministic-geometry-v1,replay:sha256:6c6eec53a7d5f6251e2c8b2b9aaf5689f59019fb2c2f48170ed0b33b15eca518,Aust.,Males,Aboriginal and Torres Strait Islander,AGE STANDARDISED RATE,Aboriginal and Torres Strait Islander
2022-06-30,AUS,MALE,INDIGENOUS,CRUDE,NOT_APPLICABLE,crude-imprisonment-rate,persons-per-100000-adult-population,4302.6,observed,4302.6,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_17,R8C10,sha256:94b87cd9c338605695c36be791dce5813139f18747d0b02410a8e345b9fd1497,prisoners-in-australia,sha256:6f07ce1d0b7e8072323c3106545d5d72a55f5aa984ede822ea78695c30d6caa6,tidy.table-family-acceptance/v1,sha256:6d10429a7e89dca1a68cc04aecfa3bb270e0bc1c7449909b96a73253a22be3b9,sha256:0c2e66429949bde6ba40000ff283d7bba6442015d0c888ff8c34ce58a5cf3ee5,sha256:8b4ac46162381c8abb1e76322dfe112d808ed3c870710648a8b43d883fff9e2e,human-authored/deterministic-geometry-v1,replay:sha256:6c6eec53a7d5f6251e2c8b2b9aaf5689f59019fb2c2f48170ed0b33b15eca518,Aust.,Males,Aboriginal and Torres Strait Islander,CRUDE RATE,Aboriginal and Torres Strait Islander
2022-06-30,AUS,MALE,NON_INDIGENOUS,AGE_STANDARDISED,NOT_APPLICABLE,age-standardised-imprisonment-rate,persons-per-100000-adult-population,283.3,observed,283.3,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_17,R24C10,sha256:94b87cd9c338605695c36be791dce5813139f18747d0b02410a8e345b9fd1497,prisoners-in-australia,sha256:6f07ce1d0b7e8072323c3106545d5d72a55f5aa984ede822ea78695c30d6caa6,tidy.table-family-acceptance/v1,sha256:6d10429a7e89dca1a68cc04aecfa3bb270e0bc1c7449909b96a73253a22be3b9,sha256:0c2e66429949bde6ba40000ff283d7bba6442015d0c888ff8c34ce58a5cf3ee5,sha256:8b4ac46162381c8abb1e76322dfe112d808ed3c870710648a8b43d883fff9e2e,human-authored/deterministic-geometry-v1,replay:sha256:6c6eec53a7d5f6251e2c8b2b9aaf5689f59019fb2c2f48170ed0b33b15eca518,Aust.,Males,Non-Indigenous,AGE STANDARDISED RATE,Non-Indigenous
2022-06-30,AUS,MALE,NON_INDIGENOUS,CRUDE,NOT_APPLICABLE,crude-imprisonment-rate,persons-per-100000-adult-population,265.6,observed,265.6,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_17,R9C10,sha256:94b87cd9c338605695c36be791dce5813139f18747d0b02410a8e345b9fd1497,prisoners-in-australia,sha256:6f07ce1d0b7e8072323c3106545d5d72a55f5aa984ede822ea78695c30d6caa6,tidy.table-family-acceptance/v1,sha256:6d10429a7e89dca1a68cc04aecfa3bb270e0bc1c7449909b96a73253a22be3b9,sha256:0c2e66429949bde6ba40000ff283d7bba6442015d0c888ff8c34ce58a5cf3ee5,sha256:8b4ac46162381c8abb1e76322dfe112d808ed3c870710648a8b43d883fff9e2e,human-authored/deterministic-geometry-v1,replay:sha256:6c6eec53a7d5f6251e2c8b2b9aaf5689f59019fb2c2f48170ed0b33b15eca518,Aust.,Males,Non-Indigenous,CRUDE RATE,Non-Indigenous
2022-06-30,AUS,MALE,TOTAL,CRUDE,NOT_APPLICABLE,crude-imprisonment-rate,persons-per-100000-adult-population,378.9,observed,378.9,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_17,R10C10,sha256:94b87cd9c338605695c36be791dce5813139f18747d0b02410a8e345b9fd1497,prisoners-in-australia,sha256:6f07ce1d0b7e8072323c3106545d5d72a55f5aa984ede822ea78695c30d6caa6,tidy.table-family-acceptance/v1,sha256:6d10429a7e89dca1a68cc04aecfa3bb270e0bc1c7449909b96a73253a22be3b9,sha256:0c2e66429949bde6ba40000ff283d7bba6442015d0c888ff8c34ce58a5cf3ee5,sha256:8b4ac46162381c8abb1e76322dfe112d808ed3c870710648a8b43d883fff9e2e,human-authored/deterministic-geometry-v1,replay:sha256:6c6eec53a7d5f6251e2c8b2b9aaf5689f59019fb2c2f48170ed0b33b15eca518,Aust.,Males,Total,CRUDE RATE,Total
2022-06-30,AUS,MALE,TOTAL,RATE_RATIO,AGE_STANDARDISED,indigenous-to-non-indigenous-rate-ratio,ratio,13.9,observed,13.9,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_17,R36C10,sha256:94b87cd9c338605695c36be791dce5813139f18747d0b02410a8e345b9fd1497,prisoners-in-australia,sha256:6f07ce1d0b7e8072323c3106545d5d72a55f5aa984ede822ea78695c30d6caa6,tidy.table-family-acceptance/v1,sha256:6d10429a7e89dca1a68cc04aecfa3bb270e0bc1c7449909b96a73253a22be3b9,sha256:0c2e66429949bde6ba40000ff283d7bba6442015d0c888ff8c34ce58a5cf3ee5,sha256:8b4ac46162381c8abb1e76322dfe112d808ed3c870710648a8b43d883fff9e2e,human-authored/deterministic-geometry-v1,replay:sha256:6c6eec53a7d5f6251e2c8b2b9aaf5689f59019fb2c2f48170ed0b33b15eca518,Aust.,Males,Age-standardised,RATIO OF ABORIGINAL AND TORRES STRAIT ISLANDER RATES TO NON-INDIGENOUS RATES,Age-standardised
2022-06-30,AUS,MALE,TOTAL,RATE_RATIO,CRUDE,indigenous-to-non-indigenous-rate-ratio,ratio,16.2,observed,16.2,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_17,R35C10,sha256:94b87cd9c338605695c36be791dce5813139f18747d0b02410a8e345b9fd1497,prisoners-in-australia,sha256:6f07ce1d0b7e8072323c3106545d5d72a55f5aa984ede822ea78695c30d6caa6,tidy.table-family-acceptance/v1,sha256:6d10429a7e89dca1a68cc04aecfa3bb270e0bc1c7449909b96a73253a22be3b9,sha256:0c2e66429949bde6ba40000ff283d7bba6442015d0c888ff8c34ce58a5cf3ee5,sha256:8b4ac46162381c8abb1e76322dfe112d808ed3c870710648a8b43d883fff9e2e,human-authored/deterministic-geometry-v1,replay:sha256:6c6eec53a7d5f6251e2c8b2b9aaf5689f59019fb2c2f48170ed0b33b15eca518,Aust.,Males,Crude,RATIO OF ABORIGINAL AND TORRES STRAIT ISLANDER RATES TO NON-INDIGENOUS RATES,Crude
2022-06-30,AUS,PERSONS,INDIGENOUS,AGE_STANDARDISED,NOT_APPLICABLE,age-standardised-imprisonment-rate,persons-per-100000-adult-population,2151.1,observed,2151.1,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_17,R31C10,sha256:94b87cd9c338605695c36be791dce5813139f18747d0b02410a8e345b9fd1497,prisoners-in-australia,sha256:6f07ce1d0b7e8072323c3106545d5d72a55f5aa984ede822ea78695c30d6caa6,tidy.table-family-acceptance/v1,sha256:6d10429a7e89dca1a68cc04aecfa3bb270e0bc1c7449909b96a73253a22be3b9,sha256:0c2e66429949bde6ba40000ff283d7bba6442015d0c888ff8c34ce58a5cf3ee5,sha256:8b4ac46162381c8abb1e76322dfe112d808ed3c870710648a8b43d883fff9e2e,human-authored/deterministic-geometry-v1,replay:sha256:6c6eec53a7d5f6251e2c8b2b9aaf5689f59019fb2c2f48170ed0b33b15eca518,Aust.,Persons,Aboriginal and Torres Strait Islander,AGE STANDARDISED RATE,Aboriginal and Torres Strait Islander
2022-06-30,AUS,PERSONS,INDIGENOUS,CRUDE,NOT_APPLICABLE,crude-imprisonment-rate,persons-per-100000-adult-population,2329.6,observed,2329.6,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_17,R18C10,sha256:94b87cd9c338605695c36be791dce5813139f18747d0b02410a8e345b9fd1497,prisoners-in-australia,sha256:6f07ce1d0b7e8072323c3106545d5d72a55f5aa984ede822ea78695c30d6caa6,tidy.table-family-acceptance/v1,sha256:6d10429a7e89dca1a68cc04aecfa3bb270e0bc1c7449909b96a73253a22be3b9,sha256:0c2e66429949bde6ba40000ff283d7bba6442015d0c888ff8c34ce58a5cf3ee5,sha256:8b4ac46162381c8abb1e76322dfe112d808ed3c870710648a8b43d883fff9e2e,human-authored/deterministic-geometry-v1,replay:sha256:6c6eec53a7d5f6251e2c8b2b9aaf5689f59019fb2c2f48170ed0b33b15eca518,Aust.,Persons,Aboriginal and Torres Strait Islander,CRUDE RATE,Aboriginal and Torres Strait Islander
