reference_date,observation_period_id,jurisdiction_id,indigenous_status_id,sex_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_observation_period,raw_jurisdiction,raw_indigenous_status,raw_sex
2021-06-30,2006_6f6a4e56,ACT_ee71241e,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,FEMALES_29864773,published-value,published-unit,3,observed,sha256:fed7b3fdf9480058893f0219939a32c50b1bed552987506f2efaa4aaa564fb38,Table_40,R26C9,sha256:dac5028559c41954d34347b50705a9b5aa4279569b98168948150914513875ee,prisoners-in-australia,sha256:d4c7aee5312ab2ae57179a172a0b221521355117bc8db1c9828758e0e7607657,tidy.table-family-acceptance/v2,sha256:dd0f4e0d00b269b4b4d7295d1faeb93a95db2bc4102a57e45fe3c4decdca5edd,sha256:dbc48fb707fafc9b32edd7d7e8bd6290d9cccf0b8d311fe1d623101ad2e60b0e,sha256:8d56b6f382ae88c730e323d3730cc18e232b00c31bbb1b7ef4f64917e4951747,human-authored/deterministic-geometry-v1,replay:sha256:31bd37ca47f5728fb3fd81b198df7b594b32b3215440ce1f264770019e231cfc,2006,ACT,ABORIGINAL AND TORRES STRAIT ISLANDER,Females
2021-06-30,2006_6f6a4e56,ACT_ee71241e,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,MALES_66d5f994,published-value,published-unit,22,observed,sha256:fed7b3fdf9480058893f0219939a32c50b1bed552987506f2efaa4aaa564fb38,Table_40,R8C9,sha256:dac5028559c41954d34347b50705a9b5aa4279569b98168948150914513875ee,prisoners-in-australia,sha256:d4c7aee5312ab2ae57179a172a0b221521355117bc8db1c9828758e0e7607657,tidy.table-family-acceptance/v2,sha256:dd0f4e0d00b269b4b4d7295d1faeb93a95db2bc4102a57e45fe3c4decdca5edd,sha256:dbc48fb707fafc9b32edd7d7e8bd6290d9cccf0b8d311fe1d623101ad2e60b0e,sha256:8d56b6f382ae88c730e323d3730cc18e232b00c31bbb1b7ef4f64917e4951747,human-authored/deterministic-geometry-v1,replay:sha256:31bd37ca47f5728fb3fd81b198df7b594b32b3215440ce1f264770019e231cfc,2006,ACT,ABORIGINAL AND TORRES STRAIT ISLANDER,Males
2021-06-30,2006_6f6a4e56,ACT_ee71241e,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,PERSONS_4d6dccab,published-value,published-unit,29,observed,sha256:fed7b3fdf9480058893f0219939a32c50b1bed552987506f2efaa4aaa564fb38,Table_40,R44C9,sha256:dac5028559c41954d34347b50705a9b5aa4279569b98168948150914513875ee,prisoners-in-australia,sha256:d4c7aee5312ab2ae57179a172a0b221521355117bc8db1c9828758e0e7607657,tidy.table-family-acceptance/v2,sha256:dd0f4e0d00b269b4b4d7295d1faeb93a95db2bc4102a57e45fe3c4decdca5edd,sha256:dbc48fb707fafc9b32edd7d7e8bd6290d9cccf0b8d311fe1d623101ad2e60b0e,sha256:8d56b6f382ae88c730e323d3730cc18e232b00c31bbb1b7ef4f64917e4951747,human-authored/deterministic-geometry-v1,replay:sha256:31bd37ca47f5728fb3fd81b198df7b594b32b3215440ce1f264770019e231cfc,2006,ACT,ABORIGINAL AND TORRES STRAIT ISLANDER,Persons
2021-06-30,2006_6f6a4e56,ACT_ee71241e,NON_INDIGENOUS_2f231fea,FEMALES_29864773,published-value,published-unit,9,observed,sha256:fed7b3fdf9480058893f0219939a32c50b1bed552987506f2efaa4aaa564fb38,Table_40,R80C9,sha256:dac5028559c41954d34347b50705a9b5aa4279569b98168948150914513875ee,prisoners-in-australia,sha256:d4c7aee5312ab2ae57179a172a0b221521355117bc8db1c9828758e0e7607657,tidy.table-family-acceptance/v2,sha256:dd0f4e0d00b269b4b4d7295d1faeb93a95db2bc4102a57e45fe3c4decdca5edd,sha256:dbc48fb707fafc9b32edd7d7e8bd6290d9cccf0b8d311fe1d623101ad2e60b0e,sha256:8d56b6f382ae88c730e323d3730cc18e232b00c31bbb1b7ef4f64917e4951747,human-authored/deterministic-geometry-v1,replay:sha256:31bd37ca47f5728fb3fd81b198df7b594b32b3215440ce1f264770019e231cfc,2006,ACT,NON-INDIGENOUS,Females
2021-06-30,2006_6f6a4e56,ACT_ee71241e,NON_INDIGENOUS_2f231fea,MALES_66d5f994,published-value,published-unit,176,observed,sha256:fed7b3fdf9480058893f0219939a32c50b1bed552987506f2efaa4aaa564fb38,Table_40,R62C9,sha256:dac5028559c41954d34347b50705a9b5aa4279569b98168948150914513875ee,prisoners-in-australia,sha256:d4c7aee5312ab2ae57179a172a0b221521355117bc8db1c9828758e0e7607657,tidy.table-family-acceptance/v2,sha256:dd0f4e0d00b269b4b4d7295d1faeb93a95db2bc4102a57e45fe3c4decdca5edd,sha256:dbc48fb707fafc9b32edd7d7e8bd6290d9cccf0b8d311fe1d623101ad2e60b0e,sha256:8d56b6f382ae88c730e323d3730cc18e232b00c31bbb1b7ef4f64917e4951747,human-authored/deterministic-geometry-v1,replay:sha256:31bd37ca47f5728fb3fd81b198df7b594b32b3215440ce1f264770019e231cfc,2006,ACT,NON-INDIGENOUS,Males
2021-06-30,2006_6f6a4e56,ACT_ee71241e,NON_INDIGENOUS_2f231fea,PERSONS_4d6dccab,published-value,published-unit,186,observed,sha256:fed7b3fdf9480058893f0219939a32c50b1bed552987506f2efaa4aaa564fb38,Table_40,R98C9,sha256:dac5028559c41954d34347b50705a9b5aa4279569b98168948150914513875ee,prisoners-in-australia,sha256:d4c7aee5312ab2ae57179a172a0b221521355117bc8db1c9828758e0e7607657,tidy.table-family-acceptance/v2,sha256:dd0f4e0d00b269b4b4d7295d1faeb93a95db2bc4102a57e45fe3c4decdca5edd,sha256:dbc48fb707fafc9b32edd7d7e8bd6290d9cccf0b8d311fe1d623101ad2e60b0e,sha256:8d56b6f382ae88c730e323d3730cc18e232b00c31bbb1b7ef4f64917e4951747,human-authored/deterministic-geometry-v1,replay:sha256:31bd37ca47f5728fb3fd81b198df7b594b32b3215440ce1f264770019e231cfc,2006,ACT,NON-INDIGENOUS,Persons
2021-06-30,2006_6f6a4e56,ACT_ee71241e,TOTAL_ab2882c8,FEMALES_29864773,published-value,published-unit,17,observed,sha256:fed7b3fdf9480058893f0219939a32c50b1bed552987506f2efaa4aaa564fb38,Table_40,R134C9,sha256:dac5028559c41954d34347b50705a9b5aa4279569b98168948150914513875ee,prisoners-in-australia,sha256:d4c7aee5312ab2ae57179a172a0b221521355117bc8db1c9828758e0e7607657,tidy.table-family-acceptance/v2,sha256:dd0f4e0d00b269b4b4d7295d1faeb93a95db2bc4102a57e45fe3c4decdca5edd,sha256:dbc48fb707fafc9b32edd7d7e8bd6290d9cccf0b8d311fe1d623101ad2e60b0e,sha256:8d56b6f382ae88c730e323d3730cc18e232b00c31bbb1b7ef4f64917e4951747,human-authored/deterministic-geometry-v1,replay:sha256:31bd37ca47f5728fb3fd81b198df7b594b32b3215440ce1f264770019e231cfc,2006,ACT,TOTAL,Females
2021-06-30,2006_6f6a4e56,ACT_ee71241e,TOTAL_ab2882c8,MALES_66d5f994,published-value,published-unit,206,observed,sha256:fed7b3fdf9480058893f0219939a32c50b1bed552987506f2efaa4aaa564fb38,Table_40,R116C9,sha256:dac5028559c41954d34347b50705a9b5aa4279569b98168948150914513875ee,prisoners-in-australia,sha256:d4c7aee5312ab2ae57179a172a0b221521355117bc8db1c9828758e0e7607657,tidy.table-family-acceptance/v2,sha256:dd0f4e0d00b269b4b4d7295d1faeb93a95db2bc4102a57e45fe3c4decdca5edd,sha256:dbc48fb707fafc9b32edd7d7e8bd6290d9cccf0b8d311fe1d623101ad2e60b0e,sha256:8d56b6f382ae88c730e323d3730cc18e232b00c31bbb1b7ef4f64917e4951747,human-authored/deterministic-geometry-v1,replay:sha256:31bd37ca47f5728fb3fd81b198df7b594b32b3215440ce1f264770019e231cfc,2006,ACT,TOTAL,Males
2021-06-30,2006_6f6a4e56,ACT_ee71241e,TOTAL_ab2882c8,PERSONS_4d6dccab,published-value,published-unit,218,observed,sha256:fed7b3fdf9480058893f0219939a32c50b1bed552987506f2efaa4aaa564fb38,Table_40,R152C9,sha256:dac5028559c41954d34347b50705a9b5aa4279569b98168948150914513875ee,prisoners-in-australia,sha256:d4c7aee5312ab2ae57179a172a0b221521355117bc8db1c9828758e0e7607657,tidy.table-family-acceptance/v2,sha256:dd0f4e0d00b269b4b4d7295d1faeb93a95db2bc4102a57e45fe3c4decdca5edd,sha256:dbc48fb707fafc9b32edd7d7e8bd6290d9cccf0b8d311fe1d623101ad2e60b0e,sha256:8d56b6f382ae88c730e323d3730cc18e232b00c31bbb1b7ef4f64917e4951747,human-authored/deterministic-geometry-v1,replay:sha256:31bd37ca47f5728fb3fd81b198df7b594b32b3215440ce1f264770019e231cfc,2006,ACT,TOTAL,Persons
2021-06-30,2006_6f6a4e56,AUST_895ceebd,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,FEMALES_29864773,published-value,published-unit,539,observed,sha256:fed7b3fdf9480058893f0219939a32c50b1bed552987506f2efaa4aaa564fb38,Table_40,R26C10,sha256:dac5028559c41954d34347b50705a9b5aa4279569b98168948150914513875ee,prisoners-in-australia,sha256:d4c7aee5312ab2ae57179a172a0b221521355117bc8db1c9828758e0e7607657,tidy.table-family-acceptance/v2,sha256:dd0f4e0d00b269b4b4d7295d1faeb93a95db2bc4102a57e45fe3c4decdca5edd,sha256:dbc48fb707fafc9b32edd7d7e8bd6290d9cccf0b8d311fe1d623101ad2e60b0e,sha256:8d56b6f382ae88c730e323d3730cc18e232b00c31bbb1b7ef4f64917e4951747,human-authored/deterministic-geometry-v1,replay:sha256:31bd37ca47f5728fb3fd81b198df7b594b32b3215440ce1f264770019e231cfc,2006,Aust.,ABORIGINAL AND TORRES STRAIT ISLANDER,Females
