publication_vintage_date,reference_date,characteristic_category_id,statistic_basis_id,method_of_finalisation_id,observation_period_id,characteristic_group_id,jurisdiction_id,classification_context_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_characteristic_category,raw_statistic_basis,raw_method_of_finalisation,raw_observation_period,raw_characteristic_group,raw_jurisdiction,raw_classification_context
2024-06-30,2024-06-30,CHAR_50_54_YEARS,COUNT,METHOD_TOTAL_DEFENDANTS_FINALISED,2024-06-30,GROUP_AGE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,7086,observed,7086,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 1,R18C12,sha256:7985af0e24ac2b6b0de8f61661b45e96a07c8d722a84000cf08f117a6bbc6ea6,criminal-courts-australia,sha256:649407f69089ad79738c478d545b7016fb152d479fe9244a3d8a93e37a66f93f,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:7decbc4ed793a02090f8056de0668118e1b90bcd505ef25c1b5f143a0d385fa4,sha256:c7c94515d471d91d14101a1175951673d5d9fc54bfa32ca851a38ae034e6d3f2,human-authored/deterministic-map-v1,replay:sha256:eeed3018b548fb4635105f0028d40e986ccf8b8f2ad6e2214e64f7e091cb6e5c,50–54 years,50–54 years,Total defendants finalised(e),2023–24,Age,"FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24","FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24"
2024-06-30,2024-06-30,CHAR_50_54_YEARS,COUNT,METHOD_TOTAL_NON_ADJUDICATED,2024-06-30,GROUP_AGE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,1332,observed,1332,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 1,R18C11,sha256:7985af0e24ac2b6b0de8f61661b45e96a07c8d722a84000cf08f117a6bbc6ea6,criminal-courts-australia,sha256:649407f69089ad79738c478d545b7016fb152d479fe9244a3d8a93e37a66f93f,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:7decbc4ed793a02090f8056de0668118e1b90bcd505ef25c1b5f143a0d385fa4,sha256:c7c94515d471d91d14101a1175951673d5d9fc54bfa32ca851a38ae034e6d3f2,human-authored/deterministic-map-v1,replay:sha256:eeed3018b548fb4635105f0028d40e986ccf8b8f2ad6e2214e64f7e091cb6e5c,50–54 years,50–54 years,Total non-adjudicated(d),2023–24,Age,"FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24","FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24"
2024-06-30,2024-06-30,CHAR_50_54_YEARS,COUNT,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,2024-06-30,GROUP_AGE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,161,observed,161,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 1,R18C9,sha256:7985af0e24ac2b6b0de8f61661b45e96a07c8d722a84000cf08f117a6bbc6ea6,criminal-courts-australia,sha256:649407f69089ad79738c478d545b7016fb152d479fe9244a3d8a93e37a66f93f,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:7decbc4ed793a02090f8056de0668118e1b90bcd505ef25c1b5f143a0d385fa4,sha256:c7c94515d471d91d14101a1175951673d5d9fc54bfa32ca851a38ae034e6d3f2,human-authored/deterministic-map-v1,replay:sha256:eeed3018b548fb4635105f0028d40e986ccf8b8f2ad6e2214e64f7e091cb6e5c,50–54 years,50–54 years,Transfer to other court levels,2023–24,Age,"FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24","FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24"
2024-06-30,2024-06-30,CHAR_50_54_YEARS,COUNT,METHOD_WITHDRAWN_BY_PROSECUTION,2024-06-30,GROUP_AGE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,1311,observed,1311,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 1,R18C10,sha256:7985af0e24ac2b6b0de8f61661b45e96a07c8d722a84000cf08f117a6bbc6ea6,criminal-courts-australia,sha256:649407f69089ad79738c478d545b7016fb152d479fe9244a3d8a93e37a66f93f,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:7decbc4ed793a02090f8056de0668118e1b90bcd505ef25c1b5f143a0d385fa4,sha256:c7c94515d471d91d14101a1175951673d5d9fc54bfa32ca851a38ae034e6d3f2,human-authored/deterministic-map-v1,replay:sha256:eeed3018b548fb4635105f0028d40e986ccf8b8f2ad6e2214e64f7e091cb6e5c,50–54 years,50–54 years,Withdrawn by prosecution,2023–24,Age,"FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24","FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24"
2024-06-30,2024-06-30,CHAR_55_YEARS_AND_OVER,COUNT,METHOD_ACQUITTED,2024-06-30,GROUP_AGE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,499,observed,499,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 1,R19C2,sha256:7985af0e24ac2b6b0de8f61661b45e96a07c8d722a84000cf08f117a6bbc6ea6,criminal-courts-australia,sha256:649407f69089ad79738c478d545b7016fb152d479fe9244a3d8a93e37a66f93f,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:7decbc4ed793a02090f8056de0668118e1b90bcd505ef25c1b5f143a0d385fa4,sha256:c7c94515d471d91d14101a1175951673d5d9fc54bfa32ca851a38ae034e6d3f2,human-authored/deterministic-map-v1,replay:sha256:eeed3018b548fb4635105f0028d40e986ccf8b8f2ad6e2214e64f7e091cb6e5c,55 years and over,55 years and over,Acquitted,2023–24,Age,"FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24","FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24"
2024-06-30,2024-06-30,CHAR_55_YEARS_AND_OVER,COUNT,METHOD_AGREEMENT_OF_WRONGDOING,2024-06-30,GROUP_AGE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,0,observed,0,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 1,R19C6,sha256:7985af0e24ac2b6b0de8f61661b45e96a07c8d722a84000cf08f117a6bbc6ea6,criminal-courts-australia,sha256:649407f69089ad79738c478d545b7016fb152d479fe9244a3d8a93e37a66f93f,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:7decbc4ed793a02090f8056de0668118e1b90bcd505ef25c1b5f143a0d385fa4,sha256:c7c94515d471d91d14101a1175951673d5d9fc54bfa32ca851a38ae034e6d3f2,human-authored/deterministic-map-v1,replay:sha256:eeed3018b548fb4635105f0028d40e986ccf8b8f2ad6e2214e64f7e091cb6e5c,55 years and over,55 years and over,   Agreement of wrongdoing(a),2023–24,Age,"FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24","FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24"
2024-06-30,2024-06-30,CHAR_55_YEARS_AND_OVER,COUNT,METHOD_ALL_GUILTY_OUTCOME,2024-06-30,GROUP_AGE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,5085,observed,5085,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 1,R19C7,sha256:7985af0e24ac2b6b0de8f61661b45e96a07c8d722a84000cf08f117a6bbc6ea6,criminal-courts-australia,sha256:649407f69089ad79738c478d545b7016fb152d479fe9244a3d8a93e37a66f93f,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:7decbc4ed793a02090f8056de0668118e1b90bcd505ef25c1b5f143a0d385fa4,sha256:c7c94515d471d91d14101a1175951673d5d9fc54bfa32ca851a38ae034e6d3f2,human-authored/deterministic-map-v1,replay:sha256:eeed3018b548fb4635105f0028d40e986ccf8b8f2ad6e2214e64f7e091cb6e5c,55 years and over,55 years and over,All guilty outcome(b),2023–24,Age,"FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24","FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24"
2024-06-30,2024-06-30,CHAR_55_YEARS_AND_OVER,COUNT,METHOD_GUILTY_EX_PARTE,2024-06-30,GROUP_AGE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,111,observed,111,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 1,R19C5,sha256:7985af0e24ac2b6b0de8f61661b45e96a07c8d722a84000cf08f117a6bbc6ea6,criminal-courts-australia,sha256:649407f69089ad79738c478d545b7016fb152d479fe9244a3d8a93e37a66f93f,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:7decbc4ed793a02090f8056de0668118e1b90bcd505ef25c1b5f143a0d385fa4,sha256:c7c94515d471d91d14101a1175951673d5d9fc54bfa32ca851a38ae034e6d3f2,human-authored/deterministic-map-v1,replay:sha256:eeed3018b548fb4635105f0028d40e986ccf8b8f2ad6e2214e64f7e091cb6e5c,55 years and over,55 years and over,Guilty ex-parte,2023–24,Age,"FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24","FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24"
2024-06-30,2024-06-30,CHAR_55_YEARS_AND_OVER,COUNT,METHOD_GUILTY_FINDING,2024-06-30,GROUP_AGE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,345,observed,345,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 1,R19C4,sha256:7985af0e24ac2b6b0de8f61661b45e96a07c8d722a84000cf08f117a6bbc6ea6,criminal-courts-australia,sha256:649407f69089ad79738c478d545b7016fb152d479fe9244a3d8a93e37a66f93f,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:7decbc4ed793a02090f8056de0668118e1b90bcd505ef25c1b5f143a0d385fa4,sha256:c7c94515d471d91d14101a1175951673d5d9fc54bfa32ca851a38ae034e6d3f2,human-authored/deterministic-map-v1,replay:sha256:eeed3018b548fb4635105f0028d40e986ccf8b8f2ad6e2214e64f7e091cb6e5c,55 years and over,55 years and over,Guilty finding,2023–24,Age,"FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24","FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24"
2024-06-30,2024-06-30,CHAR_55_YEARS_AND_OVER,COUNT,METHOD_GUILTY_PLEA,2024-06-30,GROUP_AGE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,4626,observed,4626,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 1,R19C3,sha256:7985af0e24ac2b6b0de8f61661b45e96a07c8d722a84000cf08f117a6bbc6ea6,criminal-courts-australia,sha256:649407f69089ad79738c478d545b7016fb152d479fe9244a3d8a93e37a66f93f,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:7decbc4ed793a02090f8056de0668118e1b90bcd505ef25c1b5f143a0d385fa4,sha256:c7c94515d471d91d14101a1175951673d5d9fc54bfa32ca851a38ae034e6d3f2,human-authored/deterministic-map-v1,replay:sha256:eeed3018b548fb4635105f0028d40e986ccf8b8f2ad6e2214e64f7e091cb6e5c,55 years and over,55 years and over,Guilty plea,2023–24,Age,"FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24","FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24"
2024-06-30,2024-06-30,CHAR_55_YEARS_AND_OVER,COUNT,METHOD_TOTAL_ADJUDICATED,2024-06-30,GROUP_AGE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,5581,observed,5581,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 1,R19C8,sha256:7985af0e24ac2b6b0de8f61661b45e96a07c8d722a84000cf08f117a6bbc6ea6,criminal-courts-australia,sha256:649407f69089ad79738c478d545b7016fb152d479fe9244a3d8a93e37a66f93f,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:7decbc4ed793a02090f8056de0668118e1b90bcd505ef25c1b5f143a0d385fa4,sha256:c7c94515d471d91d14101a1175951673d5d9fc54bfa32ca851a38ae034e6d3f2,human-authored/deterministic-map-v1,replay:sha256:eeed3018b548fb4635105f0028d40e986ccf8b8f2ad6e2214e64f7e091cb6e5c,55 years and over,55 years and over,Total adjudicated(c),2023–24,Age,"FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24","FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24"
2024-06-30,2024-06-30,CHAR_55_YEARS_AND_OVER,COUNT,METHOD_TOTAL_DEFENDANTS_FINALISED,2024-06-30,GROUP_AGE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,7280,observed,7280,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 1,R19C12,sha256:7985af0e24ac2b6b0de8f61661b45e96a07c8d722a84000cf08f117a6bbc6ea6,criminal-courts-australia,sha256:649407f69089ad79738c478d545b7016fb152d479fe9244a3d8a93e37a66f93f,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:7decbc4ed793a02090f8056de0668118e1b90bcd505ef25c1b5f143a0d385fa4,sha256:c7c94515d471d91d14101a1175951673d5d9fc54bfa32ca851a38ae034e6d3f2,human-authored/deterministic-map-v1,replay:sha256:eeed3018b548fb4635105f0028d40e986ccf8b8f2ad6e2214e64f7e091cb6e5c,55 years and over,55 years and over,Total defendants finalised(e),2023–24,Age,"FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24","FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24"
2024-06-30,2024-06-30,CHAR_55_YEARS_AND_OVER,COUNT,METHOD_TOTAL_NON_ADJUDICATED,2024-06-30,GROUP_AGE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,1431,observed,1431,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 1,R19C11,sha256:7985af0e24ac2b6b0de8f61661b45e96a07c8d722a84000cf08f117a6bbc6ea6,criminal-courts-australia,sha256:649407f69089ad79738c478d545b7016fb152d479fe9244a3d8a93e37a66f93f,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:7decbc4ed793a02090f8056de0668118e1b90bcd505ef25c1b5f143a0d385fa4,sha256:c7c94515d471d91d14101a1175951673d5d9fc54bfa32ca851a38ae034e6d3f2,human-authored/deterministic-map-v1,replay:sha256:eeed3018b548fb4635105f0028d40e986ccf8b8f2ad6e2214e64f7e091cb6e5c,55 years and over,55 years and over,Total non-adjudicated(d),2023–24,Age,"FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24","FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24"
2024-06-30,2024-06-30,CHAR_55_YEARS_AND_OVER,COUNT,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,2024-06-30,GROUP_AGE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,262,observed,262,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 1,R19C9,sha256:7985af0e24ac2b6b0de8f61661b45e96a07c8d722a84000cf08f117a6bbc6ea6,criminal-courts-australia,sha256:649407f69089ad79738c478d545b7016fb152d479fe9244a3d8a93e37a66f93f,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:7decbc4ed793a02090f8056de0668118e1b90bcd505ef25c1b5f143a0d385fa4,sha256:c7c94515d471d91d14101a1175951673d5d9fc54bfa32ca851a38ae034e6d3f2,human-authored/deterministic-map-v1,replay:sha256:eeed3018b548fb4635105f0028d40e986ccf8b8f2ad6e2214e64f7e091cb6e5c,55 years and over,55 years and over,Transfer to other court levels,2023–24,Age,"FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24","FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24"
2024-06-30,2024-06-30,CHAR_55_YEARS_AND_OVER,COUNT,METHOD_WITHDRAWN_BY_PROSECUTION,2024-06-30,GROUP_AGE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,1395,observed,1395,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 1,R19C10,sha256:7985af0e24ac2b6b0de8f61661b45e96a07c8d722a84000cf08f117a6bbc6ea6,criminal-courts-australia,sha256:649407f69089ad79738c478d545b7016fb152d479fe9244a3d8a93e37a66f93f,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:7decbc4ed793a02090f8056de0668118e1b90bcd505ef25c1b5f143a0d385fa4,sha256:c7c94515d471d91d14101a1175951673d5d9fc54bfa32ca851a38ae034e6d3f2,human-authored/deterministic-map-v1,replay:sha256:eeed3018b548fb4635105f0028d40e986ccf8b8f2ad6e2214e64f7e091cb6e5c,55 years and over,55 years and over,Withdrawn by prosecution,2023–24,Age,"FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24","FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24"
2024-06-30,2024-06-30,CHAR_FEMALES,COUNT,METHOD_ACQUITTED,2024-06-30,GROUP_SEX,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,1456,observed,1456,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 1,R8C2,sha256:7985af0e24ac2b6b0de8f61661b45e96a07c8d722a84000cf08f117a6bbc6ea6,criminal-courts-australia,sha256:649407f69089ad79738c478d545b7016fb152d479fe9244a3d8a93e37a66f93f,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:7decbc4ed793a02090f8056de0668118e1b90bcd505ef25c1b5f143a0d385fa4,sha256:c7c94515d471d91d14101a1175951673d5d9fc54bfa32ca851a38ae034e6d3f2,human-authored/deterministic-map-v1,replay:sha256:eeed3018b548fb4635105f0028d40e986ccf8b8f2ad6e2214e64f7e091cb6e5c,Females,Females,Acquitted,2023–24,Sex,"FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24","FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24"
2024-06-30,2024-06-30,CHAR_FEMALES,COUNT,METHOD_AGREEMENT_OF_WRONGDOING,2024-06-30,GROUP_SEX,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,70,observed,70,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 1,R8C6,sha256:7985af0e24ac2b6b0de8f61661b45e96a07c8d722a84000cf08f117a6bbc6ea6,criminal-courts-australia,sha256:649407f69089ad79738c478d545b7016fb152d479fe9244a3d8a93e37a66f93f,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:7decbc4ed793a02090f8056de0668118e1b90bcd505ef25c1b5f143a0d385fa4,sha256:c7c94515d471d91d14101a1175951673d5d9fc54bfa32ca851a38ae034e6d3f2,human-authored/deterministic-map-v1,replay:sha256:eeed3018b548fb4635105f0028d40e986ccf8b8f2ad6e2214e64f7e091cb6e5c,Females,Females,   Agreement of wrongdoing(a),2023–24,Sex,"FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24","FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24"
2024-06-30,2024-06-30,CHAR_FEMALES,COUNT,METHOD_ALL_GUILTY_OUTCOME,2024-06-30,GROUP_SEX,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,15122,observed,15122,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 1,R8C7,sha256:7985af0e24ac2b6b0de8f61661b45e96a07c8d722a84000cf08f117a6bbc6ea6,criminal-courts-australia,sha256:649407f69089ad79738c478d545b7016fb152d479fe9244a3d8a93e37a66f93f,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:7decbc4ed793a02090f8056de0668118e1b90bcd505ef25c1b5f143a0d385fa4,sha256:c7c94515d471d91d14101a1175951673d5d9fc54bfa32ca851a38ae034e6d3f2,human-authored/deterministic-map-v1,replay:sha256:eeed3018b548fb4635105f0028d40e986ccf8b8f2ad6e2214e64f7e091cb6e5c,Females,Females,All guilty outcome(b),2023–24,Sex,"FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24","FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24"
2024-06-30,2024-06-30,CHAR_FEMALES,COUNT,METHOD_GUILTY_EX_PARTE,2024-06-30,GROUP_SEX,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,657,observed,657,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 1,R8C5,sha256:7985af0e24ac2b6b0de8f61661b45e96a07c8d722a84000cf08f117a6bbc6ea6,criminal-courts-australia,sha256:649407f69089ad79738c478d545b7016fb152d479fe9244a3d8a93e37a66f93f,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:7decbc4ed793a02090f8056de0668118e1b90bcd505ef25c1b5f143a0d385fa4,sha256:c7c94515d471d91d14101a1175951673d5d9fc54bfa32ca851a38ae034e6d3f2,human-authored/deterministic-map-v1,replay:sha256:eeed3018b548fb4635105f0028d40e986ccf8b8f2ad6e2214e64f7e091cb6e5c,Females,Females,Guilty ex-parte,2023–24,Sex,"FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24","FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24"
2024-06-30,2024-06-30,CHAR_FEMALES,COUNT,METHOD_GUILTY_FINDING,2024-06-30,GROUP_SEX,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2023_24,defendant-count,person,711,observed,711,sha256:52118023aefddf18a8197ea44c2de441050383c083d1505c99a41e0fd2a146fc,FDV Table 1,R8C4,sha256:7985af0e24ac2b6b0de8f61661b45e96a07c8d722a84000cf08f117a6bbc6ea6,criminal-courts-australia,sha256:649407f69089ad79738c478d545b7016fb152d479fe9244a3d8a93e37a66f93f,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:7decbc4ed793a02090f8056de0668118e1b90bcd505ef25c1b5f143a0d385fa4,sha256:c7c94515d471d91d14101a1175951673d5d9fc54bfa32ca851a38ae034e6d3f2,human-authored/deterministic-map-v1,replay:sha256:eeed3018b548fb4635105f0028d40e986ccf8b8f2ad6e2214e64f7e091cb6e5c,Females,Females,Guilty finding,2023–24,Sex,"FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24","FDV Table 1 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2022–23 to 2023–24"
