publication_vintage_date,reference_date,characteristic_category_id,statistic_basis_id,method_of_finalisation_id,observation_period_id,characteristic_group_id,jurisdiction_id,classification_context_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_characteristic_category,raw_statistic_basis,raw_method_of_finalisation,raw_observation_period,raw_characteristic_group,raw_jurisdiction,raw_classification_context
2022-06-30,2022-06-30,CHAR_MEDIAN_YEARS,MEDIAN_AGE,METHOD_GUILTY_FINDING,2022-06-30,GROUP_AGE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2021_22,median-age,year,36.6,observed,36.6,sha256:c715e6c9cd27e52dbf5b7cd5bafd54ea49972649c8f679496e1ccce169c426b4,FDV Table 1,R22C4,sha256:003db04f53626cc0b054d7450678f547ec200e5954ab145e74f53b60b8d3d2b1,criminal-courts-australia,sha256:d3ca240b7cd2e5ed2986441d25da3f5b87926ac61546c1529d73f1308d9e25b5,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:cae03ff209485440510dcc77af15fd48f3c4573e98ebffeb9be61903db5f7dc9,sha256:9894bd0f977b78fcba34bf050d7cdaf453fea8cea8d4cd4cf6144be58523d5b3,human-authored/deterministic-map-v1,replay:sha256:176824cefbd5e31db037c6502fa28bddc776909dcf80b4ed88ca82c9c70faadb,Median (years),Median (years),Guilty finding,2021–22,Age,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22"
2022-06-30,2022-06-30,CHAR_MEDIAN_YEARS,MEDIAN_AGE,METHOD_GUILTY_PLEA,2022-06-30,GROUP_AGE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2021_22,median-age,year,35.3,observed,35.3,sha256:c715e6c9cd27e52dbf5b7cd5bafd54ea49972649c8f679496e1ccce169c426b4,FDV Table 1,R22C3,sha256:003db04f53626cc0b054d7450678f547ec200e5954ab145e74f53b60b8d3d2b1,criminal-courts-australia,sha256:d3ca240b7cd2e5ed2986441d25da3f5b87926ac61546c1529d73f1308d9e25b5,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:cae03ff209485440510dcc77af15fd48f3c4573e98ebffeb9be61903db5f7dc9,sha256:9894bd0f977b78fcba34bf050d7cdaf453fea8cea8d4cd4cf6144be58523d5b3,human-authored/deterministic-map-v1,replay:sha256:176824cefbd5e31db037c6502fa28bddc776909dcf80b4ed88ca82c9c70faadb,Median (years),Median (years),Guilty plea,2021–22,Age,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22"
2022-06-30,2022-06-30,CHAR_MEDIAN_YEARS,MEDIAN_AGE,METHOD_TOTAL_ADJUDICATED,2022-06-30,GROUP_AGE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2021_22,median-age,year,35.3,observed,35.3,sha256:c715e6c9cd27e52dbf5b7cd5bafd54ea49972649c8f679496e1ccce169c426b4,FDV Table 1,R22C7,sha256:003db04f53626cc0b054d7450678f547ec200e5954ab145e74f53b60b8d3d2b1,criminal-courts-australia,sha256:d3ca240b7cd2e5ed2986441d25da3f5b87926ac61546c1529d73f1308d9e25b5,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:cae03ff209485440510dcc77af15fd48f3c4573e98ebffeb9be61903db5f7dc9,sha256:9894bd0f977b78fcba34bf050d7cdaf453fea8cea8d4cd4cf6144be58523d5b3,human-authored/deterministic-map-v1,replay:sha256:176824cefbd5e31db037c6502fa28bddc776909dcf80b4ed88ca82c9c70faadb,Median (years),Median (years),Total adjudicated,2021–22,Age,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22"
2022-06-30,2022-06-30,CHAR_MEDIAN_YEARS,MEDIAN_AGE,METHOD_TOTAL_DEFENDANTS_FINALISED,2022-06-30,GROUP_AGE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2021_22,median-age,year,35.5,observed,35.5,sha256:c715e6c9cd27e52dbf5b7cd5bafd54ea49972649c8f679496e1ccce169c426b4,FDV Table 1,R22C11,sha256:003db04f53626cc0b054d7450678f547ec200e5954ab145e74f53b60b8d3d2b1,criminal-courts-australia,sha256:d3ca240b7cd2e5ed2986441d25da3f5b87926ac61546c1529d73f1308d9e25b5,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:cae03ff209485440510dcc77af15fd48f3c4573e98ebffeb9be61903db5f7dc9,sha256:9894bd0f977b78fcba34bf050d7cdaf453fea8cea8d4cd4cf6144be58523d5b3,human-authored/deterministic-map-v1,replay:sha256:176824cefbd5e31db037c6502fa28bddc776909dcf80b4ed88ca82c9c70faadb,Median (years),Median (years),Total defendants finalised,2021–22,Age,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22"
2022-06-30,2022-06-30,CHAR_MEDIAN_YEARS,MEDIAN_AGE,METHOD_TOTAL_NON_ADJUDICATED,2022-06-30,GROUP_AGE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2021_22,median-age,year,36.6,observed,36.6,sha256:c715e6c9cd27e52dbf5b7cd5bafd54ea49972649c8f679496e1ccce169c426b4,FDV Table 1,R22C10,sha256:003db04f53626cc0b054d7450678f547ec200e5954ab145e74f53b60b8d3d2b1,criminal-courts-australia,sha256:d3ca240b7cd2e5ed2986441d25da3f5b87926ac61546c1529d73f1308d9e25b5,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:cae03ff209485440510dcc77af15fd48f3c4573e98ebffeb9be61903db5f7dc9,sha256:9894bd0f977b78fcba34bf050d7cdaf453fea8cea8d4cd4cf6144be58523d5b3,human-authored/deterministic-map-v1,replay:sha256:176824cefbd5e31db037c6502fa28bddc776909dcf80b4ed88ca82c9c70faadb,Median (years),Median (years),Total non-adjudicated,2021–22,Age,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22"
2022-06-30,2022-06-30,CHAR_MEDIAN_YEARS,MEDIAN_AGE,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,2022-06-30,GROUP_AGE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2021_22,median-age,year,35,observed,35,sha256:c715e6c9cd27e52dbf5b7cd5bafd54ea49972649c8f679496e1ccce169c426b4,FDV Table 1,R22C8,sha256:003db04f53626cc0b054d7450678f547ec200e5954ab145e74f53b60b8d3d2b1,criminal-courts-australia,sha256:d3ca240b7cd2e5ed2986441d25da3f5b87926ac61546c1529d73f1308d9e25b5,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:cae03ff209485440510dcc77af15fd48f3c4573e98ebffeb9be61903db5f7dc9,sha256:9894bd0f977b78fcba34bf050d7cdaf453fea8cea8d4cd4cf6144be58523d5b3,human-authored/deterministic-map-v1,replay:sha256:176824cefbd5e31db037c6502fa28bddc776909dcf80b4ed88ca82c9c70faadb,Median (years),Median (years),Transfer to other court levels,2021–22,Age,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22"
2022-06-30,2022-06-30,CHAR_MEDIAN_YEARS,MEDIAN_AGE,METHOD_WITHDRAWN_BY_PROSECUTION,2022-06-30,GROUP_AGE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2021_22,median-age,year,36.6,observed,36.6,sha256:c715e6c9cd27e52dbf5b7cd5bafd54ea49972649c8f679496e1ccce169c426b4,FDV Table 1,R22C9,sha256:003db04f53626cc0b054d7450678f547ec200e5954ab145e74f53b60b8d3d2b1,criminal-courts-australia,sha256:d3ca240b7cd2e5ed2986441d25da3f5b87926ac61546c1529d73f1308d9e25b5,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:cae03ff209485440510dcc77af15fd48f3c4573e98ebffeb9be61903db5f7dc9,sha256:9894bd0f977b78fcba34bf050d7cdaf453fea8cea8d4cd4cf6144be58523d5b3,human-authored/deterministic-map-v1,replay:sha256:176824cefbd5e31db037c6502fa28bddc776909dcf80b4ed88ca82c9c70faadb,Median (years),Median (years),Withdrawn by prosecution,2021–22,Age,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22"
2022-06-30,2022-06-30,CHAR_TOTAL_FINALISED,COUNT,METHOD_ACQUITTED,2022-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2021_22,defendant-count,person,4137,observed,4137,sha256:c715e6c9cd27e52dbf5b7cd5bafd54ea49972649c8f679496e1ccce169c426b4,FDV Table 1,R38C2,sha256:003db04f53626cc0b054d7450678f547ec200e5954ab145e74f53b60b8d3d2b1,criminal-courts-australia,sha256:d3ca240b7cd2e5ed2986441d25da3f5b87926ac61546c1529d73f1308d9e25b5,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:cae03ff209485440510dcc77af15fd48f3c4573e98ebffeb9be61903db5f7dc9,sha256:9894bd0f977b78fcba34bf050d7cdaf453fea8cea8d4cd4cf6144be58523d5b3,human-authored/deterministic-map-v1,replay:sha256:176824cefbd5e31db037c6502fa28bddc776909dcf80b4ed88ca82c9c70faadb,Total finalised,Total finalised,Acquitted,2021–22,Principal FDV offence,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22"
2022-06-30,2022-06-30,CHAR_TOTAL_FINALISED,COUNT,METHOD_ALL_GUILTY_OUTCOME,2022-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2021_22,defendant-count,person,67623,observed,67623,sha256:c715e6c9cd27e52dbf5b7cd5bafd54ea49972649c8f679496e1ccce169c426b4,FDV Table 1,R38C6,sha256:003db04f53626cc0b054d7450678f547ec200e5954ab145e74f53b60b8d3d2b1,criminal-courts-australia,sha256:d3ca240b7cd2e5ed2986441d25da3f5b87926ac61546c1529d73f1308d9e25b5,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:cae03ff209485440510dcc77af15fd48f3c4573e98ebffeb9be61903db5f7dc9,sha256:9894bd0f977b78fcba34bf050d7cdaf453fea8cea8d4cd4cf6144be58523d5b3,human-authored/deterministic-map-v1,replay:sha256:176824cefbd5e31db037c6502fa28bddc776909dcf80b4ed88ca82c9c70faadb,Total finalised,Total finalised,All guilty outcome,2021–22,Principal FDV offence,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22"
2022-06-30,2022-06-30,CHAR_TOTAL_FINALISED,COUNT,METHOD_GUILTY_EX_PARTE,2022-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2021_22,defendant-count,person,2088,observed,2088,sha256:c715e6c9cd27e52dbf5b7cd5bafd54ea49972649c8f679496e1ccce169c426b4,FDV Table 1,R38C5,sha256:003db04f53626cc0b054d7450678f547ec200e5954ab145e74f53b60b8d3d2b1,criminal-courts-australia,sha256:d3ca240b7cd2e5ed2986441d25da3f5b87926ac61546c1529d73f1308d9e25b5,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:cae03ff209485440510dcc77af15fd48f3c4573e98ebffeb9be61903db5f7dc9,sha256:9894bd0f977b78fcba34bf050d7cdaf453fea8cea8d4cd4cf6144be58523d5b3,human-authored/deterministic-map-v1,replay:sha256:176824cefbd5e31db037c6502fa28bddc776909dcf80b4ed88ca82c9c70faadb,Total finalised,Total finalised,Guilty ex-parte,2021–22,Principal FDV offence,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22"
2022-06-30,2022-06-30,CHAR_TOTAL_FINALISED,COUNT,METHOD_GUILTY_FINDING,2022-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2021_22,defendant-count,person,3066,observed,3066,sha256:c715e6c9cd27e52dbf5b7cd5bafd54ea49972649c8f679496e1ccce169c426b4,FDV Table 1,R38C4,sha256:003db04f53626cc0b054d7450678f547ec200e5954ab145e74f53b60b8d3d2b1,criminal-courts-australia,sha256:d3ca240b7cd2e5ed2986441d25da3f5b87926ac61546c1529d73f1308d9e25b5,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:cae03ff209485440510dcc77af15fd48f3c4573e98ebffeb9be61903db5f7dc9,sha256:9894bd0f977b78fcba34bf050d7cdaf453fea8cea8d4cd4cf6144be58523d5b3,human-authored/deterministic-map-v1,replay:sha256:176824cefbd5e31db037c6502fa28bddc776909dcf80b4ed88ca82c9c70faadb,Total finalised,Total finalised,Guilty finding,2021–22,Principal FDV offence,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22"
2022-06-30,2022-06-30,CHAR_TOTAL_FINALISED,COUNT,METHOD_GUILTY_PLEA,2022-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2021_22,defendant-count,person,62326,observed,62326,sha256:c715e6c9cd27e52dbf5b7cd5bafd54ea49972649c8f679496e1ccce169c426b4,FDV Table 1,R38C3,sha256:003db04f53626cc0b054d7450678f547ec200e5954ab145e74f53b60b8d3d2b1,criminal-courts-australia,sha256:d3ca240b7cd2e5ed2986441d25da3f5b87926ac61546c1529d73f1308d9e25b5,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:cae03ff209485440510dcc77af15fd48f3c4573e98ebffeb9be61903db5f7dc9,sha256:9894bd0f977b78fcba34bf050d7cdaf453fea8cea8d4cd4cf6144be58523d5b3,human-authored/deterministic-map-v1,replay:sha256:176824cefbd5e31db037c6502fa28bddc776909dcf80b4ed88ca82c9c70faadb,Total finalised,Total finalised,Guilty plea,2021–22,Principal FDV offence,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22"
2022-06-30,2022-06-30,CHAR_TOTAL_FINALISED,COUNT,METHOD_TOTAL_ADJUDICATED,2022-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2021_22,defendant-count,person,71760,observed,71760,sha256:c715e6c9cd27e52dbf5b7cd5bafd54ea49972649c8f679496e1ccce169c426b4,FDV Table 1,R38C7,sha256:003db04f53626cc0b054d7450678f547ec200e5954ab145e74f53b60b8d3d2b1,criminal-courts-australia,sha256:d3ca240b7cd2e5ed2986441d25da3f5b87926ac61546c1529d73f1308d9e25b5,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:cae03ff209485440510dcc77af15fd48f3c4573e98ebffeb9be61903db5f7dc9,sha256:9894bd0f977b78fcba34bf050d7cdaf453fea8cea8d4cd4cf6144be58523d5b3,human-authored/deterministic-map-v1,replay:sha256:176824cefbd5e31db037c6502fa28bddc776909dcf80b4ed88ca82c9c70faadb,Total finalised,Total finalised,Total adjudicated,2021–22,Principal FDV offence,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22"
2022-06-30,2022-06-30,CHAR_TOTAL_FINALISED,COUNT,METHOD_TOTAL_DEFENDANTS_FINALISED,2022-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2021_22,defendant-count,person,86420,observed,86420,sha256:c715e6c9cd27e52dbf5b7cd5bafd54ea49972649c8f679496e1ccce169c426b4,FDV Table 1,R38C11,sha256:003db04f53626cc0b054d7450678f547ec200e5954ab145e74f53b60b8d3d2b1,criminal-courts-australia,sha256:d3ca240b7cd2e5ed2986441d25da3f5b87926ac61546c1529d73f1308d9e25b5,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:cae03ff209485440510dcc77af15fd48f3c4573e98ebffeb9be61903db5f7dc9,sha256:9894bd0f977b78fcba34bf050d7cdaf453fea8cea8d4cd4cf6144be58523d5b3,human-authored/deterministic-map-v1,replay:sha256:176824cefbd5e31db037c6502fa28bddc776909dcf80b4ed88ca82c9c70faadb,Total finalised,Total finalised,Total defendants finalised,2021–22,Principal FDV offence,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22"
2022-06-30,2022-06-30,CHAR_TOTAL_FINALISED,COUNT,METHOD_TOTAL_NON_ADJUDICATED,2022-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2021_22,defendant-count,person,12086,observed,12086,sha256:c715e6c9cd27e52dbf5b7cd5bafd54ea49972649c8f679496e1ccce169c426b4,FDV Table 1,R38C10,sha256:003db04f53626cc0b054d7450678f547ec200e5954ab145e74f53b60b8d3d2b1,criminal-courts-australia,sha256:d3ca240b7cd2e5ed2986441d25da3f5b87926ac61546c1529d73f1308d9e25b5,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:cae03ff209485440510dcc77af15fd48f3c4573e98ebffeb9be61903db5f7dc9,sha256:9894bd0f977b78fcba34bf050d7cdaf453fea8cea8d4cd4cf6144be58523d5b3,human-authored/deterministic-map-v1,replay:sha256:176824cefbd5e31db037c6502fa28bddc776909dcf80b4ed88ca82c9c70faadb,Total finalised,Total finalised,Total non-adjudicated,2021–22,Principal FDV offence,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22"
2022-06-30,2022-06-30,CHAR_TOTAL_FINALISED,COUNT,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,2022-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2021_22,defendant-count,person,2571,observed,2571,sha256:c715e6c9cd27e52dbf5b7cd5bafd54ea49972649c8f679496e1ccce169c426b4,FDV Table 1,R38C8,sha256:003db04f53626cc0b054d7450678f547ec200e5954ab145e74f53b60b8d3d2b1,criminal-courts-australia,sha256:d3ca240b7cd2e5ed2986441d25da3f5b87926ac61546c1529d73f1308d9e25b5,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:cae03ff209485440510dcc77af15fd48f3c4573e98ebffeb9be61903db5f7dc9,sha256:9894bd0f977b78fcba34bf050d7cdaf453fea8cea8d4cd4cf6144be58523d5b3,human-authored/deterministic-map-v1,replay:sha256:176824cefbd5e31db037c6502fa28bddc776909dcf80b4ed88ca82c9c70faadb,Total finalised,Total finalised,Transfer to other court levels,2021–22,Principal FDV offence,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22"
2022-06-30,2022-06-30,CHAR_TOTAL_FINALISED,COUNT,METHOD_WITHDRAWN_BY_PROSECUTION,2022-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2021_22,defendant-count,person,11881,observed,11881,sha256:c715e6c9cd27e52dbf5b7cd5bafd54ea49972649c8f679496e1ccce169c426b4,FDV Table 1,R38C9,sha256:003db04f53626cc0b054d7450678f547ec200e5954ab145e74f53b60b8d3d2b1,criminal-courts-australia,sha256:d3ca240b7cd2e5ed2986441d25da3f5b87926ac61546c1529d73f1308d9e25b5,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:cae03ff209485440510dcc77af15fd48f3c4573e98ebffeb9be61903db5f7dc9,sha256:9894bd0f977b78fcba34bf050d7cdaf453fea8cea8d4cd4cf6144be58523d5b3,human-authored/deterministic-map-v1,replay:sha256:176824cefbd5e31db037c6502fa28bddc776909dcf80b4ed88ca82c9c70faadb,Total finalised,Total finalised,Withdrawn by prosecution,2021–22,Principal FDV offence,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2020–21 to 2021–22"
2023-06-30,2022-06-30,CHAR_011_MURDER,COUNT,METHOD_ACQUITTED,2022-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2022_23,defendant-count,person,11,observed,11,sha256:d68421b80c9d7c2c90184fa22c6951224c036361c378c11d607129bae75ea54e,FDV Table 1,R59C2,sha256:c79b35dc096b1e17acc5e77a536c965cc20f3da8b0d3e6e625536d6e026195b0,criminal-courts-australia,sha256:e3bc54430acf113e4c1fc936a59ee1980c29e2ca4c1118873c4a97d625e61fe1,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:4392141b33f4c6cc82f9bce96b86496b8c72c33c008a5a4f92caa6831be86950,sha256:2b93c4f9559d80f2f257a9f7bde520fe37d0c8b8208e8be3eb146d1ed12cf88b,human-authored/deterministic-map-v1,replay:sha256:14bb505a6e588672c41d98ed380c74f55118b469e18de259af1044813624f9b8,011 Murder,011 Murder,Acquitted,2021–22,Principal FDV offence,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23"
2023-06-30,2022-06-30,CHAR_011_MURDER,COUNT,METHOD_ALL_GUILTY_OUTCOME,2022-06-30,GROUP_PRINCIPAL_FDV_OFFENCE,AUSTRALIA,FDV_EXPERIMENTAL_RELEASE_2022_23,defendant-count,person,20,observed,20,sha256:d68421b80c9d7c2c90184fa22c6951224c036361c378c11d607129bae75ea54e,FDV Table 1,R59C6,sha256:c79b35dc096b1e17acc5e77a536c965cc20f3da8b0d3e6e625536d6e026195b0,criminal-courts-australia,sha256:e3bc54430acf113e4c1fc936a59ee1980c29e2ca4c1118873c4a97d625e61fe1,tidy.table-family-acceptance/v2,sha256:7d02d453ff1c6fbf8dc42eb4af9b32ed0ca78ed9fc06bf5ff92acdfce1917e6b,sha256:4392141b33f4c6cc82f9bce96b86496b8c72c33c008a5a4f92caa6831be86950,sha256:2b93c4f9559d80f2f257a9f7bde520fe37d0c8b8208e8be3eb146d1ed12cf88b,human-authored/deterministic-map-v1,replay:sha256:14bb505a6e588672c41d98ed380c74f55118b469e18de259af1044813624f9b8,011 Murder,011 Murder,All guilty outcome,2021–22,Principal FDV offence,"FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23","FDV Table 1 – Experimental data – Family and domestic violence defendants finalised, Summary characteristics by method of finalisation, Australia, 2021–22 to 2022–23"
