publication_vintage_date,reference_date,principal_offence_id,method_of_finalisation_id,court_level_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_method_of_finalisation,raw_court_level
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_04_HARM_OR_ENDANGER_PERSONS,METHOD_ACQUITTED,HIGHER_COURTS,defendant-count,person,40,observed,40,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R28C2,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,04 Harm or endanger persons,Acquitted,Higher Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_04_HARM_OR_ENDANGER_PERSONS,METHOD_ACQUITTED,MAGISTRATES_COURTS,defendant-count,person,1246,observed,1246,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R28C3,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,04 Harm or endanger persons,Acquitted,Magistrates' Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_04_HARM_OR_ENDANGER_PERSONS,METHOD_ADJUDICATED_OUTCOMES,ALL_COURTS,defendant-count,person,16621,observed,16621,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R9C5,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,04 Harm or endanger persons,Adjudicated outcomes(a),All Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_04_HARM_OR_ENDANGER_PERSONS,METHOD_ADJUDICATED_OUTCOMES,CHILDRENS_COURTS,defendant-count,person,1026,observed,1026,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R9C4,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,04 Harm or endanger persons,Adjudicated outcomes(a),Children's Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_04_HARM_OR_ENDANGER_PERSONS,METHOD_ADJUDICATED_OUTCOMES,HIGHER_COURTS,defendant-count,person,679,observed,679,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R9C2,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,04 Harm or endanger persons,Adjudicated outcomes(a),Higher Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_04_HARM_OR_ENDANGER_PERSONS,METHOD_ADJUDICATED_OUTCOMES,MAGISTRATES_COURTS,defendant-count,person,14918,observed,14918,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R9C3,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,04 Harm or endanger persons,Adjudicated outcomes(a),Magistrates' Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_04_HARM_OR_ENDANGER_PERSONS,METHOD_GUILTY_OUTCOME,ALL_COURTS,defendant-count,person,15196,observed,15196,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R47C5,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,04 Harm or endanger persons,Guilty outcome,All Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_04_HARM_OR_ENDANGER_PERSONS,METHOD_GUILTY_OUTCOME,CHILDRENS_COURTS,defendant-count,person,880,observed,880,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R47C4,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,04 Harm or endanger persons,Guilty outcome,Children's Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_04_HARM_OR_ENDANGER_PERSONS,METHOD_GUILTY_OUTCOME,HIGHER_COURTS,defendant-count,person,639,observed,639,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R47C2,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,04 Harm or endanger persons,Guilty outcome,Higher Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_04_HARM_OR_ENDANGER_PERSONS,METHOD_GUILTY_OUTCOME,MAGISTRATES_COURTS,defendant-count,person,13678,observed,13678,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R47C3,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,04 Harm or endanger persons,Guilty outcome,Magistrates' Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_04_HARM_OR_ENDANGER_PERSONS,METHOD_TOTAL_DEFENDANTS_FINALISED,ALL_COURTS,defendant-count,person,20289,observed,20289,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R104C5,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,04 Harm or endanger persons,Total defendants finalised,All Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_04_HARM_OR_ENDANGER_PERSONS,METHOD_TOTAL_DEFENDANTS_FINALISED,CHILDRENS_COURTS,defendant-count,person,1259,observed,1259,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R104C4,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,04 Harm or endanger persons,Total defendants finalised,Children's Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_04_HARM_OR_ENDANGER_PERSONS,METHOD_TOTAL_DEFENDANTS_FINALISED,HIGHER_COURTS,defendant-count,person,785,observed,785,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R104C2,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,04 Harm or endanger persons,Total defendants finalised,Higher Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_04_HARM_OR_ENDANGER_PERSONS,METHOD_TOTAL_DEFENDANTS_FINALISED,MAGISTRATES_COURTS,defendant-count,person,18241,observed,18241,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R104C3,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,04 Harm or endanger persons,Total defendants finalised,Magistrates' Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_04_HARM_OR_ENDANGER_PERSONS,METHOD_TRANSFER_TO_OTHER_COURT_LEVEL,ALL_COURTS,defendant-count,person,740,observed,740,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R66C5,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,04 Harm or endanger persons,Transfer to other court level,All Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_04_HARM_OR_ENDANGER_PERSONS,METHOD_TRANSFER_TO_OTHER_COURT_LEVEL,CHILDRENS_COURTS,defendant-count,person,15,observed,15,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R66C4,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,04 Harm or endanger persons,Transfer to other court level,Children's Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_04_HARM_OR_ENDANGER_PERSONS,METHOD_TRANSFER_TO_OTHER_COURT_LEVEL,HIGHER_COURTS,defendant-count,person,25,observed,25,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R66C2,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,04 Harm or endanger persons,Transfer to other court level,Higher Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_04_HARM_OR_ENDANGER_PERSONS,METHOD_TRANSFER_TO_OTHER_COURT_LEVEL,MAGISTRATES_COURTS,defendant-count,person,703,observed,703,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R66C3,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,04 Harm or endanger persons,Transfer to other court level,Magistrates' Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_04_HARM_OR_ENDANGER_PERSONS,METHOD_WITHDRAWN_BY_PROSECUTION,ALL_COURTS,defendant-count,person,2864,observed,2864,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R85C5,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,04 Harm or endanger persons,Withdrawn by prosecution,All Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_04_HARM_OR_ENDANGER_PERSONS,METHOD_WITHDRAWN_BY_PROSECUTION,CHILDRENS_COURTS,defendant-count,person,219,observed,219,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R85C4,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,04 Harm or endanger persons,Withdrawn by prosecution,Children's Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_04_HARM_OR_ENDANGER_PERSONS,METHOD_WITHDRAWN_BY_PROSECUTION,HIGHER_COURTS,defendant-count,person,85,observed,85,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R85C2,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,04 Harm or endanger persons,Withdrawn by prosecution,Higher Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_04_HARM_OR_ENDANGER_PERSONS,METHOD_WITHDRAWN_BY_PROSECUTION,MAGISTRATES_COURTS,defendant-count,person,2566,observed,2566,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R85C3,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,04 Harm or endanger persons,Withdrawn by prosecution,Magistrates' Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,METHOD_ACQUITTED,ALL_COURTS,defendant-count,person,148,observed,148,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R29C5,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,"05 Robbery, blackmail, and extortion",Acquitted,All Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,METHOD_ACQUITTED,CHILDRENS_COURTS,defendant-count,person,85,observed,85,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R29C4,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,"05 Robbery, blackmail, and extortion",Acquitted,Children's Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,METHOD_ACQUITTED,HIGHER_COURTS,defendant-count,person,23,observed,23,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R29C2,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,"05 Robbery, blackmail, and extortion",Acquitted,Higher Courts
