publication_vintage_date,reference_date,principal_offence_id,method_of_finalisation_id,court_level_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_method_of_finalisation,raw_court_level
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_10_WEAPONS_AND_EXPLOSIVES_OFFENCES,METHOD_TOTAL_DEFENDANTS_FINALISED,HIGHER_COURTS,defendant-count,person,308,observed,308,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R110C2,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,10 Weapons and explosives offences,Total defendants finalised,Higher Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_10_WEAPONS_AND_EXPLOSIVES_OFFENCES,METHOD_TOTAL_DEFENDANTS_FINALISED,MAGISTRATES_COURTS,defendant-count,person,13862,observed,13862,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R110C3,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,10 Weapons and explosives offences,Total defendants finalised,Magistrates' Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_10_WEAPONS_AND_EXPLOSIVES_OFFENCES,METHOD_TRANSFER_TO_OTHER_COURT_LEVEL,ALL_COURTS,defendant-count,person,572,observed,572,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R72C5,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,10 Weapons and explosives offences,Transfer to other court level,All Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_10_WEAPONS_AND_EXPLOSIVES_OFFENCES,METHOD_TRANSFER_TO_OTHER_COURT_LEVEL,CHILDRENS_COURTS,defendant-count,person,11,observed,11,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R72C4,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,10 Weapons and explosives offences,Transfer to other court level,Children's Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_10_WEAPONS_AND_EXPLOSIVES_OFFENCES,METHOD_TRANSFER_TO_OTHER_COURT_LEVEL,HIGHER_COURTS,defendant-count,person,13,observed,13,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R72C2,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,10 Weapons and explosives offences,Transfer to other court level,Higher Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_10_WEAPONS_AND_EXPLOSIVES_OFFENCES,METHOD_TRANSFER_TO_OTHER_COURT_LEVEL,MAGISTRATES_COURTS,defendant-count,person,553,observed,553,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R72C3,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,10 Weapons and explosives offences,Transfer to other court level,Magistrates' Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_10_WEAPONS_AND_EXPLOSIVES_OFFENCES,METHOD_WITHDRAWN_BY_PROSECUTION,ALL_COURTS,defendant-count,person,1179,observed,1179,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R91C5,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,10 Weapons and explosives offences,Withdrawn by prosecution,All Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_10_WEAPONS_AND_EXPLOSIVES_OFFENCES,METHOD_WITHDRAWN_BY_PROSECUTION,CHILDRENS_COURTS,defendant-count,person,115,observed,115,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R91C4,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,10 Weapons and explosives offences,Withdrawn by prosecution,Children's Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_10_WEAPONS_AND_EXPLOSIVES_OFFENCES,METHOD_WITHDRAWN_BY_PROSECUTION,HIGHER_COURTS,defendant-count,person,25,observed,25,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R91C2,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,10 Weapons and explosives offences,Withdrawn by prosecution,Higher Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_10_WEAPONS_AND_EXPLOSIVES_OFFENCES,METHOD_WITHDRAWN_BY_PROSECUTION,MAGISTRATES_COURTS,defendant-count,person,1035,observed,1035,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R91C3,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,10 Weapons and explosives offences,Withdrawn by prosecution,Magistrates' Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_11_PROPERTY_DAMAGE,METHOD_ACQUITTED,ALL_COURTS,defendant-count,person,565,observed,565,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R35C5,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,11 Property damage,Acquitted,All Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_11_PROPERTY_DAMAGE,METHOD_ACQUITTED,CHILDRENS_COURTS,defendant-count,person,75,observed,75,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R35C4,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,11 Property damage,Acquitted,Children's Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_11_PROPERTY_DAMAGE,METHOD_ACQUITTED,HIGHER_COURTS,defendant-count,person,16,observed,16,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R35C2,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,11 Property damage,Acquitted,Higher Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_11_PROPERTY_DAMAGE,METHOD_ACQUITTED,MAGISTRATES_COURTS,defendant-count,person,477,observed,477,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R35C3,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,11 Property damage,Acquitted,Magistrates' Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_11_PROPERTY_DAMAGE,METHOD_ADJUDICATED_OUTCOMES,ALL_COURTS,defendant-count,person,14227,observed,14227,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R16C5,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,11 Property damage,Adjudicated outcomes(a),All Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_11_PROPERTY_DAMAGE,METHOD_ADJUDICATED_OUTCOMES,CHILDRENS_COURTS,defendant-count,person,1204,observed,1204,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R16C4,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,11 Property damage,Adjudicated outcomes(a),Children's Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_11_PROPERTY_DAMAGE,METHOD_ADJUDICATED_OUTCOMES,HIGHER_COURTS,defendant-count,person,294,observed,294,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R16C2,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,11 Property damage,Adjudicated outcomes(a),Higher Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_11_PROPERTY_DAMAGE,METHOD_ADJUDICATED_OUTCOMES,MAGISTRATES_COURTS,defendant-count,person,12731,observed,12731,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R16C3,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,11 Property damage,Adjudicated outcomes(a),Magistrates' Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_11_PROPERTY_DAMAGE,METHOD_GUILTY_OUTCOME,ALL_COURTS,defendant-count,person,13664,observed,13664,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R54C5,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,11 Property damage,Guilty outcome,All Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_11_PROPERTY_DAMAGE,METHOD_GUILTY_OUTCOME,CHILDRENS_COURTS,defendant-count,person,1131,observed,1131,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R54C4,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,11 Property damage,Guilty outcome,Children's Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_11_PROPERTY_DAMAGE,METHOD_GUILTY_OUTCOME,HIGHER_COURTS,defendant-count,person,284,observed,284,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R54C2,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,11 Property damage,Guilty outcome,Higher Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_11_PROPERTY_DAMAGE,METHOD_GUILTY_OUTCOME,MAGISTRATES_COURTS,defendant-count,person,12255,observed,12255,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R54C3,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,11 Property damage,Guilty outcome,Magistrates' Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_11_PROPERTY_DAMAGE,METHOD_TOTAL_DEFENDANTS_FINALISED,ALL_COURTS,defendant-count,person,16337,observed,16337,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R111C5,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,11 Property damage,Total defendants finalised,All Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_11_PROPERTY_DAMAGE,METHOD_TOTAL_DEFENDANTS_FINALISED,CHILDRENS_COURTS,defendant-count,person,1486,observed,1486,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R111C4,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,11 Property damage,Total defendants finalised,Children's Courts
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_11_PROPERTY_DAMAGE,METHOD_TOTAL_DEFENDANTS_FINALISED,HIGHER_COURTS,defendant-count,person,327,observed,327,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 1,R111C2,sha256:9ce37c06f59e46c7dc3be2f217d340bd0782bc8e616e59615ba72a0c8d11067f,criminal-courts-australia,sha256:8a02cc1e2b945432bdc24f9784a46c94e832dbd4ae10e8330e2a057f5f2cb995,tidy.table-family-acceptance/v1,sha256:274b51e161f142bc5cae46f8cd3f7e46737651b362f6cfc0f58d5401d618e401,sha256:fe4a5cab9a47701bcc12639414c43d3d83dca11f377df24d67a75d4ac8e13256,sha256:da21b21ad02912ecb8e8da4d69b99818b83ceb78c92fa3be81cfc95020e8f9e8,human-authored/deterministic-map-v1,replay:sha256:6e63a4b73a28bb6ddd5a49a19f8d330aac025ef935749fd99a5a4c5e13ec98c9,11 Property damage,Total defendants finalised,Higher Courts
