publication_vintage_date,reference_date,principal_offence_id,age_group_id,jurisdiction_id,statistic_basis_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_age_group,raw_jurisdiction,raw_statistic_basis
2024-06-30,2024-06-30,07_UNLAWFUL_ENTRY_WITH_INTENT_1d22d901,10_11_YEARS_ee891258,TASMANIA_412e51e6,NUMBER_a081e07b,published-value,published-unit,3,observed,3,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 21,R103C2,sha256:6602b086470751db495411437c5d0f0b65e270a295b5a6bb0978354fd6e0f274,RecipeV01,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,sha256:cdd8c9b286b20083d5843478c7531f9ee200687e355592ac643420bef01aea8d,recorded-crime-offenders,sha256:e9e697587891971a47c866a6bcd7fa017814d07f4456661ec9a1bb36bd49d7d6,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:74e5691c1ffea280a0d6dc7e4169d440d9e295c06a86e317707ab16fc391a7fa,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,07 Unlawful entry with intent,10–11 years,Tasmania,Number
2024-06-30,2024-06-30,07_UNLAWFUL_ENTRY_WITH_INTENT_1d22d901,10_11_YEARS_ee891258,TASMANIA_412e51e6,OFFENDER_RATE_bf190e83,published-value,published-unit,23,observed,23,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 21,R103C7,sha256:6602b086470751db495411437c5d0f0b65e270a295b5a6bb0978354fd6e0f274,RecipeV01,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,sha256:cdd8c9b286b20083d5843478c7531f9ee200687e355592ac643420bef01aea8d,recorded-crime-offenders,sha256:e9e697587891971a47c866a6bcd7fa017814d07f4456661ec9a1bb36bd49d7d6,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:74e5691c1ffea280a0d6dc7e4169d440d9e295c06a86e317707ab16fc391a7fa,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,07 Unlawful entry with intent,10–11 years,Tasmania,Offender rate(a)
2024-06-30,2024-06-30,07_UNLAWFUL_ENTRY_WITH_INTENT_1d22d901,10_11_YEARS_ee891258,VICTORIA_8abba993,NUMBER_a081e07b,published-value,published-unit,13,observed,13,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 21,R32C2,sha256:6602b086470751db495411437c5d0f0b65e270a295b5a6bb0978354fd6e0f274,RecipeV01,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,sha256:cdd8c9b286b20083d5843478c7531f9ee200687e355592ac643420bef01aea8d,recorded-crime-offenders,sha256:e9e697587891971a47c866a6bcd7fa017814d07f4456661ec9a1bb36bd49d7d6,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:74e5691c1ffea280a0d6dc7e4169d440d9e295c06a86e317707ab16fc391a7fa,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,07 Unlawful entry with intent,10–11 years,Victoria,Number
2024-06-30,2024-06-30,07_UNLAWFUL_ENTRY_WITH_INTENT_1d22d901,10_11_YEARS_ee891258,VICTORIA_8abba993,OFFENDER_RATE_bf190e83,published-value,published-unit,7.8,observed,7.8,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 21,R32C7,sha256:6602b086470751db495411437c5d0f0b65e270a295b5a6bb0978354fd6e0f274,RecipeV01,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,sha256:cdd8c9b286b20083d5843478c7531f9ee200687e355592ac643420bef01aea8d,recorded-crime-offenders,sha256:e9e697587891971a47c866a6bcd7fa017814d07f4456661ec9a1bb36bd49d7d6,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:74e5691c1ffea280a0d6dc7e4169d440d9e295c06a86e317707ab16fc391a7fa,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,07 Unlawful entry with intent,10–11 years,Victoria,Offender rate(a)
2024-06-30,2024-06-30,07_UNLAWFUL_ENTRY_WITH_INTENT_1d22d901,10_11_YEARS_ee891258,WESTERN_AUSTRALIA_74f6e5af,NUMBER_a081e07b,published-value,published-unit,170,observed,170,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 21,R86C2,sha256:6602b086470751db495411437c5d0f0b65e270a295b5a6bb0978354fd6e0f274,RecipeV01,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,sha256:cdd8c9b286b20083d5843478c7531f9ee200687e355592ac643420bef01aea8d,recorded-crime-offenders,sha256:e9e697587891971a47c866a6bcd7fa017814d07f4456661ec9a1bb36bd49d7d6,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:74e5691c1ffea280a0d6dc7e4169d440d9e295c06a86e317707ab16fc391a7fa,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,07 Unlawful entry with intent,10–11 years,Western Australia,Number
2024-06-30,2024-06-30,07_UNLAWFUL_ENTRY_WITH_INTENT_1d22d901,10_11_YEARS_ee891258,WESTERN_AUSTRALIA_74f6e5af,OFFENDER_RATE_bf190e83,published-value,published-unit,227.8,observed,227.8,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 21,R86C7,sha256:6602b086470751db495411437c5d0f0b65e270a295b5a6bb0978354fd6e0f274,RecipeV01,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,sha256:cdd8c9b286b20083d5843478c7531f9ee200687e355592ac643420bef01aea8d,recorded-crime-offenders,sha256:e9e697587891971a47c866a6bcd7fa017814d07f4456661ec9a1bb36bd49d7d6,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:74e5691c1ffea280a0d6dc7e4169d440d9e295c06a86e317707ab16fc391a7fa,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,07 Unlawful entry with intent,10–11 years,Western Australia,Offender rate(a)
2024-06-30,2024-06-30,07_UNLAWFUL_ENTRY_WITH_INTENT_1d22d901,12_13_YEARS_2b7fd564,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,NUMBER_a081e07b,published-value,published-unit,0,observed,0,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 21,R137C3,sha256:6602b086470751db495411437c5d0f0b65e270a295b5a6bb0978354fd6e0f274,RecipeV01,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,sha256:cdd8c9b286b20083d5843478c7531f9ee200687e355592ac643420bef01aea8d,recorded-crime-offenders,sha256:e9e697587891971a47c866a6bcd7fa017814d07f4456661ec9a1bb36bd49d7d6,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:74e5691c1ffea280a0d6dc7e4169d440d9e295c06a86e317707ab16fc391a7fa,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,07 Unlawful entry with intent,12–13 years,Australian Capital Territory(l),Number
2024-06-30,2024-06-30,07_UNLAWFUL_ENTRY_WITH_INTENT_1d22d901,12_13_YEARS_2b7fd564,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,OFFENDER_RATE_bf190e83,published-value,published-unit,0,observed,0,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 21,R137C8,sha256:6602b086470751db495411437c5d0f0b65e270a295b5a6bb0978354fd6e0f274,RecipeV01,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,sha256:cdd8c9b286b20083d5843478c7531f9ee200687e355592ac643420bef01aea8d,recorded-crime-offenders,sha256:e9e697587891971a47c866a6bcd7fa017814d07f4456661ec9a1bb36bd49d7d6,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:74e5691c1ffea280a0d6dc7e4169d440d9e295c06a86e317707ab16fc391a7fa,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,07 Unlawful entry with intent,12–13 years,Australian Capital Territory(l),Offender rate(a)
2024-06-30,2024-06-30,07_UNLAWFUL_ENTRY_WITH_INTENT_1d22d901,12_13_YEARS_2b7fd564,NEW_SOUTH_WALES_92f089b8,NUMBER_a081e07b,published-value,published-unit,94,observed,94,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 21,R14C3,sha256:6602b086470751db495411437c5d0f0b65e270a295b5a6bb0978354fd6e0f274,RecipeV01,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,sha256:cdd8c9b286b20083d5843478c7531f9ee200687e355592ac643420bef01aea8d,recorded-crime-offenders,sha256:e9e697587891971a47c866a6bcd7fa017814d07f4456661ec9a1bb36bd49d7d6,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:74e5691c1ffea280a0d6dc7e4169d440d9e295c06a86e317707ab16fc391a7fa,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,07 Unlawful entry with intent,12–13 years,New South Wales,Number
2024-06-30,2024-06-30,07_UNLAWFUL_ENTRY_WITH_INTENT_1d22d901,12_13_YEARS_2b7fd564,NEW_SOUTH_WALES_92f089b8,OFFENDER_RATE_bf190e83,published-value,published-unit,45.3,observed,45.3,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 21,R14C8,sha256:6602b086470751db495411437c5d0f0b65e270a295b5a6bb0978354fd6e0f274,RecipeV01,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,sha256:cdd8c9b286b20083d5843478c7531f9ee200687e355592ac643420bef01aea8d,recorded-crime-offenders,sha256:e9e697587891971a47c866a6bcd7fa017814d07f4456661ec9a1bb36bd49d7d6,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:74e5691c1ffea280a0d6dc7e4169d440d9e295c06a86e317707ab16fc391a7fa,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,07 Unlawful entry with intent,12–13 years,New South Wales,Offender rate(a)
2024-06-30,2024-06-30,07_UNLAWFUL_ENTRY_WITH_INTENT_1d22d901,12_13_YEARS_2b7fd564,NORTHERN_TERRITORY_a1d418fe,NUMBER_a081e07b,published-value,published-unit,47,observed,47,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 21,R120C3,sha256:6602b086470751db495411437c5d0f0b65e270a295b5a6bb0978354fd6e0f274,RecipeV01,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,sha256:cdd8c9b286b20083d5843478c7531f9ee200687e355592ac643420bef01aea8d,recorded-crime-offenders,sha256:e9e697587891971a47c866a6bcd7fa017814d07f4456661ec9a1bb36bd49d7d6,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:74e5691c1ffea280a0d6dc7e4169d440d9e295c06a86e317707ab16fc391a7fa,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,07 Unlawful entry with intent,12–13 years,Northern Territory(l),Number
2024-06-30,2024-06-30,07_UNLAWFUL_ENTRY_WITH_INTENT_1d22d901,12_13_YEARS_2b7fd564,NORTHERN_TERRITORY_a1d418fe,OFFENDER_RATE_bf190e83,published-value,published-unit,676.9,observed,676.9,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 21,R120C8,sha256:6602b086470751db495411437c5d0f0b65e270a295b5a6bb0978354fd6e0f274,RecipeV01,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,sha256:cdd8c9b286b20083d5843478c7531f9ee200687e355592ac643420bef01aea8d,recorded-crime-offenders,sha256:e9e697587891971a47c866a6bcd7fa017814d07f4456661ec9a1bb36bd49d7d6,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:74e5691c1ffea280a0d6dc7e4169d440d9e295c06a86e317707ab16fc391a7fa,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,07 Unlawful entry with intent,12–13 years,Northern Territory(l),Offender rate(a)
2024-06-30,2024-06-30,07_UNLAWFUL_ENTRY_WITH_INTENT_1d22d901,12_13_YEARS_2b7fd564,QUEENSLAND_8f0791ed,NUMBER_a081e07b,published-value,published-unit,316,observed,316,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 21,R50C3,sha256:6602b086470751db495411437c5d0f0b65e270a295b5a6bb0978354fd6e0f274,RecipeV01,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,sha256:cdd8c9b286b20083d5843478c7531f9ee200687e355592ac643420bef01aea8d,recorded-crime-offenders,sha256:e9e697587891971a47c866a6bcd7fa017814d07f4456661ec9a1bb36bd49d7d6,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:74e5691c1ffea280a0d6dc7e4169d440d9e295c06a86e317707ab16fc391a7fa,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,07 Unlawful entry with intent,12–13 years,Queensland,Number
2024-06-30,2024-06-30,07_UNLAWFUL_ENTRY_WITH_INTENT_1d22d901,12_13_YEARS_2b7fd564,QUEENSLAND_8f0791ed,OFFENDER_RATE_bf190e83,published-value,published-unit,218.5,observed,218.5,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 21,R50C8,sha256:6602b086470751db495411437c5d0f0b65e270a295b5a6bb0978354fd6e0f274,RecipeV01,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,sha256:cdd8c9b286b20083d5843478c7531f9ee200687e355592ac643420bef01aea8d,recorded-crime-offenders,sha256:e9e697587891971a47c866a6bcd7fa017814d07f4456661ec9a1bb36bd49d7d6,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:74e5691c1ffea280a0d6dc7e4169d440d9e295c06a86e317707ab16fc391a7fa,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,07 Unlawful entry with intent,12–13 years,Queensland,Offender rate(a)
2024-06-30,2024-06-30,07_UNLAWFUL_ENTRY_WITH_INTENT_1d22d901,12_13_YEARS_2b7fd564,SOUTH_AUSTRALIA_0abd141a,NUMBER_a081e07b,published-value,published-unit,31,observed,31,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 21,R68C3,sha256:6602b086470751db495411437c5d0f0b65e270a295b5a6bb0978354fd6e0f274,RecipeV01,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,sha256:cdd8c9b286b20083d5843478c7531f9ee200687e355592ac643420bef01aea8d,recorded-crime-offenders,sha256:e9e697587891971a47c866a6bcd7fa017814d07f4456661ec9a1bb36bd49d7d6,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:74e5691c1ffea280a0d6dc7e4169d440d9e295c06a86e317707ab16fc391a7fa,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,07 Unlawful entry with intent,12–13 years,South Australia,Number
2024-06-30,2024-06-30,07_UNLAWFUL_ENTRY_WITH_INTENT_1d22d901,12_13_YEARS_2b7fd564,SOUTH_AUSTRALIA_0abd141a,OFFENDER_RATE_bf190e83,published-value,published-unit,70.5,observed,70.5,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 21,R68C8,sha256:6602b086470751db495411437c5d0f0b65e270a295b5a6bb0978354fd6e0f274,RecipeV01,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,sha256:cdd8c9b286b20083d5843478c7531f9ee200687e355592ac643420bef01aea8d,recorded-crime-offenders,sha256:e9e697587891971a47c866a6bcd7fa017814d07f4456661ec9a1bb36bd49d7d6,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:74e5691c1ffea280a0d6dc7e4169d440d9e295c06a86e317707ab16fc391a7fa,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,07 Unlawful entry with intent,12–13 years,South Australia,Offender rate(a)
2024-06-30,2024-06-30,07_UNLAWFUL_ENTRY_WITH_INTENT_1d22d901,12_13_YEARS_2b7fd564,TASMANIA_412e51e6,NUMBER_a081e07b,published-value,published-unit,5,observed,5,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 21,R103C3,sha256:6602b086470751db495411437c5d0f0b65e270a295b5a6bb0978354fd6e0f274,RecipeV01,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,sha256:cdd8c9b286b20083d5843478c7531f9ee200687e355592ac643420bef01aea8d,recorded-crime-offenders,sha256:e9e697587891971a47c866a6bcd7fa017814d07f4456661ec9a1bb36bd49d7d6,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:74e5691c1ffea280a0d6dc7e4169d440d9e295c06a86e317707ab16fc391a7fa,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,07 Unlawful entry with intent,12–13 years,Tasmania,Number
2024-06-30,2024-06-30,07_UNLAWFUL_ENTRY_WITH_INTENT_1d22d901,12_13_YEARS_2b7fd564,TASMANIA_412e51e6,OFFENDER_RATE_bf190e83,published-value,published-unit,37.3,observed,37.3,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 21,R103C8,sha256:6602b086470751db495411437c5d0f0b65e270a295b5a6bb0978354fd6e0f274,RecipeV01,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,sha256:cdd8c9b286b20083d5843478c7531f9ee200687e355592ac643420bef01aea8d,recorded-crime-offenders,sha256:e9e697587891971a47c866a6bcd7fa017814d07f4456661ec9a1bb36bd49d7d6,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:74e5691c1ffea280a0d6dc7e4169d440d9e295c06a86e317707ab16fc391a7fa,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,07 Unlawful entry with intent,12–13 years,Tasmania,Offender rate(a)
2024-06-30,2024-06-30,07_UNLAWFUL_ENTRY_WITH_INTENT_1d22d901,12_13_YEARS_2b7fd564,VICTORIA_8abba993,NUMBER_a081e07b,published-value,published-unit,73,observed,73,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 21,R32C3,sha256:6602b086470751db495411437c5d0f0b65e270a295b5a6bb0978354fd6e0f274,RecipeV01,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,sha256:cdd8c9b286b20083d5843478c7531f9ee200687e355592ac643420bef01aea8d,recorded-crime-offenders,sha256:e9e697587891971a47c866a6bcd7fa017814d07f4456661ec9a1bb36bd49d7d6,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:74e5691c1ffea280a0d6dc7e4169d440d9e295c06a86e317707ab16fc391a7fa,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,07 Unlawful entry with intent,12–13 years,Victoria,Number
2024-06-30,2024-06-30,07_UNLAWFUL_ENTRY_WITH_INTENT_1d22d901,12_13_YEARS_2b7fd564,VICTORIA_8abba993,OFFENDER_RATE_bf190e83,published-value,published-unit,44.5,observed,44.5,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 21,R32C8,sha256:6602b086470751db495411437c5d0f0b65e270a295b5a6bb0978354fd6e0f274,RecipeV01,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,sha256:cdd8c9b286b20083d5843478c7531f9ee200687e355592ac643420bef01aea8d,recorded-crime-offenders,sha256:e9e697587891971a47c866a6bcd7fa017814d07f4456661ec9a1bb36bd49d7d6,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:74e5691c1ffea280a0d6dc7e4169d440d9e295c06a86e317707ab16fc391a7fa,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,07 Unlawful entry with intent,12–13 years,Victoria,Offender rate(a)
2024-06-30,2024-06-30,07_UNLAWFUL_ENTRY_WITH_INTENT_1d22d901,12_13_YEARS_2b7fd564,WESTERN_AUSTRALIA_74f6e5af,NUMBER_a081e07b,published-value,published-unit,277,observed,277,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 21,R86C3,sha256:6602b086470751db495411437c5d0f0b65e270a295b5a6bb0978354fd6e0f274,RecipeV01,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,sha256:cdd8c9b286b20083d5843478c7531f9ee200687e355592ac643420bef01aea8d,recorded-crime-offenders,sha256:e9e697587891971a47c866a6bcd7fa017814d07f4456661ec9a1bb36bd49d7d6,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:74e5691c1ffea280a0d6dc7e4169d440d9e295c06a86e317707ab16fc391a7fa,sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:d630e60ca3e882a30875578916264cd1e1fd9855d1eed6fa770a86789858f8b3,07 Unlawful entry with intent,12–13 years,Western Australia,Number
