publication_vintage_date,reference_date,principal_offence_id,age_group_id,jurisdiction_id,statistic_basis_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_age_group,raw_jurisdiction,raw_statistic_basis
2023-06-30,2023-06-30,15_OFFENCES_AGAINST_JUSTICE_f7d7e7df,14_17_YEARS_d542002c,QUEENSLAND_8f0791ed,OFFENDER_RATE_bf190e83,published-value,published-unit,41.4,observed,41.4,sha256:4b906c84f813b08f14be349eac33c8db3c5d7002310195c4cc39a3ac9d28efd5,Table 21,R59C9,sha256:64eeaa3235bddcf2da8787d8d67cd7fac6b2d4d78ac92c1cb6978de9a8c5ccda,RecipeV01,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,sha256:a9841d7e3cb6fd4210ac910109c97ec9db054b3112bcbe4b8954a850ac450f40,recorded-crime-offenders,sha256:2afb734004641619c092953800539c08f002b3384c478b0b50c062ae3b8ce001,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:dc0994a6a0793534510196518298cdc3c9620d189591042c57d3cb58f3bc8a0f,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,15 Offences against justice(h),14–17 years,Queensland,Offender rate(a)
2023-06-30,2023-06-30,15_OFFENCES_AGAINST_JUSTICE_f7d7e7df,14_17_YEARS_d542002c,SOUTH_AUSTRALIA_0abd141a,NUMBER_a081e07b,published-value,published-unit,24,observed,24,sha256:4b906c84f813b08f14be349eac33c8db3c5d7002310195c4cc39a3ac9d28efd5,Table 21,R77C4,sha256:64eeaa3235bddcf2da8787d8d67cd7fac6b2d4d78ac92c1cb6978de9a8c5ccda,RecipeV01,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,sha256:a9841d7e3cb6fd4210ac910109c97ec9db054b3112bcbe4b8954a850ac450f40,recorded-crime-offenders,sha256:2afb734004641619c092953800539c08f002b3384c478b0b50c062ae3b8ce001,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:dc0994a6a0793534510196518298cdc3c9620d189591042c57d3cb58f3bc8a0f,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,15 Offences against justice(h),14–17 years,South Australia,Number
2023-06-30,2023-06-30,15_OFFENCES_AGAINST_JUSTICE_f7d7e7df,14_17_YEARS_d542002c,SOUTH_AUSTRALIA_0abd141a,OFFENDER_RATE_bf190e83,published-value,published-unit,28,observed,28,sha256:4b906c84f813b08f14be349eac33c8db3c5d7002310195c4cc39a3ac9d28efd5,Table 21,R77C9,sha256:64eeaa3235bddcf2da8787d8d67cd7fac6b2d4d78ac92c1cb6978de9a8c5ccda,RecipeV01,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,sha256:a9841d7e3cb6fd4210ac910109c97ec9db054b3112bcbe4b8954a850ac450f40,recorded-crime-offenders,sha256:2afb734004641619c092953800539c08f002b3384c478b0b50c062ae3b8ce001,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:dc0994a6a0793534510196518298cdc3c9620d189591042c57d3cb58f3bc8a0f,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,15 Offences against justice(h),14–17 years,South Australia,Offender rate(a)
2023-06-30,2023-06-30,15_OFFENCES_AGAINST_JUSTICE_f7d7e7df,14_17_YEARS_d542002c,TASMANIA_412e51e6,NUMBER_a081e07b,published-value,published-unit,13,observed,13,sha256:4b906c84f813b08f14be349eac33c8db3c5d7002310195c4cc39a3ac9d28efd5,Table 21,R111C4,sha256:64eeaa3235bddcf2da8787d8d67cd7fac6b2d4d78ac92c1cb6978de9a8c5ccda,RecipeV01,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,sha256:a9841d7e3cb6fd4210ac910109c97ec9db054b3112bcbe4b8954a850ac450f40,recorded-crime-offenders,sha256:2afb734004641619c092953800539c08f002b3384c478b0b50c062ae3b8ce001,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:dc0994a6a0793534510196518298cdc3c9620d189591042c57d3cb58f3bc8a0f,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,15 Offences against justice(h),14–17 years,Tasmania,Number
2023-06-30,2023-06-30,15_OFFENCES_AGAINST_JUSTICE_f7d7e7df,14_17_YEARS_d542002c,TASMANIA_412e51e6,OFFENDER_RATE_bf190e83,published-value,published-unit,47.9,observed,47.9,sha256:4b906c84f813b08f14be349eac33c8db3c5d7002310195c4cc39a3ac9d28efd5,Table 21,R111C9,sha256:64eeaa3235bddcf2da8787d8d67cd7fac6b2d4d78ac92c1cb6978de9a8c5ccda,RecipeV01,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,sha256:a9841d7e3cb6fd4210ac910109c97ec9db054b3112bcbe4b8954a850ac450f40,recorded-crime-offenders,sha256:2afb734004641619c092953800539c08f002b3384c478b0b50c062ae3b8ce001,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:dc0994a6a0793534510196518298cdc3c9620d189591042c57d3cb58f3bc8a0f,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,15 Offences against justice(h),14–17 years,Tasmania,Offender rate(a)
2023-06-30,2023-06-30,15_OFFENCES_AGAINST_JUSTICE_f7d7e7df,14_17_YEARS_d542002c,VICTORIA_8abba993,NUMBER_a081e07b,published-value,published-unit,93,observed,93,sha256:4b906c84f813b08f14be349eac33c8db3c5d7002310195c4cc39a3ac9d28efd5,Table 21,R41C4,sha256:64eeaa3235bddcf2da8787d8d67cd7fac6b2d4d78ac92c1cb6978de9a8c5ccda,RecipeV01,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,sha256:a9841d7e3cb6fd4210ac910109c97ec9db054b3112bcbe4b8954a850ac450f40,recorded-crime-offenders,sha256:2afb734004641619c092953800539c08f002b3384c478b0b50c062ae3b8ce001,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:dc0994a6a0793534510196518298cdc3c9620d189591042c57d3cb58f3bc8a0f,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,15 Offences against justice(h),14–17 years,Victoria,Number
2023-06-30,2023-06-30,15_OFFENCES_AGAINST_JUSTICE_f7d7e7df,14_17_YEARS_d542002c,VICTORIA_8abba993,OFFENDER_RATE_bf190e83,published-value,published-unit,29.5,observed,29.5,sha256:4b906c84f813b08f14be349eac33c8db3c5d7002310195c4cc39a3ac9d28efd5,Table 21,R41C9,sha256:64eeaa3235bddcf2da8787d8d67cd7fac6b2d4d78ac92c1cb6978de9a8c5ccda,RecipeV01,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,sha256:a9841d7e3cb6fd4210ac910109c97ec9db054b3112bcbe4b8954a850ac450f40,recorded-crime-offenders,sha256:2afb734004641619c092953800539c08f002b3384c478b0b50c062ae3b8ce001,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:dc0994a6a0793534510196518298cdc3c9620d189591042c57d3cb58f3bc8a0f,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,15 Offences against justice(h),14–17 years,Victoria,Offender rate(a)
2023-06-30,2023-06-30,15_OFFENCES_AGAINST_JUSTICE_f7d7e7df,14_17_YEARS_d542002c,WESTERN_AUSTRALIA_74f6e5af,NUMBER_a081e07b,published-value,published-unit,102,observed,102,sha256:4b906c84f813b08f14be349eac33c8db3c5d7002310195c4cc39a3ac9d28efd5,Table 21,R94C4,sha256:64eeaa3235bddcf2da8787d8d67cd7fac6b2d4d78ac92c1cb6978de9a8c5ccda,RecipeV01,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,sha256:a9841d7e3cb6fd4210ac910109c97ec9db054b3112bcbe4b8954a850ac450f40,recorded-crime-offenders,sha256:2afb734004641619c092953800539c08f002b3384c478b0b50c062ae3b8ce001,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:dc0994a6a0793534510196518298cdc3c9620d189591042c57d3cb58f3bc8a0f,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,15 Offences against justice(h),14–17 years,Western Australia,Number
2023-06-30,2023-06-30,15_OFFENCES_AGAINST_JUSTICE_f7d7e7df,14_17_YEARS_d542002c,WESTERN_AUSTRALIA_74f6e5af,OFFENDER_RATE_bf190e83,published-value,published-unit,72.4,observed,72.4,sha256:4b906c84f813b08f14be349eac33c8db3c5d7002310195c4cc39a3ac9d28efd5,Table 21,R94C9,sha256:64eeaa3235bddcf2da8787d8d67cd7fac6b2d4d78ac92c1cb6978de9a8c5ccda,RecipeV01,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,sha256:a9841d7e3cb6fd4210ac910109c97ec9db054b3112bcbe4b8954a850ac450f40,recorded-crime-offenders,sha256:2afb734004641619c092953800539c08f002b3384c478b0b50c062ae3b8ce001,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:dc0994a6a0793534510196518298cdc3c9620d189591042c57d3cb58f3bc8a0f,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,15 Offences against justice(h),14–17 years,Western Australia,Offender rate(a)
2023-06-30,2023-06-30,15_OFFENCES_AGAINST_JUSTICE_f7d7e7df,ALL_OFFENDERS_7a1c1a72,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,NUMBER_a081e07b,published-value,published-unit,291,observed,291,sha256:4b906c84f813b08f14be349eac33c8db3c5d7002310195c4cc39a3ac9d28efd5,Table 21,R145C6,sha256:64eeaa3235bddcf2da8787d8d67cd7fac6b2d4d78ac92c1cb6978de9a8c5ccda,RecipeV01,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,sha256:a9841d7e3cb6fd4210ac910109c97ec9db054b3112bcbe4b8954a850ac450f40,recorded-crime-offenders,sha256:2afb734004641619c092953800539c08f002b3384c478b0b50c062ae3b8ce001,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:dc0994a6a0793534510196518298cdc3c9620d189591042c57d3cb58f3bc8a0f,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,15 Offences against justice(h),All offenders(d),Australian Capital Territory,Number
2023-06-30,2023-06-30,15_OFFENCES_AGAINST_JUSTICE_f7d7e7df,ALL_OFFENDERS_7a1c1a72,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,OFFENDER_RATE_bf190e83,published-value,published-unit,71.7,observed,71.7,sha256:4b906c84f813b08f14be349eac33c8db3c5d7002310195c4cc39a3ac9d28efd5,Table 21,R145C11,sha256:64eeaa3235bddcf2da8787d8d67cd7fac6b2d4d78ac92c1cb6978de9a8c5ccda,RecipeV01,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,sha256:a9841d7e3cb6fd4210ac910109c97ec9db054b3112bcbe4b8954a850ac450f40,recorded-crime-offenders,sha256:2afb734004641619c092953800539c08f002b3384c478b0b50c062ae3b8ce001,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:dc0994a6a0793534510196518298cdc3c9620d189591042c57d3cb58f3bc8a0f,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,15 Offences against justice(h),All offenders(d),Australian Capital Territory,Offender rate(a)
2023-06-30,2023-06-30,15_OFFENCES_AGAINST_JUSTICE_f7d7e7df,ALL_OFFENDERS_7a1c1a72,NEW_SOUTH_WALES_92f089b8,NUMBER_a081e07b,published-value,published-unit,5748,observed,5748,sha256:4b906c84f813b08f14be349eac33c8db3c5d7002310195c4cc39a3ac9d28efd5,Table 21,R23C6,sha256:64eeaa3235bddcf2da8787d8d67cd7fac6b2d4d78ac92c1cb6978de9a8c5ccda,RecipeV01,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,sha256:a9841d7e3cb6fd4210ac910109c97ec9db054b3112bcbe4b8954a850ac450f40,recorded-crime-offenders,sha256:2afb734004641619c092953800539c08f002b3384c478b0b50c062ae3b8ce001,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:dc0994a6a0793534510196518298cdc3c9620d189591042c57d3cb58f3bc8a0f,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,15 Offences against justice(h),All offenders(d),New South Wales,Number
2023-06-30,2023-06-30,15_OFFENCES_AGAINST_JUSTICE_f7d7e7df,ALL_OFFENDERS_7a1c1a72,NEW_SOUTH_WALES_92f089b8,OFFENDER_RATE_bf190e83,published-value,published-unit,79.1,observed,79.1,sha256:4b906c84f813b08f14be349eac33c8db3c5d7002310195c4cc39a3ac9d28efd5,Table 21,R23C11,sha256:64eeaa3235bddcf2da8787d8d67cd7fac6b2d4d78ac92c1cb6978de9a8c5ccda,RecipeV01,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,sha256:a9841d7e3cb6fd4210ac910109c97ec9db054b3112bcbe4b8954a850ac450f40,recorded-crime-offenders,sha256:2afb734004641619c092953800539c08f002b3384c478b0b50c062ae3b8ce001,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:dc0994a6a0793534510196518298cdc3c9620d189591042c57d3cb58f3bc8a0f,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,15 Offences against justice(h),All offenders(d),New South Wales,Offender rate(a)
2023-06-30,2023-06-30,15_OFFENCES_AGAINST_JUSTICE_f7d7e7df,ALL_OFFENDERS_7a1c1a72,NORTHERN_TERRITORY_a1d418fe,NUMBER_a081e07b,published-value,published-unit,739,observed,739,sha256:4b906c84f813b08f14be349eac33c8db3c5d7002310195c4cc39a3ac9d28efd5,Table 21,R128C6,sha256:64eeaa3235bddcf2da8787d8d67cd7fac6b2d4d78ac92c1cb6978de9a8c5ccda,RecipeV01,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,sha256:a9841d7e3cb6fd4210ac910109c97ec9db054b3112bcbe4b8954a850ac450f40,recorded-crime-offenders,sha256:2afb734004641619c092953800539c08f002b3384c478b0b50c062ae3b8ce001,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:dc0994a6a0793534510196518298cdc3c9620d189591042c57d3cb58f3bc8a0f,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,15 Offences against justice(h),All offenders(d),Northern Territory,Number
2023-06-30,2023-06-30,15_OFFENCES_AGAINST_JUSTICE_f7d7e7df,ALL_OFFENDERS_7a1c1a72,NORTHERN_TERRITORY_a1d418fe,OFFENDER_RATE_bf190e83,published-value,published-unit,342.5,observed,342.5,sha256:4b906c84f813b08f14be349eac33c8db3c5d7002310195c4cc39a3ac9d28efd5,Table 21,R128C11,sha256:64eeaa3235bddcf2da8787d8d67cd7fac6b2d4d78ac92c1cb6978de9a8c5ccda,RecipeV01,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,sha256:a9841d7e3cb6fd4210ac910109c97ec9db054b3112bcbe4b8954a850ac450f40,recorded-crime-offenders,sha256:2afb734004641619c092953800539c08f002b3384c478b0b50c062ae3b8ce001,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:dc0994a6a0793534510196518298cdc3c9620d189591042c57d3cb58f3bc8a0f,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,15 Offences against justice(h),All offenders(d),Northern Territory,Offender rate(a)
2023-06-30,2023-06-30,15_OFFENCES_AGAINST_JUSTICE_f7d7e7df,ALL_OFFENDERS_7a1c1a72,QUEENSLAND_8f0791ed,NUMBER_a081e07b,published-value,published-unit,12550,observed,12550,sha256:4b906c84f813b08f14be349eac33c8db3c5d7002310195c4cc39a3ac9d28efd5,Table 21,R59C6,sha256:64eeaa3235bddcf2da8787d8d67cd7fac6b2d4d78ac92c1cb6978de9a8c5ccda,RecipeV01,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,sha256:a9841d7e3cb6fd4210ac910109c97ec9db054b3112bcbe4b8954a850ac450f40,recorded-crime-offenders,sha256:2afb734004641619c092953800539c08f002b3384c478b0b50c062ae3b8ce001,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:dc0994a6a0793534510196518298cdc3c9620d189591042c57d3cb58f3bc8a0f,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,15 Offences against justice(h),All offenders(d),Queensland,Number
2023-06-30,2023-06-30,15_OFFENCES_AGAINST_JUSTICE_f7d7e7df,ALL_OFFENDERS_7a1c1a72,QUEENSLAND_8f0791ed,OFFENDER_RATE_bf190e83,published-value,published-unit,264.9,observed,264.9,sha256:4b906c84f813b08f14be349eac33c8db3c5d7002310195c4cc39a3ac9d28efd5,Table 21,R59C11,sha256:64eeaa3235bddcf2da8787d8d67cd7fac6b2d4d78ac92c1cb6978de9a8c5ccda,RecipeV01,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,sha256:a9841d7e3cb6fd4210ac910109c97ec9db054b3112bcbe4b8954a850ac450f40,recorded-crime-offenders,sha256:2afb734004641619c092953800539c08f002b3384c478b0b50c062ae3b8ce001,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:dc0994a6a0793534510196518298cdc3c9620d189591042c57d3cb58f3bc8a0f,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,15 Offences against justice(h),All offenders(d),Queensland,Offender rate(a)
2023-06-30,2023-06-30,15_OFFENCES_AGAINST_JUSTICE_f7d7e7df,ALL_OFFENDERS_7a1c1a72,SOUTH_AUSTRALIA_0abd141a,NUMBER_a081e07b,published-value,published-unit,1334,observed,1334,sha256:4b906c84f813b08f14be349eac33c8db3c5d7002310195c4cc39a3ac9d28efd5,Table 21,R77C6,sha256:64eeaa3235bddcf2da8787d8d67cd7fac6b2d4d78ac92c1cb6978de9a8c5ccda,RecipeV01,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,sha256:a9841d7e3cb6fd4210ac910109c97ec9db054b3112bcbe4b8954a850ac450f40,recorded-crime-offenders,sha256:2afb734004641619c092953800539c08f002b3384c478b0b50c062ae3b8ce001,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:dc0994a6a0793534510196518298cdc3c9620d189591042c57d3cb58f3bc8a0f,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,15 Offences against justice(h),All offenders(d),South Australia,Number
2023-06-30,2023-06-30,15_OFFENCES_AGAINST_JUSTICE_f7d7e7df,ALL_OFFENDERS_7a1c1a72,SOUTH_AUSTRALIA_0abd141a,OFFENDER_RATE_bf190e83,published-value,published-unit,81.7,observed,81.7,sha256:4b906c84f813b08f14be349eac33c8db3c5d7002310195c4cc39a3ac9d28efd5,Table 21,R77C11,sha256:64eeaa3235bddcf2da8787d8d67cd7fac6b2d4d78ac92c1cb6978de9a8c5ccda,RecipeV01,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,sha256:a9841d7e3cb6fd4210ac910109c97ec9db054b3112bcbe4b8954a850ac450f40,recorded-crime-offenders,sha256:2afb734004641619c092953800539c08f002b3384c478b0b50c062ae3b8ce001,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:dc0994a6a0793534510196518298cdc3c9620d189591042c57d3cb58f3bc8a0f,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,15 Offences against justice(h),All offenders(d),South Australia,Offender rate(a)
2023-06-30,2023-06-30,15_OFFENCES_AGAINST_JUSTICE_f7d7e7df,ALL_OFFENDERS_7a1c1a72,TASMANIA_412e51e6,NUMBER_a081e07b,published-value,published-unit,662,observed,662,sha256:4b906c84f813b08f14be349eac33c8db3c5d7002310195c4cc39a3ac9d28efd5,Table 21,R111C6,sha256:64eeaa3235bddcf2da8787d8d67cd7fac6b2d4d78ac92c1cb6978de9a8c5ccda,RecipeV01,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,sha256:a9841d7e3cb6fd4210ac910109c97ec9db054b3112bcbe4b8954a850ac450f40,recorded-crime-offenders,sha256:2afb734004641619c092953800539c08f002b3384c478b0b50c062ae3b8ce001,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:dc0994a6a0793534510196518298cdc3c9620d189591042c57d3cb58f3bc8a0f,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,15 Offences against justice(h),All offenders(d),Tasmania,Number
2023-06-30,2023-06-30,15_OFFENCES_AGAINST_JUSTICE_f7d7e7df,ALL_OFFENDERS_7a1c1a72,TASMANIA_412e51e6,OFFENDER_RATE_bf190e83,published-value,published-unit,129.4,observed,129.4,sha256:4b906c84f813b08f14be349eac33c8db3c5d7002310195c4cc39a3ac9d28efd5,Table 21,R111C11,sha256:64eeaa3235bddcf2da8787d8d67cd7fac6b2d4d78ac92c1cb6978de9a8c5ccda,RecipeV01,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,sha256:a9841d7e3cb6fd4210ac910109c97ec9db054b3112bcbe4b8954a850ac450f40,recorded-crime-offenders,sha256:2afb734004641619c092953800539c08f002b3384c478b0b50c062ae3b8ce001,tidy.table-family-acceptance/v2,sha256:3aa5455684b3227f8ea93bdff75cb8597371f509a8e3fd67211f5482c0e16cb0,sha256:dc0994a6a0793534510196518298cdc3c9620d189591042c57d3cb58f3bc8a0f,sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:f001a23daf63494a80ca0ded775f2c204d35397c8b994d6a96f2c50bdc7d3805,15 Offences against justice(h),All offenders(d),Tasmania,Offender rate(a)
