reference_date,principal_offence_id,principal_offence_anzsoc_2011_id,jurisdiction_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_principal_offence_anzsoc_2011,raw_jurisdiction
2025-06-30,07_THEFT_2ddf8175,08_THEFT_eba67dd5,WESTERN_AUSTRALIA_74f6e5af,published-value,published-unit,194,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R70C9,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,08 Theft,Western Australia
2025-06-30,07_THEFT_2ddf8175,09_FRAUD_DECEPTION_d0197667,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R127C10,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,09 Fraud/ deception,Australian Capital Territory
2025-06-30,07_THEFT_2ddf8175,09_FRAUD_DECEPTION_d0197667,NEW_SOUTH_WALES_92f089b8,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R13C10,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,09 Fraud/ deception,New South Wales
2025-06-30,07_THEFT_2ddf8175,09_FRAUD_DECEPTION_d0197667,NORTHERN_TERRITORY_a1d418fe,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R108C10,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,09 Fraud/ deception,Northern Territory
2025-06-30,07_THEFT_2ddf8175,09_FRAUD_DECEPTION_d0197667,QUEENSLAND_8f0791ed,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R32C10,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,09 Fraud/ deception,Queensland
2025-06-30,07_THEFT_2ddf8175,09_FRAUD_DECEPTION_d0197667,SOUTH_AUSTRALIA_0abd141a,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R51C10,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,09 Fraud/ deception,South Australia
2025-06-30,07_THEFT_2ddf8175,09_FRAUD_DECEPTION_d0197667,TASMANIA_412e51e6,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R89C10,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,09 Fraud/ deception,Tasmania
2025-06-30,07_THEFT_2ddf8175,09_FRAUD_DECEPTION_d0197667,WESTERN_AUSTRALIA_74f6e5af,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R70C10,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,09 Fraud/ deception,Western Australia
2025-06-30,07_THEFT_2ddf8175,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R127C11,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,10 Illicit drug offences,Australian Capital Territory
2025-06-30,07_THEFT_2ddf8175,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,NEW_SOUTH_WALES_92f089b8,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R13C11,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,10 Illicit drug offences,New South Wales
2025-06-30,07_THEFT_2ddf8175,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,NORTHERN_TERRITORY_a1d418fe,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R108C11,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,10 Illicit drug offences,Northern Territory
2025-06-30,07_THEFT_2ddf8175,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,QUEENSLAND_8f0791ed,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R32C11,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,10 Illicit drug offences,Queensland
2025-06-30,07_THEFT_2ddf8175,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,SOUTH_AUSTRALIA_0abd141a,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R51C11,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,10 Illicit drug offences,South Australia
2025-06-30,07_THEFT_2ddf8175,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,TASMANIA_412e51e6,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R89C11,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,10 Illicit drug offences,Tasmania
2025-06-30,07_THEFT_2ddf8175,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,WESTERN_AUSTRALIA_74f6e5af,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R70C11,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,10 Illicit drug offences,Western Australia
2025-06-30,07_THEFT_2ddf8175,11_WEAPONS_EXPLOSIVES_3666eb44,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R127C12,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,11 Weapons/ explosives,Australian Capital Territory
2025-06-30,07_THEFT_2ddf8175,11_WEAPONS_EXPLOSIVES_3666eb44,NEW_SOUTH_WALES_92f089b8,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R13C12,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,11 Weapons/ explosives,New South Wales
2025-06-30,07_THEFT_2ddf8175,11_WEAPONS_EXPLOSIVES_3666eb44,NORTHERN_TERRITORY_a1d418fe,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R108C12,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,11 Weapons/ explosives,Northern Territory
2025-06-30,07_THEFT_2ddf8175,11_WEAPONS_EXPLOSIVES_3666eb44,QUEENSLAND_8f0791ed,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R32C12,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,11 Weapons/ explosives,Queensland
2025-06-30,07_THEFT_2ddf8175,11_WEAPONS_EXPLOSIVES_3666eb44,SOUTH_AUSTRALIA_0abd141a,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R51C12,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,11 Weapons/ explosives,South Australia
2025-06-30,07_THEFT_2ddf8175,11_WEAPONS_EXPLOSIVES_3666eb44,TASMANIA_412e51e6,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R89C12,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,11 Weapons/ explosives,Tasmania
2025-06-30,07_THEFT_2ddf8175,11_WEAPONS_EXPLOSIVES_3666eb44,WESTERN_AUSTRALIA_74f6e5af,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R70C12,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,11 Weapons/ explosives,Western Australia
2025-06-30,07_THEFT_2ddf8175,12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION_3892e97e,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R127C13,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,12 Property damage and environmental pollution,Australian Capital Territory
2025-06-30,07_THEFT_2ddf8175,12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION_3892e97e,NEW_SOUTH_WALES_92f089b8,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R13C13,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,12 Property damage and environmental pollution,New South Wales
2025-06-30,07_THEFT_2ddf8175,12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION_3892e97e,NORTHERN_TERRITORY_a1d418fe,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R108C13,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,12 Property damage and environmental pollution,Northern Territory
2025-06-30,07_THEFT_2ddf8175,12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION_3892e97e,QUEENSLAND_8f0791ed,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R32C13,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,12 Property damage and environmental pollution,Queensland
2025-06-30,07_THEFT_2ddf8175,12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION_3892e97e,SOUTH_AUSTRALIA_0abd141a,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 5,R51C13,sha256:3db7a2b59232aa66a94a177714806a3d067edc039bc7ce1b5dd71e60667e6801,prisoners-in-australia,sha256:b9d4c50facd43288375e2aea456076f7576214f1e0a8aa337e3401b19e17716c,tidy.table-family-acceptance/v2,sha256:f72407f2af6d9beeada0964407dc1df1ad3df7016f2b7e59ff3670717c7d9fb0,sha256:ae22226a55d6e18814e3ad848bf143f7214f92752c2078481279df205d77507a,sha256:b5d899bee496e6c386651c8f80396f44c56eeb392925f0371dd604d43799a29e,human-authored/deterministic-geometry-v1,replay:sha256:5c1f476fd0cfb4b665dd445ad0855a30c4449568d29b4200c2463549e228a81a,07 Theft,12 Property damage and environmental pollution,South Australia
