publication_vintage_date,reference_date,principal_offence_id,sentence_statistic_id,observation_period_id,court_level_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_sentence_statistic,raw_observation_period,raw_court_level
2023-06-30,2022-06-30,ANZSOC_2011_0321_NON_ASSAULTIVE_SEXUAL_OFFENCES_AGAINST_A_CHILD,SENTENCE_CUSTODY_IN_A_CORRECTIONAL_INSTITUTION,2022-06-30,CHILDRENS_COURTS,defendant-count,person,0,observed,0,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 10,R99C2,sha256:5ca9b1d14fd3d68528e438bcbdc58e93ba01399a5483a948527473d80088019b,criminal-courts-australia,sha256:e34906384f22afd3d92af8060867508a3685287d43b743dd18809a6626e9062f,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:ec20368b25012fe948c088fd1a8adc1a94b053d137909e57f8f72ba8ecf91139,sha256:dfdf80b0dc9b2b31d1b86359cdbd031012958b7a0fccf08b47ac1b2fb08c89b9,human-authored/deterministic-map-v1,replay:sha256:d261ffd7f336e7540601ecd6eee0b6c6b82d81fda9646768b4ad9ad655305f4c,0321 Non-assaultive sexual offences against a child,Custody in a correctional institution,2021–22,Children's Courts
2023-06-30,2022-06-30,ANZSOC_2011_0321_NON_ASSAULTIVE_SEXUAL_OFFENCES_AGAINST_A_CHILD,SENTENCE_CUSTODY_IN_A_CORRECTIONAL_INSTITUTION,2022-06-30,HIGHER_COURTS,defendant-count,person,142,observed,142,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 10,R45C2,sha256:5ca9b1d14fd3d68528e438bcbdc58e93ba01399a5483a948527473d80088019b,criminal-courts-australia,sha256:e34906384f22afd3d92af8060867508a3685287d43b743dd18809a6626e9062f,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:ec20368b25012fe948c088fd1a8adc1a94b053d137909e57f8f72ba8ecf91139,sha256:dfdf80b0dc9b2b31d1b86359cdbd031012958b7a0fccf08b47ac1b2fb08c89b9,human-authored/deterministic-map-v1,replay:sha256:d261ffd7f336e7540601ecd6eee0b6c6b82d81fda9646768b4ad9ad655305f4c,0321 Non-assaultive sexual offences against a child,Custody in a correctional institution,2021–22,Higher Courts
2023-06-30,2022-06-30,ANZSOC_2011_0321_NON_ASSAULTIVE_SEXUAL_OFFENCES_AGAINST_A_CHILD,SENTENCE_CUSTODY_IN_A_CORRECTIONAL_INSTITUTION,2022-06-30,MAGISTRATES_COURTS,defendant-count,person,20,observed,20,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 10,R72C2,sha256:5ca9b1d14fd3d68528e438bcbdc58e93ba01399a5483a948527473d80088019b,criminal-courts-australia,sha256:e34906384f22afd3d92af8060867508a3685287d43b743dd18809a6626e9062f,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:ec20368b25012fe948c088fd1a8adc1a94b053d137909e57f8f72ba8ecf91139,sha256:dfdf80b0dc9b2b31d1b86359cdbd031012958b7a0fccf08b47ac1b2fb08c89b9,human-authored/deterministic-map-v1,replay:sha256:d261ffd7f336e7540601ecd6eee0b6c6b82d81fda9646768b4ad9ad655305f4c,0321 Non-assaultive sexual offences against a child,Custody in a correctional institution,2021–22,Magistrates' Courts
2023-06-30,2022-06-30,ANZSOC_2011_0321_NON_ASSAULTIVE_SEXUAL_OFFENCES_AGAINST_A_CHILD,SENTENCE_FINES,2022-06-30,ALL_COURTS,defendant-count,person,12,observed,12,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 10,R18C7,sha256:5ca9b1d14fd3d68528e438bcbdc58e93ba01399a5483a948527473d80088019b,criminal-courts-australia,sha256:e34906384f22afd3d92af8060867508a3685287d43b743dd18809a6626e9062f,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:ec20368b25012fe948c088fd1a8adc1a94b053d137909e57f8f72ba8ecf91139,sha256:dfdf80b0dc9b2b31d1b86359cdbd031012958b7a0fccf08b47ac1b2fb08c89b9,human-authored/deterministic-map-v1,replay:sha256:d261ffd7f336e7540601ecd6eee0b6c6b82d81fda9646768b4ad9ad655305f4c,0321 Non-assaultive sexual offences against a child,Fines,2021–22,All Courts
2023-06-30,2022-06-30,ANZSOC_2011_0321_NON_ASSAULTIVE_SEXUAL_OFFENCES_AGAINST_A_CHILD,SENTENCE_FINES,2022-06-30,CHILDRENS_COURTS,defendant-count,person,0,observed,0,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 10,R99C7,sha256:5ca9b1d14fd3d68528e438bcbdc58e93ba01399a5483a948527473d80088019b,criminal-courts-australia,sha256:e34906384f22afd3d92af8060867508a3685287d43b743dd18809a6626e9062f,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:ec20368b25012fe948c088fd1a8adc1a94b053d137909e57f8f72ba8ecf91139,sha256:dfdf80b0dc9b2b31d1b86359cdbd031012958b7a0fccf08b47ac1b2fb08c89b9,human-authored/deterministic-map-v1,replay:sha256:d261ffd7f336e7540601ecd6eee0b6c6b82d81fda9646768b4ad9ad655305f4c,0321 Non-assaultive sexual offences against a child,Fines,2021–22,Children's Courts
2023-06-30,2022-06-30,ANZSOC_2011_0321_NON_ASSAULTIVE_SEXUAL_OFFENCES_AGAINST_A_CHILD,SENTENCE_FINES,2022-06-30,HIGHER_COURTS,defendant-count,person,0,observed,0,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 10,R45C7,sha256:5ca9b1d14fd3d68528e438bcbdc58e93ba01399a5483a948527473d80088019b,criminal-courts-australia,sha256:e34906384f22afd3d92af8060867508a3685287d43b743dd18809a6626e9062f,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:ec20368b25012fe948c088fd1a8adc1a94b053d137909e57f8f72ba8ecf91139,sha256:dfdf80b0dc9b2b31d1b86359cdbd031012958b7a0fccf08b47ac1b2fb08c89b9,human-authored/deterministic-map-v1,replay:sha256:d261ffd7f336e7540601ecd6eee0b6c6b82d81fda9646768b4ad9ad655305f4c,0321 Non-assaultive sexual offences against a child,Fines,2021–22,Higher Courts
2023-06-30,2022-06-30,ANZSOC_2011_0321_NON_ASSAULTIVE_SEXUAL_OFFENCES_AGAINST_A_CHILD,SENTENCE_FINES,2022-06-30,MAGISTRATES_COURTS,defendant-count,person,12,observed,12,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 10,R72C7,sha256:5ca9b1d14fd3d68528e438bcbdc58e93ba01399a5483a948527473d80088019b,criminal-courts-australia,sha256:e34906384f22afd3d92af8060867508a3685287d43b743dd18809a6626e9062f,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:ec20368b25012fe948c088fd1a8adc1a94b053d137909e57f8f72ba8ecf91139,sha256:dfdf80b0dc9b2b31d1b86359cdbd031012958b7a0fccf08b47ac1b2fb08c89b9,human-authored/deterministic-map-v1,replay:sha256:d261ffd7f336e7540601ecd6eee0b6c6b82d81fda9646768b4ad9ad655305f4c,0321 Non-assaultive sexual offences against a child,Fines,2021–22,Magistrates' Courts
2023-06-30,2022-06-30,ANZSOC_2011_0321_NON_ASSAULTIVE_SEXUAL_OFFENCES_AGAINST_A_CHILD,SENTENCE_FULLY_SUSPENDED_SENTENCE_OF_IMPRISONMENT,2022-06-30,ALL_COURTS,defendant-count,person,75,observed,75,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 10,R18C4,sha256:5ca9b1d14fd3d68528e438bcbdc58e93ba01399a5483a948527473d80088019b,criminal-courts-australia,sha256:e34906384f22afd3d92af8060867508a3685287d43b743dd18809a6626e9062f,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:ec20368b25012fe948c088fd1a8adc1a94b053d137909e57f8f72ba8ecf91139,sha256:dfdf80b0dc9b2b31d1b86359cdbd031012958b7a0fccf08b47ac1b2fb08c89b9,human-authored/deterministic-map-v1,replay:sha256:d261ffd7f336e7540601ecd6eee0b6c6b82d81fda9646768b4ad9ad655305f4c,0321 Non-assaultive sexual offences against a child,Fully suspended sentence of imprisonment,2021–22,All Courts
2023-06-30,2022-06-30,ANZSOC_2011_0321_NON_ASSAULTIVE_SEXUAL_OFFENCES_AGAINST_A_CHILD,SENTENCE_FULLY_SUSPENDED_SENTENCE_OF_IMPRISONMENT,2022-06-30,CHILDRENS_COURTS,defendant-count,person,0,observed,0,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 10,R99C4,sha256:5ca9b1d14fd3d68528e438bcbdc58e93ba01399a5483a948527473d80088019b,criminal-courts-australia,sha256:e34906384f22afd3d92af8060867508a3685287d43b743dd18809a6626e9062f,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:ec20368b25012fe948c088fd1a8adc1a94b053d137909e57f8f72ba8ecf91139,sha256:dfdf80b0dc9b2b31d1b86359cdbd031012958b7a0fccf08b47ac1b2fb08c89b9,human-authored/deterministic-map-v1,replay:sha256:d261ffd7f336e7540601ecd6eee0b6c6b82d81fda9646768b4ad9ad655305f4c,0321 Non-assaultive sexual offences against a child,Fully suspended sentence of imprisonment,2021–22,Children's Courts
2023-06-30,2022-06-30,ANZSOC_2011_0321_NON_ASSAULTIVE_SEXUAL_OFFENCES_AGAINST_A_CHILD,SENTENCE_FULLY_SUSPENDED_SENTENCE_OF_IMPRISONMENT,2022-06-30,HIGHER_COURTS,defendant-count,person,65,observed,65,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 10,R45C4,sha256:5ca9b1d14fd3d68528e438bcbdc58e93ba01399a5483a948527473d80088019b,criminal-courts-australia,sha256:e34906384f22afd3d92af8060867508a3685287d43b743dd18809a6626e9062f,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:ec20368b25012fe948c088fd1a8adc1a94b053d137909e57f8f72ba8ecf91139,sha256:dfdf80b0dc9b2b31d1b86359cdbd031012958b7a0fccf08b47ac1b2fb08c89b9,human-authored/deterministic-map-v1,replay:sha256:d261ffd7f336e7540601ecd6eee0b6c6b82d81fda9646768b4ad9ad655305f4c,0321 Non-assaultive sexual offences against a child,Fully suspended sentence of imprisonment,2021–22,Higher Courts
2023-06-30,2022-06-30,ANZSOC_2011_0321_NON_ASSAULTIVE_SEXUAL_OFFENCES_AGAINST_A_CHILD,SENTENCE_FULLY_SUSPENDED_SENTENCE_OF_IMPRISONMENT,2022-06-30,MAGISTRATES_COURTS,defendant-count,person,10,observed,10,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 10,R72C4,sha256:5ca9b1d14fd3d68528e438bcbdc58e93ba01399a5483a948527473d80088019b,criminal-courts-australia,sha256:e34906384f22afd3d92af8060867508a3685287d43b743dd18809a6626e9062f,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:ec20368b25012fe948c088fd1a8adc1a94b053d137909e57f8f72ba8ecf91139,sha256:dfdf80b0dc9b2b31d1b86359cdbd031012958b7a0fccf08b47ac1b2fb08c89b9,human-authored/deterministic-map-v1,replay:sha256:d261ffd7f336e7540601ecd6eee0b6c6b82d81fda9646768b4ad9ad655305f4c,0321 Non-assaultive sexual offences against a child,Fully suspended sentence of imprisonment,2021–22,Magistrates' Courts
2023-06-30,2022-06-30,ANZSOC_2011_0321_NON_ASSAULTIVE_SEXUAL_OFFENCES_AGAINST_A_CHILD,SENTENCE_GOOD_BEHAVIOUR_INCL_BONDS,2022-06-30,ALL_COURTS,defendant-count,person,10,observed,10,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 10,R18C8,sha256:5ca9b1d14fd3d68528e438bcbdc58e93ba01399a5483a948527473d80088019b,criminal-courts-australia,sha256:e34906384f22afd3d92af8060867508a3685287d43b743dd18809a6626e9062f,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:ec20368b25012fe948c088fd1a8adc1a94b053d137909e57f8f72ba8ecf91139,sha256:dfdf80b0dc9b2b31d1b86359cdbd031012958b7a0fccf08b47ac1b2fb08c89b9,human-authored/deterministic-map-v1,replay:sha256:d261ffd7f336e7540601ecd6eee0b6c6b82d81fda9646768b4ad9ad655305f4c,0321 Non-assaultive sexual offences against a child,Good behaviour (incl. bonds),2021–22,All Courts
2023-06-30,2022-06-30,ANZSOC_2011_0321_NON_ASSAULTIVE_SEXUAL_OFFENCES_AGAINST_A_CHILD,SENTENCE_GOOD_BEHAVIOUR_INCL_BONDS,2022-06-30,CHILDRENS_COURTS,defendant-count,person,0,observed,0,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 10,R99C8,sha256:5ca9b1d14fd3d68528e438bcbdc58e93ba01399a5483a948527473d80088019b,criminal-courts-australia,sha256:e34906384f22afd3d92af8060867508a3685287d43b743dd18809a6626e9062f,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:ec20368b25012fe948c088fd1a8adc1a94b053d137909e57f8f72ba8ecf91139,sha256:dfdf80b0dc9b2b31d1b86359cdbd031012958b7a0fccf08b47ac1b2fb08c89b9,human-authored/deterministic-map-v1,replay:sha256:d261ffd7f336e7540601ecd6eee0b6c6b82d81fda9646768b4ad9ad655305f4c,0321 Non-assaultive sexual offences against a child,Good behaviour (incl. bonds),2021–22,Children's Courts
2023-06-30,2022-06-30,ANZSOC_2011_0321_NON_ASSAULTIVE_SEXUAL_OFFENCES_AGAINST_A_CHILD,SENTENCE_GOOD_BEHAVIOUR_INCL_BONDS,2022-06-30,HIGHER_COURTS,defendant-count,person,0,observed,0,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 10,R45C8,sha256:5ca9b1d14fd3d68528e438bcbdc58e93ba01399a5483a948527473d80088019b,criminal-courts-australia,sha256:e34906384f22afd3d92af8060867508a3685287d43b743dd18809a6626e9062f,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:ec20368b25012fe948c088fd1a8adc1a94b053d137909e57f8f72ba8ecf91139,sha256:dfdf80b0dc9b2b31d1b86359cdbd031012958b7a0fccf08b47ac1b2fb08c89b9,human-authored/deterministic-map-v1,replay:sha256:d261ffd7f336e7540601ecd6eee0b6c6b82d81fda9646768b4ad9ad655305f4c,0321 Non-assaultive sexual offences against a child,Good behaviour (incl. bonds),2021–22,Higher Courts
2023-06-30,2022-06-30,ANZSOC_2011_0321_NON_ASSAULTIVE_SEXUAL_OFFENCES_AGAINST_A_CHILD,SENTENCE_GOOD_BEHAVIOUR_INCL_BONDS,2022-06-30,MAGISTRATES_COURTS,defendant-count,person,9,observed,9,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 10,R72C8,sha256:5ca9b1d14fd3d68528e438bcbdc58e93ba01399a5483a948527473d80088019b,criminal-courts-australia,sha256:e34906384f22afd3d92af8060867508a3685287d43b743dd18809a6626e9062f,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:ec20368b25012fe948c088fd1a8adc1a94b053d137909e57f8f72ba8ecf91139,sha256:dfdf80b0dc9b2b31d1b86359cdbd031012958b7a0fccf08b47ac1b2fb08c89b9,human-authored/deterministic-map-v1,replay:sha256:d261ffd7f336e7540601ecd6eee0b6c6b82d81fda9646768b4ad9ad655305f4c,0321 Non-assaultive sexual offences against a child,Good behaviour (incl. bonds),2021–22,Magistrates' Courts
2023-06-30,2022-06-30,ANZSOC_2011_0321_NON_ASSAULTIVE_SEXUAL_OFFENCES_AGAINST_A_CHILD,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,2022-06-30,ALL_COURTS,defendant-count,person,10,observed,10,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 10,R18C3,sha256:5ca9b1d14fd3d68528e438bcbdc58e93ba01399a5483a948527473d80088019b,criminal-courts-australia,sha256:e34906384f22afd3d92af8060867508a3685287d43b743dd18809a6626e9062f,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:ec20368b25012fe948c088fd1a8adc1a94b053d137909e57f8f72ba8ecf91139,sha256:dfdf80b0dc9b2b31d1b86359cdbd031012958b7a0fccf08b47ac1b2fb08c89b9,human-authored/deterministic-map-v1,replay:sha256:d261ffd7f336e7540601ecd6eee0b6c6b82d81fda9646768b4ad9ad655305f4c,0321 Non-assaultive sexual offences against a child,Intensive penalty in the community,2021–22,All Courts
2023-06-30,2022-06-30,ANZSOC_2011_0321_NON_ASSAULTIVE_SEXUAL_OFFENCES_AGAINST_A_CHILD,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,2022-06-30,CHILDRENS_COURTS,defendant-count,person,0,observed,0,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 10,R99C3,sha256:5ca9b1d14fd3d68528e438bcbdc58e93ba01399a5483a948527473d80088019b,criminal-courts-australia,sha256:e34906384f22afd3d92af8060867508a3685287d43b743dd18809a6626e9062f,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:ec20368b25012fe948c088fd1a8adc1a94b053d137909e57f8f72ba8ecf91139,sha256:dfdf80b0dc9b2b31d1b86359cdbd031012958b7a0fccf08b47ac1b2fb08c89b9,human-authored/deterministic-map-v1,replay:sha256:d261ffd7f336e7540601ecd6eee0b6c6b82d81fda9646768b4ad9ad655305f4c,0321 Non-assaultive sexual offences against a child,Intensive penalty in the community,2021–22,Children's Courts
2023-06-30,2022-06-30,ANZSOC_2011_0321_NON_ASSAULTIVE_SEXUAL_OFFENCES_AGAINST_A_CHILD,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,2022-06-30,HIGHER_COURTS,defendant-count,person,5,observed,5,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 10,R45C3,sha256:5ca9b1d14fd3d68528e438bcbdc58e93ba01399a5483a948527473d80088019b,criminal-courts-australia,sha256:e34906384f22afd3d92af8060867508a3685287d43b743dd18809a6626e9062f,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:ec20368b25012fe948c088fd1a8adc1a94b053d137909e57f8f72ba8ecf91139,sha256:dfdf80b0dc9b2b31d1b86359cdbd031012958b7a0fccf08b47ac1b2fb08c89b9,human-authored/deterministic-map-v1,replay:sha256:d261ffd7f336e7540601ecd6eee0b6c6b82d81fda9646768b4ad9ad655305f4c,0321 Non-assaultive sexual offences against a child,Intensive penalty in the community,2021–22,Higher Courts
2023-06-30,2022-06-30,ANZSOC_2011_0321_NON_ASSAULTIVE_SEXUAL_OFFENCES_AGAINST_A_CHILD,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,2022-06-30,MAGISTRATES_COURTS,defendant-count,person,3,observed,3,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 10,R72C3,sha256:5ca9b1d14fd3d68528e438bcbdc58e93ba01399a5483a948527473d80088019b,criminal-courts-australia,sha256:e34906384f22afd3d92af8060867508a3685287d43b743dd18809a6626e9062f,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:ec20368b25012fe948c088fd1a8adc1a94b053d137909e57f8f72ba8ecf91139,sha256:dfdf80b0dc9b2b31d1b86359cdbd031012958b7a0fccf08b47ac1b2fb08c89b9,human-authored/deterministic-map-v1,replay:sha256:d261ffd7f336e7540601ecd6eee0b6c6b82d81fda9646768b4ad9ad655305f4c,0321 Non-assaultive sexual offences against a child,Intensive penalty in the community,2021–22,Magistrates' Courts
2023-06-30,2022-06-30,ANZSOC_2011_0321_NON_ASSAULTIVE_SEXUAL_OFFENCES_AGAINST_A_CHILD,SENTENCE_MODERATE_PENALTY_IN_THE_COMMUNITY,2022-06-30,ALL_COURTS,defendant-count,person,31,observed,31,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 10,R18C6,sha256:5ca9b1d14fd3d68528e438bcbdc58e93ba01399a5483a948527473d80088019b,criminal-courts-australia,sha256:e34906384f22afd3d92af8060867508a3685287d43b743dd18809a6626e9062f,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:ec20368b25012fe948c088fd1a8adc1a94b053d137909e57f8f72ba8ecf91139,sha256:dfdf80b0dc9b2b31d1b86359cdbd031012958b7a0fccf08b47ac1b2fb08c89b9,human-authored/deterministic-map-v1,replay:sha256:d261ffd7f336e7540601ecd6eee0b6c6b82d81fda9646768b4ad9ad655305f4c,0321 Non-assaultive sexual offences against a child,Moderate penalty in the community,2021–22,All Courts
2023-06-30,2022-06-30,ANZSOC_2011_0321_NON_ASSAULTIVE_SEXUAL_OFFENCES_AGAINST_A_CHILD,SENTENCE_MODERATE_PENALTY_IN_THE_COMMUNITY,2022-06-30,CHILDRENS_COURTS,defendant-count,person,0,observed,0,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 10,R99C6,sha256:5ca9b1d14fd3d68528e438bcbdc58e93ba01399a5483a948527473d80088019b,criminal-courts-australia,sha256:e34906384f22afd3d92af8060867508a3685287d43b743dd18809a6626e9062f,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:ec20368b25012fe948c088fd1a8adc1a94b053d137909e57f8f72ba8ecf91139,sha256:dfdf80b0dc9b2b31d1b86359cdbd031012958b7a0fccf08b47ac1b2fb08c89b9,human-authored/deterministic-map-v1,replay:sha256:d261ffd7f336e7540601ecd6eee0b6c6b82d81fda9646768b4ad9ad655305f4c,0321 Non-assaultive sexual offences against a child,Moderate penalty in the community,2021–22,Children's Courts
2023-06-30,2022-06-30,ANZSOC_2011_0321_NON_ASSAULTIVE_SEXUAL_OFFENCES_AGAINST_A_CHILD,SENTENCE_MODERATE_PENALTY_IN_THE_COMMUNITY,2022-06-30,HIGHER_COURTS,defendant-count,person,16,observed,16,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 10,R45C6,sha256:5ca9b1d14fd3d68528e438bcbdc58e93ba01399a5483a948527473d80088019b,criminal-courts-australia,sha256:e34906384f22afd3d92af8060867508a3685287d43b743dd18809a6626e9062f,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:ec20368b25012fe948c088fd1a8adc1a94b053d137909e57f8f72ba8ecf91139,sha256:dfdf80b0dc9b2b31d1b86359cdbd031012958b7a0fccf08b47ac1b2fb08c89b9,human-authored/deterministic-map-v1,replay:sha256:d261ffd7f336e7540601ecd6eee0b6c6b82d81fda9646768b4ad9ad655305f4c,0321 Non-assaultive sexual offences against a child,Moderate penalty in the community,2021–22,Higher Courts
2023-06-30,2022-06-30,ANZSOC_2011_0321_NON_ASSAULTIVE_SEXUAL_OFFENCES_AGAINST_A_CHILD,SENTENCE_MODERATE_PENALTY_IN_THE_COMMUNITY,2022-06-30,MAGISTRATES_COURTS,defendant-count,person,11,observed,11,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 10,R72C6,sha256:5ca9b1d14fd3d68528e438bcbdc58e93ba01399a5483a948527473d80088019b,criminal-courts-australia,sha256:e34906384f22afd3d92af8060867508a3685287d43b743dd18809a6626e9062f,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:ec20368b25012fe948c088fd1a8adc1a94b053d137909e57f8f72ba8ecf91139,sha256:dfdf80b0dc9b2b31d1b86359cdbd031012958b7a0fccf08b47ac1b2fb08c89b9,human-authored/deterministic-map-v1,replay:sha256:d261ffd7f336e7540601ecd6eee0b6c6b82d81fda9646768b4ad9ad655305f4c,0321 Non-assaultive sexual offences against a child,Moderate penalty in the community,2021–22,Magistrates' Courts
2023-06-30,2022-06-30,ANZSOC_2011_0321_NON_ASSAULTIVE_SEXUAL_OFFENCES_AGAINST_A_CHILD,SENTENCE_NOMINAL_AND_OTHER_PENALTIES,2022-06-30,ALL_COURTS,defendant-count,person,8,observed,8,sha256:cde6a914aa3b974579f8199dcaeb1102f2ae76629bf13d04f67d00e70810c9e8,Table 10,R18C9,sha256:5ca9b1d14fd3d68528e438bcbdc58e93ba01399a5483a948527473d80088019b,criminal-courts-australia,sha256:e34906384f22afd3d92af8060867508a3685287d43b743dd18809a6626e9062f,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:ec20368b25012fe948c088fd1a8adc1a94b053d137909e57f8f72ba8ecf91139,sha256:dfdf80b0dc9b2b31d1b86359cdbd031012958b7a0fccf08b47ac1b2fb08c89b9,human-authored/deterministic-map-v1,replay:sha256:d261ffd7f336e7540601ecd6eee0b6c6b82d81fda9646768b4ad9ad655305f4c,0321 Non-assaultive sexual offences against a child,Nominal and other penalties,2021–22,All Courts
