publication_vintage_date,reference_date,principal_offence_id,sentence_statistic_id,observation_period_id,court_level_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_sentence_statistic,raw_observation_period,raw_court_level
2024-06-30,2023-06-30,ANZSOC_2011_031_SEXUAL_ASSAULT,SENTENCE_FINES,2023-06-30,CHILDRENS_COURTS,defendant-count,person,3,observed,3,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 10,R94C7,sha256:2e121dbf7870b1edeaf2a217c2e5b295f2d3b94cb87b3661ab2469f6a205e1ca,criminal-courts-australia,sha256:37f93b17661c7dd20c940cd33cd56666806ba495cb2324e22ae7eb0bd1333f55,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:9a5727838f896774e8543c0b625aac1f73509d6eadef677f93bce55573339954,sha256:de288bb119d7e940a0b3384c8d8e2bd44f7070628cb789b004e7f3099b1c4bc8,human-authored/deterministic-map-v1,replay:sha256:73059422af185f9eff6f0f6f306073c558cbc39288edeaee17f7abfee21d3238,031 Sexual assault,Fines(a),2022–23,Children's Courts
2024-06-30,2023-06-30,ANZSOC_2011_031_SEXUAL_ASSAULT,SENTENCE_FINES,2023-06-30,HIGHER_COURTS,defendant-count,person,8,observed,8,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 10,R40C7,sha256:2e121dbf7870b1edeaf2a217c2e5b295f2d3b94cb87b3661ab2469f6a205e1ca,criminal-courts-australia,sha256:37f93b17661c7dd20c940cd33cd56666806ba495cb2324e22ae7eb0bd1333f55,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:9a5727838f896774e8543c0b625aac1f73509d6eadef677f93bce55573339954,sha256:de288bb119d7e940a0b3384c8d8e2bd44f7070628cb789b004e7f3099b1c4bc8,human-authored/deterministic-map-v1,replay:sha256:73059422af185f9eff6f0f6f306073c558cbc39288edeaee17f7abfee21d3238,031 Sexual assault,Fines(a),2022–23,Higher Courts
2024-06-30,2023-06-30,ANZSOC_2011_031_SEXUAL_ASSAULT,SENTENCE_FINES,2023-06-30,MAGISTRATES_COURTS,defendant-count,person,148,observed,148,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 10,R67C7,sha256:2e121dbf7870b1edeaf2a217c2e5b295f2d3b94cb87b3661ab2469f6a205e1ca,criminal-courts-australia,sha256:37f93b17661c7dd20c940cd33cd56666806ba495cb2324e22ae7eb0bd1333f55,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:9a5727838f896774e8543c0b625aac1f73509d6eadef677f93bce55573339954,sha256:de288bb119d7e940a0b3384c8d8e2bd44f7070628cb789b004e7f3099b1c4bc8,human-authored/deterministic-map-v1,replay:sha256:73059422af185f9eff6f0f6f306073c558cbc39288edeaee17f7abfee21d3238,031 Sexual assault,Fines(a),2022–23,Magistrates' Courts
2024-06-30,2023-06-30,ANZSOC_2011_031_SEXUAL_ASSAULT,SENTENCE_FULLY_SUSPENDED_SENTENCE_OF_IMPRISONMENT,2023-06-30,ALL_COURTS,defendant-count,person,218,observed,218,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 10,R13C4,sha256:2e121dbf7870b1edeaf2a217c2e5b295f2d3b94cb87b3661ab2469f6a205e1ca,criminal-courts-australia,sha256:37f93b17661c7dd20c940cd33cd56666806ba495cb2324e22ae7eb0bd1333f55,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:9a5727838f896774e8543c0b625aac1f73509d6eadef677f93bce55573339954,sha256:de288bb119d7e940a0b3384c8d8e2bd44f7070628cb789b004e7f3099b1c4bc8,human-authored/deterministic-map-v1,replay:sha256:73059422af185f9eff6f0f6f306073c558cbc39288edeaee17f7abfee21d3238,031 Sexual assault,Fully suspended sentence of imprisonment,2022–23,All Courts
2024-06-30,2023-06-30,ANZSOC_2011_031_SEXUAL_ASSAULT,SENTENCE_FULLY_SUSPENDED_SENTENCE_OF_IMPRISONMENT,2023-06-30,CHILDRENS_COURTS,defendant-count,person,15,observed,15,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 10,R94C4,sha256:2e121dbf7870b1edeaf2a217c2e5b295f2d3b94cb87b3661ab2469f6a205e1ca,criminal-courts-australia,sha256:37f93b17661c7dd20c940cd33cd56666806ba495cb2324e22ae7eb0bd1333f55,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:9a5727838f896774e8543c0b625aac1f73509d6eadef677f93bce55573339954,sha256:de288bb119d7e940a0b3384c8d8e2bd44f7070628cb789b004e7f3099b1c4bc8,human-authored/deterministic-map-v1,replay:sha256:73059422af185f9eff6f0f6f306073c558cbc39288edeaee17f7abfee21d3238,031 Sexual assault,Fully suspended sentence of imprisonment,2022–23,Children's Courts
2024-06-30,2023-06-30,ANZSOC_2011_031_SEXUAL_ASSAULT,SENTENCE_FULLY_SUSPENDED_SENTENCE_OF_IMPRISONMENT,2023-06-30,HIGHER_COURTS,defendant-count,person,140,observed,140,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 10,R40C4,sha256:2e121dbf7870b1edeaf2a217c2e5b295f2d3b94cb87b3661ab2469f6a205e1ca,criminal-courts-australia,sha256:37f93b17661c7dd20c940cd33cd56666806ba495cb2324e22ae7eb0bd1333f55,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:9a5727838f896774e8543c0b625aac1f73509d6eadef677f93bce55573339954,sha256:de288bb119d7e940a0b3384c8d8e2bd44f7070628cb789b004e7f3099b1c4bc8,human-authored/deterministic-map-v1,replay:sha256:73059422af185f9eff6f0f6f306073c558cbc39288edeaee17f7abfee21d3238,031 Sexual assault,Fully suspended sentence of imprisonment,2022–23,Higher Courts
2024-06-30,2023-06-30,ANZSOC_2011_031_SEXUAL_ASSAULT,SENTENCE_FULLY_SUSPENDED_SENTENCE_OF_IMPRISONMENT,2023-06-30,MAGISTRATES_COURTS,defendant-count,person,64,observed,64,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 10,R67C4,sha256:2e121dbf7870b1edeaf2a217c2e5b295f2d3b94cb87b3661ab2469f6a205e1ca,criminal-courts-australia,sha256:37f93b17661c7dd20c940cd33cd56666806ba495cb2324e22ae7eb0bd1333f55,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:9a5727838f896774e8543c0b625aac1f73509d6eadef677f93bce55573339954,sha256:de288bb119d7e940a0b3384c8d8e2bd44f7070628cb789b004e7f3099b1c4bc8,human-authored/deterministic-map-v1,replay:sha256:73059422af185f9eff6f0f6f306073c558cbc39288edeaee17f7abfee21d3238,031 Sexual assault,Fully suspended sentence of imprisonment,2022–23,Magistrates' Courts
2024-06-30,2023-06-30,ANZSOC_2011_031_SEXUAL_ASSAULT,SENTENCE_GOOD_BEHAVIOUR_INCL_BONDS,2023-06-30,ALL_COURTS,defendant-count,person,185,observed,185,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 10,R13C8,sha256:2e121dbf7870b1edeaf2a217c2e5b295f2d3b94cb87b3661ab2469f6a205e1ca,criminal-courts-australia,sha256:37f93b17661c7dd20c940cd33cd56666806ba495cb2324e22ae7eb0bd1333f55,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:9a5727838f896774e8543c0b625aac1f73509d6eadef677f93bce55573339954,sha256:de288bb119d7e940a0b3384c8d8e2bd44f7070628cb789b004e7f3099b1c4bc8,human-authored/deterministic-map-v1,replay:sha256:73059422af185f9eff6f0f6f306073c558cbc39288edeaee17f7abfee21d3238,031 Sexual assault,Good behaviour (incl. bonds),2022–23,All Courts
2024-06-30,2023-06-30,ANZSOC_2011_031_SEXUAL_ASSAULT,SENTENCE_GOOD_BEHAVIOUR_INCL_BONDS,2023-06-30,CHILDRENS_COURTS,defendant-count,person,32,observed,32,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 10,R94C8,sha256:2e121dbf7870b1edeaf2a217c2e5b295f2d3b94cb87b3661ab2469f6a205e1ca,criminal-courts-australia,sha256:37f93b17661c7dd20c940cd33cd56666806ba495cb2324e22ae7eb0bd1333f55,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:9a5727838f896774e8543c0b625aac1f73509d6eadef677f93bce55573339954,sha256:de288bb119d7e940a0b3384c8d8e2bd44f7070628cb789b004e7f3099b1c4bc8,human-authored/deterministic-map-v1,replay:sha256:73059422af185f9eff6f0f6f306073c558cbc39288edeaee17f7abfee21d3238,031 Sexual assault,Good behaviour (incl. bonds),2022–23,Children's Courts
2024-06-30,2023-06-30,ANZSOC_2011_031_SEXUAL_ASSAULT,SENTENCE_GOOD_BEHAVIOUR_INCL_BONDS,2023-06-30,HIGHER_COURTS,defendant-count,person,20,observed,20,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 10,R40C8,sha256:2e121dbf7870b1edeaf2a217c2e5b295f2d3b94cb87b3661ab2469f6a205e1ca,criminal-courts-australia,sha256:37f93b17661c7dd20c940cd33cd56666806ba495cb2324e22ae7eb0bd1333f55,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:9a5727838f896774e8543c0b625aac1f73509d6eadef677f93bce55573339954,sha256:de288bb119d7e940a0b3384c8d8e2bd44f7070628cb789b004e7f3099b1c4bc8,human-authored/deterministic-map-v1,replay:sha256:73059422af185f9eff6f0f6f306073c558cbc39288edeaee17f7abfee21d3238,031 Sexual assault,Good behaviour (incl. bonds),2022–23,Higher Courts
2024-06-30,2023-06-30,ANZSOC_2011_031_SEXUAL_ASSAULT,SENTENCE_GOOD_BEHAVIOUR_INCL_BONDS,2023-06-30,MAGISTRATES_COURTS,defendant-count,person,139,observed,139,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 10,R67C8,sha256:2e121dbf7870b1edeaf2a217c2e5b295f2d3b94cb87b3661ab2469f6a205e1ca,criminal-courts-australia,sha256:37f93b17661c7dd20c940cd33cd56666806ba495cb2324e22ae7eb0bd1333f55,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:9a5727838f896774e8543c0b625aac1f73509d6eadef677f93bce55573339954,sha256:de288bb119d7e940a0b3384c8d8e2bd44f7070628cb789b004e7f3099b1c4bc8,human-authored/deterministic-map-v1,replay:sha256:73059422af185f9eff6f0f6f306073c558cbc39288edeaee17f7abfee21d3238,031 Sexual assault,Good behaviour (incl. bonds),2022–23,Magistrates' Courts
2024-06-30,2023-06-30,ANZSOC_2011_031_SEXUAL_ASSAULT,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,2023-06-30,ALL_COURTS,defendant-count,person,154,observed,154,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 10,R13C3,sha256:2e121dbf7870b1edeaf2a217c2e5b295f2d3b94cb87b3661ab2469f6a205e1ca,criminal-courts-australia,sha256:37f93b17661c7dd20c940cd33cd56666806ba495cb2324e22ae7eb0bd1333f55,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:9a5727838f896774e8543c0b625aac1f73509d6eadef677f93bce55573339954,sha256:de288bb119d7e940a0b3384c8d8e2bd44f7070628cb789b004e7f3099b1c4bc8,human-authored/deterministic-map-v1,replay:sha256:73059422af185f9eff6f0f6f306073c558cbc39288edeaee17f7abfee21d3238,031 Sexual assault,Intensive penalty in the community,2022–23,All Courts
2024-06-30,2023-06-30,ANZSOC_2011_031_SEXUAL_ASSAULT,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,2023-06-30,CHILDRENS_COURTS,defendant-count,person,43,observed,43,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 10,R94C3,sha256:2e121dbf7870b1edeaf2a217c2e5b295f2d3b94cb87b3661ab2469f6a205e1ca,criminal-courts-australia,sha256:37f93b17661c7dd20c940cd33cd56666806ba495cb2324e22ae7eb0bd1333f55,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:9a5727838f896774e8543c0b625aac1f73509d6eadef677f93bce55573339954,sha256:de288bb119d7e940a0b3384c8d8e2bd44f7070628cb789b004e7f3099b1c4bc8,human-authored/deterministic-map-v1,replay:sha256:73059422af185f9eff6f0f6f306073c558cbc39288edeaee17f7abfee21d3238,031 Sexual assault,Intensive penalty in the community,2022–23,Children's Courts
2024-06-30,2023-06-30,ANZSOC_2011_031_SEXUAL_ASSAULT,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,2023-06-30,HIGHER_COURTS,defendant-count,person,34,observed,34,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 10,R40C3,sha256:2e121dbf7870b1edeaf2a217c2e5b295f2d3b94cb87b3661ab2469f6a205e1ca,criminal-courts-australia,sha256:37f93b17661c7dd20c940cd33cd56666806ba495cb2324e22ae7eb0bd1333f55,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:9a5727838f896774e8543c0b625aac1f73509d6eadef677f93bce55573339954,sha256:de288bb119d7e940a0b3384c8d8e2bd44f7070628cb789b004e7f3099b1c4bc8,human-authored/deterministic-map-v1,replay:sha256:73059422af185f9eff6f0f6f306073c558cbc39288edeaee17f7abfee21d3238,031 Sexual assault,Intensive penalty in the community,2022–23,Higher Courts
2024-06-30,2023-06-30,ANZSOC_2011_031_SEXUAL_ASSAULT,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,2023-06-30,MAGISTRATES_COURTS,defendant-count,person,72,observed,72,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 10,R67C3,sha256:2e121dbf7870b1edeaf2a217c2e5b295f2d3b94cb87b3661ab2469f6a205e1ca,criminal-courts-australia,sha256:37f93b17661c7dd20c940cd33cd56666806ba495cb2324e22ae7eb0bd1333f55,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:9a5727838f896774e8543c0b625aac1f73509d6eadef677f93bce55573339954,sha256:de288bb119d7e940a0b3384c8d8e2bd44f7070628cb789b004e7f3099b1c4bc8,human-authored/deterministic-map-v1,replay:sha256:73059422af185f9eff6f0f6f306073c558cbc39288edeaee17f7abfee21d3238,031 Sexual assault,Intensive penalty in the community,2022–23,Magistrates' Courts
2024-06-30,2023-06-30,ANZSOC_2011_031_SEXUAL_ASSAULT,SENTENCE_MODERATE_PENALTY_IN_THE_COMMUNITY,2023-06-30,ALL_COURTS,defendant-count,person,361,observed,361,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 10,R13C6,sha256:2e121dbf7870b1edeaf2a217c2e5b295f2d3b94cb87b3661ab2469f6a205e1ca,criminal-courts-australia,sha256:37f93b17661c7dd20c940cd33cd56666806ba495cb2324e22ae7eb0bd1333f55,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:9a5727838f896774e8543c0b625aac1f73509d6eadef677f93bce55573339954,sha256:de288bb119d7e940a0b3384c8d8e2bd44f7070628cb789b004e7f3099b1c4bc8,human-authored/deterministic-map-v1,replay:sha256:73059422af185f9eff6f0f6f306073c558cbc39288edeaee17f7abfee21d3238,031 Sexual assault,Moderate penalty in the community,2022–23,All Courts
2024-06-30,2023-06-30,ANZSOC_2011_031_SEXUAL_ASSAULT,SENTENCE_MODERATE_PENALTY_IN_THE_COMMUNITY,2023-06-30,CHILDRENS_COURTS,defendant-count,person,73,observed,73,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 10,R94C6,sha256:2e121dbf7870b1edeaf2a217c2e5b295f2d3b94cb87b3661ab2469f6a205e1ca,criminal-courts-australia,sha256:37f93b17661c7dd20c940cd33cd56666806ba495cb2324e22ae7eb0bd1333f55,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:9a5727838f896774e8543c0b625aac1f73509d6eadef677f93bce55573339954,sha256:de288bb119d7e940a0b3384c8d8e2bd44f7070628cb789b004e7f3099b1c4bc8,human-authored/deterministic-map-v1,replay:sha256:73059422af185f9eff6f0f6f306073c558cbc39288edeaee17f7abfee21d3238,031 Sexual assault,Moderate penalty in the community,2022–23,Children's Courts
2024-06-30,2023-06-30,ANZSOC_2011_031_SEXUAL_ASSAULT,SENTENCE_MODERATE_PENALTY_IN_THE_COMMUNITY,2023-06-30,HIGHER_COURTS,defendant-count,person,58,observed,58,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 10,R40C6,sha256:2e121dbf7870b1edeaf2a217c2e5b295f2d3b94cb87b3661ab2469f6a205e1ca,criminal-courts-australia,sha256:37f93b17661c7dd20c940cd33cd56666806ba495cb2324e22ae7eb0bd1333f55,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:9a5727838f896774e8543c0b625aac1f73509d6eadef677f93bce55573339954,sha256:de288bb119d7e940a0b3384c8d8e2bd44f7070628cb789b004e7f3099b1c4bc8,human-authored/deterministic-map-v1,replay:sha256:73059422af185f9eff6f0f6f306073c558cbc39288edeaee17f7abfee21d3238,031 Sexual assault,Moderate penalty in the community,2022–23,Higher Courts
2024-06-30,2023-06-30,ANZSOC_2011_031_SEXUAL_ASSAULT,SENTENCE_MODERATE_PENALTY_IN_THE_COMMUNITY,2023-06-30,MAGISTRATES_COURTS,defendant-count,person,228,observed,228,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 10,R67C6,sha256:2e121dbf7870b1edeaf2a217c2e5b295f2d3b94cb87b3661ab2469f6a205e1ca,criminal-courts-australia,sha256:37f93b17661c7dd20c940cd33cd56666806ba495cb2324e22ae7eb0bd1333f55,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:9a5727838f896774e8543c0b625aac1f73509d6eadef677f93bce55573339954,sha256:de288bb119d7e940a0b3384c8d8e2bd44f7070628cb789b004e7f3099b1c4bc8,human-authored/deterministic-map-v1,replay:sha256:73059422af185f9eff6f0f6f306073c558cbc39288edeaee17f7abfee21d3238,031 Sexual assault,Moderate penalty in the community,2022–23,Magistrates' Courts
2024-06-30,2023-06-30,ANZSOC_2011_031_SEXUAL_ASSAULT,SENTENCE_NOMINAL_AND_OTHER_PENALTIES,2023-06-30,ALL_COURTS,defendant-count,person,114,observed,114,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 10,R13C9,sha256:2e121dbf7870b1edeaf2a217c2e5b295f2d3b94cb87b3661ab2469f6a205e1ca,criminal-courts-australia,sha256:37f93b17661c7dd20c940cd33cd56666806ba495cb2324e22ae7eb0bd1333f55,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:9a5727838f896774e8543c0b625aac1f73509d6eadef677f93bce55573339954,sha256:de288bb119d7e940a0b3384c8d8e2bd44f7070628cb789b004e7f3099b1c4bc8,human-authored/deterministic-map-v1,replay:sha256:73059422af185f9eff6f0f6f306073c558cbc39288edeaee17f7abfee21d3238,031 Sexual assault,Nominal and other penalties,2022–23,All Courts
2024-06-30,2023-06-30,ANZSOC_2011_031_SEXUAL_ASSAULT,SENTENCE_NOMINAL_AND_OTHER_PENALTIES,2023-06-30,CHILDRENS_COURTS,defendant-count,person,44,observed,44,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 10,R94C9,sha256:2e121dbf7870b1edeaf2a217c2e5b295f2d3b94cb87b3661ab2469f6a205e1ca,criminal-courts-australia,sha256:37f93b17661c7dd20c940cd33cd56666806ba495cb2324e22ae7eb0bd1333f55,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:9a5727838f896774e8543c0b625aac1f73509d6eadef677f93bce55573339954,sha256:de288bb119d7e940a0b3384c8d8e2bd44f7070628cb789b004e7f3099b1c4bc8,human-authored/deterministic-map-v1,replay:sha256:73059422af185f9eff6f0f6f306073c558cbc39288edeaee17f7abfee21d3238,031 Sexual assault,Nominal and other penalties,2022–23,Children's Courts
2024-06-30,2023-06-30,ANZSOC_2011_031_SEXUAL_ASSAULT,SENTENCE_NOMINAL_AND_OTHER_PENALTIES,2023-06-30,HIGHER_COURTS,defendant-count,person,23,observed,23,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 10,R40C9,sha256:2e121dbf7870b1edeaf2a217c2e5b295f2d3b94cb87b3661ab2469f6a205e1ca,criminal-courts-australia,sha256:37f93b17661c7dd20c940cd33cd56666806ba495cb2324e22ae7eb0bd1333f55,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:9a5727838f896774e8543c0b625aac1f73509d6eadef677f93bce55573339954,sha256:de288bb119d7e940a0b3384c8d8e2bd44f7070628cb789b004e7f3099b1c4bc8,human-authored/deterministic-map-v1,replay:sha256:73059422af185f9eff6f0f6f306073c558cbc39288edeaee17f7abfee21d3238,031 Sexual assault,Nominal and other penalties,2022–23,Higher Courts
2024-06-30,2023-06-30,ANZSOC_2011_031_SEXUAL_ASSAULT,SENTENCE_NOMINAL_AND_OTHER_PENALTIES,2023-06-30,MAGISTRATES_COURTS,defendant-count,person,44,observed,44,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 10,R67C9,sha256:2e121dbf7870b1edeaf2a217c2e5b295f2d3b94cb87b3661ab2469f6a205e1ca,criminal-courts-australia,sha256:37f93b17661c7dd20c940cd33cd56666806ba495cb2324e22ae7eb0bd1333f55,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:9a5727838f896774e8543c0b625aac1f73509d6eadef677f93bce55573339954,sha256:de288bb119d7e940a0b3384c8d8e2bd44f7070628cb789b004e7f3099b1c4bc8,human-authored/deterministic-map-v1,replay:sha256:73059422af185f9eff6f0f6f306073c558cbc39288edeaee17f7abfee21d3238,031 Sexual assault,Nominal and other penalties,2022–23,Magistrates' Courts
2024-06-30,2023-06-30,ANZSOC_2011_031_SEXUAL_ASSAULT,SENTENCE_TOTAL,2023-06-30,ALL_COURTS,defendant-count,person,3012,observed,3012,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 10,R13C10,sha256:2e121dbf7870b1edeaf2a217c2e5b295f2d3b94cb87b3661ab2469f6a205e1ca,criminal-courts-australia,sha256:37f93b17661c7dd20c940cd33cd56666806ba495cb2324e22ae7eb0bd1333f55,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:9a5727838f896774e8543c0b625aac1f73509d6eadef677f93bce55573339954,sha256:de288bb119d7e940a0b3384c8d8e2bd44f7070628cb789b004e7f3099b1c4bc8,human-authored/deterministic-map-v1,replay:sha256:73059422af185f9eff6f0f6f306073c558cbc39288edeaee17f7abfee21d3238,031 Sexual assault,Total(b),2022–23,All Courts
2024-06-30,2023-06-30,ANZSOC_2011_031_SEXUAL_ASSAULT,SENTENCE_TOTAL,2023-06-30,CHILDRENS_COURTS,defendant-count,person,241,observed,241,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 10,R94C10,sha256:2e121dbf7870b1edeaf2a217c2e5b295f2d3b94cb87b3661ab2469f6a205e1ca,criminal-courts-australia,sha256:37f93b17661c7dd20c940cd33cd56666806ba495cb2324e22ae7eb0bd1333f55,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:9a5727838f896774e8543c0b625aac1f73509d6eadef677f93bce55573339954,sha256:de288bb119d7e940a0b3384c8d8e2bd44f7070628cb789b004e7f3099b1c4bc8,human-authored/deterministic-map-v1,replay:sha256:73059422af185f9eff6f0f6f306073c558cbc39288edeaee17f7abfee21d3238,031 Sexual assault,Total(b),2022–23,Children's Courts
2024-06-30,2023-06-30,ANZSOC_2011_031_SEXUAL_ASSAULT,SENTENCE_TOTAL,2023-06-30,HIGHER_COURTS,defendant-count,person,1660,observed,1660,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 10,R40C10,sha256:2e121dbf7870b1edeaf2a217c2e5b295f2d3b94cb87b3661ab2469f6a205e1ca,criminal-courts-australia,sha256:37f93b17661c7dd20c940cd33cd56666806ba495cb2324e22ae7eb0bd1333f55,tidy.table-family-acceptance/v1,sha256:6c18d993716971f24c37766b014a5f60fc338d5f751ad13c82b8b03dcf04d33d,sha256:9a5727838f896774e8543c0b625aac1f73509d6eadef677f93bce55573339954,sha256:de288bb119d7e940a0b3384c8d8e2bd44f7070628cb789b004e7f3099b1c4bc8,human-authored/deterministic-map-v1,replay:sha256:73059422af185f9eff6f0f6f306073c558cbc39288edeaee17f7abfee21d3238,031 Sexual assault,Total(b),2022–23,Higher Courts
